"TOT Erhverv i alt";"2022";"Udpendling";"Hvidovre";10939;9639
"TOT Erhverv i alt";"2022";"Udpendling";"Høje-Taastrup";11340;9041
"TOT Erhverv i alt";"2022";"Udpendling";"Ishøj";4936;4185
"TOT Erhverv i alt";"2022";"Udpendling";"Lyngby-Taarbæk";11226;10430
"TOT Erhverv i alt";"2022";"Udpendling";"Rødovre";9135;8512
"TOT Erhverv i alt";"2022";"Udpendling";"Vallensbæk";3970;3509
"TOT Erhverv i alt";"2022";"Udpendling";"Allerød";5186;4846
"TOT Erhverv i alt";"2022";"Udpendling";"Egedal";10043;9042
"TOT Erhverv i alt";"2022";"Udpendling";"Fredensborg";7989;7165
"TOT Erhverv i alt";"2022";"Udpendling";"Frederikssund";7774;6431
"TOT Erhverv i alt";"2022";"Udpendling";"Furesø";8271;7623
"TOT Erhverv i alt";"2022";"Udpendling";"Gribskov";6507;5524
"TOT Erhverv i alt";"2022";"Udpendling";"Halsnæs";4587;3839
"TOT Erhverv i alt";"2022";"Udpendling";"Helsingør";8817;7582
"TOT Erhverv i alt";"2022";"Udpendling";"Hillerød";9103;7564
"TOT Erhverv i alt";"2022";"Udpendling";"Hørsholm";4507;4297
"TOT Erhverv i alt";"2022";"Udpendling";"Rudersdal";10912;10102
"TOT Erhverv i alt";"2022";"Udpendling";"Bornholm";927;393
"TOT Erhverv i alt";"2022";"Udpendling";"Christiansø";7;4
"TOT Erhverv i alt";"2022";"Udpendling";"Greve";10418;9186
"TOT Erhverv i alt";"2022";"Udpendling";"Køge";10658;8475
"TOT Erhverv i alt";"2022";"Udpendling";"Lejre";5809;5128
"TOT Erhverv i alt";"2022";"Udpendling";"Roskilde";15889;13032
"TOT Erhverv i alt";"2022";"Udpendling";"Solrød";5313;4808
"TOT Erhverv i alt";"2022";"Udpendling";"Faxe";6675;4836
"TOT Erhverv i alt";"2022";"Udpendling";"Guldborgsund";5522;3436
"TOT Erhverv i alt";"2022";"Udpendling";"Holbæk";10899;7821
"TOT Erhverv i alt";"2022";"Udpendling";"Kalundborg";4970;3761
"TOT Erhverv i alt";"2022";"Udpendling";"Lolland";2817;1540
"TOT Erhverv i alt";"2022";"Udpendling";"Næstved";11604;8069
"TOT Erhverv i alt";"2022";"Udpendling";"Odsherred";3963;2622
"TOT Erhverv i alt";"2022";"Udpendling";"Ringsted";6293;5068
"TOT Erhverv i alt";"2022";"Udpendling";"Slagelse";9549;6062
"TOT Erhverv i alt";"2022";"Udpendling";"Sorø";5405;4164
"TOT Erhverv i alt";"2022";"Udpendling";"Stevns";4315;3456
"TOT Erhverv i alt";"2022";"Udpendling";"Vordingborg";5738;3729
"TOT Erhverv i alt";"2022";"Udpendling";"Assens";5861;4530
"TOT Erhverv i alt";"2022";"Udpendling";"Faaborg-Midtfyn";7661;6068
"TOT Erhverv i alt";"2022";"Udpendling";"Kerteminde";3507;3102
