,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Brøndbyskel 20,2650",6.995.000 kr.,Præstemoseskolen,667 m,7,3.8,Villa,Energimærke D,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 53 dage,174 m²,Ejerudg.: 4.481 kr/md,,5 værelser,Opført 1977,2 toiletter,,,2650,https://www.boligsiden.dk/addresses/0a3f50a5-4951-32b8-e044-0003ba298018,Grund: 601 m²,
"Vestergade 227E,6792",745.000 kr.,Skærbæk Distriktsskole,"15,16 km",6,3.6,Ejerlejlighed/Fritidsbolig,fejl,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 53 dage,86 m²,Ejerudg.: 4.404 kr/md,Elevator: Nej,4 værelser,Opført 1981,-,Altan: Nej,Terrasse: Nej,6792,https://www.boligsiden.dk/addresses/0a3f50b7-7a9a-32b8-e044-0003ba298018,,
"Vejlesøparken 6, 5. tv.,2840",7.295.000 kr.,Holte Skole,"1,24 km",8.6,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 53 dage,119 m²,Ejerudg.: 9.383 kr/md,Elevator: Ja,3 værelser,Opført 1973,2 toiletter,Altan: Ja,Terrasse: Nej,2840,https://www.boligsiden.dk/addresses/0a3f50a6-ff56-32b8-e044-0003ba298018,,
"Tjørnebakken 9,4291",1.895.000 kr.,Ruds Vedby Skole,"1,14 km",5.8,3.5,Villa,Energimærke C,Meget høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 53 dage,162 m²,Ejerudg.: 1.494 kr/md,,4 værelser,Opført 1986,1 toilet,,,4291,https://www.boligsiden.dk/addresses/0a3f50ac-a9e3-32b8-e044-0003ba298018,Grund: 918 m²,
"Fuglesangs Allé 3,8210",5.995.000 kr.,Møllevangskolen,367 m,6.8,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,108 m²,Ejerudg.: 4.124 kr/md,,5 værelser,Opført 1931,2 toiletter,,,8210,https://www.boligsiden.dk/addresses/0a3f50c2-e416-32b8-e044-0003ba298018,Grund: 808 m²,
"Vinkelvej 3,8860",2.485.000 kr.,Ulstrup Skole,"2,36 km",6.8,3.7,Villa,Energimærke C,Mellem,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 53 dage,149 m²,Ejerudg.: 2.065 kr/md,,6 værelser,Opført 1895,2 toiletter,,,8860,https://www.boligsiden.dk/addresses/0a3f50c5-0fc0-32b8-e044-0003ba298018,Grund: 4557 m²,
"Kometvej 40A,4700",2.895.000 kr.,Susåskolen,650 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke B,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 53 dage,110 m²,Ejerudg.: 2.116 kr/md,,4 værelser,Opført 2007,1 toilet,,,4700,https://www.boligsiden.dk/addresses/16d19f5b-e79d-16bd-e044-0003ba298018,Grund: 454 m²,
"Kammerrådensvej 7, 3. tv.,2970",2.595.000 kr.,Hørsholm Skole,633 m,8.4,3.8,Ejerlejlighed,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 53 dage,65 m²,Ejerudg.: 2.903 kr/md,Elevator: Nej,2 værelser,Opført 1967,1 toilet,Altan: Ja,Terrasse: Nej,2970,https://www.boligsiden.dk/addresses/0a3f50aa-1395-32b8-e044-0003ba298018,,
"Høybergvej 24,6261",895.000 kr.,Bredebro Filialskole,"5,87 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke C,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 395 dage,251 m²,Ejerudg.: 1.817 kr/md,,6 værelser,Opført 1920,2 toiletter,,,6261,https://www.boligsiden.dk/addresses/0a3f50b6-6080-32b8-e044-0003ba298018,Grund: 11188 m²,
"Stensballevej 2A,8700",5.500.000 kr.,Stensballeskolen,"3,05 km",7.8,3.9,Villa,Energimærke A2010,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 53 dage,212 m²,Ejerudg.: 2.572 kr/md,,5 værelser,Opført 2006,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-8d84-32b8-e044-0003ba298018,Grund: 10436 m²,
"Kildebakken 8,8800",3.195.000 kr.,Houlkærskolen,996 m,7.2,3.9,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 194 dage,245 m²,Ejerudg.: 2.809 kr/md,,7 værelser,Opført 1976,2 toiletter,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-747b-32b8-e044-0003ba298018,Grund: 1141 m²,
"Bybakken 21,7730",995.000 kr.,Hanstholm Skole,"4,42 km",6.2,3.6,Villa,Energimærke E,Lav,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 53 dage,154 m²,Ejerudg.: 1.902 kr/md,,6 værelser,Opført 1965,-,,,7730,https://www.boligsiden.dk/addresses/0a3f50c4-f4de-32b8-e044-0003ba298018,Grund: 1400 m²,
"Borthigsgade 1, 1.,2100",3.995.000 kr.,Kildevældsskolen,723 m,6.5,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,93 m²,Ejerudg.: 3.473 kr/md,Elevator: Nej,4 værelser,Opført 1908,1 toilet,Altan: Ja,Terrasse: Nej,2100,https://www.boligsiden.dk/addresses/0a3f509d-779f-32b8-e044-0003ba298018,,
"Brommevej 22,3760",2.195.000 kr.,Hans Rømer Skolen,"11,47 km",6.6,3.6,Villa/Fritidsbolig,Energimærke E,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,182 m²,Ejerudg.: 2.058 kr/md,,3 værelser,Opført 1928,1 toilet,,,3760,https://www.boligsiden.dk/addresses/0a3f50b1-dc5d-32b8-e044-0003ba298018,Grund: 2843 m²,
"Kirstinelund 17,8660",4.198.000 kr.,Mølleskolen,"7,8 km",7.9,3.9,Villa,Energimærke A2015,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 53 dage,220 m²,Ejerudg.: 4.137 kr/md,,8 værelser,Opført 1999,2 toiletter,,,8660,https://www.boligsiden.dk/addresses/0a3f50ba-42fb-32b8-e044-0003ba298018,Grund: 8068 m²,
"Birkevænget 19,2680",3.895.000 kr.,Uglegårdsskolen,598 m,7.8,3.8,Villa,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 53 dage,99 m²,Ejerudg.: 3.395 kr/md,,4 værelser,Opført 1978,1 toilet,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-500f-32b8-e044-0003ba298018,Grund: 700 m²,
"Brobyvej 41,4180",2.295.000 kr.,Frederiksberg Skole,"3,7 km",8,3.7,Villa,Energimærke G,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 53 dage,120 m²,Ejerudg.: 1.633 kr/md,,5 værelser,Opført 1907,1 toilet,,,4180,https://www.boligsiden.dk/addresses/0a3f50ae-d64b-32b8-e044-0003ba298018,Grund: 6915 m²,
"Henriettevej 21, st.,5000",3.145.000 kr.,Sct Hans Skole,714 m,7.1,3.7,Ejerlejlighed,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 53 dage,117 m²,Ejerudg.: 2.247 kr/md,Elevator: Nej,4 værelser,Opført 1934,1 toilet,Altan: Nej,Terrasse: Nej,5000,https://www.boligsiden.dk/addresses/0a3f50b3-fcaf-32b8-e044-0003ba298018,,
"Engdalsvej 4,2650",4.495.000 kr.,Frydenhøjskolen,854 m,6.7,3.7,Villa,Energimærke D,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 53 dage,111 m²,Ejerudg.: 4.010 kr/md,,4 værelser,Opført 1928,1 toilet,,,2650,https://www.boligsiden.dk/addresses/0a3f50a5-54d8-32b8-e044-0003ba298018,Grund: 940 m²,
"Svanelundsvej 52,9800",1.795.000 kr.,Hjørring Sydøstskole,"1,51 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,123 m²,Ejerudg.: 2.409 kr/md,,5 værelser,Opført 1949,1 toilet,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-42f5-32b8-e044-0003ba298018,Grund: 905 m²,
"Skovvej 45,5400",1.995.000 kr.,Bogense Skole,502 m,6.5,3.7,Villa,Energimærke C,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 53 dage,226 m²,Ejerudg.: 2.056 kr/md,,4 værelser,Opført 1938,2 toiletter,,,5400,https://www.boligsiden.dk/addresses/0a3f50b2-6370-32b8-e044-0003ba298018,Grund: 944 m²,
"Kløvermarksvej 21,9800",2.895.000 kr.,Hjørring Ny 10.,272 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,180 m²,Ejerudg.: 1.768 kr/md,,6 værelser,Opført 1937,2 toiletter,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-2581-32b8-e044-0003ba298018,Grund: 516 m²,
"Horsevænget 5,6650",1.095.000 kr.,"Brørupskolen, afdeling Skolegade",349 m,6.4,3.6,Villa,Energimærke C,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 53 dage,203 m²,Ejerudg.: 1.591 kr/md,,5 værelser,Opført 1968,1 toilet,,,6650,https://www.boligsiden.dk/addresses/0a3f50b8-b89b-32b8-e044-0003ba298018,Grund: 950 m²,
"Holbækvej 32B, 1. 6.,4000",1.345.000 kr.,Tjørnegårdskolen,678 m,6.7,3.8,Ejerlejlighed,Energimærke E,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 53 dage,58 m²,Ejerudg.: 2.539 kr/md,Elevator: Nej,2 værelser,Opført 1960,1 toilet,Altan: Nej,Terrasse: Nej,4000,https://www.boligsiden.dk/addresses/0a3f50ab-ea27-32b8-e044-0003ba298018,,
"Mosevej 5,6200",1.398.000 kr.,Løjt Kirkeby Skole,362 m,7.3,3.8,Villa,Energimærke C,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 53 dage,179 m²,Ejerudg.: 1.046 kr/md,,7 værelser,Opført 1933,2 toiletter,,,6200,https://www.boligsiden.dk/addresses/0a3f50b8-41ba-32b8-e044-0003ba298018,Grund: 907 m²,
"Rasmus Østergaards Have 6, st. th.,8700",2.075.000 kr.,Stensballeskolen,266 m,7.8,3.9,Ejerlejlighed,Energimærke B,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 524 dage,129 m²,Ejerudg.: 2.874 kr/md,Elevator: Nej,3 værelser,Opført 2010,1 toilet,Altan: Nej,Terrasse: Nej,8700,https://www.boligsiden.dk/addresses/374230b7-1aa6-51c5-e044-0003ba298018,,
"Tornsangervej 34,9800",1.665.000 kr.,Lundergård undervisningssted,"1,7 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,139 m²,Ejerudg.: 1.686 kr/md,,4 værelser,Opført 1972,2 toiletter,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-47e0-32b8-e044-0003ba298018,Grund: 877 m²,
"Nylandsalle 22A,8700",2.295.000 kr.,Langmarkskolen,470 m,6.9,3.8,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 480 dage,132 m²,Ejerudg.: 1.750 kr/md,,5 værelser,Opført 1934,1 toilet,,,8700,https://www.boligsiden.dk/addresses/bf381de7-b00f-4ab9-86ce-558de744eaa3,Grund: 221 m²,
"Møldrupvej 12,8220",3.995.000 kr.,Engdalskolen,654 m,7.5,3.8,Rækkehus,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,88 m²,Ejerudg.: 3.360 kr/md,,3 værelser,Opført 1983,1 toilet,,,8220,https://www.boligsiden.dk/addresses/0a3f50c3-afb2-32b8-e044-0003ba298018,Grund: 703 m²,
"Espehøjvej 16,6430",1.600.000 kr.,Nordals skolen,"5,12 km",5.9,3.7,Landejendom,Energimærke G,Meget høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 53 dage,171 m²,Ejerudg.: 1.377 kr/md,,5 værelser,Opført 1883,1 toilet,,,6430,https://www.boligsiden.dk/addresses/0a3f50b7-10fa-32b8-e044-0003ba298018,Grund: 20150 m²,
"Toften 31A,7441",2.095.000 kr.,Bording Skole,519 m,6.8,3.8,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 53 dage,200 m²,Ejerudg.: 1.371 kr/md,,4 værelser,Opført 1985,2 toiletter,,,7441,https://www.boligsiden.dk/addresses/0a3f50be-5ec6-32b8-e044-0003ba298018,Grund: 791 m²,
"Hans Thygesensvej 16,3740",1.795.000 kr.,Paradisbakkeskolen,"8,64 km",7,3.7,Villa/Fritidsbolig,Energimærke F,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,122 m²,Ejerudg.: 1.994 kr/md,,4 værelser,Opført 1916,1 toilet,,,3740,https://www.boligsiden.dk/addresses/0a3f50b1-ed8a-32b8-e044-0003ba298018,Grund: 287 m²,
"Bøgeskov Høvej 169,8260",2.395.000 kr.,Højvangskolen,"1,19 km",7.3,3.7,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,83 m²,Ejerudg.: 2.437 kr/md,,4 værelser,Opført 1984,1 toilet,,,8260,https://www.boligsiden.dk/addresses/0a3f50c2-9b4f-32b8-e044-0003ba298018,Grund: 176 m²,
"Bøgebjergvej 9,4540",1.295.000 kr.,"Campus Odsherred, Fårevejle","2,09 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,100 m²,Ejerudg.: 1.445 kr/md,,3 værelser,Opført 1965,1 toilet,,,4540,https://www.boligsiden.dk/addresses/0a3f50ac-b06c-32b8-e044-0003ba298018,Grund: 701 m²,
"Vægtens Kvarter 59,6710",2.175.000 kr.,Sønderrisskolen,768 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 340 dage,110 m²,Ejerudg.: 1.823 kr/md,,3 værelser,Opført 2012,1 toilet,,,6710,https://www.boligsiden.dk/addresses/02a487f8-2c1e-42cd-aa96-dc969ce5bdcb,Grund: 516 m²,
"H.C. Lumbyes Vej 33,5270",2.295.000 kr.,Lumby Skole,322 m,7.4,3.8,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 53 dage,171 m²,Ejerudg.: 1.752 kr/md,,6 værelser,Opført 1890,2 toiletter,,,5270,https://www.boligsiden.dk/addresses/0a3f50b3-f491-32b8-e044-0003ba298018,Grund: 1101 m²,
"Sanddal Bakke 5,7000",1.895.000 kr.,"Erritsø Fællesskole, Krogagervej","1,27 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 53 dage,114 m²,Ejerudg.: 1.779 kr/md,,3 værelser,Opført 1936,1 toilet,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-ca97-32b8-e044-0003ba298018,Grund: 1028 m²,
"Nedergårdsvej 83,8200",3.799.000 kr.,Vorrevangskolen,"2,22 km",7,3.8,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 307 dage,176 m²,Ejerudg.: 2.863 kr/md,,6 værelser,Opført 1937,1 toilet,,,8200,https://www.boligsiden.dk/addresses/0a3f50c3-b339-32b8-e044-0003ba298018,Grund: 686 m²,
"Hærvejen 91,6200",1.995.000 kr.,Tinglev Skole,"7,39 km",6.7,3.6,Villa,Energimærke C,Mellem,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 277 dage,254 m²,Ejerudg.: 2.019 kr/md,,7 værelser,Opført 1912,1 toilet,,,6200,https://www.boligsiden.dk/addresses/6d0cbb04-9dac-4779-b96c-3002f52ec8e5,Grund: 6396 m²,
"Tim Kirkevej 12,6980",2.495.000 kr.,Tim Skole,"3,11 km",7.1,3.9,Landejendom/Landejendom,Energimærke B,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 53 dage,186 m²,Ejerudg.: 2.074 kr/md,,6 værelser,Opført 1578,2 toiletter,,,6980,https://www.boligsiden.dk/addresses/0a3f50be-a973-32b8-e044-0003ba298018,Grund: 132625 m²,
"Sandageralle 12,8300",2.698.000 kr.,"Vestskolen, afd. Skovbakken",487 m,7.2,3.7,Villa,Energimærke F,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 53 dage,128 m²,Ejerudg.: 2.975 kr/md,,7 værelser,Opført 1924,2 toiletter,,,8300,https://www.boligsiden.dk/addresses/0a3f50c0-b15c-32b8-e044-0003ba298018,Grund: 570 m²,
"Søndergade 71,9640",498.000 kr.,Farsø Skole,583 m,6.9,3.7,Villa,Energimærke D,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 872 dage,149 m²,Ejerudg.: 1.273 kr/md,,5 værelser,Opført 1944,1 toilet,,,9640,https://www.boligsiden.dk/addresses/0a3f50c7-325b-32b8-e044-0003ba298018,Grund: 719 m²,
"Skåde Højgårdsvej 86,8270",5.795.000 kr.,Skåde Skole,687 m,8.2,3.9,Villa,Energimærke F,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 227 dage,163 m²,Ejerudg.: 4.263 kr/md,,6 værelser,Opført 1980,2 toiletter,,,8270,https://www.boligsiden.dk/addresses/0a3f50c4-3ebf-32b8-e044-0003ba298018,Grund: 829 m²,
"Smed Søes Vej 3,7700",3.825.000 kr.,Sjørring Skole,"4,05 km",7.2,3.8,Villa,Energimærke B,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 53 dage,165 m²,Ejerudg.: 1.649 kr/md,,3 værelser,Opført 1877,2 toiletter,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-2d35-32b8-e044-0003ba298018,Grund: 19799 m²,
"Dueløkken 4,5853",1.295.000 kr.,4kløverskolen,"4,82 km",6.7,3.7,Villa,Energimærke E,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 53 dage,173 m²,Ejerudg.: 1.801 kr/md,,4 værelser,Opført 1880,2 toiletter,,,5853,https://www.boligsiden.dk/addresses/0a3f50b6-16ea-32b8-e044-0003ba298018,Grund: 2114 m²,
"Møllergade 64F, st.,5700",1.795.000 kr.,Ørkildskolen,"1,04 km",6.6,3.8,Ejerlejlighed,Energimærke D,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 53 dage,71 m²,Ejerudg.: 1.218 kr/md,Elevator: Nej,2 værelser,Opført 1777,-,Altan: Nej,Terrasse: Nej,5700,https://www.boligsiden.dk/addresses/d7736eba-6a9a-4e08-8c37-61a85dfe8d07,,
"Drejøgade 28, 7. 702.,2100",3.495.000 kr.,Kildevældsskolen,436 m,6.5,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,67 m²,Ejerudg.: 4.515 kr/md,Elevator: Ja,2 værelser,Opført 1974,1 toilet,Altan: Ja,Terrasse: Nej,2100,https://www.boligsiden.dk/addresses/0a3f509d-cbfa-32b8-e044-0003ba298018,,
"Bredebovej 23, st. mf.,2800",2.645.000 kr.,Kongevejens Skole,913 m,8.5,3.9,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 162 dage,64 m²,Ejerudg.: 3.583 kr/md,Elevator: Ja,2 værelser,Opført 1969,1 toilet,Altan: Ja,Terrasse: Nej,2800,https://www.boligsiden.dk/addresses/0a3f50a6-1641-32b8-e044-0003ba298018,,
"Engvangen 16,9800",1.495.000 kr.,Bjergby undervisningssted,"5,44 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,123 m²,Ejerudg.: 1.050 kr/md,,4 værelser,Opført 1979,1 toilet,,,9800,https://www.boligsiden.dk/addresses/0a3f50c9-140d-32b8-e044-0003ba298018,Grund: 1158 m²,
"Blomstermarken 113, 1. tv.,9000",1.395.000 kr.,Vester Mariendal Skole,796 m,7.4,3.7,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 309 dage,99 m²,Ejerudg.: 2.354 kr/md,Elevator: Nej,4 værelser,Opført 1970,1 toilet,Altan: Ja,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/30699060-1aa3-6521-e044-0003ba298018,,
"Vemmedrupvej 129,4632",3.795.000 kr.,Vemmedrupskolen,688 m,6.9,3.7,Villa,Energimærke D,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 53 dage,151 m²,Ejerudg.: 2.926 kr/md,,5 værelser,Opført 1971,2 toiletter,,,4632,https://www.boligsiden.dk/addresses/0a3f50ac-4c99-32b8-e044-0003ba298018,Grund: 870 m²,
"Laurids Skaus Gade 10,6100",2.395.000 kr.,Fællesskolen Hammelev-Sct. Severin,648 m,6.7,3.8,Villa,Energimærke E,Ukendt,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 53 dage,235 m²,Ejerudg.: 2.546 kr/md,,8 værelser,Opført 1890,-,,,6100,https://www.boligsiden.dk/addresses/1af116d7-7c2f-4470-9360-c61bd35c095e,Grund: 587 m²,
