,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Asger Jorns Vej 1,7430",3.395.000 kr.,Ikast Østre Skole,"1,55 km",6.7,3.8,Villa,Energimærke B,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 165 dage,184 m²,Grund: 904 m²,Ejerudg.: 2.002 kr/md,4 værelser,Opført 2011,2 toiletter,7430,https://www.boligsiden.dk/addresses/43f47d65-7d54-4a17-87a7-b7ba8d68ccc0,,,,
"Vejledalen 64, st. th.,2635",2.295.000 kr.,Vejlebroskolen,190 m,6.1,3.6,Ejerlejlighed,Energimærke C,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 10 dage,103 m²,,Ejerudg.: 4.740 kr/md,4 værelser,Opført 1974,1 toilet,2635,https://www.boligsiden.dk/addresses/0a3f50a7-2058-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Brandsbjergvej 67,2600",4.195.000 kr.,"Glostrup Skole, Ejby",786 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 10 dage,120 m²,Grund: 839 m²,Ejerudg.: 3.525 kr/md,4 værelser,Opført 1968,1 toilet,2600,https://www.boligsiden.dk/addresses/0a3f50a4-a88b-32b8-e044-0003ba298018,,,,
"Hammergårdsvej 20,9440",2.975.000 kr.,Aabybro Skole,"11,1 km",7.4,3.8,Rækkehus,Energimærke B,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 10 dage,184 m²,Grund: - m²,Ejerudg.: 3.427 kr/md,5 værelser,Opført 2008,2 toiletter,9440,https://www.boligsiden.dk/addresses/39ff92cd-f301-0991-e044-0003ba298018,,,,
"Holbækvej 32B, st. 1.,4000",995.000 kr.,Tjørnegårdskolen,678 m,6.7,3.8,Ejerlejlighed,Energimærke E,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 10 dage,48 m²,,Ejerudg.: 2.254 kr/md,2 værelser,Opført 1960,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-ea22-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Københovedvej 39,6630",995.000 kr.,Skodborg Børnecenter,"3,51 km",6.1,3.7,Villa,Energimærke B,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 10 dage,116 m²,Grund: 828 m²,Ejerudg.: 1.260 kr/md,5 værelser,Opført 1957,1 toilet,6630,https://www.boligsiden.dk/addresses/0a3f50b7-44e9-32b8-e044-0003ba298018,,,,
"Kamma Klitgårds Gade 113,8240",4.995.000 kr.,Ellevangskolen,"1,06 km",7.7,3.8,Rækkehus,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 10 dage,142 m²,Grund: 157 m²,Ejerudg.: 3.163 kr/md,6 værelser,Opført 2020,2 toiletter,8240,https://www.boligsiden.dk/addresses/50c1c9df-5aeb-4657-92b6-9ec24415fd09,,,,
"Tornskadevænget 16,6760",2.298.000 kr.,Ansgarskolen,"1,48 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 10 dage,190 m²,Grund: 1438 m²,Ejerudg.: 1.852 kr/md,8 værelser,Opført 1972,2 toiletter,6760,https://www.boligsiden.dk/addresses/0a3f50b9-d919-32b8-e044-0003ba298018,,,,
"Hjertebjergvej 4,2830",6.795.000 kr.,Fuglsanggårdsskolen,358 m,8.5,3.9,Rækkehus,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 10 dage,136 m²,Grund: 223 m²,Ejerudg.: 5.267 kr/md,5 værelser,Opført 1955,2 toiletter,2830,https://www.boligsiden.dk/addresses/0a3f50a6-3579-32b8-e044-0003ba298018,,,,
"Fittingvej 18,6623",675.000 kr.,Vorbasse Skole,"1,42 km",6.8,3.7,Villa,Energimærke D,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 808 dage,146 m²,Grund: 1430 m²,Ejerudg.: 1.344 kr/md,5 værelser,Opført 1906,1 toilet,6623,https://www.boligsiden.dk/addresses/0a3f50b8-5a47-32b8-e044-0003ba298018,,,,
"Jyllingevej 275,2610",3.795.000 kr.,Nyager Skole,358 m,7.4,3.6,Villa,Energimærke D,Høj,"25,7%","30,8‰.","Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",Til salg i alt: 332 dage,102 m²,Grund: 707 m²,Ejerudg.: 3.280 kr/md,4 værelser,Opført 1990,1 toilet,2610,https://www.boligsiden.dk/addresses/0a3f50a6-9244-32b8-e044-0003ba298018,,,,
"Skærbækvej 39,8600",2.895.000 kr.,Dybkærskolen,"2,59 km",7.4,3.8,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 10 dage,132 m²,Grund: 1777 m²,Ejerudg.: 2.610 kr/md,4 værelser,Opført 1952,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50c2-0761-32b8-e044-0003ba298018,,,,
"Skovstrædet 12,4912",1.175.000 kr.,Byskolen,"8,32 km",6.1,3.6,Villa,Energimærke D,Meget høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 10 dage,331 m²,Grund: 7769 m²,Ejerudg.: 2.696 kr/md,10 værelser,Opført 1890,2 toiletter,4912,https://www.boligsiden.dk/addresses/0a3f50b1-0662-32b8-e044-0003ba298018,,,,
"Fredensklit 5A,9990",5.495.000 kr.,Skagen Skole,"1,69 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 10 dage,106 m²,Grund: 377 m²,Ejerudg.: 3.775 kr/md,4 værelser,Opført 1981,2 toiletter,9990,https://www.boligsiden.dk/addresses/0a3f50c9-2adb-32b8-e044-0003ba298018,,,,
"Torshøjvej 69,8362",4.495.000 kr.,Bavnehøj Skole,"3,71 km",6.7,3.6,Villa/Landejendom,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 778 dage,286 m²,Grund: 8535 m²,Ejerudg.: 3.680 kr/md,7 værelser,Opført 1800,2 toiletter,8362,https://www.boligsiden.dk/addresses/0a3f50c4-82ed-32b8-e044-0003ba298018,,,,
"Pilagervej 5,4200",2.645.000 kr.,Marievangsskolen,"1,66 km",6.8,3.7,Villa,Energimærke A2010,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 10 dage,140 m²,Grund: 660 m²,Ejerudg.: 2.442 kr/md,5 værelser,Opført 1999,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-b119-32b8-e044-0003ba298018,,,,
"Randersvej 360,8200",2.998.000 kr.,Lisbjergskolen,526 m,7.5,3.6,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 408 dage,105 m²,Grund: 388 m²,Ejerudg.: 2.052 kr/md,4 værelser,Opført 1930,2 toiletter,8200,https://www.boligsiden.dk/addresses/0a3f50c3-e659-32b8-e044-0003ba298018,,,,
"Vestervang 31, 1. th.,8000",2.595.000 kr.,Møllevangskolen,469 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 10 dage,70 m²,,Ejerudg.: 3.207 kr/md,3 værelser,Opført 1983,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c4-a64d-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Dalstrøget 100, st.,2870",2.895.000 kr.,Munkegårdsskolen,167 m,8,3.7,Ejerlejlighed,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 207 dage,76 m²,,Ejerudg.: 4.173 kr/md,2 værelser,Opført 1959,1 toilet,2870,https://www.boligsiden.dk/addresses/0a3f50a3-ac83-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Holme Møllevej 120,8270",3.885.000 kr.,Rundhøjskolen,419 m,7.7,3.7,Villa,Energimærke E,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 10 dage,119 m²,Grund: 779 m²,Ejerudg.: 2.931 kr/md,7 værelser,Opført 1957,2 toiletter,8270,https://www.boligsiden.dk/addresses/0a3f50c3-26d1-32b8-e044-0003ba298018,,,,
"Solbjergvej 40,4270",1.245.000 kr.,"Løve-Ørslev Skole, afdeling Ørslev","2,16 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 11 dage,100 m²,Grund: 489 m²,Ejerudg.: 1.277 kr/md,2 værelser,Opført 1897,1 toilet,4270,https://www.boligsiden.dk/addresses/0a3f50ad-8c86-32b8-e044-0003ba298018,,,,
"Uhre Byvej 36,7330",1.145.000 kr.,Artium Skole,"4,71 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 10 dage,152 m²,Grund: 1345 m²,Ejerudg.: 1.505 kr/md,5 værelser,Opført 1973,2 toiletter,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2e3b-32b8-e044-0003ba298018,,,,
"Stigaardsvej 24,2900",29.995.000 kr.,Maglegårdsskolen,286 m,8.1,3.9,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 10 dage,244 m²,Grund: 822 m²,Ejerudg.: 18.659 kr/md,7 værelser,Opført 1903,2 toiletter,2900,https://www.boligsiden.dk/addresses/0a3f50a4-072f-32b8-e044-0003ba298018,,,,
"Ålbækvej 38,7860",985.000 kr.,"Vestsalling Skole og Dagtilbud, Lem","3,73 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke E,Høj,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 10 dage,176 m²,Grund: 43767 m²,Ejerudg.: 1.419 kr/md,4 værelser,Opført 1877,1 toilet,7860,https://www.boligsiden.dk/addresses/0a3f50c5-c2d6-32b8-e044-0003ba298018,,,,
"Gefionsvej 13,7000",2.895.000 kr.,Kirstinebjergskolen,518 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 10 dage,173 m²,Grund: 472 m²,Ejerudg.: 2.751 kr/md,8 værelser,Opført 1938,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-9a59-32b8-e044-0003ba298018,,,,
"Kongensgade 100,7000",2.995.000 kr.,"Kirstinebjergskolen, Høgevej","1,35 km",Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 590 dage,126 m²,Grund: 236 m²,Ejerudg.: 1.674 kr/md,5 værelser,Opført 1887,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-af81-32b8-e044-0003ba298018,,,,
"Egevangshusene 19,2630",2.550.000 kr.,Borgerskolen,938 m,6.6,3.7,Rækkehus,Energimærke C,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 10 dage,93 m²,Grund: - m²,Ejerudg.: 3.022 kr/md,4 værelser,Opført 1969,1 toilet,2630,https://www.boligsiden.dk/addresses/0a3f50a5-af21-32b8-e044-0003ba298018,,,,
"Grønagervej 23,6900",895.000 kr.,Lem Stationsskole,"7,41 km",6.9,3.8,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 10 dage,123 m²,Grund: 1095 m²,Ejerudg.: 1.106 kr/md,4 værelser,Opført 1972,1 toilet,6900,https://www.boligsiden.dk/addresses/0a3f50be-b6fc-32b8-e044-0003ba298018,,,,
"Stationsvej 59,4241",965.000 kr.,Vemmelev Skole,"1,08 km",6.7,3.8,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 10 dage,103 m²,Grund: 767 m²,Ejerudg.: 1.576 kr/md,3 værelser,Opført 1927,1 toilet,4241,https://www.boligsiden.dk/addresses/0a3f50ad-ef13-32b8-e044-0003ba298018,,,,
"Svendsgade 30,8700",6.495.000 kr.,Langmarkskolen,"1,01 km",6.9,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 10 dage,189 m²,Grund: 1008 m²,Ejerudg.: 3.352 kr/md,7 værelser,Opført 1925,3 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-92f4-32b8-e044-0003ba298018,,,,
"Rønøvej 7,3630",3.695.000 kr.,Jægerspris Skole,"3,43 km",6.8,3.6,Villa,Energimærke A2015,Mellem,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 172 dage,163 m²,Grund: 894 m²,Ejerudg.: 2.732 kr/md,5 værelser,Opført 2016,2 toiletter,3630,https://www.boligsiden.dk/addresses/10759048-3608-4dbe-b44a-d18a80fc866c,,,,
"Hellasvej 1,7500",3.695.000 kr.,Sønderlandsskolen,600 m,6.8,3.7,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 10 dage,220 m²,Grund: 670 m²,Ejerudg.: 2.553 kr/md,4 værelser,Opført 1969,3 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50be-0036-32b8-e044-0003ba298018,,,,
"Tøndervej 18,8600",5.495.000 kr.,Buskelundskolen,689 m,7.9,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 10 dage,269 m²,Grund: 1094 m²,Ejerudg.: 3.471 kr/md,8 værelser,Opført 1973,3 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c2-1238-32b8-e044-0003ba298018,,,,
"Fasanvej 4,7870",645.000 kr.,Nordøstsalling Skoler og Dagtilbud Breum,282 m,6.8,3.7,Villa,Energimærke F,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 11 dage,127 m²,Grund: 672 m²,Ejerudg.: 1.233 kr/md,4 værelser,Opført 1916,1 toilet,7870,https://www.boligsiden.dk/addresses/0a3f50c5-d840-32b8-e044-0003ba298018,,,,
"Nymarksvej 102,7000",1.495.000 kr.,Kirstinebjergskolen,353 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 10 dage,86 m²,Grund: 730 m²,Ejerudg.: 2.506 kr/md,4 værelser,Opført 1964,1 toilet,7000,https://www.boligsiden.dk/addresses/0a3f50ba-bfd4-32b8-e044-0003ba298018,,,,
"Dyrkobbel 6,6300",1.995.000 kr.,Gråsten Skole,"1,01 km",7.2,3.7,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 10 dage,166 m²,Grund: 1136 m²,Ejerudg.: 1.911 kr/md,5 værelser,Opført 1979,2 toiletter,6300,https://www.boligsiden.dk/addresses/0a3f50b6-961c-32b8-e044-0003ba298018,,,,
"Jerslev Alle 30A,2770",5.295.000 kr.,Pilegårdsskolen,924 m,7.1,3.7,Villa,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 10 dage,156 m²,Grund: 1075 m²,Ejerudg.: 4.894 kr/md,5 værelser,Opført 1971,2 toiletter,2770,https://www.boligsiden.dk/addresses/0a3f50a7-4a44-32b8-e044-0003ba298018,,,,
"Nørrevej 3,3070",8.995.000 kr.,Borupgårdskolen,732 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 239 dage,200 m²,Grund: 1130 m²,Ejerudg.: 7.079 kr/md,8 værelser,Opført 1915,2 toiletter,3070,https://www.boligsiden.dk/addresses/0a3f50a9-6917-32b8-e044-0003ba298018,,,,
"Vestervang 15,3460",4.795.000 kr.,Birkerød Skole,"1,08 km",7.9,3.8,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 11 dage,105 m²,Grund: 1109 m²,Ejerudg.: 5.456 kr/md,4 værelser,Opført 1959,1 toilet,3460,https://www.boligsiden.dk/addresses/0a3f50a8-024e-32b8-e044-0003ba298018,,,,
"Holmedal 58,8660",1.999.000 kr.,Mølleskolen,"7,57 km",7.9,3.9,Villa,Energimærke C,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 11 dage,115 m²,Grund: 610 m²,Ejerudg.: 1.395 kr/md,4 værelser,Opført 1953,1 toilet,8660,https://www.boligsiden.dk/addresses/0a3f50ba-4164-32b8-e044-0003ba298018,,,,
"Nissumvej 86,7620",545.000 kr.,Nørre Nissum Skole- og Børneunivers,"2,78 km",7.2,3.9,Villa,Energimærke E,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 10 dage,190 m²,Grund: 817 m²,Ejerudg.: 1.187 kr/md,5 værelser,Opført 1930,2 toiletter,7620,https://www.boligsiden.dk/addresses/0a3f50be-799c-32b8-e044-0003ba298018,,,,
"Tudskærvej 3,2720",11.750.000 kr.,Damhusengens Skole,743 m,7.5,3.7,Villa,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 118 dage,173 m²,Grund: 555 m²,Ejerudg.: 6.167 kr/md,6 værelser,Opført 1939,3 toiletter,2720,https://www.boligsiden.dk/addresses/0a3f50a1-49f0-32b8-e044-0003ba298018,,,,
"Dalsvinget 11,8983",945.000 kr.,Grønhøjskolen,414 m,6.2,3.6,Villa,Energimærke E,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 10 dage,136 m²,Grund: 1011 m²,Ejerudg.: 1.579 kr/md,5 værelser,Opført 1980,1 toilet,8983,https://www.boligsiden.dk/addresses/0a3f50c0-6969-32b8-e044-0003ba298018,,,,
"Vestbanevej 15, 2. tv.,2500",2.895.000 kr.,Valby Skole,757 m,6.6,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,58 m²,,Ejerudg.: 3.370 kr/md,2 værelser,Opført 1935,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f50a1-8f99-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Voldgade 2,9510",1.295.000 kr.,Arden Skole,612 m,6.8,3.8,Villa,Energimærke D,Lav,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,111 m²,Grund: 740 m²,Ejerudg.: 1.288 kr/md,3 værelser,Opført 1946,2 toiletter,9510,https://www.boligsiden.dk/addresses/0a3f50c6-c8cd-32b8-e044-0003ba298018,,,,
"Gårdager 21,2640",4.300.000 kr.,Læringshuset,"1,15 km",6.5,3.4,Villa,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 403 dage,134 m²,Grund: 900 m²,Ejerudg.: 3.350 kr/md,5 værelser,Opført 1973,3 toiletter,2640,https://www.boligsiden.dk/addresses/0a3f50a5-b5f8-32b8-e044-0003ba298018,,,,
"Koldingvej 13,4200",1.595.000 kr.,Nymarkskolen,"1,04 km",6.6,3.7,Rækkehus,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 10 dage,82 m²,Grund: 279 m²,Ejerudg.: 1.908 kr/md,4 værelser,Opført 1983,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ae-a271-32b8-e044-0003ba298018,,,,
"Præstegårdsvej 78,8382",3.195.000 kr.,Præstemarkskolen,754 m,7.6,3.8,Rækkehus,Energimærke A2015,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 10 dage,99 m²,Grund: 212 m²,Ejerudg.: 2.370 kr/md,3 værelser,Opført 2020,1 toilet,8382,https://www.boligsiden.dk/addresses/9dc97e81-7e33-4dc1-a0d4-36c236319776,,,,
"Bøgevej 11,3400",3.495.000 kr.,Hillerød Vest Skolen,599 m,7.5,3.8,Villa,Energimærke D,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 338 dage,112 m²,Grund: 818 m²,Ejerudg.: 3.118 kr/md,4 værelser,Opført 1981,1 toilet,3400,https://www.boligsiden.dk/addresses/0a3f50a9-a446-32b8-e044-0003ba298018,,,,
"Gefionsbakken 4B,3060",7.000.000 kr.,Espergærdeskolen,446 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 11 dage,201 m²,Grund: 273 m²,Ejerudg.: 6.280 kr/md,14 værelser,Opført 1910,1 toilet,3060,https://www.boligsiden.dk/addresses/0a3f50a9-3454-32b8-e044-0003ba298018,,,,
"Vingårds Alle 57, 2. tv.,2900",4.995.000 kr.,Maglegårdsskolen,458 m,8.1,3.9,Ejerlejlighed,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 10 dage,80 m²,,Ejerudg.: 5.957 kr/md,2 værelser,Opført 1952,1 toilet,2900,https://www.boligsiden.dk/addresses/0a3f50a4-2603-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Skelvangsvej 101, 2. th.,8920",750.000 kr.,Vestervangsskolen,"1,39 km",6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 10 dage,84 m²,,Ejerudg.: 2.260 kr/md,3 værelser,Opført 1971,1 toilet,8920,https://www.boligsiden.dk/addresses/0a3f50c1-3587-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Mozartsvej 22,9200",2.490.000 kr.,Frejlev Skole,162 m,7.5,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 317 dage,141 m²,Grund: 750 m²,Ejerudg.: 1.983 kr/md,5 værelser,Opført 1962,1 toilet,9200,https://www.boligsiden.dk/addresses/0a3f50ca-6792-32b8-e044-0003ba298018,,,,
"Aarø 197,6100",985.000 kr.,Starup-Øsby Skole og Børnehus,"12,82 km",6.4,3.8,Villa,Energimærke E,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 781 dage,146 m²,Grund: 416 m²,Ejerudg.: 1.197 kr/md,4 værelser,Opført 1902,1 toilet,6100,https://www.boligsiden.dk/addresses/0a3f50b6-a427-32b8-e044-0003ba298018,,,,
