,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Klingeskov 56,5450",2.095.000 kr.,Sletten Skole,"4,56 km",6.8,3.8,Landejendom,Energimærke D,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 323 dage,235 m²,Grund: 43210 m²,Ejerudg.: 2.105 kr/md,7 værelser,Opført 1915,2 toiletter,5450,https://www.boligsiden.dk/addresses/0a3f50b5-16ae-32b8-e044-0003ba298018,,,,
"Gjelstensåsen 197,3650",4.595.000 kr.,Stengårdsskolen,607 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 10 dage,162 m²,Grund: 801 m²,Ejerudg.: 3.756 kr/md,6 værelser,Opført 1996,2 toiletter,3650,https://www.boligsiden.dk/addresses/0a3f50aa-b669-32b8-e044-0003ba298018,,,,
"Erantisvej 1,4171",1.495.000 kr.,"Susåskolen, afd. Glumsø",921 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 10 dage,140 m²,Grund: 922 m²,Ejerudg.: 1.947 kr/md,5 værelser,Opført 1965,1 toilet,4171,https://www.boligsiden.dk/addresses/0a3f50b1-6f97-32b8-e044-0003ba298018,,,,
"Glentevej 22,3390",2.595.000 kr.,Hundested Skole,"1,06 km",6.6,3.6,Villa,Energimærke D,Mellem,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,125 m²,Grund: 801 m²,Ejerudg.: 2.322 kr/md,5 værelser,Opført 1975,1 toilet,3390,https://www.boligsiden.dk/addresses/0a3f50a9-ec2a-32b8-e044-0003ba298018,,,,
"Liljevænget 39,6710",3.498.000 kr.,Hjerting Skole,885 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 10 dage,154 m²,Grund: 852 m²,Ejerudg.: 2.630 kr/md,4 værelser,Opført 1968,2 toiletter,6710,https://www.boligsiden.dk/addresses/0a3f50b9-0cd8-32b8-e044-0003ba298018,,,,
"Badstuestræde 12, 1.,1209",6.695.000 kr.,Den Classenske Legatskole,574 m,8.1,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,95 m²,,Ejerudg.: 3.339 kr/md,4 værelser,Opført 1800,1 toilet,1209,https://www.boligsiden.dk/addresses/0a3f509d-3db4-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Lindevej 46,7600",2.245.000 kr.,Langhøjskolen,851 m,6.9,3.8,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 10 dage,210 m²,Grund: 18016 m²,Ejerudg.: 2.290 kr/md,7 værelser,Opført 1925,1 toilet,7600,https://www.boligsiden.dk/addresses/0a3f50be-dcba-32b8-e044-0003ba298018,,,,
"Ved Møllen 2,2970",6.995.000 kr.,Hørsholm Skole,713 m,8.4,3.8,Villa,Energimærke D,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 10 dage,141 m²,Grund: 453 m²,Ejerudg.: 5.133 kr/md,5 værelser,Opført 1961,2 toiletter,2970,https://www.boligsiden.dk/addresses/a1f5ed62-5e58-46c8-92bd-1a157647f0bc,,,,
"Tingskoven 8,7330",2.485.000 kr.,Dalgasskolen,670 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 10 dage,149 m²,Grund: 660 m²,Ejerudg.: 1.838 kr/md,6 værelser,Opført 1988,1 toilet,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2d58-32b8-e044-0003ba298018,,,,
"Oddermose Strandvej 1,4780",2.150.000 kr.,Møn skole,"4,14 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Meget høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 254 dage,193 m²,Grund: 1349 m²,Ejerudg.: 1.538 kr/md,6 værelser,Opført 1795,1 toilet,4780,https://www.boligsiden.dk/addresses/0a3f50af-ed75-32b8-e044-0003ba298018,,,,
"Sølvvej 1,3060",4.295.000 kr.,Grydemoseskolen,522 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 10 dage,113 m²,Grund: 700 m²,Ejerudg.: 3.700 kr/md,4 værelser,Opført 1964,1 toilet,3060,https://www.boligsiden.dk/addresses/0a3f50a9-91a9-32b8-e044-0003ba298018,,,,
"Chr. Winthers Vej 5, 1. th.,8230",1.798.000 kr.,Gammelgaardsskolen,635 m,7.9,3.8,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 10 dage,66 m²,,Ejerudg.: 3.174 kr/md,2 værelser,Opført 1935,1 toilet,8230,https://www.boligsiden.dk/addresses/0a3f50c2-a4c6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Rude Havvej 150,8300",1.995.000 kr.,Parkvejens Skole,"5,23 km",7,3.7,Villa,Energimærke C,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 375 dage,193 m²,Grund: 2509 m²,Ejerudg.: 4.453 kr/md,11 værelser,Opført 1825,1 toilet,8300,https://www.boligsiden.dk/addresses/0a3f50c0-ae79-32b8-e044-0003ba298018,,,,
"Jasminparken 47,6760",1.895.000 kr.,Ansgarskolen,"2,02 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 10 dage,136 m²,Grund: 888 m²,Ejerudg.: 2.054 kr/md,4 værelser,Opført 1986,2 toiletter,6760,https://www.boligsiden.dk/addresses/0a3f50b9-c56f-32b8-e044-0003ba298018,,,,
"Toften 10,6715",2.548.000 kr.,Bryndum Skole,174 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 408 dage,162 m²,Grund: 749 m²,Ejerudg.: 1.702 kr/md,5 værelser,Opført 1965,2 toiletter,6715,https://www.boligsiden.dk/addresses/0a3f50b9-51d0-32b8-e044-0003ba298018,,,,
"Østrigsgade 32, 3. tv.,2300",3.495.000 kr.,Lergravsparkens Skole,253 m,6.9,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,69 m²,,Ejerudg.: 5.236 kr/md,3 værelser,Opført 1929,1 toilet,2300,https://www.boligsiden.dk/addresses/0a3f50a1-ea79-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Prisholmvej 5, 2. tv.,2500",1.898.000 kr.,Hanssted Skole,720 m,7.3,3.8,Ejerlejlighed,Energimærke E,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 190 dage,53 m²,,Ejerudg.: 2.741 kr/md,2 værelser,Opført 1940,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f50a0-2ea6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Dragebakken 192,5250",1.995.000 kr.,Sanderumskolen,751 m,7.7,3.8,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 10 dage,116 m²,Grund: 449 m²,Ejerudg.: 1.917 kr/md,5 værelser,Opført 1971,2 toiletter,5250,https://www.boligsiden.dk/addresses/0a3f50b3-be61-32b8-e044-0003ba298018,,,,
"Gl Skivevej 51,7870",1.175.000 kr.,Roslev Skole,"3,97 km",6.5,3.6,Villa,Energimærke D,Lav,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 10 dage,182 m²,Grund: 4997 m²,Ejerudg.: 1.454 kr/md,6 værelser,Opført 1924,2 toiletter,7870,https://www.boligsiden.dk/addresses/0a3f50c5-7a70-32b8-e044-0003ba298018,,,,
"Jydegænge 7,3730",1.350.000 kr.,Paradisbakkeskolen,661 m,7,3.7,Rækkehus,Energimærke B,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,101 m²,Grund: 143 m²,Ejerudg.: 1.227 kr/md,3 værelser,Opført 1945,2 toiletter,3730,https://www.boligsiden.dk/addresses/0a3f50b1-f5bf-32b8-e044-0003ba298018,,,,
"Gyldenløvesgade 8, 2. th.,8200",2.798.000 kr.,Skovvangskolen,842 m,7,3.7,Ejerlejlighed,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 10 dage,62 m²,,Ejerudg.: 3.023 kr/md,3 værelser,Opført 1930,1 toilet,8200,https://www.boligsiden.dk/addresses/0a3f50c3-030a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vestergade 136,5300",4.850.000 kr.,Kerteminde Byskole,884 m,7.4,3.7,Villa,Energimærke C,Mellem,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 974 dage,183 m²,Grund: 1002 m²,Ejerudg.: 3.631 kr/md,6 værelser,Opført 1960,2 toiletter,5300,https://www.boligsiden.dk/addresses/0a3f50b3-0043-32b8-e044-0003ba298018,,,,
"Krogholmsvej 3,3790",595.000 kr.,Svartingedal Skole,"5,62 km",6,3.7,Villa/Fritidsbolig,Energimærke G,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,101 m²,Grund: 1936 m²,Ejerudg.: 1.162 kr/md,2 værelser,Opført 1877,-,3790,https://www.boligsiden.dk/addresses/0a3f50b1-fd48-32b8-e044-0003ba298018,,,,
"Lundevejen 3,4270",11.500.000 kr.,Gørlev Skole,"3,74 km",5.6,3.5,Landejendom,Energimærke C,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,291 m²,Grund: 167581 m²,Ejerudg.: 2.666 kr/md,7 værelser,Opført 2006,2 toiletter,4270,https://www.boligsiden.dk/addresses/0a3f50ad-87fc-32b8-e044-0003ba298018,,,,
"Smørumvej 18,2765",4.645.000 kr.,Ung Egedal - Hovedadresse,474 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 10 dage,144 m²,Grund: 972 m²,Ejerudg.: 4.210 kr/md,7 værelser,Opført 1975,2 toiletter,2765,https://www.boligsiden.dk/addresses/0a3f50a6-0895-32b8-e044-0003ba298018,,,,
"Ledavej 12,8960",2.095.000 kr.,Tirsdalens Skole,"1,4 km",7.2,3.6,Rækkehus,Energimærke B,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 234 dage,141 m²,Grund: 276 m²,Ejerudg.: 2.534 kr/md,5 værelser,Opført 2008,2 toiletter,8960,https://www.boligsiden.dk/addresses/374230b7-1c53-51c5-e044-0003ba298018,,,,
"Solbakkevej 43,4700",1.275.000 kr.,"Ellebækskolen, afd. Kalbyris",321 m,6.5,3.7,Villa,Energimærke D,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 10 dage,115 m²,Grund: 788 m²,Ejerudg.: 1.949 kr/md,4 værelser,Opført 1950,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-c5b7-32b8-e044-0003ba298018,,,,
"Marstrandsvej 8,5230",4.395.000 kr.,Ejerslykkeskolen,438 m,6.3,3.7,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 37 dage,152 m²,Grund: 677 m²,Ejerudg.: 2.999 kr/md,5 værelser,Opført 1937,2 toiletter,5230,https://www.boligsiden.dk/addresses/0a3f50b4-52a2-32b8-e044-0003ba298018,,,,
"Nr. Ørslev Bygade 29,4800",1.495.000 kr.,Møllebakkeskolen,"2,03 km",6.7,3.7,Villa/Fritidsbolig,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 10 dage,170 m²,Grund: 2597 m²,Ejerudg.: 1.662 kr/md,5 værelser,Opført 1897,2 toiletter,4800,https://www.boligsiden.dk/addresses/0a3f50b1-6559-32b8-e044-0003ba298018,,,,
"Nicoline Kochs Plads 5, 1. 2.,8000",2.725.000 kr.,Samsøgades Skole,"1,28 km",6.9,3.6,Ejerlejlighed,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 176 dage,55 m²,,Ejerudg.: 2.310 kr/md,2 værelser,Opført 2022,1 toilet,8000,https://www.boligsiden.dk/addresses/f1736162-f260-47cb-9cd1-76a1a53d8f15,Elevator: Ja,Altan: Nej,Terrasse: Ja,
"Sorøvej 146,4200",2.795.000 kr.,Søndermarksskolen,"6,26 km",6.5,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 1092 dage,162 m²,Grund: 17877 m²,Ejerudg.: 4.138 kr/md,4 værelser,Opført 1864,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-c18c-32b8-e044-0003ba298018,,,,
"Hadsundvej 45,9575",1.345.000 kr.,KILDEN- Børne- og Ungeunivers,"4,23 km",6.5,3.7,Villa,Energimærke C,Meget lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 10 dage,135 m²,Grund: 621 m²,Ejerudg.: 1.183 kr/md,4 værelser,Opført 1948,3 toiletter,9575,https://www.boligsiden.dk/addresses/0a3f50c9-4cef-32b8-e044-0003ba298018,,,,
"Lindevej 3,5953",845.000 kr.,Ørstedskolen,"5,15 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Høj,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 10 dage,134 m²,Grund: 1387 m²,Ejerudg.: 1.341 kr/md,4 værelser,Opført 1906,1 toilet,5953,https://www.boligsiden.dk/addresses/0a3f50b5-eefe-32b8-e044-0003ba298018,,,,
"Enghavevej 42A,7430",1.195.000 kr.,Ikast Nordre Skole,646 m,6.7,3.7,Rækkehus,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 10 dage,92 m²,Grund: 872 m²,Ejerudg.: 1.165 kr/md,3 værelser,Opført 1998,1 toilet,7430,https://www.boligsiden.dk/addresses/0a3f50be-3f3b-32b8-e044-0003ba298018,,,,
"Prinsensvej 8,9320",1.598.000 kr.,Hjallerup Skole,858 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 415 dage,177 m²,Grund: 801 m²,Ejerudg.: 2.221 kr/md,6 værelser,Opført 1970,2 toiletter,9320,https://www.boligsiden.dk/addresses/0a3f50c7-129c-32b8-e044-0003ba298018,,,,
"Magnoliavej 49,3630",4.795.000 kr.,Jægerspris Skole,947 m,6.8,3.6,Villa,Energimærke C,Mellem,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 339 dage,161 m²,Grund: 898 m²,Ejerudg.: 4.270 kr/md,8 værelser,Opført 1979,3 toiletter,3630,https://www.boligsiden.dk/addresses/0a3f50aa-3f83-32b8-e044-0003ba298018,,,,
"Tranebovej 95,8723",2.495.000 kr.,Stjernevejskolen,"1,41 km",7.5,3.8,Villa,Energimærke C,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 127 dage,151 m²,Grund: 848 m²,Ejerudg.: 1.746 kr/md,5 værelser,Opført 1999,2 toiletter,8723,https://www.boligsiden.dk/addresses/0a3f50bb-2bcd-32b8-e044-0003ba298018,,,,
"Kongeskrænten 46,2765",4.495.000 kr.,Ung Egedal - Hovedadresse,905 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2020,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 10 dage,126 m²,Grund: 224 m²,Ejerudg.: 3.374 kr/md,5 værelser,Opført 2018,2 toiletter,2765,https://www.boligsiden.dk/addresses/bf52dac0-e141-463a-86aa-12f336c61f0a,,,,
"Bøllemosegyden 89,5491",2.795.000 kr.,Ubberud Skole,"3,02 km",6.9,3.6,Landejendom,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 10 dage,160 m²,Grund: 68140 m²,Ejerudg.: 1.736 kr/md,5 værelser,Opført 1925,1 toilet,5491,https://www.boligsiden.dk/addresses/0a3f50b3-afbe-32b8-e044-0003ba298018,,,,
"Bøgesvinget 31,9000",2.598.000 kr.,Solbakkeskolen,"1,01 km",6.1,3.6,Villa,Energimærke A2010,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 10 dage,105 m²,Grund: 196 m²,Ejerudg.: 1.874 kr/md,4 værelser,Opført 2013,2 toiletter,9000,https://www.boligsiden.dk/addresses/fccf9b60-8f1b-4014-b6d6-f336b4a058a2,,,,
"Kullerup Byvej 14,5853",1.375.000 kr.,Danehofskolen,"5,36 km",6.8,3.7,Landejendom,Energimærke G,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 10 dage,207 m²,Grund: 10001 m²,Ejerudg.: 2.400 kr/md,6 værelser,Opført 1888,1 toilet,5853,https://www.boligsiden.dk/addresses/0a3f50b6-1a72-32b8-e044-0003ba298018,,,,
"Tranehøjen 120,5250",1.375.000 kr.,Højmeskolen,333 m,6.6,3.7,Rækkehus,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 10 dage,90 m²,Grund: 321 m²,Ejerudg.: 1.578 kr/md,4 værelser,Opført 1979,1 toilet,5250,https://www.boligsiden.dk/addresses/0a3f50b4-e13f-32b8-e044-0003ba298018,,,,
"Skovhavevej 80,5260",3.495.000 kr.,Rasmus Rask-Skolen,"5,53 km",7.4,3.7,Villa/Landejendom,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 10 dage,236 m²,Grund: 82463 m²,Ejerudg.: 1.874 kr/md,7 værelser,Opført 1937,2 toiletter,5260,https://www.boligsiden.dk/addresses/0a3f50b4-b3ee-32b8-e044-0003ba298018,,,,
"Blæshøjvej 68,9700",1.895.000 kr.,Saltum Skole,"3,16 km",6.8,3.7,Villa,Energimærke C,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 10 dage,198 m²,Grund: 2372 m²,Ejerudg.: 1.543 kr/md,5 værelser,Opført 1916,2 toiletter,9700,https://www.boligsiden.dk/addresses/0a3f50c8-d034-32b8-e044-0003ba298018,,,,
"Tyrolsgade 19, 4. tv.,2300",3.495.000 kr.,Skolen på Amagerbro,378 m,6,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,65 m²,,Ejerudg.: 3.336 kr/md,3 værelser,Opført 1902,1 toilet,2300,https://www.boligsiden.dk/addresses/0a3f50a1-4ff0-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Kirkebyvej 60,6900",795.000 kr.,Lem Stationsskole,"7,46 km",6.9,3.8,Villa,Energimærke F,Ukendt,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 10 dage,203 m²,Grund: 615 m²,Ejerudg.: 1.608 kr/md,8 værelser,Opført 1938,-,6900,https://www.boligsiden.dk/addresses/f3ed63ec-ca12-43c3-8bb2-d64b23551aca,,,,
"Møllehusvej 35,7100",2.995.000 kr.,Petersmindeskolen,"3,85 km",7.1,3.8,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 10 dage,136 m²,Grund: 1021 m²,Ejerudg.: 2.007 kr/md,4 værelser,Opført 1952,1 toilet,7100,https://www.boligsiden.dk/addresses/0a3f50bc-811d-32b8-e044-0003ba298018,,,,
"Lærkevej 6,8600",4.195.000 kr.,Langsøskolen,668 m,7.1,3.7,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 10 dage,132 m²,Grund: 957 m²,Ejerudg.: 3.607 kr/md,6 værelser,Opført 1957,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c1-f090-32b8-e044-0003ba298018,,,,
"Liselejevej 54,3360",8.000.000 kr.,Melby Skole,"2,11 km",7,3.7,Villa,Energimærke C,Lav,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 10 dage,163 m²,Grund: 2183 m²,Ejerudg.: 4.161 kr/md,7 værelser,Opført 1770,2 toiletter,3360,https://www.boligsiden.dk/addresses/0a3f50a8-8b9a-32b8-e044-0003ba298018,,,,
"Lorentsvænget 14,5270",4.495.000 kr.,Kroggårdsskolen,"3,14 km",7.2,3.8,Villa,Energimærke B,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 276 dage,214 m²,Grund: 998 m²,Ejerudg.: 2.625 kr/md,6 værelser,Opført 2009,3 toiletter,5270,https://www.boligsiden.dk/addresses/4d473c9d-195d-47b3-e044-0003ba298018,,,,
"Finsensvej 11A, 1. tv.,2000",5.495.000 kr.,Skolen på La Cours Vej,510 m,7.6,3.8,Ejerlejlighed,Energimærke D,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 10 dage,106 m²,,Ejerudg.: 5.049 kr/md,4 værelser,Opført 1969,2 toiletter,2000,https://www.boligsiden.dk/addresses/0a3f50a2-350d-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Egeparken 63,6230",1.098.000 kr.,Hærvejsskolen,417 m,6.9,3.7,Villa,Energimærke C,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 10 dage,100 m²,Grund: 502 m²,Ejerudg.: 1.083 kr/md,4 værelser,Opført 1980,1 toilet,6230,https://www.boligsiden.dk/addresses/0a3f50b7-5310-32b8-e044-0003ba298018,,,,
"Ravnevænget 8,4060",3.750.000 kr.,Kirke Saaby Skole,"1,08 km",7.1,3.6,Villa,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 10 dage,177 m²,Grund: 714 m²,Ejerudg.: 2.792 kr/md,5 værelser,Opført 1985,2 toiletter,4060,https://www.boligsiden.dk/addresses/0a3f50ab-51fd-32b8-e044-0003ba298018,,,,
