,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Bistrup Park 48,3460",1.850.000 kr.,Søholmskolen,"1,26 km",7.9,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 141 dage,73 m²,,Ejerudg.: 4.257 kr/md,3 værelser,Opført 1960,1 toilet,3460,https://www.boligsiden.dk/addresses/0a3f50a7-e027-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Sjørslevvej 65,8620",495.000 kr.,"Trekløverskolen, Silkeborg","4,16 km",6.8,3.7,Villa,Energimærke F,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 0 dag,143 m²,Grund: 587 m²,Ejerudg.: 1.476 kr/md,5 værelser,Opført 1929,1 toilet,8620,https://www.boligsiden.dk/addresses/0a3f50c5-2e33-32b8-e044-0003ba298018,,,,
"Skolegade 11,8881",1.295.000 kr.,Tungelundskolen,520 m,6.9,3.6,Villa,Energimærke C,Mellem,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 0 dag,110 m²,Grund: 760 m²,Ejerudg.: 1.317 kr/md,5 værelser,Opført 1956,2 toiletter,8881,https://www.boligsiden.dk/addresses/0a3f50c5-0c6e-32b8-e044-0003ba298018,,,,
"Sønderdalvej 6,8831",695.000 kr.,Løgstrup Skole,"1,66 km",7.1,3.7,Villa,Energimærke E,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 0 dag,102 m²,Grund: 735 m²,Ejerudg.: 1.163 kr/md,3 værelser,Opført 1887,1 toilet,8831,https://www.boligsiden.dk/addresses/0a3f50c6-9bcb-32b8-e044-0003ba298018,,,,
"Nygårdsvej 9,6700",1.798.000 kr.,Danmarksgades Skole,605 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 0 dag,91 m²,,Ejerudg.: 2.008 kr/md,4 værelser,Opført 1906,1 toilet,6700,https://www.boligsiden.dk/addresses/4e0933d8-470e-4258-bd67-6bac3aae6aae,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Urtehaven 34,2500",7.698.000 kr.,Harrestrup Å Skole,380 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 62 dage,177 m²,Grund: 697 m²,Ejerudg.: 5.205 kr/md,5 værelser,Opført 1951,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f50a1-5e24-32b8-e044-0003ba298018,,,,
"Sønderbrogade 95, 1. th.,8700",1.595.000 kr.,Dagnæsskolen,"1,56 km",7,3.8,Ejerlejlighed,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 0 dag,94 m²,,Ejerudg.: 2.597 kr/md,3 værelser,Opført 1935,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-967f-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Møllevangsvej 79,8940",1.795.000 kr.,Søndermarkskolen,"2,96 km",6.8,3.8,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 0 dag,162 m²,Grund: 735 m²,Ejerudg.: 1.756 kr/md,7 værelser,Opført 1825,1 toilet,8940,https://www.boligsiden.dk/addresses/0a3f50c1-1637-32b8-e044-0003ba298018,,,,
"Villingebæk Strandvej 635,3120",4.950.000 kr.,"Gilbjergskolen, Gilleleje","5,44 km",6.8,3.7,Villa,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 1 dag,190 m²,Grund: 786 m²,Ejerudg.: 3.873 kr/md,7 værelser,Opført 1946,2 toiletter,3120,https://www.boligsiden.dk/addresses/0a3f50a8-e5d3-32b8-e044-0003ba298018,,,,
"Kalmargade 6A,8200",5.095.000 kr.,Katrinebjergskolen,586 m,6.8,3.7,Rækkehus,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 0 dag,124 m²,Grund: 138 m²,Ejerudg.: 3.865 kr/md,4 værelser,Opført 2022,2 toiletter,8200,https://www.boligsiden.dk/addresses/afb23c73-db14-4546-b7b9-c20bcb5a46d6,,,,
"Hasseløvej 4,4873",2.395.000 kr.,Sydfalster Skole,"1,08 km",6.2,3.6,Villa/Fritidsbolig,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 458 dage,117 m²,Grund: 35253 m²,Ejerudg.: 2.526 kr/md,5 værelser,Opført 1900,1 toilet,4873,https://www.boligsiden.dk/addresses/0a3f50b1-883d-32b8-e044-0003ba298018,,,,
"Toldertoften 1,5600",1.100.000 kr.,Øhavsskolen,"3,04 km",6.6,3.7,Villa,Energimærke C,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 297 dage,102 m²,Grund: 720 m²,Ejerudg.: 1.349 kr/md,4 værelser,Opført 1965,1 toilet,5600,https://www.boligsiden.dk/addresses/0a3f50b2-bd1a-32b8-e044-0003ba298018,,,,
"Tyttebærhaven 9,2670",3.695.000 kr.,Damagerskolen,500 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 0 dag,140 m²,Grund: 284 m²,Ejerudg.: 3.125 kr/md,4 værelser,Opført 1976,2 toiletter,2670,https://www.boligsiden.dk/addresses/0a3f50ab-290d-32b8-e044-0003ba298018,,,,
"Randkløvevej 23,3760",5.500.000 kr.,Hans Rømer Skolen,"13,39 km",6.6,3.6,Villa/Fritidsbolig,Energimærke C,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 0 dag,190 m²,Grund: 6058 m²,Ejerudg.: 2.009 kr/md,7 værelser,Opført 1931,1 toilet,3760,https://www.boligsiden.dk/addresses/0a3f50b2-15e5-32b8-e044-0003ba298018,,,,
"Nansensgade 15, 2. tv.,5000",1.495.000 kr.,Ejerslykkeskolen,828 m,6.3,3.7,Ejerlejlighed,Energimærke E,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 0 dag,54 m²,,Ejerudg.: 2.307 kr/md,2 værelser,Opført 1937,1 toilet,5000,https://www.boligsiden.dk/addresses/0a3f50b4-63fe-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Rødevej 2,7500",1.495.000 kr.,Rolf Krake Skolen,"1,15 km",7.4,3.8,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 255 dage,151 m²,Grund: 700 m²,Ejerudg.: 1.740 kr/md,4 værelser,Opført 1920,1 toilet,7500,https://www.boligsiden.dk/addresses/0a3f50be-2076-32b8-e044-0003ba298018,,,,
"Kirkegade 122,6700",4.498.000 kr.,Boldesager Skole,572 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 0 dag,157 m²,Grund: 1032 m²,Ejerudg.: 3.549 kr/md,5 værelser,Opført 1910,2 toiletter,6700,https://www.boligsiden.dk/addresses/0a3f50b9-020f-32b8-e044-0003ba298018,,,,
"Kastanie Alle 18,6640",1.445.000 kr.,Kongsbjergskolen,"3,56 km",7.2,3.8,Villa,Energimærke C,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 124 dage,193 m²,Grund: 668 m²,Ejerudg.: 1.620 kr/md,5 værelser,Opført 1917,1 toilet,6640,https://www.boligsiden.dk/addresses/0a3f50bc-6178-32b8-e044-0003ba298018,,,,
"Bakkedraget 6,7490",1.295.000 kr.,Aulum-Hodsager Skole,994 m,7.4,3.8,Villa,Energimærke C,Lav,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 0 dag,112 m²,Grund: 894 m²,Ejerudg.: 1.223 kr/md,4 værelser,Opført 1980,1 toilet,7490,https://www.boligsiden.dk/addresses/0a3f50bd-13cf-32b8-e044-0003ba298018,,,,
"Svalevej 20,6640",1.195.000 kr.,Kongsbjergskolen,809 m,7.2,3.8,Villa,Energimærke C,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 0 dag,145 m²,Grund: 684 m²,Ejerudg.: 1.382 kr/md,4 værelser,Opført 1963,2 toiletter,6640,https://www.boligsiden.dk/addresses/0a3f50bc-658e-32b8-e044-0003ba298018,,,,
"Rendebæksvej 42,2765",8.495.000 kr.,Ung Egedal - Hovedadresse,778 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 1 dag,227 m²,Grund: 1399 m²,Ejerudg.: 5.589 kr/md,9 værelser,Opført 1942,3 toiletter,2765,https://www.boligsiden.dk/addresses/0a3f50a6-0641-32b8-e044-0003ba298018,,,,
"Sprogøvej 5,6710",2.675.000 kr.,Fourfeldtskolen,402 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 0 dag,161 m²,Grund: 650 m²,Ejerudg.: 2.289 kr/md,5 værelser,Opført 1968,2 toiletter,6710,https://www.boligsiden.dk/addresses/0a3f50b9-3e01-32b8-e044-0003ba298018,,,,
"Oldenborggade 8, 3. th.,2300",5.495.000 kr.,Lergravsparkens Skole,124 m,6.9,3.7,Ejerlejlighed,Energimærke A2015,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 0 dag,92 m²,,Ejerudg.: 4.480 kr/md,4 værelser,Opført 2020,1 toilet,2300,https://www.boligsiden.dk/addresses/b428e9fc-9109-4ba0-a062-e039ab870972,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Østergade 130, 1.,8700",1.575.000 kr.,Langmarkskolen,611 m,6.9,3.8,Ejerlejlighed,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 56 dage,79 m²,,Ejerudg.: 2.803 kr/md,4 værelser,Opført 1936,1 toilet,8700,https://www.boligsiden.dk/addresses/64ad9bbf-c8f7-4a36-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Saxovej 142,5210",1.595.000 kr.,Tarup Skole,883 m,7.6,3.7,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 0 dag,78 m²,Grund: 129 m²,Ejerudg.: 1.759 kr/md,4 værelser,Opført 1951,1 toilet,5210,https://www.boligsiden.dk/addresses/0a3f50b4-a622-32b8-e044-0003ba298018,,,,
"Stationsvej 20,7330",1.695.000 kr.,Dalgasskolen,407 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 0 dag,170 m²,Grund: 947 m²,Ejerudg.: 1.801 kr/md,4 værelser,Opført 1935,2 toiletter,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2be3-32b8-e044-0003ba298018,,,,
"Nordlundvej 124,7330",1.650.000 kr.,Artium Skole,"1,45 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 0 dag,150 m²,Grund: 833 m²,Ejerudg.: 1.432 kr/md,6 værelser,Opført 1973,1 toilet,7330,https://www.boligsiden.dk/addresses/0a3f50bd-283a-32b8-e044-0003ba298018,,,,
"Gammel Strandvej 229A,3060",29.800.000 kr.,Tibberupskolen,"1,16 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 0 dag,212 m²,Grund: 1249 m²,Ejerudg.: 12.031 kr/md,8 værelser,Opført 1902,2 toiletter,3060,https://www.boligsiden.dk/addresses/0a3f50a9-8c2e-32b8-e044-0003ba298018,,,,
"Ørnevang 28, st. 4.,3450",1.095.000 kr.,Lillevang Skole,334 m,8,3.8,Ejerlejlighed,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 0 dag,47 m²,,Ejerudg.: 2.781 kr/md,1 værelser,Opført 1965,1 toilet,3450,https://www.boligsiden.dk/addresses/0a3f50a7-d923-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Flakholmen 9, 2. tv.,2720",2.795.000 kr.,Damhusengens Skole,613 m,7.5,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 0 dag,61 m²,,Ejerudg.: 3.600 kr/md,3 værelser,Opført 1938,1 toilet,2720,https://www.boligsiden.dk/addresses/0a3f509e-0ab7-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Bakkedraget 14,4450",1.595.000 kr.,Jyderup Skole,"3,37 km",6.6,3.6,Villa,Energimærke D,Meget høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 2 dage,163 m²,Grund: 825 m²,Ejerudg.: 1.695 kr/md,5 værelser,Opført 1938,1 toilet,4450,https://www.boligsiden.dk/addresses/0a3f50ae-fc5a-32b8-e044-0003ba298018,,,,
"Søndre Badevej 6C, 1. 3.,4600",6.495.000 kr.,Sct. Nicolai Skole,"1,14 km",7.5,3.9,Ejerlejlighed,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 1 dag,141 m²,,Ejerudg.: 6.153 kr/md,4 værelser,Opført 2018,2 toiletter,4600,https://www.boligsiden.dk/addresses/2cdfa4f0-16be-4af9-8cdb-958f0771f87a,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Feldborgvej 10,2770",4.395.000 kr.,Løjtegårdsskolen,243 m,7.3,3.7,Rækkehus,Energimærke C,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 2 dage,96 m²,Grund: 236 m²,Ejerudg.: 4.094 kr/md,5 værelser,Opført 1951,1 toilet,2770,https://www.boligsiden.dk/addresses/0a3f50a7-3979-32b8-e044-0003ba298018,,,,
"Parmagade 38, 5.,2300",3.145.000 kr.,Sundbyøster Skole,232 m,5.4,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 183 dage,70 m²,,Ejerudg.: 3.582 kr/md,2 værelser,Opført 2020,1 toilet,2300,https://www.boligsiden.dk/addresses/66f35637-406d-4515-a645-11f93192f511,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Elkærholmparken 34,6040",4.250.000 kr.,Bramdrup Skole,"4,87 km",6.7,3.8,Villa,Energimærke A2015,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 3 dage,180 m²,Grund: 1085 m²,Ejerudg.: 2.611 kr/md,5 værelser,Opført 2015,2 toiletter,6040,https://www.boligsiden.dk/addresses/1c26151f-acea-4dad-aeeb-ad13098a0e1a,,,,
