,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Skærgårdsparken 30,8250",3.895.000 kr.,Skæring Skole,249 m,7.9,3.8,Rækkehus,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 13 dage,128 m²,Grund: - m²,Ejerudg.: 4.394 kr/md,4 værelser,Opført 2005,2 toiletter,8250,https://www.boligsiden.dk/addresses/0a3f50c4-3a29-32b8-e044-0003ba298018,,,,
"Lille Hofvej 10,3600",2.395.000 kr.,"SOSU H Frederikssund, 10. klasse",192 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 13 dage,90 m²,Grund: 586 m²,Ejerudg.: 2.492 kr/md,4 værelser,Opført 1965,1 toilet,3600,https://www.boligsiden.dk/addresses/0a3f50a8-5c57-32b8-e044-0003ba298018,,,,
"Gadegårdsparken 6A,3320",4.495.000 kr.,Kornmarkskolen,784 m,7.1,3.7,Villa,Energimærke B,Høj,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 13 dage,186 m²,Grund: 1118 m²,Ejerudg.: 2.887 kr/md,7 værelser,Opført 2008,2 toiletter,3320,https://www.boligsiden.dk/addresses/32c88351-aeb1-1479-e044-0003ba298018,,,,
"Østre Skovvej 10E,8240",5.998.000 kr.,Risskov Skole,"1,1 km",8.4,3.8,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 181 dage,139 m²,Grund: 9641 m²,Ejerudg.: 6.956 kr/md,5 værelser,Opført 1972,1 toilet,8240,https://www.boligsiden.dk/addresses/7043c435-13bc-40f4-8ca4-ea213fd6f2e5,,,,
"Højtoftevej 34,7700",1.175.000 kr.,Østre Skole,250 m,7.3,3.8,Villa,Energimærke D,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 13 dage,135 m²,Grund: 870 m²,Ejerudg.: 1.560 kr/md,4 værelser,Opført 1960,1 toilet,7700,https://www.boligsiden.dk/addresses/0a3f50c6-1367-32b8-e044-0003ba298018,,,,
"Fagotten 6,5500",3.395.000 kr.,Strib Skole,"1,67 km",7.4,3.8,Villa,Energimærke A2010,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 13 dage,198 m²,Grund: 1374 m²,Ejerudg.: 2.373 kr/md,5 værelser,Opført 1964,2 toiletter,5500,https://www.boligsiden.dk/addresses/0a3f50b3-159a-32b8-e044-0003ba298018,,,,
"Andekæret 11,5300",2.400.000 kr.,Kerteminde Byskole,"1,18 km",7.4,3.7,Villa,Energimærke D,Mellem,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 13 dage,174 m²,Grund: 1307 m²,Ejerudg.: 3.243 kr/md,5 værelser,Opført 1971,3 toiletter,5300,https://www.boligsiden.dk/addresses/0a3f50b2-e640-32b8-e044-0003ba298018,,,,
"Midtkobbel 75,6440",2.395.000 kr.,Augustenborg Skole,761 m,6.6,3.6,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 13 dage,191 m²,Grund: 832 m²,Ejerudg.: 1.668 kr/md,5 værelser,Opført 1975,2 toiletter,6440,https://www.boligsiden.dk/addresses/0a3f50b6-432c-32b8-e044-0003ba298018,,,,
"Kløvervænget 14,7200",1.195.000 kr.,Grindsted Vestre Skole,498 m,6.8,3.7,Villa,Energimærke C,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 13 dage,108 m²,Grund: 739 m²,Ejerudg.: 1.136 kr/md,4 værelser,Opført 1964,1 toilet,7200,https://www.boligsiden.dk/addresses/0a3f50b9-8909-32b8-e044-0003ba298018,,,,
"Gl Hovedgade 26, 2. th.,2970",4.750.000 kr.,Hørsholm Skole,539 m,8.4,3.8,Ejerlejlighed,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 13 dage,91 m²,,Ejerudg.: 4.126 kr/md,3 værelser,Opført 2006,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-0cee-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Ordrupvej 98, 3. th.,2920",2.795.000 kr.,Ordrup Skole,364 m,8.4,3.8,Ejerlejlighed,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 13 dage,63 m²,,Ejerudg.: 4.226 kr/md,2 værelser,Opført 1934,1 toilet,2920,https://www.boligsiden.dk/addresses/0a3f50a3-f1c6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Bistrupvej 92B,3460",5.495.000 kr.,Søholmskolen,"1,19 km",7.9,3.7,Villa,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 13 dage,168 m²,Grund: 1097 m²,Ejerudg.: 6.045 kr/md,7 værelser,Opført 1977,2 toiletter,3460,https://www.boligsiden.dk/addresses/0a3f50a7-e09f-32b8-e044-0003ba298018,,,,
"Sikavej 9,4623",3.195.000 kr.,Ejby Skole,900 m,7.2,3.8,Villa,Energimærke C,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 13 dage,134 m²,Grund: 700 m²,Ejerudg.: 2.580 kr/md,4 værelser,Opført 1979,2 toiletter,4623,https://www.boligsiden.dk/addresses/0a3f50ac-480a-32b8-e044-0003ba298018,,,,
"Koldingvej 31,4200",1.195.000 kr.,Nymarkskolen,"1,06 km",6.6,3.7,Rækkehus,Energimærke B,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 13 dage,52 m²,Grund: 199 m²,Ejerudg.: 1.714 kr/md,2 værelser,Opført 1984,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ae-a27b-32b8-e044-0003ba298018,,,,
"Garderhøjvej 19,2820",9.995.000 kr.,Tjørnegårdsskolen,"1,36 km",8.1,3.8,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 165 dage,131 m²,Grund: 1126 m²,Ejerudg.: 6.608 kr/md,6 værelser,Opført 1930,1 toilet,2820,https://www.boligsiden.dk/addresses/0a3f50a3-bf94-32b8-e044-0003ba298018,,,,
"Nørre Boulevard 90,4600",2.695.000 kr.,Sct. Nicolai Skole,529 m,7.5,3.9,Ejerlejlighed,Energimærke C,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 13 dage,58 m²,,Ejerudg.: 2.486 kr/md,2 værelser,Opført 2000,1 toilet,4600,https://www.boligsiden.dk/addresses/0a3f50ab-811b-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Tjørnevej 5,4230",1.095.000 kr.,Dalmose skole,"8,11 km",5.8,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 13 dage,103 m²,Grund: 740 m²,Ejerudg.: 1.343 kr/md,4 værelser,Opført 1964,1 toilet,4230,https://www.boligsiden.dk/addresses/0a3f50ae-760a-32b8-e044-0003ba298018,,,,
"Sct Jørgensbjerg 8,4400",1.495.000 kr.,Rynkevangskolen,612 m,6.2,3.5,Rækkehus,Energimærke D,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 13 dage,157 m²,Grund: 485 m²,Ejerudg.: 2.578 kr/md,4 værelser,Opført 1881,2 toiletter,4400,https://www.boligsiden.dk/addresses/0a3f50ad-beb5-32b8-e044-0003ba298018,,,,
"Agerskovvej 4F, 2.,2610",1.995.000 kr.,Hendriksholm Skole,334 m,6.8,3.7,Ejerlejlighed,Energimærke D,Høj,"25,7%","30,8‰.","Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",Til salg i alt: 13 dage,70 m²,,Ejerudg.: 3.518 kr/md,2 værelser,Opført 1968,1 toilet,2610,https://www.boligsiden.dk/addresses/0a3f50a6-7b82-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Rishøjvej 15,3200",1.945.000 kr.,Bjørnehøjskolen,333 m,7.6,3.8,Villa,Energimærke D,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 13 dage,136 m²,Grund: 1320 m²,Ejerudg.: 3.155 kr/md,4 værelser,Opført 1971,2 toiletter,3200,https://www.boligsiden.dk/addresses/0a3f50a9-0b35-32b8-e044-0003ba298018,,,,
"Sønderlund 3,7100",1.395.000 kr.,Ødsted Skole,223 m,7,3.7,Villa,Energimærke B,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 193 dage,173 m²,Grund: 714 m²,Ejerudg.: 1.752 kr/md,6 værelser,Opført 1970,2 toiletter,7100,https://www.boligsiden.dk/addresses/0a3f50ba-7be1-32b8-e044-0003ba298018,,,,
"Lyngvej 11,4573",1.495.000 kr.,Højby Skole,112 m,6.5,3.6,Villa,Energimærke D,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 13 dage,101 m²,Grund: 764 m²,Ejerudg.: 1.694 kr/md,4 værelser,Opført 1942,1 toilet,4573,https://www.boligsiden.dk/addresses/0a3f50af-39ec-32b8-e044-0003ba298018,,,,
"Revvej 130,4220",1.495.000 kr.,Broskolen,139 m,6.1,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 327 dage,132 m²,Grund: 806 m²,Ejerudg.: 1.601 kr/md,5 værelser,Opført 1976,1 toilet,4220,https://www.boligsiden.dk/addresses/0a3f50ad-e9eb-32b8-e044-0003ba298018,,,,
"Teglvænget 17, 1. th.,9000",3.345.000 kr.,Sønderbroskolen,749 m,7.2,3.8,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 125 dage,136 m²,,Ejerudg.: 3.531 kr/md,5 værelser,Opført 1954,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50ca-d6e1-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Hambrosgade 8, 1.,1562",12.495.000 kr.,Den Classenske Legatskole,240 m,8.1,3.7,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 289 dage,203 m²,,Ejerudg.: 11.289 kr/md,5 værelser,Opført 1917,2 toiletter,1562,https://www.boligsiden.dk/addresses/b7cffd6b-a298-4997-a81b-8e1c2f13cc9c,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Nygade 25,5600",995.000 kr.,Øhavsskolen,"1,4 km",6.6,3.7,Rækkehus,Energimærke D,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 13 dage,83 m²,Grund: 81 m²,Ejerudg.: 1.268 kr/md,3 værelser,Opført 1830,1 toilet,5600,https://www.boligsiden.dk/addresses/0a3f50b2-ae10-32b8-e044-0003ba298018,,,,
"Bjergvej 23,8660",2.298.000 kr.,Virring Skole,"2,38 km",7.1,3.7,Villa,Energimærke C,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 13 dage,136 m²,Grund: 8163 m²,Ejerudg.: 2.655 kr/md,6 værelser,Opført 1944,2 toiletter,8660,https://www.boligsiden.dk/addresses/0a3f50c2-229a-32b8-e044-0003ba298018,,,,
"Rugvangen 7,9740",1.525.000 kr.,Toftegårdsskolen,568 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Mellem,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 13 dage,135 m²,Grund: 1038 m²,Ejerudg.: 1.183 kr/md,4 værelser,Opført 1998,1 toilet,9740,https://www.boligsiden.dk/addresses/0a3f50c6-f6e9-32b8-e044-0003ba298018,,,,
"Warthoesvej 25,8740",1.575.000 kr.,"Brædstrup Skole, folkeskoleafdeling",609 m,6.6,3.7,Villa,Energimærke C,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 13 dage,169 m²,Grund: 753 m²,Ejerudg.: 1.430 kr/md,6 værelser,Opført 1965,2 toiletter,8740,https://www.boligsiden.dk/addresses/0a3f50ba-4c77-32b8-e044-0003ba298018,,,,
"Toftegårdsvej 6,6670",998.000 kr.,Højmarkskolen,"1,39 km",6.4,3.7,Villa,Energimærke D,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 256 dage,191 m²,Grund: 700 m²,Ejerudg.: 1.210 kr/md,5 værelser,Opført 1963,1 toilet,6670,https://www.boligsiden.dk/addresses/0a3f50b9-b790-32b8-e044-0003ba298018,,,,
"Vestergade 17,4640",1.995.000 kr.,Ny-Øst,853 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 314 dage,169 m²,Grund: 606 m²,Ejerudg.: 1.832 kr/md,6 værelser,Opført 1933,2 toiletter,4640,https://www.boligsiden.dk/addresses/76d11a0f-f3ae-6818-e044-00144f3ead67,,,,
"Dyrhaugegårde 36,5610",995.000 kr.,Peter Willemoesskolen,943 m,6.6,3.6,Rækkehus,Energimærke B,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 210 dage,133 m²,Grund: 187 m²,Ejerudg.: 1.439 kr/md,6 værelser,Opført 1979,1 toilet,5610,https://www.boligsiden.dk/addresses/0a3f50b2-440c-32b8-e044-0003ba298018,,,,
"Brejning Vestergade 2,7080",2.395.000 kr.,Fælleshåbsskolen,"1,47 km",7.2,3.8,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 13 dage,143 m²,Grund: 743 m²,Ejerudg.: 2.024 kr/md,5 værelser,Opført 2003,2 toiletter,7080,https://www.boligsiden.dk/addresses/0a3f50ba-50ef-32b8-e044-0003ba298018,,,,
"Kabbelejevej 20A, st.,2700",8.995.000 kr.,Brønshøj Skole,386 m,7.1,3.7,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 13 dage,109 m²,,Ejerudg.: 4.693 kr/md,4 værelser,Opført 1931,2 toiletter,2700,https://www.boligsiden.dk/addresses/ed872000-a0a7-421d-9255-9a8079b24844,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Emilievej 21,9900",1.745.000 kr.,Nordstjerneskolen,"1,16 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 13 dage,127 m²,Grund: 741 m²,Ejerudg.: 1.572 kr/md,4 værelser,Opført 1906,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-56ee-32b8-e044-0003ba298018,,,,
"Nørre Tranders Vej 70,9000",3.295.000 kr.,Vejgaard Østre Skole,294 m,7.3,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 13 dage,107 m²,Grund: 580 m²,Ejerudg.: 2.560 kr/md,5 værelser,Opført 1948,2 toiletter,9000,https://www.boligsiden.dk/addresses/0a3f50ca-776d-32b8-e044-0003ba298018,,,,
"Ndr Kirkegårdsalle 4, st. tv.,8700",895.000 kr.,Langmarkskolen,"1,17 km",6.9,3.8,Ejerlejlighed,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 13 dage,64 m²,,Ejerudg.: 2.090 kr/md,2 værelser,Opført 1913,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-76f8-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Saabyesvej 8, st. th.,2100",10.750.000 kr.,Langelinieskolen,204 m,7.5,3.8,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 13 dage,92 m²,,Ejerudg.: 5.035 kr/md,3 værelser,Opført 2009,1 toilet,2100,https://www.boligsiden.dk/addresses/39ff92cd-e7bb-0991-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Rosenlund Alle 9,5350",2.495.000 kr.,Nymarken Skole og Børnehus,"1,9 km",7.5,3.8,Villa,Energimærke C,Høj,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 13 dage,168 m²,Grund: 1563 m²,Ejerudg.: 1.800 kr/md,4 værelser,Opført 1924,1 toilet,5350,https://www.boligsiden.dk/addresses/0a3f50b2-f9b4-32b8-e044-0003ba298018,,,,
"Nørgårdsvej 4,7752",695.000 kr.,Snedsted Skole,"3,48 km",6.8,3.8,Villa,Energimærke E,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 13 dage,144 m²,Grund: 800 m²,Ejerudg.: 1.139 kr/md,5 værelser,Opført 1953,1 toilet,7752,https://www.boligsiden.dk/addresses/0a3f50c6-22a5-32b8-e044-0003ba298018,,,,
"Rosengade 11,3770",1.945.000 kr.,Kongeskærskolen,759 m,7,3.6,Rækkehus,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 13 dage,92 m²,Grund: 211 m²,Ejerudg.: 1.359 kr/md,3 værelser,Opført 1913,1 toilet,3770,https://www.boligsiden.dk/addresses/0a3f50b2-16be-32b8-e044-0003ba298018,,,,
"Langfreddal 41,8471",4.598.000 kr.,Sabro-Korsvejskolen,"1,45 km",7.1,3.6,Villa,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 13 dage,160 m²,Grund: 818 m²,Ejerudg.: 2.760 kr/md,5 værelser,Opført 2016,2 toiletter,8471,https://www.boligsiden.dk/addresses/b11719a9-9bc7-46ef-878a-7f302600604b,,,,
"Kronosvej 25,9210",4.695.000 kr.,Gug Skole,792 m,7.6,3.8,Villa,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 13 dage,199 m²,Grund: 765 m²,Ejerudg.: 2.884 kr/md,4 værelser,Opført 1986,2 toiletter,9210,https://www.boligsiden.dk/addresses/0a3f50ca-47d3-32b8-e044-0003ba298018,,,,
