,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Tovskovvej 39,6560",975.000 kr.,Fællesskolen Nustrup-Sommersted,"8,15 km",6.1,3.7,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 38 dage,166 m²,Grund: 497 m²,Ejerudg.: 1.019 kr/md,6 værelser,Opført 1907,2 toiletter,6560,https://www.boligsiden.dk/addresses/0a3f50b8-1fba-32b8-e044-0003ba298018,,,,
"Håbets Alle 6,9900",1.095.000 kr.,Frydenstrand - Buhlsvej Skoleafdeling,705 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 38 dage,94 m²,Grund: 558 m²,Ejerudg.: 2.100 kr/md,1 værelser,Opført 1905,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-657a-32b8-e044-0003ba298018,,,,
"Hellebakken 2A,8600",2.645.000 kr.,Dybkærskolen,"1,01 km",7.4,3.8,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 38 dage,138 m²,Grund: 732 m²,Ejerudg.: 2.713 kr/md,5 værelser,Opført 1966,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c1-d629-32b8-e044-0003ba298018,,,,
"Præstevangen 38,8643",495.000 kr.,Ans Skole,"4,2 km",6.9,3.7,Villa,Energimærke E,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 38 dage,88 m²,Grund: 348 m²,Ejerudg.: 1.016 kr/md,3 værelser,Opført 1917,1 toilet,8643,https://www.boligsiden.dk/addresses/0a3f50c5-2c6b-32b8-e044-0003ba298018,,,,
"Herninggade 7,9900",595.000 kr.,Frydenstrand - Abildvej skoleafdeling,513 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke G,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 38 dage,112 m²,Grund: 702 m²,Ejerudg.: 1.492 kr/md,5 værelser,Opført 1962,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-6171-32b8-e044-0003ba298018,,,,
"Bøgevang 8,7100",2.795.000 kr.,"Vejle Midtbyskole, afdeling Damhaven",403 m,6,3.6,Villa,Energimærke D,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 38 dage,160 m²,Grund: 886 m²,Ejerudg.: 3.102 kr/md,6 værelser,Opført 1954,2 toiletter,7100,https://www.boligsiden.dk/addresses/0a3f50bc-a22d-32b8-e044-0003ba298018,,,,
"Bernstorffsvej 175,2920",20.000.000 kr.,Gentofte Skole,"1,13 km",8.4,3.8,Villa,Energimærke B,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 38 dage,181 m²,Grund: 719 m²,Ejerudg.: 6.920 kr/md,4 værelser,Opført 1937,2 toiletter,2920,https://www.boligsiden.dk/addresses/0a3f50a3-a00f-32b8-e044-0003ba298018,,,,
"Hestehavevej 18,4320",2.345.000 kr.,Osted Skole,"1,27 km",7.1,3.6,Villa,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 129 dage,106 m²,Grund: 1000 m²,Ejerudg.: 1.661 kr/md,4 værelser,Opført 1959,1 toilet,4320,https://www.boligsiden.dk/addresses/0a3f50ab-a6ac-32b8-e044-0003ba298018,,,,
"Anemonevej 6,8930",1.245.000 kr.,Nørrevangsskolen og UNX-Ung Nord10,589 m,5.8,3.7,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 38 dage,100 m²,Grund: 781 m²,Ejerudg.: 1.651 kr/md,4 værelser,Opført 1923,1 toilet,8930,https://www.boligsiden.dk/addresses/0a3f50c0-cf9c-32b8-e044-0003ba298018,,,,
"Rungstedvej 109,2960",18.500.000 kr.,Rungsted Skole,240 m,8.5,3.8,Villa,Energimærke D,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 407 dage,291 m²,Grund: 1576 m²,Ejerudg.: 11.049 kr/md,9 værelser,Opført 1928,3 toiletter,2960,https://www.boligsiden.dk/addresses/0a3f50aa-1e90-32b8-e044-0003ba298018,,,,
"Trunderupvej 36,5683",995.000 kr.,Haarby Skole,"2,47 km",7,3.7,Villa,Energimærke F,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 239 dage,140 m²,Grund: 2615 m²,Ejerudg.: 1.356 kr/md,6 værelser,Opført 1958,2 toiletter,5683,https://www.boligsiden.dk/addresses/0a3f50b2-e50e-32b8-e044-0003ba298018,,,,
"Højvangsparken 2,4300",3.995.000 kr.,Gislinge Skole,"4,65 km",6,3.7,Villa,Energimærke C,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 38 dage,196 m²,Grund: 1553 m²,Ejerudg.: 2.463 kr/md,6 værelser,Opført 2006,2 toiletter,4300,https://www.boligsiden.dk/addresses/0a3f50ad-404d-32b8-e044-0003ba298018,,,,
"Skovvænget 1,4100",4.795.000 kr.,Valdemarskolen,"2,64 km",6.3,3.7,Villa,Energimærke B,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 38 dage,223 m²,Grund: 1218 m²,Ejerudg.: 4.453 kr/md,5 værelser,Opført 2008,2 toiletter,4100,https://www.boligsiden.dk/addresses/434d4d3b-12be-0401-e044-0003ba298018,,,,
"Amballegård 1,8700",6.250.000 kr.,Stensballeskolen,625 m,7.8,3.9,Villa,Energimærke B,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 332 dage,196 m²,Grund: 837 m²,Ejerudg.: 2.881 kr/md,5 værelser,Opført 2008,2 toiletter,8700,https://www.boligsiden.dk/addresses/4a78ea4c-0c6f-6ee8-e044-0003ba298018,,,,
"Bredevej 107B,2830",6.995.000 kr.,Kongevejens Skole,750 m,8.5,3.9,Villa,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 38 dage,75 m²,Grund: 613 m²,Ejerudg.: 5.379 kr/md,4 værelser,Opført 1937,2 toiletter,2830,https://www.boligsiden.dk/addresses/0a3f50a6-1751-32b8-e044-0003ba298018,,,,
"Boringvej 4,8763",1.595.000 kr.,Rask Mølle Skole,244 m,7,3.6,Villa,Energimærke B,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 38 dage,105 m²,Grund: 1149 m²,Ejerudg.: 1.626 kr/md,4 værelser,Opført 1948,2 toiletter,8763,https://www.boligsiden.dk/addresses/0a3f50bc-76ee-32b8-e044-0003ba298018,,,,
"Solsortevej 49,6880",1.250.000 kr.,Tarm Skole,889 m,6.6,3.7,Villa,Energimærke C,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 38 dage,183 m²,Grund: 713 m²,Ejerudg.: 1.554 kr/md,7 værelser,Opført 1969,2 toiletter,6880,https://www.boligsiden.dk/addresses/0a3f50bd-35f9-32b8-e044-0003ba298018,,,,
"Charlottenlundvej 2B, 1. mf.,2900",2.295.000 kr.,Tranegårdskolen,378 m,8.6,3.8,Ejerlejlighed,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 38 dage,42 m²,,Ejerudg.: 2.509 kr/md,1 værelser,Opført 1939,1 toilet,2900,https://www.boligsiden.dk/addresses/0a3f50a3-a846-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Lucernevej 1,9320",2.995.000 kr.,Klokkerholm Skole,158 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 822 dage,206 m²,Grund: 3000 m²,Ejerudg.: 2.067 kr/md,5 værelser,Opført 1978,2 toiletter,9320,https://www.boligsiden.dk/addresses/0a3f50c7-0f0a-32b8-e044-0003ba298018,,,,
"Viborgvej 19,9640",595.000 kr.,Farsø Skole,"7,55 km",6.9,3.7,Villa/Fritidsbolig,Energimærke C,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 408 dage,191 m²,Grund: 674 m²,Ejerudg.: 1.132 kr/md,6 værelser,Opført 1932,1 toilet,9640,https://www.boligsiden.dk/addresses/0a3f50c7-352f-32b8-e044-0003ba298018,,,,
"Appenæs Bygade 2,4700",1.295.000 kr.,Sydbyskolen,"1,07 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 38 dage,72 m²,Grund: 700 m²,Ejerudg.: 1.451 kr/md,4 værelser,Opført 1942,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-647c-32b8-e044-0003ba298018,,,,
"Kirkevangen 14,8420",2.995.000 kr.,Molsskolen,"3,98 km",7.4,3.7,Villa,Energimærke B,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 170 dage,223 m²,Grund: 826 m²,Ejerudg.: 2.380 kr/md,6 værelser,Opført 1969,1 toilet,8420,https://www.boligsiden.dk/addresses/0a3f50bf-7b33-32b8-e044-0003ba298018,,,,
"Skæring Skolevej 162,8250",4.998.000 kr.,Skæring Skole,478 m,7.9,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 38 dage,143 m²,Grund: 786 m²,Ejerudg.: 3.541 kr/md,4 værelser,Opført 1973,2 toiletter,8250,https://www.boligsiden.dk/addresses/0a3f50c4-3d9a-32b8-e044-0003ba298018,,,,
"Sdr Vang 9,7100",1.395.000 kr.,"Vejle Midtbyskole, afdeling Damhaven",548 m,6,3.6,Villa,Energimærke E,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 38 dage,84 m²,Grund: 640 m²,Ejerudg.: 1.806 kr/md,3 værelser,Opført 1925,1 toilet,7100,https://www.boligsiden.dk/addresses/0a3f50bc-eec1-32b8-e044-0003ba298018,,,,
"Horsbred 142,2625",4.645.000 kr.,Pilehaveskolen,220 m,7.4,3.7,Villa,Energimærke C,Mellem,"25,6%","24,38‰.","Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",Til salg i alt: 38 dage,163 m²,Grund: 781 m²,Ejerudg.: 5.977 kr/md,5 værelser,Opført 1970,2 toiletter,2625,https://www.boligsiden.dk/addresses/0a3f50a7-8298-32b8-e044-0003ba298018,,,,
"Askevænget 41, st. tv.,2830",3.295.000 kr.,Fuglsanggårdsskolen,76 m,8.5,3.9,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 38 dage,74 m²,,Ejerudg.: 4.395 kr/md,3 værelser,Opført 1961,1 toilet,2830,https://www.boligsiden.dk/addresses/0a3f50a6-0fb8-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Øhusevej 16, 5.,6990",715.000 kr.,Ulfborg Skole,"10,93 km",6.5,3.7,Ejerlejlighed/Fritidsbolig,fejl,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 216 dage,48 m²,,Ejerudg.: 1.051 kr/md,- værelser,Opført 1988,-,6990,https://www.boligsiden.dk/addresses/0a3f50bf-2d61-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Bakkevej 28,7620",1.495.000 kr.,Christinelystskolen,765 m,7,3.8,Villa,Energimærke D,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 38 dage,113 m²,Grund: 543 m²,Ejerudg.: 1.316 kr/md,2 værelser,Opført 1962,1 toilet,7620,https://www.boligsiden.dk/addresses/0a3f50be-6557-32b8-e044-0003ba298018,,,,
"Blågårdsvænget 41,2670",3.475.000 kr.,Mosedeskolen,"1,02 km",7.4,3.7,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 38 dage,111 m²,Grund: 1009 m²,Ejerudg.: 3.175 kr/md,4 værelser,Opført 1979,2 toiletter,2670,https://www.boligsiden.dk/addresses/0a3f50aa-e221-32b8-e044-0003ba298018,,,,
"Landlyst Vænge 16,2635",2.795.000 kr.,Gildbroskolen,648 m,5.7,3.7,Rækkehus,Energimærke C,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 38 dage,112 m²,Grund: 156 m²,Ejerudg.: 2.336 kr/md,4 værelser,Opført 1972,2 toiletter,2635,https://www.boligsiden.dk/addresses/0a3f50a7-12ac-32b8-e044-0003ba298018,,,,
"Helga Pedersens Gade 55, 6. th.,8000",6.798.000 kr.,Skovvangskolen,"1,79 km",7,3.7,Ejerlejlighed,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 38 dage,135 m²,,Ejerudg.: 5.434 kr/md,3 værelser,Opført 2022,2 toiletter,8000,https://www.boligsiden.dk/addresses/cb14225e-65b7-4992-a8f1-a74228a49440,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Skolebakken 4,4190",1.395.000 kr.,Holbergskolen,"2,12 km",6.4,3.5,Villa,Energimærke B,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 239 dage,176 m²,Grund: 702 m²,Ejerudg.: 1.638 kr/md,5 værelser,Opført 1972,2 toiletter,4190,https://www.boligsiden.dk/addresses/0a3f50ae-f8b2-32b8-e044-0003ba298018,,,,
"Håndværkervænget 9,7800",2.995.000 kr.,Resen Skole,"4,25 km",7.3,3.7,Villa,Energimærke C,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 38 dage,203 m²,Grund: 3126 m²,Ejerudg.: 2.593 kr/md,6 værelser,Opført 1985,3 toiletter,7800,https://www.boligsiden.dk/addresses/0a3f50c5-993d-32b8-e044-0003ba298018,,,,
"Klaregade 13,5620",2.095.000 kr.,Glamsbjergskolen,"2,36 km",7,3.6,Villa,Energimærke A2020,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 38 dage,167 m²,Grund: 3330 m²,Ejerudg.: 2.096 kr/md,5 værelser,Opført 2018,2 toiletter,5620,https://www.boligsiden.dk/addresses/0a3f50b2-c799-32b8-e044-0003ba298018,,,,
