,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Toldbodvej 62,7000",8.100.000 kr.,"Erritsø Fællesskole, Afd. Højmosen","1,32 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 60 dage,334 m²,Grund: 1398 m²,Ejerudg.: 4.363 kr/md,9 værelser,Opført 1965,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-d98a-32b8-e044-0003ba298018,,,,
"Stokhøjvej 7,7790",895.000 kr.,Thyholm Skole,"2,34 km",6.8,3.8,Villa,Energimærke C,Høj,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 60 dage,186 m²,Grund: 8965 m²,Ejerudg.: 997 kr/md,3 værelser,Opført 1880,1 toilet,7790,https://www.boligsiden.dk/addresses/0a3f50bf-05b8-32b8-e044-0003ba298018,,,,
"Bragesvej 73, st. th.,3000",1.195.000 kr.,Helsingør Skole,556 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke F,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 60 dage,45 m²,,Ejerudg.: 2.230 kr/md,2 værelser,Opført 1921,1 toilet,3000,https://www.boligsiden.dk/addresses/0a3f50a9-267f-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vejlevej 49,8800",2.195.000 kr.,Hald Ege Skole,"2,14 km",7.3,3.8,Villa,Energimærke D,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 60 dage,207 m²,Grund: 13850 m²,Ejerudg.: 2.035 kr/md,5 værelser,Opført 1915,1 toilet,8800,https://www.boligsiden.dk/addresses/0a3f50c6-a36d-32b8-e044-0003ba298018,,,,
"Munkevænget 16,8250",3.899.000 kr.,Skæring Skole,938 m,7.9,3.8,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 60 dage,98 m²,Grund: 2406 m²,Ejerudg.: 2.806 kr/md,4 værelser,Opført 1964,1 toilet,8250,https://www.boligsiden.dk/addresses/0a3f50c3-ad0c-32b8-e044-0003ba298018,,,,
"Rønsled 8,7100",9.800.000 kr.,Mølholm Skole,784 m,7.5,3.9,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 60 dage,255 m²,Grund: 1418 m²,Ejerudg.: 4.412 kr/md,6 værelser,Opført 1976,3 toiletter,7100,https://www.boligsiden.dk/addresses/0a3f50bc-edbb-32b8-e044-0003ba298018,,,,
"Allegade 6,8362",1.995.000 kr.,Stjærskolen,"3,33 km",7.7,3.8,Villa,Energimærke D,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 689 dage,141 m²,Grund: 773 m²,Ejerudg.: 2.027 kr/md,4 værelser,Opført 1964,1 toilet,8362,https://www.boligsiden.dk/addresses/0a3f50c0-2ae3-32b8-e044-0003ba298018,,,,
"Klerkegade 1,9740",995.000 kr.,Toftegårdsskolen,405 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 60 dage,141 m²,Grund: 820 m²,Ejerudg.: 1.189 kr/md,5 værelser,Opført 1972,1 toilet,9740,https://www.boligsiden.dk/addresses/0a3f50c6-ec80-32b8-e044-0003ba298018,,,,
"Fresiavænget 4,4261",1.765.000 kr.,Dalmose skole,257 m,5.8,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 60 dage,153 m²,Grund: 1157 m²,Ejerudg.: 1.739 kr/md,3 værelser,Opført 1973,2 toiletter,4261,https://www.boligsiden.dk/addresses/0a3f50ad-0031-32b8-e044-0003ba298018,,,,
"Vestergade 3D, 1. 59.,6792",1.625.000 kr.,Skærbæk Distriktsskole,"14,7 km",6,3.6,Ejerlejlighed/Fritidsbolig,fejl,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 60 dage,74 m²,,Ejerudg.: 2.843 kr/md,4 værelser,Opført 1987,1 toilet,6792,https://www.boligsiden.dk/addresses/0a3f50b7-79d0-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Skagensvej 185B,9800",3.895.000 kr.,Hjørring Nordvestskole,262 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 401 dage,242 m²,Grund: 974 m²,Ejerudg.: 3.604 kr/md,8 værelser,Opført 2010,2 toiletter,9800,https://www.boligsiden.dk/addresses/772a5f93-017e-43c1-e044-00144f3ead67,,,,
"Lærkevej 15,3200",2.495.000 kr.,Nordstjerneskolen,691 m,6.8,3.6,Villa,Energimærke E,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 328 dage,104 m²,Grund: 1138 m²,Ejerudg.: 4.045 kr/md,4 værelser,Opført 1964,1 toilet,3200,https://www.boligsiden.dk/addresses/0a3f50a9-031e-32b8-e044-0003ba298018,,,,
"Sølykken 7,8530",2.845.000 kr.,Virupskolen,"1,09 km",7.9,3.8,Rækkehus,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 469 dage,99 m²,Grund: 171 m²,Ejerudg.: 2.352 kr/md,3 værelser,Opført 2017,1 toilet,8530,https://www.boligsiden.dk/addresses/f2767b83-b61d-4d7f-bea4-65dae91c0f1e,,,,
"Havremarksvej 21,3200",2.795.000 kr.,Bjørnehøjskolen,614 m,7.6,3.8,Villa,Energimærke D,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 197 dage,125 m²,Grund: 920 m²,Ejerudg.: 3.095 kr/md,4 værelser,Opført 1974,2 toiletter,3200,https://www.boligsiden.dk/addresses/0a3f50a8-f7bf-32b8-e044-0003ba298018,,,,
"Overbyvej 75,7130",1.395.000 kr.,Raarup Skole,"4,66 km",6,3.8,Villa,Energimærke D,Mellem,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 60 dage,168 m²,Grund: 6000 m²,Ejerudg.: 2.552 kr/md,8 værelser,Opført 1894,1 toilet,7130,https://www.boligsiden.dk/addresses/0a3f50bb-c951-32b8-e044-0003ba298018,,,,
"Gyvelvej 9, 2. th.,4000",2.500.000 kr.,Hedegårdenes Skole,426 m,7.3,3.7,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 60 dage,79 m²,,Ejerudg.: 4.045 kr/md,3 værelser,Opført 1962,2 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ab-dfbf-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vibevej 13,8870",1.795.000 kr.,Langå Skole,171 m,6.8,3.6,Villa,Energimærke B,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 337 dage,154 m²,Grund: 1333 m²,Ejerudg.: 2.446 kr/md,5 værelser,Opført 1956,1 toilet,8870,https://www.boligsiden.dk/addresses/0a3f50c0-46a3-32b8-e044-0003ba298018,,,,
"Johannes Hansens Vej 21,9830",725.000 kr.,Tårs Skole,148 m,6.5,3.7,Villa,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 60 dage,105 m²,Grund: 817 m²,Ejerudg.: 1.085 kr/md,4 værelser,Opført 1956,2 toiletter,9830,https://www.boligsiden.dk/addresses/0a3f50c8-2169-32b8-e044-0003ba298018,,,,
"Vorregårdsparken 97,8410",4.995.000 kr.,Rønde Skole,"2,59 km",7.1,3.7,Villa,Energimærke A2020,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 151 dage,234 m²,Grund: 1210 m²,Ejerudg.: 3.180 kr/md,6 værelser,Opført 2017,2 toiletter,8410,https://www.boligsiden.dk/addresses/8fb76088-e5f9-4c85-ae17-7096973b98f9,,,,
"Irma Pedersens Gade 25, 2. 1.,8000",5.650.000 kr.,Samsøgades Skole,"1,61 km",6.9,3.6,Ejerlejlighed,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 289 dage,107 m²,,Ejerudg.: 5.099 kr/md,3 værelser,Opført 2019,1 toilet,8000,https://www.boligsiden.dk/addresses/68f98855-9a4e-4146-930f-6c35b5b95f68,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Jungshovedvej 40B,4720",1.595.000 kr.,Præstø skole,"5,74 km",6.8,3.7,Villa/Fritidsbolig,Energimærke B,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 60 dage,181 m²,Grund: 2211 m²,Ejerudg.: 2.563 kr/md,5 værelser,Opført 1960,2 toiletter,4720,https://www.boligsiden.dk/addresses/0a3f50b0-f039-32b8-e044-0003ba298018,,,,
"Andekæret 4,5300",2.495.000 kr.,Kerteminde Byskole,"1,08 km",7.4,3.7,Villa,Energimærke D,Mellem,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 580 dage,174 m²,Grund: 1107 m²,Ejerudg.: 3.108 kr/md,5 værelser,Opført 1972,2 toiletter,5300,https://www.boligsiden.dk/addresses/0a3f50b2-e639-32b8-e044-0003ba298018,,,,
"Bakkeborgdalen 54,8600",5.495.000 kr.,Dybkærskolen,"1,7 km",7.4,3.8,Villa,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 60 dage,170 m²,Grund: 898 m²,Ejerudg.: 4.145 kr/md,5 værelser,Opført 2022,2 toiletter,8600,https://www.boligsiden.dk/addresses/23b3fbd7-ccc6-4009-9eb8-76a52b1aba29,,,,
"Emil Møllers Gade 10, st. th.,8700",800.000 kr.,Horsens Byskole,"1,06 km",Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 60 dage,59 m²,,Ejerudg.: 2.174 kr/md,2 værelser,Opført 1933,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-4912-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Lille Dalby Ager 22,8722",7.200.000 kr.,Hedensted Skole,"1,87 km",7.2,3.9,Villa,Energimærke A2015,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 60 dage,232 m²,Grund: 1078 m²,Ejerudg.: 3.590 kr/md,5 værelser,Opført 2022,2 toiletter,8722,https://www.boligsiden.dk/addresses/d4013f92-d3de-4ea8-83dd-c84a12626b39,,,,
"Møllegården 7,8541",3.200.000 kr.,Skødstrup Skole,"1,18 km",7.7,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 894 dage,144 m²,Grund: 817 m²,Ejerudg.: 2.773 kr/md,4 værelser,Opført 1929,2 toiletter,8541,https://www.boligsiden.dk/addresses/0a3f50c3-b03c-32b8-e044-0003ba298018,,,,
"Gammelbyvej 9,6971",2.695.000 kr.,Spjald Skole,"7,3 km",6.9,3.8,Landejendom,Energimærke C,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 260 dage,265 m²,Grund: 43050 m²,Ejerudg.: 3.610 kr/md,7 værelser,Opført 1962,2 toiletter,6971,https://www.boligsiden.dk/addresses/0a3f50be-93d9-32b8-e044-0003ba298018,,,,
"Turupvej 79,5610",1.095.000 kr.,Peter Willemoesskolen,"6,61 km",6.6,3.6,Villa,Energimærke F,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 60 dage,133 m²,Grund: 815 m²,Ejerudg.: 1.131 kr/md,5 værelser,Opført 1934,2 toiletter,5610,https://www.boligsiden.dk/addresses/0a3f50b2-55b4-32b8-e044-0003ba298018,,,,
"Gyldenstræde 3, 1. tv.,3000",2.275.000 kr.,Skolen i Bymidten,712 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 60 dage,78 m²,,Ejerudg.: 4.733 kr/md,3 værelser,Opført 1905,1 toilet,3000,https://www.boligsiden.dk/addresses/0a3f50a9-3be4-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"V Hassingvej 15,9320",495.000 kr.,Hjallerup Skole,"2,45 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 60 dage,98 m²,Grund: 2215 m²,Ejerudg.: 1.592 kr/md,3 værelser,Opført 1938,1 toilet,9320,https://www.boligsiden.dk/addresses/0a3f50c7-1ccb-32b8-e044-0003ba298018,,,,
"Trappebæksvej 30A,5700",2.995.000 kr.,Ørkildskolen,"1,08 km",6.6,3.8,Villa,Energimærke D,Ukendt,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 60 dage,273 m²,Grund: 2164 m²,Ejerudg.: 2.857 kr/md,10 værelser,Opført 1938,-,5700,https://www.boligsiden.dk/addresses/cb7812ea-97b0-4e8c-89cc-eaf8fb7ac01d,,,,
"Vestermarken 28,7330",1.295.000 kr.,Artium Skole,"1,36 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 60 dage,143 m²,Grund: 1007 m²,Ejerudg.: 1.476 kr/md,4 værelser,Opført 1986,1 toilet,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2f11-32b8-e044-0003ba298018,,,,
"Askhøjvej 64,8570",625.000 kr.,Søren Kanne-Skolen,"12,85 km",6.5,3.6,Villa,Energimærke F,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 60 dage,160 m²,Grund: 6423 m²,Ejerudg.: 1.151 kr/md,3 værelser,Opført 1200,1 toilet,8570,https://www.boligsiden.dk/addresses/0a3f50bf-c17f-32b8-e044-0003ba298018,,,,
"Skagensvej 46,9881",2.795.000 kr.,Bindslev undervisningssted,"3,96 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke E,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 738 dage,199 m²,Grund: 29500 m²,Ejerudg.: 939 kr/md,5 værelser,Opført 1877,1 toilet,9881,https://www.boligsiden.dk/addresses/0a3f50c7-f7d9-32b8-e044-0003ba298018,,,,
"Leen B 5, 2. 4.,2630",1.495.000 kr.,Ole Rømer-Skolen,298 m,5.4,3.5,Ejerlejlighed,Energimærke C,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 60 dage,57 m²,,Ejerudg.: 3.730 kr/md,2 værelser,Opført 1972,1 toilet,2630,https://www.boligsiden.dk/addresses/0a3f50a5-c7ca-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Højenhald 13, 3. tv.,2700",3.495.000 kr.,Bellahøj Skole,56 m,6.8,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 60 dage,85 m²,,Ejerudg.: 3.499 kr/md,3 værelser,Opført 1933,1 toilet,2700,https://www.boligsiden.dk/addresses/0a3f509e-e04d-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Ditzelsvej 8,8450",2.095.000 kr.,Skovvangskolen,674 m,7.1,3.7,Villa,Energimærke C,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 60 dage,130 m²,Grund: 829 m²,Ejerudg.: 2.069 kr/md,3 værelser,Opført 1966,1 toilet,8450,https://www.boligsiden.dk/addresses/0a3f50c0-03a1-32b8-e044-0003ba298018,,,,
"Ringstedvej 20,6000",3.995.000 kr.,Lyshøjskolen,"1,84 km",8.1,3.9,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 60 dage,167 m²,Grund: 910 m²,Ejerudg.: 2.651 kr/md,5 værelser,Opført 1968,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-3139-32b8-e044-0003ba298018,,,,
"Låsbytoft 6,6000",2.495.000 kr.,Aalykkeskolen,360 m,7.2,3.8,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 60 dage,110 m²,Grund: 376 m²,Ejerudg.: 2.465 kr/md,5 værelser,Opført 1957,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-213e-32b8-e044-0003ba298018,,,,
"Stadion Allé 8,8600",6.745.000 kr.,Vestre Skole,"1,03 km",7.5,3.7,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 60 dage,170 m²,Grund: 595 m²,Ejerudg.: 3.793 kr/md,6 værelser,Opført 1959,3 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c2-0b9c-32b8-e044-0003ba298018,,,,
"Søndergade 25,6870",1.695.000 kr.,Ølgod Skole,550 m,6.9,3.7,Villa,Energimærke D,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 392 dage,177 m²,Grund: 979 m²,Ejerudg.: 1.503 kr/md,6 værelser,Opført 1937,2 toiletter,6870,https://www.boligsiden.dk/addresses/0a3f50ba-3739-32b8-e044-0003ba298018,,,,
"Farimagsvej 21, st. 9.,4700",650.000 kr.,"Ellebækskolen, afd. Kildemark","1,04 km",Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 60 dage,38 m²,,Ejerudg.: 1.417 kr/md,1 værelser,Opført 1969,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-7576-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Hejrevej 29,4000",8.250.000 kr.,Trekronerskolen,720 m,8.3,3.8,Villa,Energimærke A2015,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 60 dage,213 m²,Grund: 712 m²,Ejerudg.: 5.697 kr/md,5 værelser,Opført 2021,3 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ab-e5de-32b8-e044-0003ba298018,,,,
