,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Holmedal 52,8660",4.495.000 kr.,Mølleskolen,"7,63 km",7.9,3.9,Villa,Energimærke D,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 67 dage,267 m²,Grund: 10126 m²,Ejerudg.: 3.328 kr/md,7 værelser,Opført 1890,1 toilet,8660,https://www.boligsiden.dk/addresses/0a3f50ba-4160-32b8-e044-0003ba298018,,,,
"Østergade 3,3720",995.000 kr.,Hans Rømer Skolen,530 m,6.6,3.6,Villa,Energimærke F,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 67 dage,135 m²,Grund: 236 m²,Ejerudg.: 1.312 kr/md,6 værelser,Opført 1850,1 toilet,3720,https://www.boligsiden.dk/addresses/0a3f50b2-3d38-32b8-e044-0003ba298018,,,,
"Engparken 113A,6740",2.248.000 kr.,Bakkevejens Skole,754 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 67 dage,200 m²,Grund: 868 m²,Ejerudg.: 1.909 kr/md,5 værelser,Opført 1975,3 toiletter,6740,https://www.boligsiden.dk/addresses/0a3f50b8-a05d-32b8-e044-0003ba298018,,,,
"Hasselvej 6,4360",1.595.000 kr.,Tølløse Skole,"4,56 km",6.8,3.6,Villa,Energimærke E,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 67 dage,127 m²,Grund: 929 m²,Ejerudg.: 2.080 kr/md,5 værelser,Opført 1968,2 toiletter,4360,https://www.boligsiden.dk/addresses/0a3f50af-5f7c-32b8-e044-0003ba298018,,,,
"Bøgevej 12,4171",2.695.000 kr.,"Susåskolen, afd. Glumsø",195 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 131 dage,172 m²,Grund: 960 m²,Ejerudg.: 1.856 kr/md,5 værelser,Opført 1976,3 toiletter,4171,https://www.boligsiden.dk/addresses/0a3f50b1-6e3d-32b8-e044-0003ba298018,,,,
"Rugkrogvej 16,4250",2.495.000 kr.,Vesterlandsskolen,"2,32 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 67 dage,182 m²,Grund: 2265 m²,Ejerudg.: 1.819 kr/md,5 værelser,Opført 1981,2 toiletter,4250,https://www.boligsiden.dk/addresses/0a3f50ac-e107-32b8-e044-0003ba298018,,,,
"Holmgårdvej 166,7660",595.000 kr.,Tangsø skole,"4,5 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 67 dage,130 m²,Grund: 1245 m²,Ejerudg.: 1.065 kr/md,6 værelser,Opført 1930,2 toiletter,7660,https://www.boligsiden.dk/addresses/0a3f50be-701f-32b8-e044-0003ba298018,,,,
"Vestermarken 35,7330",4.500.000 kr.,Artium Skole,"1,34 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 67 dage,241 m²,Grund: 2451 m²,Ejerudg.: 2.946 kr/md,6 værelser,Opført 2005,2 toiletter,7330,https://www.boligsiden.dk/addresses/0a3f50bd-2f17-32b8-e044-0003ba298018,,,,
"Georg Kæstels Vej 11,4100",3.195.000 kr.,Campusskolen,"1,88 km",6.9,3.6,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 67 dage,151 m²,Grund: 774 m²,Ejerudg.: 2.404 kr/md,5 værelser,Opført 2001,2 toiletter,4100,https://www.boligsiden.dk/addresses/0a3f50ae-323c-32b8-e044-0003ba298018,,,,
"Dyrvigsvej 3,6920",1.225.000 kr.,Videbæk Skole,"1,47 km",6.7,3.7,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 324 dage,160 m²,Grund: 617 m²,Ejerudg.: 1.372 kr/md,4 værelser,Opført 1904,2 toiletter,6920,https://www.boligsiden.dk/addresses/0a3f50bf-331b-32b8-e044-0003ba298018,,,,
"Nordre Ringgade 98, 1. th.,8200",2.275.000 kr.,Skovvangskolen,350 m,7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 67 dage,62 m²,,Ejerudg.: 2.921 kr/md,2 værelser,Opført 1936,1 toilet,8200,https://www.boligsiden.dk/addresses/0a3f50c3-bb04-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Dalstrøget 12,4340",2.495.000 kr.,Tølløse Skole,"1,98 km",6.8,3.6,Villa,Energimærke C,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 226 dage,151 m²,Grund: 752 m²,Ejerudg.: 2.297 kr/md,5 værelser,Opført 1987,2 toiletter,4340,https://www.boligsiden.dk/addresses/0a3f50af-5dc8-32b8-e044-0003ba298018,,,,
"Lillevangsvej 18,4200",1.895.000 kr.,Antvorskov Skole,"1,14 km",7,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 67 dage,124 m²,Grund: 948 m²,Ejerudg.: 2.474 kr/md,3 værelser,Opført 1972,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-a5ec-32b8-e044-0003ba298018,,,,
"Lehwaldsvej 3, 3. d.,2800",4.145.000 kr.,Engelsborgskolen,643 m,8.5,3.8,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 328 dage,101 m²,,Ejerudg.: 4.370 kr/md,4 værelser,Opført 1962,1 toilet,2800,https://www.boligsiden.dk/addresses/0a3f50a6-46e5-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Hjeddingvej 16,6870",498.000 kr.,Ølgod Skole,"4,67 km",6.9,3.7,Villa,Energimærke D,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 67 dage,90 m²,Grund: 1471 m²,Ejerudg.: 1.083 kr/md,3 værelser,Opført 1890,1 toilet,6870,https://www.boligsiden.dk/addresses/0a3f50ba-2c80-32b8-e044-0003ba298018,,,,
"Sønderlundsvej 11,4000",4.195.000 kr.,Sct. Jørgens Skole,439 m,7.3,3.7,Villa,Energimærke E,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 67 dage,86 m²,Grund: 466 m²,Ejerudg.: 3.390 kr/md,3 værelser,Opført 1933,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ac-23ff-32b8-e044-0003ba298018,,,,
"Valorevej 24,4130",6.250.000 kr.,"Viby Skole, afdeling Ørstedvej","2,43 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke D,Meget høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 67 dage,228 m²,Grund: 75021 m²,Ejerudg.: 2.551 kr/md,8 værelser,Opført 1840,3 toiletter,4130,https://www.boligsiden.dk/addresses/0a3f50ab-be2f-32b8-e044-0003ba298018,,,,
"Carinaparken 28,3460",5.995.000 kr.,Birkerød Skole,827 m,7.9,3.8,Villa,Energimærke F,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 67 dage,138 m²,Grund: 875 m²,Ejerudg.: 5.900 kr/md,6 værelser,Opført 1965,2 toiletter,3460,https://www.boligsiden.dk/addresses/0a3f50a7-e4d7-32b8-e044-0003ba298018,,,,
"Nørrealle 31,7700",1.650.000 kr.,Østre Skole,806 m,7.3,3.8,Villa,Energimærke D,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 267 dage,136 m²,Grund: 917 m²,Ejerudg.: 1.599 kr/md,3 værelser,Opført 1908,1 toilet,7700,https://www.boligsiden.dk/addresses/0a3f50c6-2302-32b8-e044-0003ba298018,,,,
"Læborgvej 38,6600",2.995.000 kr.,Bække Skole,"5,12 km",6.7,3.7,Landejendom,Energimærke C,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 67 dage,237 m²,Grund: 71670 m²,Ejerudg.: 2.427 kr/md,3 værelser,Opført 1898,1 toilet,6600,https://www.boligsiden.dk/addresses/0a3f50ba-1736-32b8-e044-0003ba298018,,,,
"Nordre Ringvej 6, 1. th.,2600",1.995.000 kr.,Skolerne i Glostrup,360 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 67 dage,67 m²,,Ejerudg.: 5.106 kr/md,3 værelser,Opført 1940,1 toilet,2600,https://www.boligsiden.dk/addresses/0a3f50a4-bebd-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Skinnerup Skråvej 17,7700",1.195.000 kr.,Nors Skole,"2,54 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 67 dage,216 m²,Grund: 4800 m²,Ejerudg.: 1.808 kr/md,6 værelser,Opført 1916,1 toilet,7700,https://www.boligsiden.dk/addresses/0a3f50c6-2bcc-32b8-e044-0003ba298018,,,,
"Søvej 9B, st.,8220",4.245.000 kr.,Engdalskolen,348 m,7.5,3.8,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 67 dage,117 m²,,Ejerudg.: 5.992 kr/md,3 værelser,Opført 1923,1 toilet,8220,https://www.boligsiden.dk/addresses/0a3f50c4-7098-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Kærgårdsvej 6,9640",750.000 kr.,Farsø Skole,238 m,6.9,3.7,Villa,Energimærke F,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 67 dage,121 m²,Grund: 1548 m²,Ejerudg.: 1.350 kr/md,5 værelser,Opført 1930,1 toilet,9640,https://www.boligsiden.dk/addresses/0a3f50c7-2ae9-32b8-e044-0003ba298018,,,,
"Gl Hovedgade 8, 3. 26.,2970",3.595.000 kr.,Hørsholm Skole,616 m,8.4,3.8,Ejerlejlighed,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 67 dage,113 m²,,Ejerudg.: 5.777 kr/md,4 værelser,Opført 1960,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-0c34-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Starup Kirkevej 4,6100",1.495.000 kr.,Starup-Øsby Skole og Børnehus,"1,38 km",6.4,3.8,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 67 dage,146 m²,Grund: 1256 m²,Ejerudg.: 1.716 kr/md,5 værelser,Opført 1947,2 toiletter,6100,https://www.boligsiden.dk/addresses/0a3f50b6-dead-32b8-e044-0003ba298018,,,,
"Egelundsvej 39,4600",6.795.000 kr.,Strøbyskolen,2 km,7.2,3.7,Villa,Energimærke A2010,Ukendt,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 67 dage,204 m²,Grund: 806 m²,Ejerudg.: 2.191 kr/md,6 værelser,Opført 1966,2 toiletter,4600,https://www.boligsiden.dk/addresses/0a3f50ac-75d7-32b8-e044-0003ba298018,,,,
"Øgelundvej 83,7323",1.795.000 kr.,"Firkløverskolen, Elkjær",5 km,Ikke oplyst,Ikke oplyst,Landejendom,Energimærke E,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 254 dage,156 m²,Grund: 20000 m²,Ejerudg.: 1.577 kr/md,5 værelser,Opført 1914,2 toiletter,7323,https://www.boligsiden.dk/addresses/0a3f50bb-105d-32b8-e044-0003ba298018,,,,
"Kabbelejevej 10,7500",2.395.000 kr.,Sønderlandsskolen,"2,3 km",6.8,3.7,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 67 dage,140 m²,Grund: 716 m²,Ejerudg.: 1.615 kr/md,5 værelser,Opført 1970,2 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50be-067f-32b8-e044-0003ba298018,,,,
"Dovervej 4,7760",845.000 kr.,Hurup Skole,"4,16 km",7,3.7,Villa,Energimærke E,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 67 dage,195 m²,Grund: 3677 m²,Ejerudg.: 1.329 kr/md,4 værelser,Opført 1912,1 toilet,7760,https://www.boligsiden.dk/addresses/0a3f50c5-e8a4-32b8-e044-0003ba298018,,,,
"Falledvej 13,5874",1.475.000 kr.,Stokkebækskolen,"6,41 km",7,3.7,Villa/Fritidsbolig,Energimærke D,Høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 67 dage,191 m²,Grund: 990 m²,Ejerudg.: 1.271 kr/md,7 værelser,Opført 1850,2 toiletter,5874,https://www.boligsiden.dk/addresses/0a3f50b2-d11b-32b8-e044-0003ba298018,,,,
"Frederiksdalsvej 10G, 2. tv.,2830",2.575.000 kr.,Fuglsanggårdsskolen,495 m,8.5,3.9,Ejerlejlighed,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 285 dage,81 m²,,Ejerudg.: 4.373 kr/md,4 værelser,Opført 1940,1 toilet,2830,https://www.boligsiden.dk/addresses/0a3f50a6-2850-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Østerbro 23,9881",545.000 kr.,Bindslev undervisningssted,356 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 67 dage,157 m²,Grund: 999 m²,Ejerudg.: 1.043 kr/md,4 værelser,Opført 1974,2 toiletter,9881,https://www.boligsiden.dk/addresses/0a3f50c8-0052-32b8-e044-0003ba298018,,,,
"Dahliaparken 3,4420",2.995.000 kr.,"Nr. Jernløse, Knabstrup og Undløse Skole","1,09 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 67 dage,162 m²,Grund: 827 m²,Ejerudg.: 2.424 kr/md,6 værelser,Opført 2007,2 toiletter,4420,https://www.boligsiden.dk/addresses/0a3f50ad-90b3-32b8-e044-0003ba298018,,,,
"Valnøddehaven 15,4681",3.895.000 kr.,Herfølge Skole,641 m,6.8,3.7,Rækkehus,Energimærke A2020,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 67 dage,134 m²,Grund: 424 m²,Ejerudg.: 3.310 kr/md,4 værelser,Opført 2019,2 toiletter,4681,https://www.boligsiden.dk/addresses/617d434d-02fd-4015-beec-285c4f7dadce,,,,
"Blåklokken 7,8700",4.495.000 kr.,Bankagerskolen,"2,07 km",6.8,3.7,Villa,Energimærke A2015,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 67 dage,185 m²,Grund: 943 m²,Ejerudg.: 2.380 kr/md,6 værelser,Opført 2019,2 toiletter,8700,https://www.boligsiden.dk/addresses/91966fa9-b32c-44cd-87f1-46fecd501ce2,,,,
"Søndergade 112C,8620",4.095.000 kr.,"Trekløverskolen, Silkeborg",933 m,6.8,3.7,Villa,Energimærke A2015,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 67 dage,240 m²,Grund: 920 m²,Ejerudg.: 2.471 kr/md,8 værelser,Opført 2022,1 toilet,8620,https://www.boligsiden.dk/addresses/05e1351f-6f63-4517-974b-54df7b41e492,,,,
"Vestre Ringgade 208, 1. th.,8000",2.745.000 kr.,Katrinebjergskolen,537 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 67 dage,74 m²,,Ejerudg.: 2.867 kr/md,3 værelser,Opført 1950,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c4-ab21-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Stenbjærgvej 5,4180",2.695.000 kr.,Pedersborg Skole,"1,33 km",6.9,3.6,Villa,Energimærke D,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 295 dage,231 m²,Grund: 1397 m²,Ejerudg.: 3.057 kr/md,7 værelser,Opført 1970,2 toiletter,4180,https://www.boligsiden.dk/addresses/0a3f50ae-ea00-32b8-e044-0003ba298018,,,,
"Mindegade 22, st.,7400",1.945.000 kr.,Brændgårdskolen,"1,16 km",7.1,3.8,Ejerlejlighed,Energimærke E,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 67 dage,115 m²,,Ejerudg.: 2.087 kr/md,3 værelser,Opført 1937,1 toilet,7400,https://www.boligsiden.dk/addresses/0a3f50bd-8b6a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Nordre Fasanvej 155B, st.,2000",3.795.000 kr.,Skolen på Duevej,254 m,8.1,3.8,Ejerlejlighed,Energimærke C,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 385 dage,75 m²,,Ejerudg.: 3.749 kr/md,3 værelser,Opført 1904,1 toilet,2000,https://www.boligsiden.dk/addresses/0a3f50a2-9ac4-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Klirevej 2,8250",7.495.000 kr.,Skæring Skole,"2,26 km",7.9,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 68 dage,113 m²,Grund: 933 m²,Ejerudg.: 5.947 kr/md,4 værelser,Opført 2008,2 toiletter,8250,https://www.boligsiden.dk/addresses/2ef51a73-b8c4-4ee7-e044-0003ba298018,,,,
"Asminderødgade 61,3480",3.150.000 kr.,Fredensborg Skole,765 m,8,3.8,Rækkehus,Energimærke B,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 68 dage,93 m²,Grund: 132 m²,Ejerudg.: 2.624 kr/md,4 værelser,Opført 1830,2 toiletter,3480,https://www.boligsiden.dk/addresses/0a3f50a8-243e-32b8-e044-0003ba298018,,,,
"Søndertoften 135,2630",2.795.000 kr.,Mølleholmskolen,824 m,6.4,3.6,Rækkehus,Energimærke C,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 68 dage,137 m²,Grund: 261 m²,Ejerudg.: 3.649 kr/md,6 værelser,Opført 1968,2 toiletter,2630,https://www.boligsiden.dk/addresses/0a3f50a5-ebd2-32b8-e044-0003ba298018,,,,
"Aslundvej 53,9310",1.795.000 kr.,Vester Hassing Skole,"2,31 km",7.3,3.7,Villa,Energimærke A2010,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 67 dage,120 m²,Grund: 5105 m²,Ejerudg.: 1.727 kr/md,4 værelser,Opført 1980,1 toilet,9310,https://www.boligsiden.dk/addresses/0a3f50c7-ba9a-32b8-e044-0003ba298018,,,,
"Egevej 9,7470",1.295.000 kr.,Karup Skole,372 m,6.6,3.7,Villa,Energimærke C,Lav,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 246 dage,210 m²,Grund: 570 m²,Ejerudg.: 1.373 kr/md,4 værelser,Opført 1968,2 toiletter,7470,https://www.boligsiden.dk/addresses/0a3f50c5-12cc-32b8-e044-0003ba298018,,,,
"Søagerparken 1, 1. 12.,2670",3.100.000 kr.,Holmeagerskolen,444 m,7.7,3.8,Ejerlejlighed,Energimærke D,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 67 dage,92 m²,,Ejerudg.: 3.752 kr/md,3 værelser,Opført 1972,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50ab-1fde-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Skærgårdvej 6,7400",5.495.000 kr.,Lind Skole,"2,65 km",7.5,3.8,Villa,Energimærke B,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 67 dage,196 m²,Grund: 2420 m²,Ejerudg.: 2.800 kr/md,5 værelser,Opført 1992,2 toiletter,7400,https://www.boligsiden.dk/addresses/0a3f50bd-a580-32b8-e044-0003ba298018,,,,
"Strandbyvej 15,5683",295.000 kr.,Haarby Skole,"2,41 km",7,3.7,Villa,Energimærke G,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 68 dage,64 m²,Grund: 690 m²,Ejerudg.: 1.055 kr/md,1 værelser,Opført 1896,1 toilet,5683,https://www.boligsiden.dk/addresses/0a3f50b2-e391-32b8-e044-0003ba298018,,,,
"Valdemarsvej 2,2960",12.900.000 kr.,Rungsted Skole,814 m,8.5,3.8,Villa,Energimærke E,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 188 dage,158 m²,Grund: 985 m²,Ejerudg.: 7.341 kr/md,6 værelser,Opført 1911,2 toiletter,2960,https://www.boligsiden.dk/addresses/0a3f50aa-2895-32b8-e044-0003ba298018,,,,
"Fjordparken 13,8700",3.295.000 kr.,Dagnæsskolen,613 m,7,3.8,Villa,Energimærke B,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 67 dage,178 m²,Grund: 936 m²,Ejerudg.: 2.551 kr/md,5 værelser,Opført 1976,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-4d30-32b8-e044-0003ba298018,,,,
"Carl Jacobsens Vej 14T, 4. th.,2500",6.750.000 kr.,Sankt Annæ Gymnasiums Grundskole,524 m,8.4,3.8,Ejerlejlighed,Energimærke A2015,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 68 dage,131 m²,,Ejerudg.: 5.282 kr/md,4 værelser,Opført 2017,1 toilet,2500,https://www.boligsiden.dk/addresses/4877906c-5120-41b8-86cd-d069147a541f,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Akacievej 2,4683",2.095.000 kr.,"Ny-Øst, Møllevangsskolen","1,63 km",Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke B,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 67 dage,111 m²,Grund: 580 m²,Ejerudg.: 2.183 kr/md,3 værelser,Opført 2007,1 toilet,4683,https://www.boligsiden.dk/addresses/16d19f5b-e873-16bd-e044-0003ba298018,,,,
