,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Søbjergvej 18,9550",2.250.000 kr.,Hobro Søndre Skole og MF10,"7,5 km",7,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 256 dage,103 m²,Grund: 2326 m²,Ejerudg.: 1.518 kr/md,3 værelser,Opført 1958,2 toiletter,9550,https://www.boligsiden.dk/addresses/0a3f50c0-54c9-32b8-e044-0003ba298018,,,,
"Havnegade 17C, 1.,3600",2.495.000 kr.,Trekløverskolen,793 m,6.8,3.7,Ejerlejlighed,Energimærke E,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 216 dage,116 m²,,Ejerudg.: 4.697 kr/md,4 værelser,Opført 1874,1 toilet,3600,https://www.boligsiden.dk/addresses/0a3f50a8-55b7-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Brombærvej 26,4654",2.795.000 kr.,"Ny-Øst, Hylleholt Skole",578 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 64 dage,171 m²,Grund: 976 m²,Ejerudg.: 2.092 kr/md,5 værelser,Opført 2007,2 toiletter,4654,https://www.boligsiden.dk/addresses/374230b7-169a-51c5-e044-0003ba298018,,,,
"Roskildevej 360, 2. th.,2630",1.995.000 kr.,Borgerskolen,"1,58 km",6.6,3.7,Ejerlejlighed,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 288 dage,74 m²,,Ejerudg.: 3.745 kr/md,3 værelser,Opført 1956,1 toilet,2630,https://www.boligsiden.dk/addresses/0a3f50a5-da48-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Stationsvej 24,7700",945.000 kr.,Nors Skole,352 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 336 dage,150 m²,Grund: 772 m²,Ejerudg.: 1.442 kr/md,4 værelser,Opført 1975,2 toiletter,7700,https://www.boligsiden.dk/addresses/0a3f50c6-2f41-32b8-e044-0003ba298018,,,,
"Svejgårdsvej 20, 1.,2900",9.995.000 kr.,Tranegårdskolen,808 m,8.6,3.8,Villalejlighed,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 275 dage,125 m²,Grund: 809 m²,Ejerudg.: 5.873 kr/md,4 værelser,Opført 1914,1 toilet,2900,https://www.boligsiden.dk/addresses/0a3f50a4-1320-32b8-e044-0003ba298018,,,,
"Enghegnet 21,8500",1.045.000 kr.,Søren Kanne-Skolen,356 m,6.5,3.6,Villa,Energimærke D,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 64 dage,140 m²,Grund: 700 m²,Ejerudg.: 1.569 kr/md,5 værelser,Opført 1966,2 toiletter,8500,https://www.boligsiden.dk/addresses/0a3f50bf-c830-32b8-e044-0003ba298018,,,,
"Petersborgvej 13,3400",8.500.000 kr.,Frederiksborg Byskole,580 m,7.9,3.7,Villa,Energimærke E,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 64 dage,390 m²,Grund: 1602 m²,Ejerudg.: 7.539 kr/md,14 værelser,Opført 1805,3 toiletter,3400,https://www.boligsiden.dk/addresses/0a3f50a9-ca35-32b8-e044-0003ba298018,,,,
"Buskmosevej 21,6300",795.000 kr.,Gråsten Skole,"2,75 km",7.2,3.7,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 64 dage,133 m²,Grund: 686 m²,Ejerudg.: 1.158 kr/md,5 værelser,Opført 1931,1 toilet,6300,https://www.boligsiden.dk/addresses/0a3f50b6-94f4-32b8-e044-0003ba298018,,,,
"Holevej 6,9640",1.495.000 kr.,Farsø Skole,"11,11 km",6.9,3.7,Villa,Energimærke C,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 64 dage,222 m²,Grund: 981 m²,Ejerudg.: 1.459 kr/md,6 værelser,Opført 1966,2 toiletter,9640,https://www.boligsiden.dk/addresses/0a3f50c7-2718-32b8-e044-0003ba298018,,,,
"Wild Westvej 15,9310",2.785.000 kr.,Vodskov Skole,538 m,6.9,3.7,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 512 dage,236 m²,Grund: 980 m²,Ejerudg.: 2.820 kr/md,6 værelser,Opført 1966,2 toiletter,9310,https://www.boligsiden.dk/addresses/0a3f50cb-05f9-32b8-e044-0003ba298018,,,,
"Sulsted Engvej 25,9381",895.000 kr.,Sulsted Skole,310 m,6.6,3.7,Villa,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 64 dage,106 m²,Grund: 1661 m²,Ejerudg.: 1.423 kr/md,4 værelser,Opført 1870,1 toilet,9381,https://www.boligsiden.dk/addresses/0a3f50ca-cca2-32b8-e044-0003ba298018,,,,
"Kejsdalen 11,7130",1.695.000 kr.,Juelsminde Skole,556 m,6.8,3.7,Villa,Energimærke D,Mellem,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 64 dage,120 m²,Grund: 832 m²,Ejerudg.: 1.410 kr/md,4 værelser,Opført 1980,1 toilet,7130,https://www.boligsiden.dk/addresses/0a3f50bb-c12a-32b8-e044-0003ba298018,,,,
"Carl Blochs Gade 33, 2. tv.,8000",3.695.000 kr.,Samsøgades Skole,989 m,6.9,3.6,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 64 dage,84 m²,,Ejerudg.: 3.512 kr/md,3 værelser,Opført 1920,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c2-a301-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Kragholmvej 3,7080",975.000 kr.,Fælleshåbsskolen,"2,49 km",7.2,3.8,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 64 dage,115 m²,Grund: 760 m²,Ejerudg.: 1.243 kr/md,4 værelser,Opført 1800,1 toilet,7080,https://www.boligsiden.dk/addresses/0a3f50ba-59d4-32b8-e044-0003ba298018,,,,
"Stengårds Alle 199, 2. 3.,2860",3.295.000 kr.,Gladsaxe Skole,603 m,7.2,3.7,Ejerlejlighed,Energimærke C,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 64 dage,84 m²,,Ejerudg.: 3.631 kr/md,3 værelser,Opført 2009,1 toilet,2860,https://www.boligsiden.dk/addresses/5338c3f8-aef1-00e2-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Odinsvej 42,7700",1.395.000 kr.,Sjørring Skole,201 m,7.2,3.8,Villa,Energimærke D,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 64 dage,119 m²,Grund: 823 m²,Ejerudg.: 1.305 kr/md,3 værelser,Opført 1997,1 toilet,7700,https://www.boligsiden.dk/addresses/0a3f50c6-24c8-32b8-e044-0003ba298018,,,,
"Kochsvej 5, st.,2600",3.395.000 kr.,Skolerne i Glostrup,288 m,Ikke oplyst,Ikke oplyst,Villalejlighed,Energimærke C,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 64 dage,99 m²,Grund: 604 m²,Ejerudg.: 2.385 kr/md,3 værelser,Opført 1906,1 toilet,2600,https://www.boligsiden.dk/addresses/06d873db-2f07-46fd-8e43-ba3a34848d7c,,,,
"Otte Ruds Gade 98, 4. tv.,8200",5.995.000 kr.,Skovvangskolen,425 m,7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 206 dage,119 m²,,Ejerudg.: 4.203 kr/md,4 værelser,Opført 1976,1 toilet,8200,https://www.boligsiden.dk/addresses/261fcd64-8a6d-4001-9dd0-9e2efff479af,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Slagelsevej 23,4200",1.295.000 kr.,Dalmose skole,"4,48 km",5.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 64 dage,113 m²,Grund: 2166 m²,Ejerudg.: 1.560 kr/md,4 værelser,Opført 1800,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ad-05dc-32b8-e044-0003ba298018,,,,
"Buggesgårdvej 6,8361",3.199.000 kr.,Bavnehøj Skole,"1,68 km",6.7,3.6,Villa,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 64 dage,127 m²,Grund: 399 m²,Ejerudg.: 1.912 kr/md,4 værelser,Opført 1877,2 toiletter,8361,https://www.boligsiden.dk/addresses/0a3f50c2-91f0-32b8-e044-0003ba298018,,,,
"Orevej 31,4760",1.495.000 kr.,Ungdomsskolen og 10.klasse,865 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 64 dage,120 m²,Grund: 706 m²,Ejerudg.: 1.702 kr/md,6 værelser,Opført 1900,1 toilet,4760,https://www.boligsiden.dk/addresses/0a3f50b1-c0a8-32b8-e044-0003ba298018,,,,
"Esbjergvej 45,6600",2.495.000 kr.,Grønvangskolen,"2,3 km",7.2,3.8,Landejendom/Landejendom,Energimærke F,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 64 dage,274 m²,Grund: 41512 m²,Ejerudg.: 3.936 kr/md,10 værelser,Opført 1863,2 toiletter,6600,https://www.boligsiden.dk/addresses/0a3f50ba-0d6e-32b8-e044-0003ba298018,,,,
"Kildemarksvej 145, st. th.,4700",845.000 kr.,"Ellebækskolen, afd. Kalbyris","1,28 km",6.5,3.7,Ejerlejlighed,Energimærke E,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 64 dage,60 m²,,Ejerudg.: 1.856 kr/md,2 værelser,Opført 1963,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-92a6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Årestrupsvej 10, 1. tv.,9000",1.395.000 kr.,Vejgaard Østre Skole,520 m,7.3,3.8,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 64 dage,86 m²,,Ejerudg.: 2.801 kr/md,3 værelser,Opført 1967,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50cb-1210-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Sejrupvej 71,7323",1.495.000 kr.,Thyregod Skole,"5,05 km",6.7,3.7,Villa/Landejendom,Energimærke D,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 64 dage,139 m²,Grund: 3822 m²,Ejerudg.: 1.184 kr/md,5 værelser,Opført 1979,1 toilet,7323,https://www.boligsiden.dk/addresses/0a3f50bb-0896-32b8-e044-0003ba298018,,,,
"Amerika Plads 18, 5. 3.,2100",5.650.000 kr.,Langelinieskolen,473 m,7.5,3.8,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 64 dage,87 m²,,Ejerudg.: 4.018 kr/md,3 værelser,Opført 2007,1 toilet,2100,https://www.boligsiden.dk/addresses/2b3d6b24-bdb8-29a6-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Falkoner Alle 114C, Hus 1.,2000",15.000.000 kr.,Skolen ved Bulowsvej,533 m,8,3.7,Villa,Energimærke A2015,Ukendt,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 64 dage,184 m²,Grund: - m²,Ejerudg.: 10.552 kr/md,5 værelser,Opført 2023,-,2000,https://www.boligsiden.dk/addresses/26892f1e-ac70-406a-aaf0-14cc497672ec,,,,
"Bjerglærkevej 11,9800",1.895.000 kr.,Bagterp undervisningssted,"1,52 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 64 dage,173 m²,Grund: 1017 m²,Ejerudg.: 2.101 kr/md,6 værelser,Opført 1975,2 toiletter,9800,https://www.boligsiden.dk/addresses/0a3f50c8-0634-32b8-e044-0003ba298018,,,,
"Nørregade 31B,5000",2.695.000 kr.,Vestre Skole,"1,07 km",7.3,3.7,Ejerlejlighed,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 64 dage,77 m²,,Ejerudg.: 3.229 kr/md,2 værelser,Opført 1865,1 toilet,5000,https://www.boligsiden.dk/addresses/b6651917-ad2a-40ad-85cc-552b195015ba,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Høghus 14,8300",4.595.000 kr.,"Vestskolen, afd. Skovbakken","1,89 km",7.2,3.7,Villa,Energimærke A2010,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 64 dage,179 m²,Grund: 921 m²,Ejerudg.: 2.885 kr/md,7 værelser,Opført 2015,2 toiletter,8300,https://www.boligsiden.dk/addresses/714ea84b-e472-4d57-9326-21d294cd95c6,,,,
"Sønderskovvej 16,7600",4.995.000 kr.,Humlum Landsbyordning,"3,85 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke C,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 519 dage,261 m²,Grund: 10614 m²,Ejerudg.: 1.543 kr/md,8 værelser,Opført 1971,2 toiletter,7600,https://www.boligsiden.dk/addresses/0a3f50be-e9f2-32b8-e044-0003ba298018,,,,
"Linde Allé 10,8570",695.000 kr.,Søren Kanne-Skolen,"9,85 km",6.5,3.6,Villa,Energimærke D,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 64 dage,73 m²,Grund: 395 m²,Ejerudg.: 953 kr/md,4 værelser,Opført 1933,1 toilet,8570,https://www.boligsiden.dk/addresses/0a3f50bf-d6bc-32b8-e044-0003ba298018,,,,
"St.Ajstrupvej 37,9240",1.395.000 kr.,Farstrup Skole,"4,92 km",6.5,3.8,Landejendom,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 64 dage,220 m²,Grund: 23151 m²,Ejerudg.: 1.881 kr/md,8 værelser,Opført 1936,2 toiletter,9240,https://www.boligsiden.dk/addresses/0a3f50c8-be2b-32b8-e044-0003ba298018,,,,
"Hjortholmvej 17B,3400",7.995.000 kr.,Frederiksborg Byskole,712 m,7.9,3.7,Villa,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 64 dage,166 m²,Grund: 489 m²,Ejerudg.: 4.444 kr/md,6 værelser,Opført 1923,2 toiletter,3400,https://www.boligsiden.dk/addresses/0a3f50a9-b7c6-32b8-e044-0003ba298018,,,,
"Drejerbyvej 6,4800",388.000 kr.,Møllebakkeskolen,"3,23 km",6.7,3.7,Villa/Fritidsbolig,Energimærke F,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 64 dage,107 m²,Grund: 2379 m²,Ejerudg.: 1.536 kr/md,3 værelser,Opført 1880,1 toilet,4800,https://www.boligsiden.dk/addresses/0a3f50b1-5f6c-32b8-e044-0003ba298018,,,,
"Haslehøjvej 29,8210",3.998.000 kr.,Hasle Skole,150 m,6.7,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 481 dage,122 m²,Grund: 996 m²,Ejerudg.: 3.650 kr/md,5 værelser,Opført 1955,1 toilet,8210,https://www.boligsiden.dk/addresses/0a3f50c3-0e80-32b8-e044-0003ba298018,,,,
"Falkoner Alle 114C, Hus 2.,2000",16.000.000 kr.,Skolen ved Bulowsvej,533 m,8,3.7,Villa,Energimærke A2015,Ukendt,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 64 dage,193 m²,Grund: - m²,Ejerudg.: 11.632 kr/md,5 værelser,Opført 2023,-,2000,https://www.boligsiden.dk/addresses/c813a7e4-310f-4056-88b5-dcface2f7595,,,,
"Ørritslev Gade 39,5450",395.000 kr.,Sletten Skole,"2,54 km",6.8,3.8,Villa,Energimærke F,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 64 dage,96 m²,Grund: 1285 m²,Ejerudg.: 1.481 kr/md,2 værelser,Opført 1947,1 toilet,5450,https://www.boligsiden.dk/addresses/0a3f50b5-26a8-32b8-e044-0003ba298018,,,,
"Humlemarken 30, 2. tv.,3060",1.775.000 kr.,Espergærde Skole,313 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 64 dage,80 m²,,Ejerudg.: 5.752 kr/md,3 værelser,Opført 1966,1 toilet,3060,https://www.boligsiden.dk/addresses/0a3f50a9-4925-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Havbakken 63,6710",2.698.000 kr.,Hjerting Skole,"1,46 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 64 dage,131 m²,Grund: 775 m²,Ejerudg.: 2.254 kr/md,4 værelser,Opført 1965,2 toiletter,6710,https://www.boligsiden.dk/addresses/0a3f50b8-efc3-32b8-e044-0003ba298018,,,,
"Lynge Stationsvej 3B,3540",2.395.000 kr.,Lynge Skole,"1,08 km",7.7,3.8,Ejerlejlighed,Energimærke B,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 64 dage,100 m²,,Ejerudg.: 3.758 kr/md,3 værelser,Opført 1988,1 toilet,3540,https://www.boligsiden.dk/addresses/0a3f50a7-c576-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Jernbanestræde 4,8600",3.595.000 kr.,Vestre Skole,"1,07 km",7.5,3.7,Villa,Energimærke F,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 341 dage,115 m²,Grund: 305 m²,Ejerudg.: 3.297 kr/md,4 værelser,Opført 1914,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50c1-dee4-32b8-e044-0003ba298018,,,,
"Bøjstrupvej 27,8550",648.000 kr.,Marienhoffskolen,"1,71 km",6.7,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 64 dage,90 m²,Grund: 504 m²,Ejerudg.: 1.297 kr/md,2 værelser,Opført 1890,1 toilet,8550,https://www.boligsiden.dk/addresses/0a3f50c0-5a8c-32b8-e044-0003ba298018,,,,
"Gedhusvej 8,7441",1.400.000 kr.,Ikast Nordre Skole,"9,09 km",6.7,3.7,Villa,Energimærke D,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 64 dage,236 m²,Grund: 1525 m²,Ejerudg.: 1.368 kr/md,7 værelser,Opført 1958,2 toiletter,7441,https://www.boligsiden.dk/addresses/0a3f50be-423c-32b8-e044-0003ba298018,,,,
"Bræråvej 19,6100",995.000 kr.,Fællesskolen HoptrupMarstrupVilstrup,"1,82 km",6.6,3.7,Villa,Energimærke G,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 549 dage,120 m²,Grund: 1194 m²,Ejerudg.: 1.250 kr/md,4 værelser,Opført 1941,1 toilet,6100,https://www.boligsiden.dk/addresses/0a3f50b6-aca0-32b8-e044-0003ba298018,,,,
"Søbyvej 29,8570",145.000 kr.,Børneby Midt,"11,5 km",6.4,3.7,Villa,Energimærke G,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 64 dage,131 m²,Grund: 708 m²,Ejerudg.: 1.252 kr/md,5 værelser,Opført 1877,1 toilet,8570,https://www.boligsiden.dk/addresses/0a3f50bf-e25d-32b8-e044-0003ba298018,,,,
"Højlundvej 27,8462",2.695.000 kr.,Næshøjskolen,999 m,7.1,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 64 dage,192 m²,Grund: 769 m²,Ejerudg.: 2.149 kr/md,8 værelser,Opført 1969,2 toiletter,8462,https://www.boligsiden.dk/addresses/0a3f50c3-3760-32b8-e044-0003ba298018,,,,
"Halkærvej 94,9240",2.145.000 kr.,Farstrup Skole,"8,28 km",6.5,3.8,Landejendom,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 64 dage,223 m²,Grund: 36000 m²,Ejerudg.: 1.820 kr/md,6 værelser,Opført 1966,2 toiletter,9240,https://www.boligsiden.dk/addresses/0a3f50c8-b577-32b8-e044-0003ba298018,,,,
"Boelskilde 12,7120",4.195.000 kr.,Hældagerskolen,576 m,7.3,3.8,Villa,Energimærke D,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 64 dage,165 m²,Grund: 735 m²,Ejerudg.: 3.163 kr/md,5 værelser,Opført 1968,2 toiletter,7120,https://www.boligsiden.dk/addresses/0a3f50bc-9dda-32b8-e044-0003ba298018,,,,
"Kertemindevej 2,5800",1.095.000 kr.,Vibeskolen,"3,67 km",6.5,3.7,Villa,Energimærke F,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 157 dage,130 m²,Grund: 884 m²,Ejerudg.: 2.216 kr/md,5 værelser,Opført 1939,1 toilet,5800,https://www.boligsiden.dk/addresses/0a3f50b3-5b3e-32b8-e044-0003ba298018,,,,
"Fyrrevænget 108,7190",3.245.000 kr.,BillundSkolen,458 m,7.7,3.8,Villa,Energimærke C,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 64 dage,208 m²,Grund: 848 m²,Ejerudg.: 2.105 kr/md,4 værelser,Opført 1969,3 toiletter,7190,https://www.boligsiden.dk/addresses/0a3f50b8-5a86-32b8-e044-0003ba298018,,,,
"Sifhøj 21,9230",4.295.000 kr.,Højvangskolen,678 m,7.4,3.7,Villa,Energimærke A2010,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 64 dage,195 m²,Grund: 911 m²,Ejerudg.: 3.025 kr/md,5 værelser,Opført 2009,2 toiletter,9230,https://www.boligsiden.dk/addresses/4eca26b5-fcdf-6765-e044-0003ba298018,,,,
