,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Assensvej 82,5620",1.695.000 kr.,Glamsbjergskolen,"1,82 km",7,3.6,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 398 dage,256 m²,Grund: 39018 m²,Ejerudg.: 2.050 kr/md,11 værelser,Opført 1920,1 toilet,5620,https://www.boligsiden.dk/addresses/0a3f50b2-c27d-32b8-e044-0003ba298018,,,,
"Engstien 44,4180",5.295.000 kr.,Sorø Borgerskole,"2,09 km",7.1,3.7,Villa,Energimærke A2015,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 75 dage,200 m²,Grund: 816 m²,Ejerudg.: 2.374 kr/md,6 værelser,Opført 2018,2 toiletter,4180,https://www.boligsiden.dk/addresses/cd87ced8-6aa0-4679-b2e3-be1ff857b042,,,,
"Tornbjergvej 23,4130",4.195.000 kr.,Ejby Skole,"1,17 km",7.2,3.8,Villa,Energimærke C,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 75 dage,196 m²,Grund: 2516 m²,Ejerudg.: 3.320 kr/md,6 værelser,Opført 1974,2 toiletter,4130,https://www.boligsiden.dk/addresses/0a3f50ac-4b95-32b8-e044-0003ba298018,,,,
"Sdr Ringgade 54,9740",645.000 kr.,Toftegårdsskolen,234 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 75 dage,88 m²,Grund: 1000 m²,Ejerudg.: 1.125 kr/md,4 værelser,Opført 1952,2 toiletter,9740,https://www.boligsiden.dk/addresses/0a3f50c6-fcb4-32b8-e044-0003ba298018,,,,
"Valdemars Have 21,8600",2.695.000 kr.,Voel Skole,421 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Ukendt,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 75 dage,130 m²,Grund: 430 m²,Ejerudg.: 2.902 kr/md,4 værelser,Opført 2024,-,8600,https://www.boligsiden.dk/addresses/f5cad2ae-f53b-49ea-9cff-691d4964c1fa,,,,
"Skørpingevej 16,4200",1.595.000 kr.,Antvorskov Skole,"5,72 km",7,3.7,Landejendom,Energimærke F,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 75 dage,128 m²,Grund: 21487 m²,Ejerudg.: 2.153 kr/md,5 værelser,Opført 1933,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ad-0597-32b8-e044-0003ba298018,,,,
"Fredens Allé 13,5250",4.999.000 kr.,Tingløkkeskolen,380 m,7.7,3.9,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 75 dage,126 m²,Grund: 560 m²,Ejerudg.: 2.897 kr/md,3 værelser,Opført 1926,1 toilet,5250,https://www.boligsiden.dk/addresses/0a3f50b3-dd6f-32b8-e044-0003ba298018,,,,
"Dronningensgade 44, 2. 4.,7000",695.000 kr.,Kirstinebjergskolen,"1,09 km",Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 75 dage,50 m²,,Ejerudg.: 2.629 kr/md,2 værelser,Opført 1971,1 toilet,7000,https://www.boligsiden.dk/addresses/0a3f50ba-8f7e-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Gl Roustvej 49,6800",1.498.000 kr.,Lykkesgårdskolen,450 m,7.1,3.8,Villa,Energimærke C,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 75 dage,128 m²,Grund: 932 m²,Ejerudg.: 1.970 kr/md,4 værelser,Opført 1964,2 toiletter,6800,https://www.boligsiden.dk/addresses/0a3f50b9-e5e9-32b8-e044-0003ba298018,,,,
"Helsinkigade 18, 2. 2.,2150",14.500.000 kr.,Skolen på Strandboulevarden,844 m,6.1,3.7,Ejerlejlighed,Energimærke A2015,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 75 dage,193 m²,,Ejerudg.: 16.776 kr/md,5 værelser,Opført 1959,2 toiletter,2150,https://www.boligsiden.dk/addresses/85b3f13f-bccf-4b47-bd26-3af755c2baf5,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Villumhøj 8,8831",3.295.000 kr.,Løgstrup Skole,292 m,7.1,3.7,Villa,Energimærke B,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 75 dage,199 m²,Grund: 812 m²,Ejerudg.: 2.188 kr/md,5 værelser,Opført 2010,2 toiletter,8831,https://www.boligsiden.dk/addresses/0bd61be2-1732-4a81-b9b0-08f06775b769,,,,
"Omannsvej 6,7160",1.695.000 kr.,Tørring Skole,"4,04 km",6.8,3.7,Villa,Energimærke E,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 75 dage,111 m²,Grund: 1068 m²,Ejerudg.: 1.102 kr/md,4 værelser,Opført 1985,1 toilet,7160,https://www.boligsiden.dk/addresses/0a3f50bc-8289-32b8-e044-0003ba298018,,,,
"Ørsbjerg Skovvej 24,5560",1.495.000 kr.,Aarupskolen,"4,8 km",7.1,3.7,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 75 dage,189 m²,Grund: 4768 m²,Ejerudg.: 2.096 kr/md,5 værelser,Opført 1827,1 toilet,5560,https://www.boligsiden.dk/addresses/0a3f50b6-3bff-32b8-e044-0003ba298018,,,,
"Riddergade 11,4760",1.495.000 kr.,Ungdomsskolen og 10.klasse,829 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke B,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 412 dage,131 m²,Grund: 446 m²,Ejerudg.: 2.121 kr/md,5 værelser,Opført 1875,1 toilet,4760,https://www.boligsiden.dk/addresses/0a3f50b1-c44a-32b8-e044-0003ba298018,,,,
"Tøndergade 86, 1. mf.,8000",1.425.000 kr.,Læssøesgades Skole,785 m,6.4,3.7,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 75 dage,45 m²,,Ejerudg.: 2.154 kr/md,2 værelser,Opført 1957,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c4-932f-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Holbækvej 96,4340",5.795.000 kr.,Undløse Skole,"1,91 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke D,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 75 dage,319 m²,Grund: 55162 m²,Ejerudg.: 2.538 kr/md,7 værelser,Opført 1899,1 toilet,4340,https://www.boligsiden.dk/addresses/0a3f50ad-922d-32b8-e044-0003ba298018,,,,
"Østervej 68,4840",575.000 kr.,Nr. Vedby Skole & Børnehus,"3,73 km",6.4,3.6,Villa,Energimærke F,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 245 dage,174 m²,Grund: 1240 m²,Ejerudg.: 1.265 kr/md,5 værelser,Opført 1907,1 toilet,4840,https://www.boligsiden.dk/addresses/0a3f50b0-e947-32b8-e044-0003ba298018,,,,
"Gl Færgevej 1, 1. 9.,6700",3.598.000 kr.,Danmarksgades Skole,"1,08 km",Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 75 dage,144 m²,,Ejerudg.: 4.430 kr/md,4 værelser,Opført 2007,1 toilet,6700,https://www.boligsiden.dk/addresses/1369ec0c-f81e-5517-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Folehavevej 39,2970",18.300.000 kr.,Hørsholm Skole,803 m,8.4,3.8,Villa,Energimærke A2015,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 75 dage,348 m²,Grund: 1618 m²,Ejerudg.: 17.156 kr/md,8 værelser,Opført 2023,3 toiletter,2970,https://www.boligsiden.dk/addresses/8ce9afb2-74c8-4f39-88ea-b1d59dce1a92,,,,
"Synnedrupvej 153,8340",7.500.000 kr.,Malling Skole,"2,28 km",7.7,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 75 dage,192 m²,Grund: 2695 m²,Ejerudg.: 3.235 kr/md,5 værelser,Opført 1905,2 toiletter,8340,https://www.boligsiden.dk/addresses/0a3f50c4-63c4-32b8-e044-0003ba298018,,,,
"Vinten Skovvej 14,8700",4.500.000 kr.,Lundskolen,"2,59 km",7,3.7,Landejendom,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 75 dage,175 m²,Grund: 148182 m²,Ejerudg.: 2.196 kr/md,6 værelser,Opført 1880,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-a273-32b8-e044-0003ba298018,,,,
"Søbakken 41,8830",2.065.000 kr.,Sødalskolen,399 m,7.2,3.7,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 75 dage,148 m²,Grund: 859 m²,Ejerudg.: 1.875 kr/md,5 værelser,Opført 1989,2 toiletter,8830,https://www.boligsiden.dk/addresses/0a3f50c6-495f-32b8-e044-0003ba298018,,,,
"Lambækvej 67,6940",1.095.000 kr.,Lem Stationsskole,"5,74 km",6.9,3.8,Villa/Landejendom,Energimærke C,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 75 dage,130 m²,Grund: 5077 m²,Ejerudg.: 1.716 kr/md,5 værelser,Opført 1954,1 toilet,6940,https://www.boligsiden.dk/addresses/0a3f50be-9e3a-32b8-e044-0003ba298018,,,,
"Bygaden 7,4296",1.225.000 kr.,Stenlille Skole,"3,92 km",6.6,3.6,Villa,Energimærke F,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 75 dage,124 m²,Grund: 974 m²,Ejerudg.: 1.203 kr/md,4 værelser,Opført 1895,1 toilet,4296,https://www.boligsiden.dk/addresses/0a3f50ae-f2a6-32b8-e044-0003ba298018,,,,
"Voer Færgevej 27,8950",3.500.000 kr.,Børneby Nord,"6,47 km",6.2,3.7,Landejendom/Landejendom,Energimærke C,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 482 dage,266 m²,Grund: 73925 m²,Ejerudg.: 2.122 kr/md,7 værelser,Opført 1905,3 toiletter,8950,https://www.boligsiden.dk/addresses/0a3f50c1-7ec3-32b8-e044-0003ba298018,,,,
"Taarbæk Strandvej 38,2930",100.000.000 kr.,Trongårdsskolen,"3,87 km",8,3.8,Villa,Energimærke A,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 75 dage,396 m²,Grund: 1465 m²,Ejerudg.: 38.810 kr/md,8 værelser,Opført 1876,3 toiletter,2930,https://www.boligsiden.dk/addresses/0a3f50a6-7924-32b8-e044-0003ba298018,,,,
"Sjællandsgade 7, st.,8700",1.695.000 kr.,Dagnæsskolen,"1,6 km",7,3.8,Ejerlejlighed,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 75 dage,81 m²,,Ejerudg.: 3.211 kr/md,3 værelser,Opført 1931,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-8535-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Nygade 3,9681",595.000 kr.,Løgstør Skole,7 km,7.1,3.8,Villa,Energimærke C,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 1057 dage,198 m²,Grund: 700 m²,Ejerudg.: 1.139 kr/md,6 værelser,Opført 1973,2 toiletter,9681,https://www.boligsiden.dk/addresses/0a3f50c8-8d7b-32b8-e044-0003ba298018,,,,
"Verningevej 26,5672",995.000 kr.,Brobyskolerne,"3,45 km",6.9,3.6,Villa,Energimærke C,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 75 dage,106 m²,Grund: 1385 m²,Ejerudg.: 1.153 kr/md,3 værelser,Opført 1965,1 toilet,5672,https://www.boligsiden.dk/addresses/0a3f50b2-71f0-32b8-e044-0003ba298018,,,,
"Skjeberg Alle 11,2630",3.495.000 kr.,Torstorp Skole,696 m,6.9,3.7,Rækkehus,Energimærke C,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 75 dage,126 m²,Grund: - m²,Ejerudg.: 4.320 kr/md,4 værelser,Opført 2008,2 toiletter,2630,https://www.boligsiden.dk/addresses/22729a66-9cfa-44d0-e044-0003ba298018,,,,
"Byskovparken 5,4682",3.345.000 kr.,Holmebækskolen,"4,45 km",6.8,3.7,Villa,Energimærke C,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 75 dage,153 m²,Grund: 624 m²,Ejerudg.: 2.567 kr/md,5 værelser,Opført 2006,2 toiletter,4682,https://www.boligsiden.dk/addresses/2374c2e5-95fe-3ff2-e044-0003ba298018,,,,
"Østerled 3,7171",1.195.000 kr.,Rask Mølle Skole,"3,58 km",7,3.6,Villa,Energimærke D,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 75 dage,145 m²,Grund: 639 m²,Ejerudg.: 1.594 kr/md,6 værelser,Opført 1927,1 toilet,7171,https://www.boligsiden.dk/addresses/0a3f50bc-8a2b-32b8-e044-0003ba298018,,,,
"Kong Georgs Vej 33, st.,5000",2.095.000 kr.,Vestre Skole,"1,02 km",7.3,3.7,Ejerlejlighed,Energimærke E,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 75 dage,93 m²,,Ejerudg.: 1.689 kr/md,3 værelser,Opført 1933,1 toilet,5000,https://www.boligsiden.dk/addresses/0a3f50b4-33bb-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Glibstrupvej 13,6600",995.000 kr.,Østerbyskolen,"5,4 km",6.7,3.8,Villa,Energimærke C,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 75 dage,126 m²,Grund: 1695 m²,Ejerudg.: 1.430 kr/md,4 værelser,Opført 1948,1 toilet,6600,https://www.boligsiden.dk/addresses/0a3f50ba-0fa3-32b8-e044-0003ba298018,,,,
"Birkevænget 8,8464",2.195.000 kr.,Gyvelhøjskolen,145 m,7.2,3.7,Villa,Energimærke D,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 75 dage,137 m²,Grund: 1041 m²,Ejerudg.: 2.732 kr/md,5 værelser,Opført 1967,1 toilet,8464,https://www.boligsiden.dk/addresses/0a3f50bf-9e56-32b8-e044-0003ba298018,,,,
"Algade 54, 3. tv.,9000",3.395.000 kr.,Sønderbroskolen,"1,37 km",7.2,3.8,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 75 dage,160 m²,,Ejerudg.: 3.872 kr/md,4 værelser,Opført 1896,2 toiletter,9000,https://www.boligsiden.dk/addresses/0a3f50c9-b361-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Trillevej 8,6270",695.000 kr.,Tønder10,"4,42 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 75 dage,137 m²,Grund: 1058 m²,Ejerudg.: 1.179 kr/md,4 værelser,Opført 1976,2 toiletter,6270,https://www.boligsiden.dk/addresses/0a3f50b7-ffd6-32b8-e044-0003ba298018,,,,
"Villesholmvænget 24,6621",2.495.000 kr.,Østerbyskolen,"6,54 km",6.7,3.8,Villa,Energimærke C,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 75 dage,190 m²,Grund: 924 m²,Ejerudg.: 1.515 kr/md,4 værelser,Opført 2008,2 toiletter,6621,https://www.boligsiden.dk/addresses/3cb0a0c6-36e1-0e4a-e044-0003ba298018,,,,
"Præstegårdens Mark 8,9440",5.275.000 kr.,Aabybro Skole,"1,07 km",7.4,3.8,Villa,Energimærke A2015,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 75 dage,213 m²,Grund: 998 m²,Ejerudg.: 3.129 kr/md,6 værelser,Opført 2022,2 toiletter,9440,https://www.boligsiden.dk/addresses/4043f459-c747-4584-ad1e-c5e9ec101d3c,,,,
"Sven Dalsgaards Vej 1,7430",1.895.000 kr.,Ikast Østre Skole,"1,39 km",6.7,3.8,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 75 dage,168 m²,Grund: 1001 m²,Ejerudg.: 2.088 kr/md,5 værelser,Opført 1973,2 toiletter,7430,https://www.boligsiden.dk/addresses/0a3f50be-5ab9-32b8-e044-0003ba298018,,,,
"Rolighedsvej 4A,8700",2.495.000 kr.,Langmarkskolen,"1,24 km",6.9,3.8,Rækkehus,Energimærke A2015,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 75 dage,82 m²,Grund: 62 m²,Ejerudg.: 2.093 kr/md,2 værelser,Opført 2024,1 toilet,8700,https://www.boligsiden.dk/addresses/b16da574-d85e-4711-abef-89dd5ffcfcfb,,,,
"Toxværdtsvej 8,4660",1.495.000 kr.,Store Heddinge Skole,"1,24 km",6.5,3.6,Villa,Energimærke D,Høj,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 75 dage,132 m²,Grund: 790 m²,Ejerudg.: 1.973 kr/md,5 værelser,Opført 1965,1 toilet,4660,https://www.boligsiden.dk/addresses/0a3f50b1-5baf-32b8-e044-0003ba298018,,,,
"Skjernvej 39,7500",1.295.000 kr.,Sønderlandsskolen,360 m,6.8,3.7,Rækkehus,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 75 dage,127 m²,Grund: 433 m²,Ejerudg.: 1.702 kr/md,2 værelser,Opført 1927,2 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50be-229c-32b8-e044-0003ba298018,,,,
"Solbakkevej 45,4700",1.498.000 kr.,"Ellebækskolen, afd. Kalbyris",317 m,6.5,3.7,Villa,Energimærke G,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 75 dage,94 m²,Grund: 788 m²,Ejerudg.: 1.858 kr/md,4 værelser,Opført 1960,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-c5b9-32b8-e044-0003ba298018,,,,
"Jernbanegade 5,8723",1.485.000 kr.,Stjernevejskolen,"2,08 km",7.5,3.8,Villa,Energimærke D,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 75 dage,135 m²,Grund: 777 m²,Ejerudg.: 1.302 kr/md,2 værelser,Opført 1938,2 toiletter,8723,https://www.boligsiden.dk/addresses/0a3f50bb-1c43-32b8-e044-0003ba298018,,,,
"Hesselrødvej 18,2980",5.995.000 kr.,Kokkedal Skole,"4,36 km",7.2,3.8,Villa,Energimærke F,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 75 dage,221 m²,Grund: 5067 m²,Ejerudg.: 6.086 kr/md,7 værelser,Opført 1864,2 toiletter,2980,https://www.boligsiden.dk/addresses/0a3f50aa-59cb-32b8-e044-0003ba298018,,,,
"Storegade 40,6862",648.000 kr.,Tistrup Skole,531 m,6.7,3.7,Villa,Energimærke D,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 899 dage,98 m²,Grund: 402 m²,Ejerudg.: 939 kr/md,4 værelser,Opført 1895,1 toilet,6862,https://www.boligsiden.dk/addresses/0a3f50ba-35cd-32b8-e044-0003ba298018,,,,
"Bøjdenvejen 151,5750",1.095.000 kr.,Espe Skole,"4,14 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Meget høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 75 dage,166 m²,Grund: 2007 m²,Ejerudg.: 1.465 kr/md,5 værelser,Opført 1947,2 toiletter,5750,https://www.boligsiden.dk/addresses/0a3f50b5-2bf4-32b8-e044-0003ba298018,,,,
"Fiskenes Kvarter 96,6710",1.548.000 kr.,Sønderrisskolen,387 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 75 dage,91 m²,Grund: - m²,Ejerudg.: 1.259 kr/md,3 værelser,Opført 1990,1 toilet,6710,https://www.boligsiden.dk/addresses/0a3f50b8-da27-32b8-e044-0003ba298018,,,,
"Grønnegade 25A,2970",3.195.000 kr.,Usserød Skole,"2,18 km",7.8,3.8,Villa,Energimærke D,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 75 dage,144 m²,Grund: 1126 m²,Ejerudg.: 5.618 kr/md,5 værelser,Opført 1877,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-0d31-32b8-e044-0003ba298018,,,,
"Klostergade 12,6240",695.000 kr.,Distriktsskolen,437 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Mellem,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 75 dage,139 m²,Grund: 152 m²,Ejerudg.: 1.085 kr/md,4 værelser,Opført 1830,2 toiletter,6240,https://www.boligsiden.dk/addresses/0a3f50b7-036a-32b8-e044-0003ba298018,,,,
"Grønnegade 7,6700",2.498.000 kr.,Rørkjær Skole,556 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 248 dage,197 m²,Grund: 562 m²,Ejerudg.: 2.208 kr/md,8 værelser,Opført 1925,3 toiletter,6700,https://www.boligsiden.dk/addresses/0a3f50b8-eaf7-32b8-e044-0003ba298018,,,,
"Eriksborgvej 89,8600",1.448.000 kr.,Dybkærskolen,"2,91 km",7.4,3.8,Villa,Energimærke D,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 75 dage,115 m²,Grund: 1183 m²,Ejerudg.: 1.793 kr/md,6 værelser,Opført 1958,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50bf-b298-32b8-e044-0003ba298018,,,,
