,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Byporten 62,2970",2.895.000 kr.,Hørsholm Skole,657 m,8.4,3.8,Ejerlejlighed,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 74 dage,79 m²,,Ejerudg.: 3.997 kr/md,3 værelser,Opført 1987,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-0647-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Boldingvej 7,7250",3.175.000 kr.,Hejnsvig Skole,"2,73 km",6.3,3.6,Landejendom,Energimærke C,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 74 dage,339 m²,Grund: 167150 m²,Ejerudg.: 1.722 kr/md,13 værelser,Opført 1937,2 toiletter,7250,https://www.boligsiden.dk/addresses/0a3f50b9-7e22-32b8-e044-0003ba298018,,,,
"Bakkevej 49B,2830",12.500.000 kr.,Virum Skole,"1,29 km",9,3.9,Villa,Energimærke A2020,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 74 dage,170 m²,Grund: 900 m²,Ejerudg.: 9.010 kr/md,6 værelser,Opført 2019,2 toiletter,2830,https://www.boligsiden.dk/addresses/0a3f50a6-119c-32b8-e044-0003ba298018,,,,
"Nygade 27,6900",1.095.000 kr.,"Skjern Folkeskole, afd. Enghavevej",655 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 74 dage,90 m²,Grund: 136 m²,Ejerudg.: 1.385 kr/md,2 værelser,Opført 1952,1 toilet,6900,https://www.boligsiden.dk/addresses/0a3f50be-c19d-32b8-e044-0003ba298018,,,,
"Huldbergs Alle 6, st.,2800",5.995.000 kr.,Stengård Skole,326 m,8.1,3.8,Villalejlighed,Energimærke C,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 74 dage,142 m²,Grund: 991 m²,Ejerudg.: 6.662 kr/md,5 værelser,Opført 1901,1 toilet,2800,https://www.boligsiden.dk/addresses/0a3f50a4-4ce5-32b8-e044-0003ba298018,,,,
"Nakke Nord 37,4581",2.795.000 kr.,Højby Skole,"9,14 km",6.5,3.6,Villa/Landejendom,Energimærke E,Lav,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 277 dage,105 m²,Grund: 4188 m²,Ejerudg.: 2.544 kr/md,3 værelser,Opført 1890,1 toilet,4581,https://www.boligsiden.dk/addresses/0a3f50ae-103f-32b8-e044-0003ba298018,,,,
"Højbjergvej 12,5771",4.000.000 kr.,Issø-skolen,"6,07 km",6.8,3.7,Landejendom,Energimærke F,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 74 dage,210 m²,Grund: 152977 m²,Ejerudg.: 2.614 kr/md,6 værelser,Opført 1828,2 toiletter,5771,https://www.boligsiden.dk/addresses/0a3f50b2-79c6-32b8-e044-0003ba298018,,,,
"Alstrup Skovvej 20,4840",795.000 kr.,Nr. Vedby Skole & Børnehus,"5,87 km",6.4,3.6,Villa/Fritidsbolig,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 74 dage,126 m²,Grund: 3297 m²,Ejerudg.: 1.192 kr/md,3 værelser,Opført 1877,1 toilet,4840,https://www.boligsiden.dk/addresses/0a3f50b0-d675-32b8-e044-0003ba298018,,,,
"Dragonvej 38,6270",1.095.000 kr.,Tønder Distriktsskole - Grundskolen,991 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 74 dage,118 m²,Grund: 742 m²,Ejerudg.: 1.714 kr/md,4 værelser,Opført 1961,1 toilet,6270,https://www.boligsiden.dk/addresses/0a3f50b7-ee43-32b8-e044-0003ba298018,,,,
"Smørum Nordre Gade 11,2765",9.495.000 kr.,Ung Egedal - Hovedadresse,"2,1 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 74 dage,166 m²,Grund: 1348 m²,Ejerudg.: 4.905 kr/md,5 værelser,Opført 1971,3 toiletter,2765,https://www.boligsiden.dk/addresses/0a3f50a6-086f-32b8-e044-0003ba298018,,,,
"Stadionalle 5,6900",870.000 kr.,Borris Skole,128 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 74 dage,159 m²,Grund: 1439 m²,Ejerudg.: 1.157 kr/md,5 værelser,Opført 1954,2 toiletter,6900,https://www.boligsiden.dk/addresses/0a3f50be-b24d-32b8-e044-0003ba298018,,,,
"Skolegade 33,4653",1.495.000 kr.,"Ny-Øst, Karise Skole",108 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 74 dage,121 m²,Grund: 1038 m²,Ejerudg.: 1.675 kr/md,5 værelser,Opført 1905,2 toiletter,4653,https://www.boligsiden.dk/addresses/0a3f50af-800e-32b8-e044-0003ba298018,,,,
"Miljøvænget 7,4840",1.495.000 kr.,Nr Alslev Skole,931 m,6.2,3.7,Villa,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 74 dage,115 m²,Grund: 713 m²,Ejerudg.: 1.665 kr/md,4 værelser,Opført 2005,1 toilet,4840,https://www.boligsiden.dk/addresses/0a3f50b0-df00-32b8-e044-0003ba298018,,,,
"Løvspringsvej 10,2920",16.500.000 kr.,Ordrup Skole,574 m,8.4,3.8,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 74 dage,158 m²,Grund: 788 m²,Ejerudg.: 7.386 kr/md,7 værelser,Opført 1895,2 toiletter,2920,https://www.boligsiden.dk/addresses/0a3f50a3-e29b-32b8-e044-0003ba298018,,,,
"Blåkærvej 1,6933",5.495.000 kr.,Sdr.  Felding Skole og Børneunivers,"13,1 km",6.7,3.7,Landejendom,Energimærke C,Meget lav,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 74 dage,245 m²,Grund: 144686 m²,Ejerudg.: 680 kr/md,6 værelser,Opført 1927,2 toiletter,6933,https://www.boligsiden.dk/addresses/0a3f50bf-556a-32b8-e044-0003ba298018,,,,
"Skæring Hedevej 444,8250",7.250.000 kr.,Skæring Skole,"2,19 km",7.9,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 74 dage,223 m²,Grund: 910 m²,Ejerudg.: 4.995 kr/md,5 værelser,Opført 1935,2 toiletter,8250,https://www.boligsiden.dk/addresses/0a3f50c4-3b89-32b8-e044-0003ba298018,,,,
"Lykkevej 1,9293",1.445.000 kr.,Kongerslev Skole,190 m,6.9,3.7,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 74 dage,95 m²,Grund: 1000 m²,Ejerudg.: 1.203 kr/md,4 værelser,Opført 1957,2 toiletter,9293,https://www.boligsiden.dk/addresses/0a3f50c9-080b-32b8-e044-0003ba298018,,,,
"Sct.Jørgensgade 2D,4200",3.395.000 kr.,Antvorskov Skole,722 m,7,3.7,Rækkehus,Energimærke B,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 74 dage,113 m²,Grund: 389 m²,Ejerudg.: 2.626 kr/md,2 værelser,Opført 2007,2 toiletter,4200,https://www.boligsiden.dk/addresses/363cc2db-6895-1eb8-e044-0003ba298018,,,,
"Korsholm 27B,9370",1.145.000 kr.,Hals Skole,957 m,6.4,3.7,Villa,Energimærke C,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 74 dage,84 m²,Grund: 300 m²,Ejerudg.: 961 kr/md,3 værelser,Opført 1991,1 toilet,9370,https://www.boligsiden.dk/addresses/0a3f50c7-c7dd-32b8-e044-0003ba298018,,,,
"Glentevej 1,8370",2.495.000 kr.,Hadbjerg Skole,348 m,6.9,3.7,Villa,Energimærke C,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 74 dage,159 m²,Grund: 800 m²,Ejerudg.: 1.951 kr/md,6 værelser,Opført 1978,3 toiletter,8370,https://www.boligsiden.dk/addresses/0a3f50bf-f069-32b8-e044-0003ba298018,,,,
"Nordvænget 15,3450",3.345.000 kr.,Lillevang Skole,485 m,8,3.8,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 74 dage,96 m²,Grund: 854 m²,Ejerudg.: 4.015 kr/md,4 værelser,Opført 1962,1 toilet,3450,https://www.boligsiden.dk/addresses/0a3f50a7-c953-32b8-e044-0003ba298018,,,,
"Højbovej 10,8600",2.195.000 kr.,Balleskolen,"1,17 km",7.1,3.7,Villa,Energimærke E,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 74 dage,150 m²,Grund: 985 m²,Ejerudg.: 3.312 kr/md,5 værelser,Opført 1960,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c1-dbbb-32b8-e044-0003ba298018,,,,
"Kratager 56,2620",6.195.000 kr.,Egelundskolen,245 m,6.8,3.7,Villa,Energimærke C,Høj,"25,6%","33,94‰.","Der er 27.599 indbyggere i Albertslund Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 33,94‰.",Til salg i alt: 74 dage,196 m²,Grund: 732 m²,Ejerudg.: 4.302 kr/md,7 værelser,Opført 2005,2 toiletter,2620,https://www.boligsiden.dk/addresses/0a3f50a5-2407-32b8-e044-0003ba298018,,,,
"Sønderskovvej 24,5932",3.995.000 kr.,Humble Skole,"4,69 km",6.1,3.7,Landejendom,Energimærke C,Mellem,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 378 dage,291 m²,Grund: 57000 m²,Ejerudg.: 3.873 kr/md,12 værelser,Opført 1922,2 toiletter,5932,https://www.boligsiden.dk/addresses/0a3f50b5-c4b9-32b8-e044-0003ba298018,,,,
"Eskærhøjvej 34,6100",2.150.000 kr.,Kløvermarkskolen,"1,07 km",6.9,3.7,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 74 dage,163 m²,Grund: 825 m²,Ejerudg.: 2.014 kr/md,6 værelser,Opført 1962,1 toilet,6100,https://www.boligsiden.dk/addresses/0a3f50b6-b204-32b8-e044-0003ba298018,,,,
"Koefoeds Bakke 5,2850",11.750.000 kr.,Ravnholm Skole,"1,34 km",8.2,3.8,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 74 dage,149 m²,Grund: 1200 m²,Ejerudg.: 8.091 kr/md,6 værelser,Opført 1920,2 toiletter,2850,https://www.boligsiden.dk/addresses/0a3f50a6-da0c-32b8-e044-0003ba298018,,,,
"Høje Sejetvej 8,8740",5.200.000 kr.,Bryrup Skole,"2,39 km",7.2,3.7,Villa,Energimærke E,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 74 dage,214 m²,Grund: 6741 m²,Ejerudg.: 2.279 kr/md,8 værelser,Opført 1948,3 toiletter,8740,https://www.boligsiden.dk/addresses/0a3f50c2-5a8f-32b8-e044-0003ba298018,,,,
"Skrænten 7,8900",5.800.000 kr.,Hobrovejens Skole,320 m,6.3,3.8,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 74 dage,170 m²,Grund: 938 m²,Ejerudg.: 3.526 kr/md,6 værelser,Opført 2006,2 toiletter,8900,https://www.boligsiden.dk/addresses/0a3f50c1-38af-32b8-e044-0003ba298018,,,,
"Middelfartvej 86,5400",1.495.000 kr.,Bogense Skole,"5,8 km",6.5,3.7,Landejendom,Energimærke A2010,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 74 dage,243 m²,Grund: 34633 m²,Ejerudg.: 2.359 kr/md,7 værelser,Opført 1880,2 toiletter,5400,https://www.boligsiden.dk/addresses/0a3f50b2-6014-32b8-e044-0003ba298018,,,,
"Andekæret 13,5300",2.795.000 kr.,Kerteminde Byskole,"1,19 km",7.4,3.7,Villa,Energimærke F,Mellem,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 329 dage,224 m²,Grund: 1265 m²,Ejerudg.: 2.681 kr/md,6 værelser,Opført 1973,2 toiletter,5300,https://www.boligsiden.dk/addresses/0a3f50b2-e642-32b8-e044-0003ba298018,,,,
"Peder Kællers Vej 15,8700",2.695.000 kr.,Dagnæsskolen,"1,44 km",7,3.8,Rækkehus,Energimærke B,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 74 dage,124 m²,Grund: 12517 m²,Ejerudg.: 1.854 kr/md,4 værelser,Opført 2009,1 toilet,8700,https://www.boligsiden.dk/addresses/363cc2db-6cf7-1eb8-e044-0003ba298018,,,,
"Houvej 6,5953",795.000 kr.,Nordskolen,"2,97 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Høj,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 74 dage,104 m²,Grund: 1155 m²,Ejerudg.: 1.347 kr/md,5 værelser,Opført 1877,1 toilet,5953,https://www.boligsiden.dk/addresses/0a3f50b5-ed8a-32b8-e044-0003ba298018,,,,
"Stjernepladsen 3, 5. tv.,9000",3.298.000 kr.,Sønderbroskolen,"1,02 km",7.2,3.8,Ejerlejlighed,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 74 dage,85 m²,,Ejerudg.: 2.526 kr/md,3 værelser,Opført 2020,1 toilet,9000,https://www.boligsiden.dk/addresses/65400b50-54bf-4981-8321-8978540b2971,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Rosenborg Alle 13,8920",1.495.000 kr.,Vestervangsskolen,177 m,6.8,3.7,Villa,Energimærke E,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 74 dage,102 m²,Grund: 917 m²,Ejerudg.: 1.951 kr/md,4 værelser,Opført 1920,2 toiletter,8920,https://www.boligsiden.dk/addresses/0a3f50c1-2c33-32b8-e044-0003ba298018,,,,
"Karupvej 46,7470",695.000 kr.,Haderup Skole,"5,18 km",6.7,3.7,Villa,Energimærke E,Lav,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 867 dage,100 m²,Grund: 1186 m²,Ejerudg.: 1.012 kr/md,2 værelser,Opført 1960,1 toilet,7470,https://www.boligsiden.dk/addresses/0a3f50bd-1894-32b8-e044-0003ba298018,,,,
"Asavænget 53,8920",1.395.000 kr.,Nørrevangsskolen og UNX-Ung Nord10,752 m,5.8,3.7,Rækkehus,Energimærke E,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 313 dage,105 m²,Grund: 339 m²,Ejerudg.: 1.598 kr/md,4 værelser,Opført 1963,1 toilet,8920,https://www.boligsiden.dk/addresses/0a3f50c0-d12d-32b8-e044-0003ba298018,,,,
"Kløvermarksvej 4,7182",995.000 kr.,Bredsten-Gadbjerg skole. Bredsten afdeling,147 m,7.4,3.8,Villa,Energimærke E,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 75 dage,157 m²,Grund: 700 m²,Ejerudg.: 1.432 kr/md,3 værelser,Opført 1961,1 toilet,7182,https://www.boligsiden.dk/addresses/0a3f50ba-7246-32b8-e044-0003ba298018,,,,
"Sophienlund 87,3400",4.395.000 kr.,Sophienborgskolen,498 m,8.6,3.8,Rækkehus,Energimærke B,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 75 dage,119 m²,Grund: 298 m²,Ejerudg.: 3.436 kr/md,4 værelser,Opført 2005,2 toiletter,3400,https://www.boligsiden.dk/addresses/0c65634c-d116-30a3-e044-0003ba298018,,,,
