,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Hedegrænsen 54,2605",3.850.000 kr.,Brøndbyvester Skole - Tornehøj,"1,7 km",6.7,3.7,Villa,Energimærke D,Høj,"24,3%","20,5‰.","Der er 35.651 indbyggere i Brøndby Kommune. Kommuneskatten er på 24,3% og grundskyldspromillen på 20,5‰.",Til salg i alt: 5 dage,175 m²,Grund: 1000 m²,Ejerudg.: 3.846 kr/md,6 værelser,Opført 1930,1 toilet,2605,https://www.boligsiden.dk/addresses/0a3f50a3-5e47-32b8-e044-0003ba298018,,,,
"Tuxensgade 4,9900",395.000 kr.,Bangsbostrand - Gærum Skole,851 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 666 dage,104 m²,Grund: 355 m²,Ejerudg.: 1.286 kr/md,4 værelser,Opført 1955,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-9399-32b8-e044-0003ba298018,,,,
"Helgolandsgade 78,7500",2.995.000 kr.,Sønderlandsskolen,457 m,6.8,3.7,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 5 dage,171 m²,Grund: 425 m²,Ejerudg.: 2.718 kr/md,5 værelser,Opført 1946,2 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50be-0032-32b8-e044-0003ba298018,,,,
"Melbærvej 2,6920",1.545.000 kr.,Videbæk Skole,"1,17 km",6.7,3.7,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 5 dage,161 m²,Grund: 1005 m²,Ejerudg.: 1.152 kr/md,3 værelser,Opført 1986,2 toiletter,6920,https://www.boligsiden.dk/addresses/0a3f50bf-3a1f-32b8-e044-0003ba298018,,,,
"Lovrupvej 5,6780",3.250.000 kr.,Skærbæk Distriktsskole,"5,55 km",6,3.6,Landejendom,Energimærke E,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 5 dage,198 m²,Grund: 53339 m²,Ejerudg.: 3.091 kr/md,6 værelser,Opført 1932,2 toiletter,6780,https://www.boligsiden.dk/addresses/0a3f50b7-6f41-32b8-e044-0003ba298018,,,,
"Rebæk Søpark 3, 2. 215.,2650",1.575.000 kr.,Holmegårdsskolen,851 m,7.1,3.6,Ejerlejlighed,Energimærke C,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 5 dage,61 m²,,Ejerudg.: 2.775 kr/md,2 værelser,Opført 1972,1 toilet,2650,https://www.boligsiden.dk/addresses/0a3f50a5-8720-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Frejasvej 34,8981",2.275.000 kr.,Blicherskolen,775 m,6.9,3.7,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 5 dage,147 m²,Grund: 865 m²,Ejerudg.: 1.481 kr/md,4 værelser,Opført 1971,1 toilet,8981,https://www.boligsiden.dk/addresses/0a3f50c0-c292-32b8-e044-0003ba298018,,,,
"Arent Hansens Vej 15,3250",3.995.000 kr.,"Gilbjergskolen, Gilleleje","4,77 km",6.8,3.7,Villa,Energimærke B,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 5 dage,258 m²,Grund: 1292 m²,Ejerudg.: 3.397 kr/md,7 værelser,Opført 1971,3 toiletter,3250,https://www.boligsiden.dk/addresses/0a3f50a8-ab7c-32b8-e044-0003ba298018,,,,
"Johan Wilmanns Vej 29, 2. th.,2800",2.845.000 kr.,Engelsborgskolen,864 m,8.5,3.8,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 5 dage,57 m²,,Ejerudg.: 2.994 kr/md,2 værelser,Opført 1934,1 toilet,2800,https://www.boligsiden.dk/addresses/0a3f50a6-3c8e-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Asylgade 23,8300",3.298.000 kr.,"Vestskolen, afd. Skovbakken",478 m,7.2,3.7,Villa,Energimærke C,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 119 dage,169 m²,Grund: 454 m²,Ejerudg.: 3.214 kr/md,5 værelser,Opført 1920,2 toiletter,8300,https://www.boligsiden.dk/addresses/0a3f50c0-93a3-32b8-e044-0003ba298018,,,,
"Brøndbyvestervej 20, 1. 15.,2600",2.095.000 kr.,"Glostrup skole, Søndervang",731 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke D,Høj,"24,6%",25‰.,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",Til salg i alt: 5 dage,72 m²,,Ejerudg.: 3.231 kr/md,2 værelser,Opført 1961,1 toilet,2600,https://www.boligsiden.dk/addresses/0a3f50a4-a994-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Biskop Svanes Vej 58H,3460",6.400.000 kr.,Rude Skov Skole,"1,04 km",8.3,3.7,Rækkehus,Energimærke B,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 5 dage,145 m²,Grund: 5442 m²,Ejerudg.: 7.645 kr/md,4 værelser,Opført 1892,1 toilet,3460,https://www.boligsiden.dk/addresses/0a3f50a7-dedf-32b8-e044-0003ba298018,,,,
"Baumgartensvej 5A,5000",2.495.000 kr.,Sct Hans Skole,517 m,7.1,3.7,Rækkehus,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 5 dage,104 m²,Grund: 360 m²,Ejerudg.: 2.002 kr/md,3 værelser,Opført 1926,2 toiletter,5000,https://www.boligsiden.dk/addresses/0a3f50b3-9100-32b8-e044-0003ba298018,,,,
"Egernvej 7,7000",1.395.000 kr.,"Ullerup Bæk Skolen, Skjoldborgsvej",716 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 313 dage,113 m²,Grund: 721 m²,Ejerudg.: 2.639 kr/md,4 værelser,Opført 1964,1 toilet,7000,https://www.boligsiden.dk/addresses/0a3f50ba-90a5-32b8-e044-0003ba298018,,,,
"Vimmelskaftet 36A, 3. tv.,1161",5.245.000 kr.,Den Classenske Legatskole,674 m,8.1,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 395 dage,75 m²,,Ejerudg.: 4.332 kr/md,3 værelser,Opført 1857,1 toilet,1161,https://www.boligsiden.dk/addresses/0a3f50a1-b9e7-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Ved Egedam 13, 1. 90.,3400",1.995.000 kr.,"Grønnevang Skole, afdeling Østervang",514 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 118 dage,75 m²,,Ejerudg.: 4.251 kr/md,2 værelser,Opført 1975,1 toilet,3400,https://www.boligsiden.dk/addresses/0a3f50a9-df4c-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Østervang 16,7160",2.200.000 kr.,Tørring Skole,"3,96 km",6.8,3.7,Villa,Energimærke A2010,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 360 dage,246 m²,Grund: 1076 m²,Ejerudg.: 2.230 kr/md,7 værelser,Opført 1978,2 toiletter,7160,https://www.boligsiden.dk/addresses/0a3f50bc-8a52-32b8-e044-0003ba298018,,,,
"Nivåpark 43,2990",4.995.000 kr.,Nivå Skole,"1,12 km",7.4,3.8,Villa,Energimærke C,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 5 dage,146 m²,Grund: 350 m²,Ejerudg.: 3.903 kr/md,5 værelser,Opført 1986,2 toiletter,2990,https://www.boligsiden.dk/addresses/0a3f50aa-632d-32b8-e044-0003ba298018,,,,
"Danasvej 9,8450",2.995.000 kr.,Søndervangskolen,411 m,7.6,3.8,Villa,Energimærke B,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 5 dage,136 m²,Grund: 627 m²,Ejerudg.: 1.952 kr/md,5 værelser,Opført 1939,2 toiletter,8450,https://www.boligsiden.dk/addresses/0a3f50c0-037e-32b8-e044-0003ba298018,,,,
"Turupvej 21,5610",3.495.000 kr.,Peter Willemoesskolen,"4,43 km",6.6,3.6,Villa,Energimærke C,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 172 dage,158 m²,Grund: 2667 m²,Ejerudg.: 1.660 kr/md,7 værelser,Opført 1939,3 toiletter,5610,https://www.boligsiden.dk/addresses/0a3f50b2-558c-32b8-e044-0003ba298018,,,,
"Boskopvej 1,8600",2.398.000 kr.,Dybkærskolen,891 m,7.4,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 312 dage,181 m²,Grund: 698 m²,Ejerudg.: 2.489 kr/md,6 værelser,Opført 1962,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c1-bbc5-32b8-e044-0003ba298018,,,,
"Lundegård Strandvej 2,2791",5.995.000 kr.,Dragør Skole,"1,43 km",8.1,3.8,Villa,Energimærke D,Mellem,"24,8%","24,47‰.","Der er 14.640 indbyggere i Dragør Kommune. Kommuneskatten er på 24,8% og grundskyldspromillen på 24,47‰.",Til salg i alt: 369 dage,187 m²,Grund: 1261 m²,Ejerudg.: 5.339 kr/md,6 værelser,Opført 1920,1 toilet,2791,https://www.boligsiden.dk/addresses/0a3f50a3-8bb0-32b8-e044-0003ba298018,,,,
"Røddalsminde 52,8300",4.775.000 kr.,"Vestskolen, afd. Skovbakken","1,35 km",7.2,3.7,Villa,Energimærke B,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 144 dage,238 m²,Grund: 1042 m²,Ejerudg.: 3.524 kr/md,9 værelser,Opført 2001,2 toiletter,8300,https://www.boligsiden.dk/addresses/0a3f50c0-af59-32b8-e044-0003ba298018,,,,
"Guldbjergvej 60,5400",1.410.000 kr.,Bogense Skole,"4,34 km",6.5,3.7,Villa,Energimærke C,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 525 dage,232 m²,Grund: 2892 m²,Ejerudg.: 1.740 kr/md,9 værelser,Opført 1747,2 toiletter,5400,https://www.boligsiden.dk/addresses/0a3f50b2-5c84-32b8-e044-0003ba298018,,,,
"Østergade 37,8963",950.000 kr.,Auning Skole,122 m,6.6,3.6,Rækkehus,Energimærke C,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 5 dage,99 m²,Grund: 602 m²,Ejerudg.: 1.470 kr/md,3 værelser,Opført 1916,1 toilet,8963,https://www.boligsiden.dk/addresses/0a3f50c2-55c6-32b8-e044-0003ba298018,,,,
"Cylindervej 12, 4. mf.,2450",4.695.000 kr.,Skolen i Sydhavnen,219 m,7.7,3.7,Ejerlejlighed,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 161 dage,89 m²,,Ejerudg.: 3.196 kr/md,3 værelser,Opført 2018,1 toilet,2450,https://www.boligsiden.dk/addresses/394b8080-b37c-47d1-800c-0c47d7318673,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Vestergade 12,8444",1.698.000 kr.,Rosmus Skole,"2,96 km",7.3,3.8,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 5 dage,166 m²,Grund: 967 m²,Ejerudg.: 1.283 kr/md,3 værelser,Opført 1930,2 toiletter,8444,https://www.boligsiden.dk/addresses/0a3f50bf-9943-32b8-e044-0003ba298018,,,,
"Granbakken 44,3400",3.995.000 kr.,Frederiksborg Byskole,"1,08 km",7.9,3.7,Rækkehus,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 5 dage,106 m²,Grund: 252 m²,Ejerudg.: 3.015 kr/md,5 værelser,Opført 1962,2 toiletter,3400,https://www.boligsiden.dk/addresses/0a3f50a9-b1b0-32b8-e044-0003ba298018,,,,
"Drejøgade 26C, 3. 305.,2100",3.595.000 kr.,Strandvejsskolen,440 m,7.3,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 5 dage,64 m²,,Ejerudg.: 5.109 kr/md,2 værelser,Opført 1974,1 toilet,2100,https://www.boligsiden.dk/addresses/0a3f509d-cb4b-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Nørregade 76,6650",495.000 kr.,"Brørupskolen, afdeling Skolegade",733 m,6.4,3.6,Villa,Energimærke F,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 5 dage,60 m²,Grund: 718 m²,Ejerudg.: 1.208 kr/md,2 værelser,Opført 1940,1 toilet,6650,https://www.boligsiden.dk/addresses/0a3f50b8-bc2b-32b8-e044-0003ba298018,,,,
"Dieselvej 15, 1. mf.,2450",4.800.000 kr.,Skolen i Sydhavnen,216 m,7.7,3.7,Ejerlejlighed,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 237 dage,94 m²,,Ejerudg.: 3.143 kr/md,4 værelser,Opført 2018,1 toilet,2450,https://www.boligsiden.dk/addresses/cc1f0faa-9311-45e7-93ab-2ad5e1564a69,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Marielundsvej 2,6000",2.195.000 kr.,Aalykkeskolen,"1,68 km",7.2,3.8,Villa,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 5 dage,142 m²,Grund: 802 m²,Ejerudg.: 2.390 kr/md,4 værelser,Opført 1969,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-2231-32b8-e044-0003ba298018,,,,
"Jensensvej 7,3400",4.495.000 kr.,Hillerødsholmskolen,629 m,7.3,3.7,Villa,Energimærke D,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 5 dage,150 m²,Grund: 938 m²,Ejerudg.: 3.761 kr/md,6 værelser,Opført 1900,2 toiletter,3400,https://www.boligsiden.dk/addresses/0a3f50a9-bbf8-32b8-e044-0003ba298018,,,,
"Hans Egedes Vej 21,6715",2.575.000 kr.,Vitaskolen,368 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 179 dage,202 m²,Grund: 907 m²,Ejerudg.: 2.455 kr/md,6 værelser,Opført 1975,2 toiletter,6715,https://www.boligsiden.dk/addresses/0a3f50b8-ee0b-32b8-e044-0003ba298018,,,,
"Vildrosevej 31,3060",6.500.000 kr.,Espergærde Skole,592 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 5 dage,175 m²,Grund: 795 m²,Ejerudg.: 6.056 kr/md,5 værelser,Opført 1969,2 toiletter,3060,https://www.boligsiden.dk/addresses/0a3f50a9-9a4e-32b8-e044-0003ba298018,,,,
"Apotekervej 5,4460",890.000 kr.,Firhøjskolen,"1,63 km",5.8,3.5,Villa,Energimærke C,Mellem,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 5 dage,82 m²,Grund: 1055 m²,Ejerudg.: 1.386 kr/md,4 værelser,Opført 1918,1 toilet,4460,https://www.boligsiden.dk/addresses/0a3f50ac-867e-32b8-e044-0003ba298018,,,,
"Løkkenvej 11,9490",1.295.000 kr.,Skolecenter Jetsmark,"1,87 km",6.6,3.7,Villa,Energimærke C,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 5 dage,244 m²,Grund: 700 m²,Ejerudg.: 1.430 kr/md,7 værelser,Opført 1963,2 toiletter,9490,https://www.boligsiden.dk/addresses/0a3f50c8-e770-32b8-e044-0003ba298018,,,,
"Stakkeledet 23,2970",5.495.000 kr.,Rude Skov Skole,"3,08 km",8.3,3.7,Villa,Energimærke A2015,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 5 dage,150 m²,Grund: 1025 m²,Ejerudg.: 5.239 kr/md,6 værelser,Opført 2007,2 toiletter,2970,https://www.boligsiden.dk/addresses/0a3f50a7-fc4d-32b8-e044-0003ba298018,,,,
"Rødengvej 20,4180",22.500.000 kr.,Sorø Borgerskole,"2,69 km",7.1,3.7,Landejendom,Energimærke A2010,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 280 dage,418 m²,Grund: 451561 m²,Ejerudg.: 7.184 kr/md,10 værelser,Opført 1865,2 toiletter,4180,https://www.boligsiden.dk/addresses/0a3f50ae-e6d9-32b8-e044-0003ba298018,,,,
"Danmarksgade 33,7600",1.145.000 kr.,Limfjordsskolen Struer,"1,53 km",6.5,3.7,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 5 dage,135 m²,Grund: 578 m²,Ejerudg.: 2.152 kr/md,5 værelser,Opført 1922,2 toiletter,7600,https://www.boligsiden.dk/addresses/0a3f50be-cfc0-32b8-e044-0003ba298018,,,,
"Agersvinget 18,8420",1.495.000 kr.,Molsskolen,"3,92 km",7.4,3.7,Villa,Energimærke B,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 5 dage,167 m²,Grund: 800 m²,Ejerudg.: 1.445 kr/md,5 værelser,Opført 1981,2 toiletter,8420,https://www.boligsiden.dk/addresses/0a3f50bf-620c-32b8-e044-0003ba298018,,,,
"Kallehave 3,6470",2.995.000 kr.,Hørup Centralskole,863 m,7.3,3.7,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 59 dage,256 m²,Grund: 996 m²,Ejerudg.: 2.067 kr/md,7 værelser,Opført 1976,2 toiletter,6470,https://www.boligsiden.dk/addresses/0a3f50b7-891c-32b8-e044-0003ba298018,,,,
"Møllevej 3,4270",2.295.000 kr.,Høng Skole,589 m,6.5,3.6,Villa,Energimærke E,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 5 dage,176 m²,Grund: 734 m²,Ejerudg.: 2.079 kr/md,7 værelser,Opført 1925,2 toiletter,4270,https://www.boligsiden.dk/addresses/0a3f50ad-88de-32b8-e044-0003ba298018,,,,
"Næstvedvej 13,4230",1.475.000 kr.,Dalmose skole,"8,53 km",5.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 5 dage,112 m²,Grund: 496 m²,Ejerudg.: 1.286 kr/md,5 værelser,Opført 1910,1 toilet,4230,https://www.boligsiden.dk/addresses/0a3f50ae-6ce7-32b8-e044-0003ba298018,,,,
"Munkerisvej 65,5230",2.195.000 kr.,Munkebjergskolen,630 m,7.4,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 5 dage,93 m²,Grund: 585 m²,Ejerudg.: 2.229 kr/md,4 værelser,Opført 1955,2 toiletter,5230,https://www.boligsiden.dk/addresses/0a3f50b4-5e04-32b8-e044-0003ba298018,,,,
"Houvej 174,9370",1.095.000 kr.,Gandrup Skole,"5,26 km",6.8,3.7,Villa,Energimærke A2010,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 5 dage,150 m²,Grund: 529 m²,Ejerudg.: 782 kr/md,5 værelser,Opført 1920,1 toilet,9370,https://www.boligsiden.dk/addresses/0a3f50c7-c2ea-32b8-e044-0003ba298018,,,,
"Bakkesvinget 29,6340",795.000 kr.,Lyreskovskolen,"1,41 km",6.5,3.6,Villa,Energimærke E,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 5 dage,132 m²,Grund: 1114 m²,Ejerudg.: 1.550 kr/md,3 værelser,Opført 1965,2 toiletter,6340,https://www.boligsiden.dk/addresses/0a3f50b6-49d2-32b8-e044-0003ba298018,,,,
"Havneholmen 42, 2. th.,1561",7.195.000 kr.,Oehlenschlægersgades Skole,"1,13 km",7.2,3.6,Ejerlejlighed,Energimærke C,Ukendt,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 5 dage,106 m²,,Ejerudg.: 5.467 kr/md,3 værelser,Opført 2008,1 toilet,1561,https://www.boligsiden.dk/addresses/32c88351-ad2d-1479-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Engholm Søpark 38,7400",2.695.000 kr.,Herningsholmskolen,"1,17 km",7.5,3.9,Rækkehus,Energimærke A2010,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 5 dage,114 m²,Grund: 313 m²,Ejerudg.: 2.085 kr/md,2 værelser,Opført 2017,1 toilet,7400,https://www.boligsiden.dk/addresses/42594448-74c4-46a7-a793-9d58dfca4468,,,,
"Lolle Alle 16,4891",4.500.000 kr.,SUNDskolen,"5,81 km",6.6,3.7,Villa,Energimærke B,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 5 dage,622 m²,Grund: 7796 m²,Ejerudg.: 2.170 kr/md,11 værelser,Opført 1890,4 toiletter,4891,https://www.boligsiden.dk/addresses/0a3f50b0-3b4b-32b8-e044-0003ba298018,,,,
"Hasselgangen 9,8800",2.895.000 kr.,Vestre Skole,576 m,7,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 5 dage,160 m²,Grund: 1134 m²,Ejerudg.: 2.985 kr/md,3 værelser,Opført 1969,3 toiletter,8800,https://www.boligsiden.dk/addresses/0a3f50c6-6a0e-32b8-e044-0003ba298018,,,,
"Meelsevej 21,4871",1.325.000 kr.,Møllebakkeskolen,"2,92 km",6.7,3.7,Villa/Fritidsbolig,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 5 dage,147 m²,Grund: 2095 m²,Ejerudg.: 1.551 kr/md,5 værelser,Opført 1902,1 toilet,4871,https://www.boligsiden.dk/addresses/0a3f50b1-6488-32b8-e044-0003ba298018,,,,
"Pilagervej 22,4200",799.000 kr.,Marievangsskolen,"1,52 km",6.8,3.7,Ejerlejlighed,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 5 dage,36 m²,,Ejerudg.: 1.099 kr/md,1 værelser,Opført 1991,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ae-b12a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
