,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Gl Struervej 38,7500",1.495.000 kr.,Rolf Krake Skolen,896 m,7.4,3.8,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 56 dage,188 m²,Grund: 770 m²,Ejerudg.: 1.601 kr/md,4 værelser,Opført 1900,1 toilet,7500,https://www.boligsiden.dk/addresses/0a3f50bd-fbf3-32b8-e044-0003ba298018,,,,
"Privatvej 14B,3300",4.495.000 kr.,Frederiksværk Skole,"1,99 km",6.4,3.7,Villa,Energimærke D,Lav,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 56 dage,172 m²,Grund: 2115 m²,Ejerudg.: 4.848 kr/md,6 værelser,Opført 1999,2 toiletter,3300,https://www.boligsiden.dk/addresses/2148a5d7-e750-42de-b7af-1197fcd3f1e0,,,,
"Bredekildevej 30,4400",3.295.000 kr.,Skolen på Herredsåsen,536 m,6.8,3.6,Villa,Energimærke D,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 56 dage,207 m²,Grund: 884 m²,Ejerudg.: 2.499 kr/md,6 værelser,Opført 1963,3 toiletter,4400,https://www.boligsiden.dk/addresses/0a3f50ad-9dc4-32b8-e044-0003ba298018,,,,
"Kærvej 1,5220",2.195.000 kr.,Holluf Pile Skole,"1,28 km",7.2,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 56 dage,135 m²,Grund: 2652 m²,Ejerudg.: 2.738 kr/md,4 værelser,Opført 1900,1 toilet,5220,https://www.boligsiden.dk/addresses/0a3f50b4-3e0e-32b8-e044-0003ba298018,,,,
"Strandhusevej 5,9900",4.200.000 kr.,Sæbygårdskolen,"3,26 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 56 dage,161 m²,Grund: 3646 m²,Ejerudg.: 3.319 kr/md,2 værelser,Opført 2021,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c9-91ac-32b8-e044-0003ba298018,,,,
"Voldbyvej 42A,8464",2.295.000 kr.,Herskindskolen,"2,07 km",7.2,3.6,Villa,Energimærke D,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 56 dage,194 m²,Grund: 1848 m²,Ejerudg.: 2.860 kr/md,4 værelser,Opført 1973,2 toiletter,8464,https://www.boligsiden.dk/addresses/0a3f50bf-af5b-32b8-e044-0003ba298018,,,,
"Julivænget 79,6000",1.595.000 kr.,Bramdrup Skole,"1,19 km",6.7,3.8,Rækkehus,Energimærke B,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 56 dage,103 m²,Grund: 330 m²,Ejerudg.: 1.628 kr/md,4 værelser,Opført 1981,1 toilet,6000,https://www.boligsiden.dk/addresses/0a3f50bc-0ee3-32b8-e044-0003ba298018,,,,
"Byvej 21N,8330",3.345.000 kr.,Beder Skole,647 m,7.8,3.8,Rækkehus,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 56 dage,116 m²,Grund: 127 m²,Ejerudg.: 2.309 kr/md,4 værelser,Opført 2024,-,8330,https://www.boligsiden.dk/addresses/ddf5c435-1428-4c5f-9fe5-31f36461e595,,,,
"Engvej 19,5462",1.795.000 kr.,Havrehedskolen,556 m,7.8,3.9,Villa,Energimærke E,Høj,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 56 dage,168 m²,Grund: 736 m²,Ejerudg.: 2.227 kr/md,5 værelser,Opført 1974,2 toiletter,5462,https://www.boligsiden.dk/addresses/0a3f50b5-cbc1-32b8-e044-0003ba298018,,,,
"Frederiks Allé 137, 2.,8000",2.450.000 kr.,Frederiksbjerg Skole,274 m,7.7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 56 dage,55 m²,,Ejerudg.: 2.627 kr/md,2 værelser,Opført 1902,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c2-ddb1-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Seminarievej 49,7620",995.000 kr.,Nørre Nissum Skole- og Børneunivers,471 m,7.2,3.9,Villa,Energimærke D,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 56 dage,151 m²,Grund: 1042 m²,Ejerudg.: 1.275 kr/md,5 værelser,Opført 1979,2 toiletter,7620,https://www.boligsiden.dk/addresses/0a3f50be-7ed7-32b8-e044-0003ba298018,,,,
"Møllevænget 16,2970",7.375.000 kr.,Hørsholm Skole,854 m,8.4,3.8,Villa,Energimærke E,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 257 dage,180 m²,Grund: 800 m²,Ejerudg.: 5.468 kr/md,5 værelser,Opført 1937,4 toiletter,2970,https://www.boligsiden.dk/addresses/0a3f50aa-1948-32b8-e044-0003ba298018,,,,
"Grønnehavevej 23, 2. th.,3000",1.795.000 kr.,Skolen i Bymidten,203 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 56 dage,61 m²,,Ejerudg.: 3.160 kr/md,2 værelser,Opført 1988,1 toilet,3000,https://www.boligsiden.dk/addresses/0a3f50a9-391d-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Mølbyvej 4,6560",1.195.000 kr.,Fællesskolen Nustrup-Sommersted,"8,04 km",6.1,3.7,Villa,Energimærke F,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 615 dage,159 m²,Grund: 5543 m²,Ejerudg.: 1.923 kr/md,4 værelser,Opført 1635,2 toiletter,6560,https://www.boligsiden.dk/addresses/0a3f50b8-1485-32b8-e044-0003ba298018,,,,
"Hjorteleddet 2,3660",3.795.000 kr.,Stengårdsskolen,"1,1 km",Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2010,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 56 dage,131 m²,Grund: 257 m²,Ejerudg.: 3.002 kr/md,4 værelser,Opført 2007,1 toilet,3660,https://www.boligsiden.dk/addresses/282eb622-3ace-351f-e044-0003ba298018,,,,
"Givskovvej 34,7430",1.395.000 kr.,Hyldgårdsskolen,754 m,7.3,3.9,Villa,Energimærke E,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 56 dage,136 m²,Grund: 764 m²,Ejerudg.: 1.491 kr/md,5 værelser,Opført 1962,1 toilet,7430,https://www.boligsiden.dk/addresses/0a3f50be-4266-32b8-e044-0003ba298018,,,,
"Amerika Plads 30B, 4. 2.,2100",6.995.000 kr.,Langelinieskolen,482 m,7.5,3.8,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 56 dage,113 m²,,Ejerudg.: 5.453 kr/md,3 værelser,Opført 2006,1 toilet,2100,https://www.boligsiden.dk/addresses/1b974be1-7346-60d6-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Højager 29,2670",3.495.000 kr.,Krogårdskolen,377 m,7.1,3.7,Villa,Energimærke E,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 56 dage,119 m²,Grund: 750 m²,Ejerudg.: 3.179 kr/md,4 værelser,Opført 1967,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50ab-01fb-32b8-e044-0003ba298018,,,,
"Mølledammen 1E,2980",3.075.000 kr.,Kokkedal Skole,677 m,7.2,3.8,Ejerlejlighed,Energimærke C,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 56 dage,104 m²,,Ejerudg.: 3.737 kr/md,4 værelser,Opført 2007,2 toiletter,2980,https://www.boligsiden.dk/addresses/282eb622-3a97-351f-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Njalsvej 188,5210",1.545.000 kr.,Tarup Skole,964 m,7.6,3.7,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 56 dage,87 m²,Grund: 119 m²,Ejerudg.: 2.024 kr/md,4 værelser,Opført 1954,1 toilet,5210,https://www.boligsiden.dk/addresses/0a3f50b4-69a3-32b8-e044-0003ba298018,,,,
"Præstegårdsvænget 2,5210",2.395.000 kr.,Tarup Skole,157 m,7.6,3.7,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 56 dage,110 m²,Grund: 427 m²,Ejerudg.: 2.135 kr/md,5 værelser,Opført 1961,1 toilet,5210,https://www.boligsiden.dk/addresses/0a3f50b4-885f-32b8-e044-0003ba298018,,,,
"Fuglebakken 2,8960",2.675.000 kr.,Assentoftskolen,480 m,7.3,3.8,Villa,Energimærke C,Mellem,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 56 dage,198 m²,Grund: 926 m²,Ejerudg.: 2.437 kr/md,5 værelser,Opført 1971,2 toiletter,8960,https://www.boligsiden.dk/addresses/0a3f50c2-4a21-32b8-e044-0003ba298018,,,,
"Ringkøbingvej 12,7500",1.995.000 kr.,Sønderlandsskolen,"7,1 km",6.8,3.7,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 1004 dage,236 m²,Grund: 49300 m²,Ejerudg.: 1.972 kr/md,5 værelser,Opført 1939,1 toilet,7500,https://www.boligsiden.dk/addresses/0a3f50be-1df1-32b8-e044-0003ba298018,,,,
"Bollegade 2,9330",1.099.000 kr.,Dronninglund Skole,"3,16 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 56 dage,196 m²,Grund: 1961 m²,Ejerudg.: 1.686 kr/md,6 værelser,Opført 1894,2 toiletter,9330,https://www.boligsiden.dk/addresses/0a3f50c7-0502-32b8-e044-0003ba298018,,,,
"Frydsvej 20,6040",1.645.000 kr.,Egtved Skole,"1,13 km",7.1,3.8,Villa,Energimærke C,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 56 dage,80 m²,Grund: 784 m²,Ejerudg.: 1.255 kr/md,3 værelser,Opført 1959,1 toilet,6040,https://www.boligsiden.dk/addresses/0a3f50ba-6d7c-32b8-e044-0003ba298018,,,,
"Torneåvej 17B,7430",2.195.000 kr.,Ikast Østre Skole,596 m,6.7,3.8,Villa,Energimærke E,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 56 dage,214 m²,Grund: 1987 m²,Ejerudg.: 2.426 kr/md,4 værelser,Opført 1987,3 toiletter,7430,https://www.boligsiden.dk/addresses/0a3f50be-5f23-32b8-e044-0003ba298018,,,,
"Benediktevej 3,6520",1.595.000 kr.,Toftlund Distriktsskole,538 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 56 dage,150 m²,Grund: 1108 m²,Ejerudg.: 1.215 kr/md,5 værelser,Opført 1998,2 toiletter,6520,https://www.boligsiden.dk/addresses/0a3f50b7-2acc-32b8-e044-0003ba298018,,,,
"Gedbovej 10,7500",5.950.000 kr.,Tvis Skole,"2,4 km",7.7,3.8,Landejendom,Energimærke A2020,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 56 dage,221 m²,Grund: 40334 m²,Ejerudg.: 2.882 kr/md,6 værelser,Opført 2017,2 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50bd-fbb7-32b8-e044-0003ba298018,,,,
"Kæderupvej 13,4682",3.795.000 kr.,Midtskolen,"4,17 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 56 dage,235 m²,Grund: 3229 m²,Ejerudg.: 2.485 kr/md,7 værelser,Opført 1914,3 toiletter,4682,https://www.boligsiden.dk/addresses/0a3f50b1-2d82-32b8-e044-0003ba298018,,,,
"Mosevænget 9,4340",3.450.000 kr.,Tølløse Skole,593 m,6.8,3.6,Villa,Energimærke C,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 56 dage,203 m²,Grund: 733 m²,Ejerudg.: 2.713 kr/md,6 værelser,Opført 1974,2 toiletter,4340,https://www.boligsiden.dk/addresses/0a3f50af-63e9-32b8-e044-0003ba298018,,,,
"Høje Støvring 11,9530",5.295.000 kr.,Karensmindeskolen,"1,15 km",8,3.8,Villa,Energimærke A2015,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 56 dage,198 m²,Grund: 1147 m²,Ejerudg.: 2.853 kr/md,5 værelser,Opført 2017,2 toiletter,9530,https://www.boligsiden.dk/addresses/673cec55-b19c-438d-a964-480e01be1431,,,,
"Skansevej 34,9400",2.795.000 kr.,Skansevejens Skole,294 m,7,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 56 dage,93 m²,Grund: 390 m²,Ejerudg.: 2.278 kr/md,4 værelser,Opført 1959,1 toilet,9400,https://www.boligsiden.dk/addresses/0a3f50ca-ae49-32b8-e044-0003ba298018,,,,
"Rundhøj Allé 108, 3. mf.,8270",1.598.000 kr.,Rundhøjskolen,237 m,7.7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 56 dage,61 m²,,Ejerudg.: 1.884 kr/md,2 værelser,Opført 1969,1 toilet,8270,https://www.boligsiden.dk/addresses/0a3f50c3-fc0c-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Kastruplundgade 66, st. th.,2770",2.845.000 kr.,Skottegårdsskolen,700 m,6.7,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 56 dage,64 m²,,Ejerudg.: 4.994 kr/md,3 værelser,Opført 1952,1 toilet,2770,https://www.boligsiden.dk/addresses/0a3f50a7-4d7f-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Solbjerg Hovedgade 43,8355",1.995.000 kr.,Solbjergskolen,116 m,7.4,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 196 dage,92 m²,Grund: 519 m²,Ejerudg.: 2.040 kr/md,3 værelser,Opført 1926,1 toilet,8355,https://www.boligsiden.dk/addresses/0a3f50c4-454d-32b8-e044-0003ba298018,,,,
"Stolpeager 60,2670",3.995.000 kr.,Krogårdskolen,529 m,7.1,3.7,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 56 dage,124 m²,Grund: 807 m²,Ejerudg.: 3.524 kr/md,4 værelser,Opført 1970,2 toiletter,2670,https://www.boligsiden.dk/addresses/0a3f50ab-1df8-32b8-e044-0003ba298018,,,,
"Ballevej 7,8570",998.000 kr.,Søren Kanne-Skolen,"9,71 km",6.5,3.6,Villa,Energimærke D,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 56 dage,156 m²,Grund: 817 m²,Ejerudg.: 1.135 kr/md,4 værelser,Opført 1965,2 toiletter,8570,https://www.boligsiden.dk/addresses/0a3f50bf-c269-32b8-e044-0003ba298018,,,,
"Korsholm 85,9370",1.828.000 kr.,Hals Skole,859 m,6.4,3.7,Villa,Energimærke B,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 703 dage,138 m²,Grund: 737 m²,Ejerudg.: 1.311 kr/md,5 værelser,Opført 1998,2 toiletter,9370,https://www.boligsiden.dk/addresses/0a3f50c7-c7fb-32b8-e044-0003ba298018,,,,
"Kastanievej 37,9900",595.000 kr.,Frydenstrand - Buhlsvej Skoleafdeling,494 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 56 dage,80 m²,Grund: 334 m²,Ejerudg.: 1.034 kr/md,3 værelser,Opført 1961,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-6961-32b8-e044-0003ba298018,,,,
"Plantagevej 3C,3100",6.000.000 kr.,Hornbæk Skole,"1,19 km",7.3,3.7,Villa,Energimærke F,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 322 dage,158 m²,Grund: 1649 m²,Ejerudg.: 7.739 kr/md,5 værelser,Opført 1977,1 toilet,3100,https://www.boligsiden.dk/addresses/0a3f50a9-6eda-32b8-e044-0003ba298018,,,,
"Nordre Strandvej 277,3140",9.250.000 kr.,Hellebækskolen,"2,57 km",7.8,3.8,Villa,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 56 dage,169 m²,Grund: 1320 m²,Ejerudg.: 6.529 kr/md,4 værelser,Opført 1930,2 toiletter,3140,https://www.boligsiden.dk/addresses/0a3f50a9-65b5-32b8-e044-0003ba298018,,,,
"Ravnsbjerg Bakke 56,6710",3.698.000 kr.,Bryndum Skole,"1,36 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2020,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 56 dage,176 m²,Grund: 649 m²,Ejerudg.: 2.366 kr/md,6 værelser,Opført 2020,2 toiletter,6710,https://www.boligsiden.dk/addresses/e8b88fa3-372f-4018-ac4d-4f0acfb5ba82,,,,
"Fjelstervangvej 13,7400",1.350.000 kr.,Snejbjerg Skole,"4,84 km",6.9,3.8,Villa,Energimærke B,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 56 dage,153 m²,Grund: 1496 m²,Ejerudg.: 1.648 kr/md,4 værelser,Opført 1966,1 toilet,7400,https://www.boligsiden.dk/addresses/0a3f50bd-60ef-32b8-e044-0003ba298018,,,,
"Delken 2,6000",1.195.000 kr.,Vonsild Skole,463 m,7.2,3.8,Villa,Energimærke D,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 56 dage,114 m²,Grund: 388 m²,Ejerudg.: 2.024 kr/md,3 værelser,Opført 1913,1 toilet,6000,https://www.boligsiden.dk/addresses/0a3f50bb-ef60-32b8-e044-0003ba298018,,,,
"Petroleumsstræde 7,8740",1.850.000 kr.,"Brædstrup Skole, folkeskoleafdeling","3,86 km",6.6,3.7,Villa,Energimærke B,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 709 dage,262 m²,Grund: 1118 m²,Ejerudg.: 2.790 kr/md,7 værelser,Opført 1800,2 toiletter,8740,https://www.boligsiden.dk/addresses/0a3f50ba-45cd-32b8-e044-0003ba298018,,,,
"Store Kongensgade 116, 4. tv.,1264",22.500.000 kr.,Nyboder Skole,428 m,8,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 255 dage,261 m²,,Ejerudg.: 20.718 kr/md,8 værelser,Opført 1908,2 toiletter,1264,https://www.boligsiden.dk/addresses/0a3f50a0-d948-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Løgstørvej 20,9640",350.000 kr.,Farsø Skole,"7,81 km",6.9,3.7,Villa,Energimærke F,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 56 dage,106 m²,Grund: 962 m²,Ejerudg.: 1.043 kr/md,5 værelser,Opført 1952,1 toilet,9640,https://www.boligsiden.dk/addresses/0a3f50c7-2bd9-32b8-e044-0003ba298018,,,,
"Uglevej 12B,2680",6.995.000 kr.,Uglegårdsskolen,705 m,7.8,3.8,Villa,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 56 dage,119 m²,Grund: 663 m²,Ejerudg.: 4.613 kr/md,4 værelser,Opført 1978,2 toiletter,2680,https://www.boligsiden.dk/addresses/0a3f50ac-6e15-32b8-e044-0003ba298018,,,,
"Skyttevangen 15,3450",3.345.000 kr.,Engholmskolen,695 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2010,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 56 dage,124 m²,Grund: 125 m²,Ejerudg.: 3.977 kr/md,4 værelser,Opført 1988,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-d056-32b8-e044-0003ba298018,,,,
"Egevej 4,5400",995.000 kr.,Bogense Skole,431 m,6.5,3.7,Villa,Energimærke E,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 243 dage,107 m²,Grund: 830 m²,Ejerudg.: 2.050 kr/md,3 værelser,Opført 1964,2 toiletter,5400,https://www.boligsiden.dk/addresses/0a3f50b2-5b3c-32b8-e044-0003ba298018,,,,
"Huggersgårdvej 43,7620",875.000 kr.,Christinelystskolen,"6,8 km",7,3.8,Villa,Energimærke D,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 56 dage,133 m²,Grund: 2010 m²,Ejerudg.: 1.237 kr/md,1 værelser,Opført 1880,1 toilet,7620,https://www.boligsiden.dk/addresses/0a3f50be-70f7-32b8-e044-0003ba298018,,,,
"Kongensgavevej 25, st. th.,3200",1.550.000 kr.,Nordstjerneskolen,966 m,6.8,3.6,Ejerlejlighed,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 56 dage,83 m²,,Ejerudg.: 3.029 kr/md,3 værelser,Opført 1970,1 toilet,3200,https://www.boligsiden.dk/addresses/0a3f50a8-fe97-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Strandvej 31,4874",265.000 kr.,Sydfalster Skole,"14,3 km",6.2,3.6,Villa/Fritidsbolig,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 56 dage,132 m²,Grund: 2004 m²,Ejerudg.: 1.728 kr/md,5 værelser,Opført 1912,1 toilet,4874,https://www.boligsiden.dk/addresses/0a3f50b1-9b38-32b8-e044-0003ba298018,,,,
"Banegade 15,6470",545.000 kr.,Hørup Centralskole,"7,39 km",7.3,3.7,Rækkehus,Energimærke F,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 450 dage,112 m²,Grund: 575 m²,Ejerudg.: 1.039 kr/md,4 værelser,Opført 1904,1 toilet,6470,https://www.boligsiden.dk/addresses/0a3f50b7-84b5-32b8-e044-0003ba298018,,,,
