,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Gloslunde Gade 17,4983",495.000 kr.,Stormarkskolen,"9,79 km",6.1,3.7,Villa,Energimærke D,Høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 55 dage,105 m²,Grund: 863 m²,Ejerudg.: 1.006 kr/md,5 værelser,Opført 1940,1 toilet,4983,https://www.boligsiden.dk/addresses/0a3f50b1-0c0e-32b8-e044-0003ba298018,,,,
"Røllenvej 40,9352",1.898.000 kr.,Dybvad skoleafdeling,"4,09 km",Ikke oplyst,Ikke oplyst,Landejendom/Villa,Energimærke D,Lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 330 dage,131 m²,Grund: 32170 m²,Ejerudg.: 2.113 kr/md,4 værelser,Opført 1952,1 toilet,9352,https://www.boligsiden.dk/addresses/0a3f50c9-8d13-32b8-e044-0003ba298018,,,,
"Nørregade 23,6650",795.000 kr.,"Brørupskolen, afdeling Skolegade",385 m,6.4,3.6,Villa,Energimærke D,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 55 dage,136 m²,Grund: 477 m²,Ejerudg.: 1.454 kr/md,6 værelser,Opført 1906,2 toiletter,6650,https://www.boligsiden.dk/addresses/0a3f50b8-bbe9-32b8-e044-0003ba298018,,,,
"Gratiavej 14B, 2.,3070",2.995.000 kr.,Borupgårdskolen,473 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 305 dage,85 m²,,Ejerudg.: 4.601 kr/md,2 værelser,Opført 1920,1 toilet,3070,https://www.boligsiden.dk/addresses/0a3f50a9-37da-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Sogneskellet 36,8732",1.698.000 kr.,Gedved Skole,"6,34 km",7.1,3.8,Villa,Energimærke E,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 55 dage,124 m²,Grund: 986 m²,Ejerudg.: 1.634 kr/md,4 værelser,Opført 1980,1 toilet,8732,https://www.boligsiden.dk/addresses/0a3f50ba-f336-32b8-e044-0003ba298018,,,,
"Højkildevej 18B,8721",2.645.000 kr.,Hedensted Skole,"4,56 km",7.2,3.9,Villa,Energimærke B,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 81 dage,205 m²,Grund: 1092 m²,Ejerudg.: 1.584 kr/md,6 værelser,Opført 2000,2 toiletter,8721,https://www.boligsiden.dk/addresses/0a3f50bb-1b70-32b8-e044-0003ba298018,,,,
"Spangkærvej 2,4671",4.695.000 kr.,Strøbyskolen,"3,66 km",7.2,3.7,Landejendom,Energimærke B,Meget høj,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 55 dage,88 m²,Grund: 44130 m²,Ejerudg.: 3.304 kr/md,4 værelser,Opført 1911,1 toilet,4671,https://www.boligsiden.dk/addresses/0a3f50ac-8183-32b8-e044-0003ba298018,,,,
"Krebsen 27,8920",2.495.000 kr.,Vestervangsskolen,"1,97 km",6.8,3.7,Rækkehus,Energimærke B,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 55 dage,128 m²,Grund: 440 m²,Ejerudg.: 2.087 kr/md,4 værelser,Opført 2007,2 toiletter,8920,https://www.boligsiden.dk/addresses/282eb622-40f6-351f-e044-0003ba298018,,,,
"Salekildevej 11,3200",2.595.000 kr.,Nordstjerneskolen,"3,58 km",6.8,3.6,Villa,Energimærke A2010,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 55 dage,138 m²,Grund: 846 m²,Ejerudg.: 2.736 kr/md,5 værelser,Opført 1985,2 toiletter,3200,https://www.boligsiden.dk/addresses/0a3f50a9-0d93-32b8-e044-0003ba298018,,,,
"Garvervej 5,7900",775.000 kr.,Dueholmskolen,819 m,6.9,3.7,Villa,Energimærke E,Mellem,"25,8%","24,68‰.","Der er 20.068 indbyggere i Morsø Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 24,68‰.",Til salg i alt: 55 dage,100 m²,Grund: 700 m²,Ejerudg.: 1.310 kr/md,4 værelser,Opført 1966,1 toilet,7900,https://www.boligsiden.dk/addresses/0a3f50c5-4590-32b8-e044-0003ba298018,,,,
"Vellingvej 26B,7000",1.645.000 kr.,Smidstrup-Skærup Skole,454 m,6.9,3.7,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 55 dage,159 m²,Grund: 859 m²,Ejerudg.: 1.556 kr/md,5 værelser,Opført 1976,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-64ca-32b8-e044-0003ba298018,,,,
"Lærkevej 1,9310",2.075.000 kr.,Vester Hassing Skole,498 m,7.3,3.7,Villa,Energimærke C,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 55 dage,190 m²,Grund: 701 m²,Ejerudg.: 1.781 kr/md,5 værelser,Opført 1966,2 toiletter,9310,https://www.boligsiden.dk/addresses/0a3f50c7-cb6a-32b8-e044-0003ba298018,,,,
"Christiansborgvej 44,8930",3.650.000 kr.,Østervangsskolen,173 m,6.6,3.8,Villa,Energimærke A2015,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 55 dage,173 m²,Grund: 894 m²,Ejerudg.: 1.581 kr/md,5 værelser,Opført 2024,-,8930,https://www.boligsiden.dk/addresses/0a3f50c0-dbe5-32b8-e044-0003ba298018,,,,
"Ejboparken 75, 2. mf.,4000",1.050.000 kr.,Tjørnegårdskolen,648 m,6.7,3.8,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 55 dage,43 m²,,Ejerudg.: 2.817 kr/md,1 værelser,Opført 1969,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-d2c3-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Herslevvej 66,7000",2.895.000 kr.,Fjordbakkeskolen,"4,59 km",7.3,3.7,Landejendom,Energimærke D,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 298 dage,172 m²,Grund: 22000 m²,Ejerudg.: 2.337 kr/md,6 værelser,Opført 1922,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-a050-32b8-e044-0003ba298018,,,,
"Asylgade 38,9900",1.349.000 kr.,Frydenstrand - Buhlsvej Skoleafdeling,806 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 55 dage,170 m²,Grund: 364 m²,Ejerudg.: 1.356 kr/md,6 værelser,Opført 1900,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-4d2b-32b8-e044-0003ba298018,,,,
"Wiehesvej 6,2900",17.900.000 kr.,Maglegårdsskolen,401 m,8.1,3.9,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 265 dage,173 m²,Grund: 594 m²,Ejerudg.: 16.173 kr/md,9 værelser,Opført 1908,2 toiletter,2900,https://www.boligsiden.dk/addresses/0a3f50a4-24cb-32b8-e044-0003ba298018,,,,
"Store Valbyvej 218,4000",3.795.000 kr.,Lindebjergskolen,"1,88 km",7.8,3.7,Villa,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 55 dage,111 m²,Grund: 439 m²,Ejerudg.: 2.553 kr/md,5 værelser,Opført 1700,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-42eb-32b8-e044-0003ba298018,,,,
"Fåreengen 25,2765",4.995.000 kr.,Ung Egedal - Hovedadresse,"1,08 km",Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2020,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 55 dage,151 m²,Grund: 203 m²,Ejerudg.: 3.990 kr/md,5 værelser,Opført 2022,2 toiletter,2765,https://www.boligsiden.dk/addresses/b6c3048b-b5c0-4bfc-a033-33d0cea25c04,,,,
"Gøngehusvej 12A,2950",9.500.000 kr.,Vedbæk Skole,465 m,8,3.9,Villa,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 55 dage,131 m²,Grund: 386 m²,Ejerudg.: 6.763 kr/md,5 værelser,Opført 1900,2 toiletter,2950,https://www.boligsiden.dk/addresses/0a3f50a6-d47e-32b8-e044-0003ba298018,,,,
"Nørretorp 160,7400",1.895.000 kr.,Lindbjergskolen,895 m,7.5,3.7,Villa,Energimærke C,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 55 dage,136 m²,Grund: 945 m²,Ejerudg.: 1.746 kr/md,5 værelser,Opført 1978,1 toilet,7400,https://www.boligsiden.dk/addresses/0a3f50bd-94d5-32b8-e044-0003ba298018,,,,
"Maribovej 15, 1. tv.,2500",2.250.000 kr.,Hanssted Skole,225 m,7.3,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 55 dage,55 m²,,Ejerudg.: 3.097 kr/md,2 værelser,Opført 1933,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f509f-96d9-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vandværksvej 16,7361",895.000 kr.,Ejstrupholm Skole,458 m,6.9,3.6,Villa,Energimærke D,Mellem,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 55 dage,90 m²,Grund: 458 m²,Ejerudg.: 1.466 kr/md,3 værelser,Opført 1969,1 toilet,7361,https://www.boligsiden.dk/addresses/0a3f50bc-739e-32b8-e044-0003ba298018,,,,
"Spicas Alle 13,2770",4.295.000 kr.,Løjtegårdsskolen,534 m,7.3,3.7,Villa,Energimærke D,Mellem,"23,1%",24‰.,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",Til salg i alt: 55 dage,86 m²,Grund: 999 m²,Ejerudg.: 4.349 kr/md,3 værelser,Opført 1927,1 toilet,2770,https://www.boligsiden.dk/addresses/0a3f50a7-6a7b-32b8-e044-0003ba298018,,,,
"Ceres Allé 7, 18. 3.,8000",10.500.000 kr.,Læssøesgades Skole,931 m,6.4,3.7,Ejerlejlighed,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 55 dage,161 m²,,Ejerudg.: 6.753 kr/md,4 værelser,Opført 2016,2 toiletter,8000,https://www.boligsiden.dk/addresses/74ca00fb-94db-4fd2-81fd-31a771a39692,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Ørnebakken 1,2840",9.250.000 kr.,Trørødskolen,"1,45 km",8.1,3.9,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 55 dage,180 m²,Grund: 1029 m²,Ejerudg.: 8.429 kr/md,6 værelser,Opført 1976,3 toiletter,2840,https://www.boligsiden.dk/addresses/0a3f50a7-0224-32b8-e044-0003ba298018,,,,
"Aggersborgvej 59,9670",495.000 kr.,Løgstør Skole,"4,87 km",7.1,3.8,Villa/Fritidsbolig,Energimærke E,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 257 dage,140 m²,Grund: 1317 m²,Ejerudg.: 1.128 kr/md,5 værelser,Opført 1938,1 toilet,9670,https://www.boligsiden.dk/addresses/0a3f50c8-7e6f-32b8-e044-0003ba298018,,,,
"Torkel Badens Vej 8, 1.,2900",11.500.000 kr.,Tranegårdskolen,"1,08 km",8.6,3.8,Villalejlighed,Energimærke E,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 94 dage,105 m²,Grund: 840 m²,Ejerudg.: 7.248 kr/md,4 værelser,Opført 1925,1 toilet,2900,https://www.boligsiden.dk/addresses/0a3f50a4-19f4-32b8-e044-0003ba298018,,,,
"Hovedgaden 38,4000",3.495.000 kr.,Margretheskolen,"1,64 km",7.6,3.8,Rækkehus/Villa,Energimærke B,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 55 dage,146 m²,Grund: - m²,Ejerudg.: 2.652 kr/md,5 værelser,Opført 1912,2 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ab-3687-32b8-e044-0003ba298018,,,,
"Mariane Thomsens Gade 42, 1. 3.,8000",2.698.000 kr.,Samsøgades Skole,"1,7 km",6.9,3.6,Ejerlejlighed,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 55 dage,78 m²,,Ejerudg.: 3.016 kr/md,2 værelser,Opført 2013,1 toilet,8000,https://www.boligsiden.dk/addresses/dbf25e79-54db-4b19-8052-99e63e28f616,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Gørdingvej 56,6771",448.000 kr.,Gredstedbro Skole,"4,47 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 55 dage,74 m²,Grund: 591 m²,Ejerudg.: 709 kr/md,3 værelser,Opført 1930,1 toilet,6771,https://www.boligsiden.dk/addresses/0a3f50b9-c138-32b8-e044-0003ba298018,,,,
"Skravad Møllevej 13,9632",1.695.000 kr.,Møldrup Skole,"3,04 km",6.4,3.6,Villa,Energimærke B,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 55 dage,238 m²,Grund: 7339 m²,Ejerudg.: 1.815 kr/md,6 værelser,Opført 1954,1 toilet,9632,https://www.boligsiden.dk/addresses/0a3f50c5-72af-32b8-e044-0003ba298018,,,,
"Dalmosevej 2,4100",3.250.000 kr.,Dagmarskolen,686 m,6.2,3.7,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 55 dage,178 m²,Grund: 729 m²,Ejerudg.: 2.773 kr/md,6 værelser,Opført 1971,2 toiletter,4100,https://www.boligsiden.dk/addresses/0a3f50ae-2bb8-32b8-e044-0003ba298018,,,,
"Villaparken 7,7860",1.495.000 kr.,Vestsalling Skole og Dagtilbud Balling,"1,16 km",6.8,3.7,Villa,Energimærke C,Høj,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 272 dage,260 m²,Grund: 900 m²,Ejerudg.: 1.416 kr/md,7 værelser,Opført 1978,2 toiletter,7860,https://www.boligsiden.dk/addresses/0a3f50c5-d257-32b8-e044-0003ba298018,,,,
"Gl Havreholmvej 7D,3100",5.495.000 kr.,Hornbæk Skole,"1,47 km",7.3,3.7,Villa,Energimærke A2020,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 445 dage,149 m²,Grund: 1073 m²,Ejerudg.: 5.770 kr/md,5 værelser,Opført 2022,2 toiletter,3100,https://www.boligsiden.dk/addresses/4acd2d87-57fa-4b11-8299-1bf0045309a2,,,,
"Elmevej 18,5210",1.895.000 kr.,Korup Skole,752 m,6.7,3.6,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 55 dage,94 m²,Grund: 640 m²,Ejerudg.: 1.534 kr/md,4 værelser,Opført 1963,2 toiletter,5210,https://www.boligsiden.dk/addresses/0a3f50b3-ceba-32b8-e044-0003ba298018,,,,
"Søndergade 43,8840",650.000 kr.,Rødkærsbro skole,650 m,6.5,3.7,Villa,Energimærke C,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 55 dage,84 m²,Grund: 1170 m²,Ejerudg.: 2.060 kr/md,4 værelser,Opført 1942,-,8840,https://www.boligsiden.dk/addresses/0a3f50c4-e06e-32b8-e044-0003ba298018,,,,
"Hastrupvejen 22,2690",4.850.000 kr.,Karlslunde Skole,"1,91 km",7.2,3.8,Landejendom,Energimærke E,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 210 dage,155 m²,Grund: 21894 m²,Ejerudg.: 3.667 kr/md,6 værelser,Opført 1903,2 toiletter,2690,https://www.boligsiden.dk/addresses/0a3f50aa-fb0b-32b8-e044-0003ba298018,,,,
"Bakkevej 35A,3460",4.995.000 kr.,Rude Skov Skole,"1,22 km",8.3,3.7,Rækkehus,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 55 dage,132 m²,Grund: 1029 m²,Ejerudg.: 3.865 kr/md,4 værelser,Opført 1988,2 toiletter,3460,https://www.boligsiden.dk/addresses/0a3f50a7-dbbe-32b8-e044-0003ba298018,,,,
"Ryesgade 56B, st.,9000",2.395.000 kr.,Vesterkærets Skole,853 m,7,3.7,Ejerlejlighed,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 55 dage,65 m²,,Ejerudg.: 1.590 kr/md,2 værelser,Opført 1912,1 toilet,9000,https://www.boligsiden.dk/addresses/990edf9a-6610-4e27-8a2f-039904f8e68d,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vester Birk 33,6900",3.975.000 kr.,"UCRS, 10´eren Skjern",749 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 55 dage,221 m²,Grund: 1230 m²,Ejerudg.: 3.450 kr/md,6 værelser,Opført 2004,2 toiletter,6900,https://www.boligsiden.dk/addresses/0a3f50be-c6ed-32b8-e044-0003ba298018,,,,
"Søgade 3A, 1.,8000",4.259.000 kr.,Frederiksbjerg Skole,555 m,7.7,3.7,Ejerlejlighed,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 55 dage,93 m²,,Ejerudg.: 3.626 kr/md,3 værelser,Opført 2014,1 toilet,8000,https://www.boligsiden.dk/addresses/9b748564-eb95-4aac-8b37-583a4839812a,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Bredgade 22,6240",575.000 kr.,Øster Højst Filialskole,380 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Mellem,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 55 dage,197 m²,Grund: 867 m²,Ejerudg.: 1.765 kr/md,8 værelser,Opført 1946,2 toiletter,6240,https://www.boligsiden.dk/addresses/0a3f50b7-00c6-32b8-e044-0003ba298018,,,,
