,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Bygaden 63A,2630",4.745.000 kr.,Ole Rømer-Skolen,607 m,5.4,3.5,Villa,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 70 dage,178 m²,Grund: 1157 m²,Ejerudg.: 4.497 kr/md,5 værelser,Opført 1900,1 toilet,2630,https://www.boligsiden.dk/addresses/0a3f50a5-a9a5-32b8-e044-0003ba298018,,,,
"Lynevej 50,6870",2.995.000 kr.,Ølgod Skole,"5,09 km",6.9,3.7,Landejendom/Landejendom,Energimærke D,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 801 dage,255 m²,Grund: 38238 m²,Ejerudg.: 3.214 kr/md,5 værelser,Opført 1786,2 toiletter,6870,https://www.boligsiden.dk/addresses/0a3f50ba-2fea-32b8-e044-0003ba298018,,,,
"Gråbrødretorv 17A, 1. th.,1154",5.495.000 kr.,Den Classenske Legatskole,708 m,8.1,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,93 m²,,Ejerudg.: 4.458 kr/md,3 værelser,Opført 1857,1 toilet,1154,https://www.boligsiden.dk/addresses/203d1aef-e558-4a6a-9207-2d4216d092f5,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Terosevej 13,8541",4.495.000 kr.,Skødstrup Skole,386 m,7.7,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 153 dage,226 m²,Grund: 895 m²,Ejerudg.: 3.412 kr/md,6 værelser,Opført 1972,2 toiletter,8541,https://www.boligsiden.dk/addresses/0a3f50c4-7405-32b8-e044-0003ba298018,,,,
"Idræts Alle 35C,6710",3.748.000 kr.,Hjerting Skole,498 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 70 dage,137 m²,Grund: 446 m²,Ejerudg.: 2.313 kr/md,4 værelser,Opført 2016,2 toiletter,6710,https://www.boligsiden.dk/addresses/da1eb8be-267c-44ad-825b-8181d94f2617,,,,
"Atletikvej 26A,9900",1.595.000 kr.,Frydenstrand - Abildvej skoleafdeling,701 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 70 dage,116 m²,Grund: 707 m²,Ejerudg.: 1.485 kr/md,4 værelser,Opført 1982,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-4d46-32b8-e044-0003ba298018,,,,
"Stenstrupsgade 12,9900",1.195.000 kr.,Bangsbostrand - Gærum Skole,905 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 327 dage,99 m²,Grund: 556 m²,Ejerudg.: 1.389 kr/md,4 værelser,Opført 1924,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-8b32-32b8-e044-0003ba298018,,,,
"Kongebakken 13, 1. tv.,4000",3.245.000 kr.,Klostermarksskolen,239 m,8.1,3.8,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 70 dage,87 m²,,Ejerudg.: 4.047 kr/md,4 værelser,Opført 1960,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-f62d-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Himmerlandsvej 12, st. th.,2720",3.625.000 kr.,Rødkilde Skole,448 m,6.9,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,78 m²,,Ejerudg.: 4.020 kr/md,3 værelser,Opført 1936,2 toiletter,2720,https://www.boligsiden.dk/addresses/0a3f509e-ac39-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Hvalpsundvej 20,9610",3.995.000 kr.,Sortebakkeskolen,"1,44 km",6.9,3.7,Landejendom/Landejendom,Energimærke E,Mellem,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 70 dage,594 m²,Grund: 45948 m²,Ejerudg.: 2.755 kr/md,5 værelser,Opført 1940,2 toiletter,9610,https://www.boligsiden.dk/addresses/0a3f50c8-c52e-32b8-e044-0003ba298018,,,,
"Fyrrebakken 40, 2.,9000",3.395.000 kr.,Stolpedalsskolen,541 m,8.3,3.9,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 70 dage,97 m²,,Ejerudg.: 2.841 kr/md,3 værelser,Opført 1959,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50c9-ff69-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Nordtoft 43,9000",4.990.000 kr.,Stolpedalsskolen,421 m,8.3,3.9,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 710 dage,158 m²,Grund: 788 m²,Ejerudg.: 4.195 kr/md,5 værelser,Opført 1957,2 toiletter,9000,https://www.boligsiden.dk/addresses/0a3f50ca-70bf-32b8-e044-0003ba298018,,,,
"Peder Munks Vej 52,9300",1.695.000 kr.,Sæbygårdskolen,443 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 70 dage,163 m²,Grund: 823 m²,Ejerudg.: 1.416 kr/md,4 værelser,Opført 1973,2 toiletter,9300,https://www.boligsiden.dk/addresses/0a3f50c9-8af8-32b8-e044-0003ba298018,,,,
"Kirkegade 77,6230",1.395.000 kr.,Hjordkær Skole,661 m,7,3.7,Villa,Energimærke C,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 70 dage,202 m²,Grund: 1000 m²,Ejerudg.: 1.546 kr/md,7 værelser,Opført 1963,2 toiletter,6230,https://www.boligsiden.dk/addresses/0a3f50b7-5856-32b8-e044-0003ba298018,,,,
"Ranunkelvej 23,9500",1.865.000 kr.,Hobro Søndre Skole og MF10,"2,13 km",7,3.7,Villa,Energimærke C,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,150 m²,Grund: 910 m²,Ejerudg.: 2.143 kr/md,5 værelser,Opført 1977,1 toilet,9500,https://www.boligsiden.dk/addresses/0a3f50c8-6aa6-32b8-e044-0003ba298018,,,,
"Saltholmsgade 24, 4. tv.,8000",1.795.000 kr.,Samsøgades Skole,608 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 70 dage,42 m²,,Ejerudg.: 2.103 kr/md,2 værelser,Opført 1899,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c4-0972-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Dalgårdvej 3,7755",1.745.000 kr.,Bedsted Skole,"1,12 km",6.1,3.7,Villa,Energimærke D,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 655 dage,255 m²,Grund: 8327 m²,Ejerudg.: 1.700 kr/md,6 værelser,Opført 1895,2 toiletter,7755,https://www.boligsiden.dk/addresses/0a3f50c5-e822-32b8-e044-0003ba298018,,,,
"Ny Strandvej 3,3060",3.895.000 kr.,Espergærdeskolen,292 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 297 dage,121 m²,Grund: 608 m²,Ejerudg.: 5.290 kr/md,6 værelser,Opført 1959,2 toiletter,3060,https://www.boligsiden.dk/addresses/0a3f50a9-6866-32b8-e044-0003ba298018,,,,
"Grenåvej 655,8541",2.498.000 kr.,Skødstrup Skole,"1,03 km",7.7,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 70 dage,160 m²,Grund: 1128 m²,Ejerudg.: 2.326 kr/md,5 værelser,Opført 1882,1 toilet,8541,https://www.boligsiden.dk/addresses/0a3f50c2-f0bc-32b8-e044-0003ba298018,,,,
"Råbroparken 14,2765",6.195.000 kr.,Boesagerskolen,"1,29 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 70 dage,145 m²,Grund: 674 m²,Ejerudg.: 3.931 kr/md,6 værelser,Opført 1996,2 toiletter,2765,https://www.boligsiden.dk/addresses/0a3f50a6-07bc-32b8-e044-0003ba298018,,,,
"Slårupvej 14,7160",2.195.000 kr.,Tørring Skole,"1,13 km",6.8,3.7,Villa,Energimærke C,Høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 70 dage,154 m²,Grund: 844 m²,Ejerudg.: 1.497 kr/md,4 værelser,Opført 1972,2 toiletter,7160,https://www.boligsiden.dk/addresses/0a3f50bc-859b-32b8-e044-0003ba298018,,,,
"Harevænget 81,4733",1.795.000 kr.,"Fladsåskolen, afd. Korskilde",566 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 70 dage,118 m²,Grund: 870 m²,Ejerudg.: 1.720 kr/md,4 værelser,Opført 2004,1 toilet,4733,https://www.boligsiden.dk/addresses/3e7c85ea-d635-3e52-e044-0003ba298018,,,,
"Storetoft 24,6470",1.795.000 kr.,Hørup Centralskole,"6,07 km",7.3,3.7,Villa,Energimærke E,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 117 dage,176 m²,Grund: 1044 m²,Ejerudg.: 1.431 kr/md,4 værelser,Opført 1976,2 toiletter,6470,https://www.boligsiden.dk/addresses/0a3f50b7-91a3-32b8-e044-0003ba298018,,,,
"Sønderskovbakken 30,8581",795.000 kr.,Kolind skole,"5,29 km",6.6,3.6,Villa,Energimærke F,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 70 dage,145 m²,Grund: 700 m²,Ejerudg.: 1.215 kr/md,5 værelser,Opført 1981,1 toilet,8581,https://www.boligsiden.dk/addresses/0a3f50c0-6488-32b8-e044-0003ba298018,,,,
"Revlingbakken 33, 6. 703.,9000",898.000 kr.,Vester Mariendal Skole,887 m,7.4,3.7,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 70 dage,44 m²,,Ejerudg.: 1.135 kr/md,1 værelser,Opført 1972,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50ca-8f8e-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Skovbyvej 80,7080",5.995.000 kr.,Fælleshåbsskolen,"3,8 km",7.2,3.8,Villa,Energimærke D,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 70 dage,254 m²,Grund: 19756 m²,Ejerudg.: 3.349 kr/md,5 værelser,Opført 1880,3 toiletter,7080,https://www.boligsiden.dk/addresses/0a3f50ba-60ca-32b8-e044-0003ba298018,,,,
"Lombardigade 8, 1. tv.,2300",3.995.000 kr.,Sundbyøster Skole,285 m,5.4,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,73 m²,,Ejerudg.: 3.698 kr/md,3 værelser,Opført 1903,-,2300,https://www.boligsiden.dk/addresses/0a3f509f-7536-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Ørslevklostervej 86,7840",2.500.000 kr.,Højslev Skole,"4,7 km",7.5,3.7,Landejendom,Energimærke C,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 70 dage,211 m²,Grund: 70367 m²,Ejerudg.: 1.840 kr/md,12 værelser,Opført 1967,2 toiletter,7840,https://www.boligsiden.dk/addresses/0a3f50c5-bf65-32b8-e044-0003ba298018,,,,
"Ved Majtræet 201,5700",9.850.000 kr.,Thurø Skole,331 m,7.4,3.9,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 70 dage,190 m²,Grund: 1739 m²,Ejerudg.: 4.977 kr/md,6 værelser,Opført 1981,2 toiletter,5700,https://www.boligsiden.dk/addresses/0a3f50b5-ae9e-32b8-e044-0003ba298018,,,,
"Vigen 9,9900",2.095.000 kr.,Bangsbostrand - Gærum Skole,679 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 70 dage,161 m²,Grund: 680 m²,Ejerudg.: 1.874 kr/md,4 værelser,Opført 1970,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-967b-32b8-e044-0003ba298018,,,,
"Memstrupvej 2,9550",2.495.000 kr.,Mariager Skole,"3,47 km",7.7,3.7,Villa,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 221 dage,291 m²,Grund: 12000 m²,Ejerudg.: 3.714 kr/md,8 værelser,Opført 1915,2 toiletter,9550,https://www.boligsiden.dk/addresses/0a3f50c0-50d5-32b8-e044-0003ba298018,,,,
"Gl. Aalborgvej 88,7741",1.695.000 kr.,Hannæs-Østerild Skole,"9,1 km",6.5,3.7,Villa/Fritidsbolig,Energimærke A2010,Lav,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 271 dage,170 m²,Grund: 1660 m²,Ejerudg.: 1.269 kr/md,2 værelser,Opført 1927,1 toilet,7741,https://www.boligsiden.dk/addresses/0a3f50c4-f77b-32b8-e044-0003ba298018,,,,
"Elmelyparken 7B, 2. th.,2680",2.795.000 kr.,Uglegårdsskolen,671 m,7.8,3.8,Ejerlejlighed,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 70 dage,100 m²,,Ejerudg.: 4.337 kr/md,3 værelser,Opført 1972,1 toilet,2680,https://www.boligsiden.dk/addresses/0a3f50ac-56bd-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"kierboesvej 25,3000",3.895.000 kr.,Helsingør Skole,715 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Ukendt,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 70 dage,174 m²,Grund: 1243 m²,Ejerudg.: 3.830 kr/md,6 værelser,Opført 1200,-,3000,https://www.boligsiden.dk/addresses/37aa23dc-9bf8-4a1f-8b13-92f5143d326a,,,,
"Præstevænget 3,3720",1.195.000 kr.,Hans Rømer Skolen,436 m,6.6,3.6,Villa,Energimærke E,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,121 m²,Grund: 818 m²,Ejerudg.: 1.482 kr/md,5 værelser,Opført 1951,2 toiletter,3720,https://www.boligsiden.dk/addresses/0a3f50b2-1548-32b8-e044-0003ba298018,,,,
"Rønnegade 10, 1. tv.,2100",4.495.000 kr.,Nørre Fælled Skole,218 m,6.9,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,85 m²,,Ejerudg.: 4.594 kr/md,3 værelser,Opført 1979,1 toilet,2100,https://www.boligsiden.dk/addresses/0a3f50a0-766d-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Brådebæksvej 33F,2970",3.845.000 kr.,Rude Skov Skole,"2,7 km",8.3,3.7,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 70 dage,83 m²,Grund: 1203 m²,Ejerudg.: 4.130 kr/md,4 værelser,Opført 1998,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50a7-e32e-32b8-e044-0003ba298018,,,,
"Hvidmosevej 22,7451",695.000 kr.,Sunds Skole,"5,68 km",7.2,3.6,Villa,Energimærke F,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 70 dage,162 m²,Grund: 2830 m²,Ejerudg.: 1.108 kr/md,4 værelser,Opført 1902,1 toilet,7451,https://www.boligsiden.dk/addresses/0a3f50bd-78d3-32b8-e044-0003ba298018,,,,
"Katrinevej 36,7800",1.295.000 kr.,Resen Skole,"1,49 km",7.3,3.7,Villa,Energimærke C,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 70 dage,146 m²,Grund: 710 m²,Ejerudg.: 1.403 kr/md,3 værelser,Opført 1968,1 toilet,7800,https://www.boligsiden.dk/addresses/0a3f50c5-a1f4-32b8-e044-0003ba298018,,,,
"Nejsiggyden 11,9300",1.398.000 kr.,Sæbygårdskolen,"1,12 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 70 dage,154 m²,Grund: 704 m²,Ejerudg.: 1.473 kr/md,6 værelser,Opført 1964,1 toilet,9300,https://www.boligsiden.dk/addresses/0a3f50c9-8889-32b8-e044-0003ba298018,,,,
"Drosselvej 27,7650",995.000 kr.,Christinelystskolen,"13,4 km",7,3.8,Villa,Energimærke C,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 70 dage,148 m²,Grund: 920 m²,Ejerudg.: 990 kr/md,5 værelser,Opført 1983,1 toilet,7650,https://www.boligsiden.dk/addresses/0a3f50be-690f-32b8-e044-0003ba298018,,,,
"Assendrup Nørremark 6,7120",3.695.000 kr.,Kirkebakkeskolen,"4,44 km",7.6,3.8,Villa,Energimærke A2015,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 425 dage,175 m²,Grund: 1183 m²,Ejerudg.: 1.843 kr/md,4 værelser,Opført 2019,2 toiletter,7120,https://www.boligsiden.dk/addresses/1c2d59d5-a484-4841-978f-eecfc2397943,,,,
"Drejøgade 26A, 2. 203.,2100",3.995.000 kr.,Strandvejsskolen,430 m,7.3,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 70 dage,72 m²,,Ejerudg.: 5.103 kr/md,2 værelser,Opført 1974,1 toilet,2100,https://www.boligsiden.dk/addresses/0a3f509d-cb04-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Ølbyvej 7,7600",1.695.000 kr.,Parkskolen,534 m,7.7,3.7,Villa,Energimærke C,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 70 dage,167 m²,Grund: 1007 m²,Ejerudg.: 1.480 kr/md,5 værelser,Opført 1933,1 toilet,7600,https://www.boligsiden.dk/addresses/0a3f50be-eeff-32b8-e044-0003ba298018,,,,
"Sundgårdsvej 123,8700",4.250.000 kr.,Stensballeskolen,755 m,7.8,3.9,Villa,Energimærke A2010,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 70 dage,154 m²,Grund: 343 m²,Ejerudg.: 2.380 kr/md,5 værelser,Opført 2015,2 toiletter,8700,https://www.boligsiden.dk/addresses/0f497bc2-4cba-4c93-add3-4155c07eb210,,,,
"Nørregade 10,9240",1.245.000 kr.,Nibe Skole,306 m,7.5,3.8,Villa,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 70 dage,104 m²,Grund: 379 m²,Ejerudg.: 1.519 kr/md,4 værelser,Opført 1890,1 toilet,9240,https://www.boligsiden.dk/addresses/0a3f50c8-baa4-32b8-e044-0003ba298018,,,,
"Vibevang 10,2970",6.250.000 kr.,Hørsholm Skole,870 m,8.4,3.8,Villa,Energimærke G,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 70 dage,114 m²,Grund: 1209 m²,Ejerudg.: 6.111 kr/md,4 værelser,Opført 1955,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-2a4d-32b8-e044-0003ba298018,,,,
"Rådhusvænget 21, 1. tv.,3600",2.045.000 kr.,Trekløverskolen,660 m,6.8,3.7,Ejerlejlighed,Energimærke C,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 70 dage,89 m²,,Ejerudg.: 3.857 kr/md,3 værelser,Opført 1985,1 toilet,3600,https://www.boligsiden.dk/addresses/0a3f50a8-653b-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Odensevej 123,5610",895.000 kr.,Ebberup Skole,"2,55 km",7,3.7,Villa,Energimærke F,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 70 dage,144 m²,Grund: 1505 m²,Ejerudg.: 1.173 kr/md,5 værelser,Opført 1935,1 toilet,5610,https://www.boligsiden.dk/addresses/0a3f50b2-4ec9-32b8-e044-0003ba298018,,,,
"Ibstrupvej 40,2820",15.250.000 kr.,Tjørnegårdsskolen,"1,16 km",8.1,3.8,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 254 dage,212 m²,Grund: 871 m²,Ejerudg.: 12.190 kr/md,6 værelser,Opført 1924,3 toiletter,2820,https://www.boligsiden.dk/addresses/0a3f50a3-cf8b-32b8-e044-0003ba298018,,,,
"Lindevej 9,4040",3.749.000 kr.,Nordskolen,"1,76 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 70 dage,136 m²,Grund: 1025 m²,Ejerudg.: 3.191 kr/md,5 værelser,Opført 1973,2 toiletter,4040,https://www.boligsiden.dk/addresses/0a3f50ab-3b9c-32b8-e044-0003ba298018,,,,
"Birkesvinget 3,8462",2.398.000 kr.,Næshøjskolen,365 m,7.1,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 255 dage,133 m²,Grund: 733 m²,Ejerudg.: 2.269 kr/md,6 værelser,Opført 1962,1 toilet,8462,https://www.boligsiden.dk/addresses/0a3f50c2-7e4e-32b8-e044-0003ba298018,,,,
"Fjordbakken 57,9560",1.280.000 kr.,Hadsund Skole,"2,25 km",7,3.8,Villa/Fritidsbolig,Energimærke C,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 536 dage,147 m²,Grund: 933 m²,Ejerudg.: 1.466 kr/md,4 værelser,Opført 1977,1 toilet,9560,https://www.boligsiden.dk/addresses/0a3f50c7-9df2-32b8-e044-0003ba298018,,,,
