,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Havretoften 5,3630",1.895.000 kr.,Jægerspris Skole,"2,37 km",6.8,3.6,Villa,Energimærke C,Mellem,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 225 dage,125 m²,Ejerudg.: 2.162 kr/md,,4 værelser,Opført 1966,1 toilet,,,3630,https://www.boligsiden.dk/addresses/0a3f50aa-37ee-32b8-e044-0003ba298018,Grund: 840 m²,
"Sophienlund 20,3400",3.495.000 kr.,Sophienborgskolen,484 m,8.6,3.8,Rækkehus,Energimærke A2010,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 47 dage,98 m²,Ejerudg.: 2.853 kr/md,,4 værelser,Opført 2005,2 toiletter,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-d8b4-32b8-e044-0003ba298018,Grund: 159 m²,
"Fredensgade 1C,7430",2.495.000 kr.,Ikast Østre Skole,252 m,6.7,3.8,Rækkehus,Energimærke A2015,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 47 dage,108 m²,Ejerudg.: 1.658 kr/md,,4 værelser,Opført 2024,-,,,7430,https://www.boligsiden.dk/addresses/df255901-b1c4-41da-a9a6-0d54d9fe1321,Grund: 400 m²,
"Bregnevej 2,7500",2.695.000 kr.,Sønderlandsskolen,"1,81 km",6.8,3.7,Villa,Energimærke B,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 549 dage,165 m²,Ejerudg.: 1.915 kr/md,,6 værelser,Opført 2002,2 toiletter,,,7500,https://www.boligsiden.dk/addresses/0a3f50bd-f02b-32b8-e044-0003ba298018,Grund: 720 m²,
"Hejsagerløkke 17,6100",1.195.000 kr.,Starup-Øsby Skole og Børnehus,"5,07 km",6.4,3.8,Villa,Energimærke E,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 47 dage,142 m²,Ejerudg.: 1.099 kr/md,,4 værelser,Opført 1969,2 toiletter,,,6100,https://www.boligsiden.dk/addresses/0a3f50b6-bce1-32b8-e044-0003ba298018,Grund: 1076 m²,
"Christiansgade 12,9700",875.000 kr.,Skolegades Skole,459 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Mellem,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 47 dage,103 m²,Ejerudg.: 1.379 kr/md,,3 værelser,Opført 1948,2 toiletter,,,9700,https://www.boligsiden.dk/addresses/0a3f50c6-e08b-32b8-e044-0003ba298018,Grund: 901 m²,
"Kongevejen 390,2840",7.750.000 kr.,Holte Skole,389 m,8.6,3.8,Villa,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 47 dage,178 m²,Ejerudg.: 7.259 kr/md,,7 værelser,Opført 1970,2 toiletter,,,2840,https://www.boligsiden.dk/addresses/60785193-d3e5-2e8d-e044-0003ba298018,Grund: 1344 m²,
"Guldbergsvej 8, 1. th.,5000",1.945.000 kr.,Munkebjergskolen,586 m,7.4,3.8,Ejerlejlighed,Energimærke E,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 210 dage,80 m²,Ejerudg.: 3.410 kr/md,Elevator: Nej,3 værelser,Opført 1935,1 toilet,Altan: Ja,Terrasse: Nej,5000,https://www.boligsiden.dk/addresses/0a3f50b3-ef69-32b8-e044-0003ba298018,,
"Fjordgårdsvej 11,4750",2.475.000 kr.,Svend Gønge-skolen,"6,61 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 47 dage,140 m²,Ejerudg.: 1.732 kr/md,,4 værelser,Opført 1902,1 toilet,,,4750,https://www.boligsiden.dk/addresses/0a3f50b1-aca8-32b8-e044-0003ba298018,Grund: 902 m²,
"Slagteristræde 21, 2. th.,4000",3.695.000 kr.,Absalons Skole,556 m,7.9,3.7,Ejerlejlighed,Energimærke A2015,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 47 dage,99 m²,Ejerudg.: 4.279 kr/md,Elevator: Ja,3 værelser,Opført 2020,1 toilet,Altan: Ja,Terrasse: Nej,4000,https://www.boligsiden.dk/addresses/847fa587-ed3e-4628-b0ad-02989b526b93,,
"Søtoften 10,9330",3.995.000 kr.,Dronninglund Skole,695 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2020,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 47 dage,188 m²,Ejerudg.: 2.000 kr/md,,6 værelser,Opført 2023,2 toiletter,,,9330,https://www.boligsiden.dk/addresses/08b33ab0-e000-44d2-beff-9664f37f113e,Grund: 1146 m²,
"Ranunkelvej 9,7700",875.000 kr.,Nors Skole,"3,97 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 47 dage,135 m²,Ejerudg.: 1.304 kr/md,,4 værelser,Opført 1974,2 toiletter,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-2701-32b8-e044-0003ba298018,Grund: 864 m²,
"Æblehaven 5,3720",1.195.000 kr.,Hans Rømer Skolen,739 m,6.6,3.6,Villa,Energimærke C,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,95 m²,Ejerudg.: 1.269 kr/md,,4 værelser,Opført 1964,1 toilet,,,3720,https://www.boligsiden.dk/addresses/0a3f50b2-3b9b-32b8-e044-0003ba298018,Grund: 1007 m²,
"Brombærhegnet 15,8700",3.995.000 kr.,Østerhåbskolen,"1,61 km",7.2,3.7,Villa,Energimærke A2015,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 47 dage,223 m²,Ejerudg.: 2.678 kr/md,,7 værelser,Opført 2009,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/6243a482-06d3-573d-e044-0003ba298018,Grund: 1300 m²,
"Mindegade 3B,8700",1.445.000 kr.,Dagnæsskolen,"1,43 km",7,3.8,Ejerlejlighed,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 263 dage,71 m²,Ejerudg.: 2.244 kr/md,Elevator: Nej,3 værelser,Opført 1963,1 toilet,Altan: Nej,Terrasse: Nej,8700,https://www.boligsiden.dk/addresses/0ab7a635-4051-0435-e044-0003ba298018,,
"Hermelintoften 17,6760",2.298.000 kr.,Vadehavsskolen,208 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 47 dage,162 m²,Ejerudg.: 1.477 kr/md,,5 værelser,Opført 2010,2 toiletter,,,6760,https://www.boligsiden.dk/addresses/3b502786-a804-4a38-8214-089235d51b6d,Grund: 928 m²,
"Tømrergade 7, st. 1.,2200",2.995.000 kr.,Blågård Skole,636 m,5.6,3.6,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,49 m²,Ejerudg.: 3.706 kr/md,Elevator: Nej,1 værelser,Opført 1963,1 toilet,Altan: Nej,Terrasse: Nej,2200,https://www.boligsiden.dk/addresses/0a3f50a1-512f-32b8-e044-0003ba298018,,
"C.F. Møllers Allé 58, 9. th.,2300",4.495.000 kr.,Distrikt Ørestad,396 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,89 m²,Ejerudg.: 4.027 kr/md,Elevator: Ja,4 værelser,Opført 2007,1 toilet,Altan: Ja,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/45f29248-9eba-2b68-e044-0003ba298018,,
"Ådalsvej 69, st. th.,2720",2.095.000 kr.,Katrinedals Skole,418 m,7.8,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 186 dage,53 m²,Ejerudg.: 3.732 kr/md,Elevator: Nej,2 værelser,Opført 1937,1 toilet,Altan: Nej,Terrasse: Nej,2720,https://www.boligsiden.dk/addresses/0a3f50a1-efab-32b8-e044-0003ba298018,,
"Hviding Kirkevej 9,6760",2.895.000 kr.,Vadehavsskolen,"2,69 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 47 dage,242 m²,Ejerudg.: 2.891 kr/md,,5 værelser,Opført 1895,2 toiletter,,,6760,https://www.boligsiden.dk/addresses/0a3f50b9-c45f-32b8-e044-0003ba298018,Grund: 7935 m²,
"Ellevej 1,7323",1.450.000 kr.,"Firkløverskolen, Ikær",158 m,6.4,3.7,Villa,Energimærke C,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 47 dage,108 m²,Ejerudg.: 1.226 kr/md,,3 værelser,Opført 1966,1 toilet,,,7323,https://www.boligsiden.dk/addresses/0a3f50ba-fc51-32b8-e044-0003ba298018,Grund: 741 m²,
"Aabenraavej 22,8600",4.698.000 kr.,Hvinningdalskolen,469 m,7.8,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 47 dage,164 m²,Ejerudg.: 2.651 kr/md,,5 værelser,Opført 1997,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/0a3f50c2-1c18-32b8-e044-0003ba298018,Grund: 840 m²,
"Stranden 48,6000",4.195.000 kr.,Lyshøjskolen,"2,1 km",8.1,3.9,Villa,Energimærke D,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 47 dage,122 m²,Ejerudg.: 5.694 kr/md,,4 værelser,Opført 1961,1 toilet,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-4875-32b8-e044-0003ba298018,Grund: 1115 m²,
"Fredstedvænget 25,6100",4.995.000 kr.,Fællesskolen Hammelev-Sct. Severin,"2,66 km",6.7,3.8,Villa,Energimærke A2010,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 47 dage,210 m²,Ejerudg.: 2.773 kr/md,,5 værelser,Opført 2012,2 toiletter,,,6100,https://www.boligsiden.dk/addresses/17539ca1-b6a5-4e86-aed8-475df32df859,Grund: 1381 m²,
"Fredensgade 1B,7430",2.495.000 kr.,Ikast Østre Skole,247 m,6.7,3.8,Rækkehus,Energimærke A2015,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 47 dage,108 m²,Ejerudg.: 1.658 kr/md,,4 værelser,Opført 2024,-,,,7430,https://www.boligsiden.dk/addresses/1a5ce92e-ba7d-481e-a0e6-fa1a55de73b2,Grund: 468 m²,
"Christiansvej 1,8800",3.195.000 kr.,Vestre Skole,794 m,7,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 126 dage,169 m²,Ejerudg.: 2.308 kr/md,,5 værelser,Opført 1954,2 toiletter,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-5570-32b8-e044-0003ba298018,Grund: 768 m²,
"Gl Torv 1,4880",2.195.000 kr.,Nysted Skole,658 m,6.5,3.6,Rækkehus/Fritidsbolig,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 47 dage,255 m²,Ejerudg.: 1.825 kr/md,,8 værelser,Opført 1980,2 toiletter,,,4880,https://www.boligsiden.dk/addresses/0a3f50b0-599b-32b8-e044-0003ba298018,Grund: 442 m²,
"H P Hansensvej 17,3660",3.825.000 kr.,Lærkeskolen,738 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 47 dage,196 m²,Ejerudg.: 4.070 kr/md,,6 værelser,Opført 1962,2 toiletter,,,3660,https://www.boligsiden.dk/addresses/0a3f50aa-a01e-32b8-e044-0003ba298018,Grund: 788 m²,
"Præstøvej 125,4640",495.000 kr.,"Ny-Øst, Møllevangsskolen","5,6 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 1038 dage,75 m²,Ejerudg.: 1.392 kr/md,,2 værelser,Opført 1860,1 toilet,,,4640,https://www.boligsiden.dk/addresses/0a3f50af-7d93-32b8-e044-0003ba298018,Grund: 1375 m²,
"Fredensgade 1D,7430",2.495.000 kr.,Ikast Østre Skole,256 m,6.7,3.8,Rækkehus,Energimærke A2015,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 47 dage,108 m²,Ejerudg.: 1.658 kr/md,,4 værelser,Opført 2024,-,,,7430,https://www.boligsiden.dk/addresses/bc0a73c7-5bd1-4e62-9e4d-42dbac34d2f1,Grund: 402 m²,
"Hesselhaven 77,4230",1.995.000 kr.,Dalmose skole,"7,75 km",5.8,3.7,Rækkehus,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 344 dage,160 m²,Ejerudg.: 2.222 kr/md,,5 værelser,Opført 1980,2 toiletter,,,4230,https://www.boligsiden.dk/addresses/0a3f50ae-664c-32b8-e044-0003ba298018,Grund: 401 m²,
"Ø Thorupvej 26,9320",2.795.000 kr.,Klokkerholm Skole,"3,97 km",Ikke oplyst,Ikke oplyst,Landejendom/Villa,Energimærke D,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 47 dage,340 m²,Ejerudg.: 2.212 kr/md,,6 værelser,Opført 1940,2 toiletter,,,9320,https://www.boligsiden.dk/addresses/0a3f50c7-1e9d-32b8-e044-0003ba298018,Grund: 31168 m²,
"Enghavevej 2,6920",1.345.000 kr.,Videbæk Skole,"1,31 km",6.7,3.7,Villa,Energimærke C,Lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 47 dage,111 m²,Ejerudg.: 1.258 kr/md,,4 værelser,Opført 1999,1 toilet,,,6920,https://www.boligsiden.dk/addresses/0a3f50bf-3360-32b8-e044-0003ba298018,Grund: 762 m²,
"Kornbakken 14,5762",1.395.000 kr.,Vestermarkskolen,"3,14 km",7.1,3.7,Villa,Energimærke E,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 47 dage,128 m²,Ejerudg.: 1.691 kr/md,,4 værelser,Opført 1971,1 toilet,,,5762,https://www.boligsiden.dk/addresses/0a3f50b2-7aec-32b8-e044-0003ba298018,Grund: 901 m²,
"Æbeløgade 24, st. th.,2100",2.750.000 kr.,Kildevældsskolen,609 m,6.5,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,61 m²,Ejerudg.: 3.306 kr/md,Elevator: Nej,2 værelser,Opført 1935,1 toilet,Altan: Nej,Terrasse: Nej,2100,https://www.boligsiden.dk/addresses/0a3f50a1-caab-32b8-e044-0003ba298018,,
"Frederiksbergvej 42,8983",795.000 kr.,Grønhøjskolen,"4,89 km",6.2,3.6,Landejendom,Energimærke F,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 47 dage,147 m²,Ejerudg.: 1.709 kr/md,,6 værelser,Opført 1903,1 toilet,,,8983,https://www.boligsiden.dk/addresses/0a3f50c0-6a94-32b8-e044-0003ba298018,Grund: 28414 m²,
"Skovparken 19,3200",3.495.000 kr.,Nordstjerneskolen,"1,83 km",6.8,3.6,Villa,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 47 dage,123 m²,Ejerudg.: 2.923 kr/md,,4 værelser,Opført 2005,1 toilet,,,3200,https://www.boligsiden.dk/addresses/0a3f50a9-0f07-32b8-e044-0003ba298018,Grund: 751 m²,
"Nørregade 77,6270",1.495.000 kr.,Tønder Distriktsskole,656 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 47 dage,139 m²,Ejerudg.: 1.629 kr/md,,4 værelser,Opført 1889,1 toilet,,,6270,https://www.boligsiden.dk/addresses/0a3f50b7-f7b2-32b8-e044-0003ba298018,Grund: 135 m²,
"Odensevej 55,5853",1.325.000 kr.,4kløverskolen,"4,35 km",6.7,3.7,Landejendom,Energimærke C,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 47 dage,222 m²,Ejerudg.: 2.485 kr/md,,6 værelser,Opført 1919,1 toilet,,,5853,https://www.boligsiden.dk/addresses/0a3f50b6-1d38-32b8-e044-0003ba298018,Grund: 34963 m²,
"Kærhaven 16,6064",3.295.000 kr.,Fynslund Skole og Børnehus,"1,1 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 47 dage,230 m²,Ejerudg.: 2.439 kr/md,,6 værelser,Opført 2018,2 toiletter,,,6064,https://www.boligsiden.dk/addresses/3a6b8674-b752-4cd8-b2b5-375cede345db,Grund: 1244 m²,
"Kongshusvej 590,8300",2.495.000 kr.,"Vestskolen, afd. Skovbakken","6,02 km",7.2,3.7,Villa,Energimærke A2010,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 47 dage,136 m²,Ejerudg.: 1.419 kr/md,,3 værelser,Opført 1935,1 toilet,,,8300,https://www.boligsiden.dk/addresses/0a3f50c0-a362-32b8-e044-0003ba298018,Grund: 994 m²,
"Egevej 1,8305",1.345.000 kr.,Samsø Skole,"2,92 km",6.7,3.6,Villa/Fritidsbolig,Energimærke F,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 47 dage,134 m²,Ejerudg.: 1.808 kr/md,,6 værelser,Opført 1831,1 toilet,,,8305,https://www.boligsiden.dk/addresses/0a3f50c1-a61e-32b8-e044-0003ba298018,Grund: 2590 m²,
"Jens Andersens Vænge 44,2630",2.745.000 kr.,Borgerskolen,"1,93 km",6.6,3.7,Rækkehus,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 47 dage,95 m²,Ejerudg.: 3.302 kr/md,,5 værelser,Opført 1964,1 toilet,,,2630,https://www.boligsiden.dk/addresses/0a3f50a5-bf9a-32b8-e044-0003ba298018,Grund: 441 m²,
"Bunti 3,6261",795.000 kr.,Skærbæk Distriktsskole,"11,66 km",6,3.6,Landejendom,Energimærke E,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 47 dage,146 m²,Ejerudg.: 1.425 kr/md,,4 værelser,Opført 1927,1 toilet,,,6261,https://www.boligsiden.dk/addresses/0a3f50b6-5f34-32b8-e044-0003ba298018,Grund: 6500 m²,
"Søllerød Park 18, 1. 10.,2840",3.695.000 kr.,Ravnholm Skole,"1,72 km",8.2,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 47 dage,101 m²,Ejerudg.: 6.126 kr/md,Elevator: Nej,4 værelser,Opført 1956,1 toilet,Altan: Nej,Terrasse: Nej,2840,https://www.boligsiden.dk/addresses/0a3f50a6-f8ec-32b8-e044-0003ba298018,,
"Grønnegangen 1, st.,9000",2.095.000 kr.,Sønderbroskolen,"1,3 km",7.2,3.8,Ejerlejlighed,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 185 dage,88 m²,Ejerudg.: 3.096 kr/md,Elevator: Nej,3 værelser,Opført 1869,1 toilet,Altan: Ja,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/c018ff0e-76f9-4c2f-8c79-f07d4333d615,,
"Østergade 28,8870",995.000 kr.,Østervangskolen,"8,46 km",7.3,3.7,Villa,Energimærke D,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 47 dage,162 m²,Ejerudg.: 1.559 kr/md,,5 værelser,Opført 1906,2 toiletter,,,8870,https://www.boligsiden.dk/addresses/0a3f50c0-47db-32b8-e044-0003ba298018,Grund: 573 m²,
"Ben Websters Vej 14, 2. 3.,2450",4.695.000 kr.,Skolen i Sydhavnen,469 m,7.7,3.7,Ejerlejlighed,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 47 dage,73 m²,Ejerudg.: 3.766 kr/md,Elevator: Ja,2 værelser,Opført 2006,1 toilet,Altan: Ja,Terrasse: Nej,2450,https://www.boligsiden.dk/addresses/1b974be1-773b-60d6-e044-0003ba298018,,
"Lindevej 21,3060",6.750.000 kr.,Espergærdeskolen,240 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 47 dage,120 m²,Ejerudg.: 5.322 kr/md,,5 værelser,Opført 1938,1 toilet,,,3060,https://www.boligsiden.dk/addresses/0a3f50a9-5a37-32b8-e044-0003ba298018,Grund: 503 m²,
"Kløvervej 13,7600",975.000 kr.,Limfjordsskolen Struer,"1,03 km",6.5,3.7,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 47 dage,109 m²,Ejerudg.: 1.061 kr/md,,4 værelser,Opført 1965,1 toilet,,,7600,https://www.boligsiden.dk/addresses/0a3f50be-dabe-32b8-e044-0003ba298018,Grund: 744 m²,
"Faaborgvej 74, 1. tv.,5250",995.000 kr.,Tingløkkeskolen,298 m,7.7,3.9,Ejerlejlighed,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 974 dage,69 m²,Ejerudg.: 2.260 kr/md,Elevator: Nej,2 værelser,Opført 1936,1 toilet,Altan: Ja,Terrasse: Nej,5250,https://www.boligsiden.dk/addresses/0a3f50b3-d346-32b8-e044-0003ba298018,,
"Stenhøjvej 460,9900",525.000 kr.,Lendum undervisningssted,"4,5 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 415 dage,140 m²,Ejerudg.: 969 kr/md,,4 værelser,Opført 1950,1 toilet,,,9900,https://www.boligsiden.dk/addresses/0a3f50c9-1e80-32b8-e044-0003ba298018,Grund: 833 m²,
"Kagerup Park 40,3200",3.500.000 kr.,Bjørnehøjskolen,"5,11 km",7.6,3.8,Villa,Energimærke B,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 244 dage,161 m²,Ejerudg.: 3.141 kr/md,,6 værelser,Opført 1968,2 toiletter,,,3200,https://www.boligsiden.dk/addresses/0a3f50a8-fc5b-32b8-e044-0003ba298018,Grund: 1172 m²,
