,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Rosenholms Allé 25, 1. th.,2500",2.399.000 kr.,Hanssted Skole,944 m,7.3,3.8,Ejerlejlighed,Energimærke E,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 104 dage,61 m²,,Ejerudg.: 3.156 kr/md,2 værelser,Opført 1932,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f50a0-5354-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Mads Møllersvej 7,8860",4.995.000 kr.,Ulstrup Skole,"2,97 km",6.8,3.7,Landejendom,Energimærke B,Mellem,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 103 dage,199 m²,Grund: 177164 m²,Ejerudg.: 2.861 kr/md,9 værelser,Opført 1877,2 toiletter,8860,https://www.boligsiden.dk/addresses/0a3f50c5-09be-32b8-e044-0003ba298018,,,,
"Snedkervej 1,6270",2.550.000 kr.,Tønder10,"1,34 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 103 dage,150 m²,Grund: 1314 m²,Ejerudg.: 2.124 kr/md,4 værelser,Opført 1971,-,6270,https://www.boligsiden.dk/addresses/46a450e3-2a8f-4934-bccf-9187e387ad24,,,,
"Søndermarken 19,6630",1.395.000 kr.,Jels Skole,305 m,7.2,3.7,Villa,Energimærke E,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 103 dage,160 m²,Grund: 1110 m²,Ejerudg.: 1.790 kr/md,5 værelser,Opført 1968,2 toiletter,6630,https://www.boligsiden.dk/addresses/0a3f50b7-4270-32b8-e044-0003ba298018,,,,
"Havnsøgårdsvej 50,4591",1.895.000 kr.,Firhøjskolen,"3,87 km",5.8,3.5,Villa,Energimærke B,Mellem,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 103 dage,134 m²,Grund: 1150 m²,Ejerudg.: 1.978 kr/md,4 værelser,Opført 2006,2 toiletter,4591,https://www.boligsiden.dk/addresses/1b974be1-7b73-60d6-e044-0003ba298018,,,,
"Holme Parkvej 84,8270",2.995.000 kr.,Holme Skole,908 m,7.4,3.7,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 103 dage,110 m²,Grund: 170 m²,Ejerudg.: 2.747 kr/md,5 værelser,Opført 1992,2 toiletter,8270,https://www.boligsiden.dk/addresses/0a3f50c3-273f-32b8-e044-0003ba298018,,,,
"Vindbygårdsvej 15,3450",4.700.000 kr.,Blovstrød Skole,518 m,8.4,3.9,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 104 dage,152 m²,Grund: 770 m²,Ejerudg.: 4.760 kr/md,5 værelser,Opført 1967,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-d82e-32b8-e044-0003ba298018,,,,
"Ellemosevænget 30,8310",2.875.000 kr.,Søndervangskolen,"1,03 km",5.8,3.8,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 103 dage,98 m²,Grund: 21040 m²,Ejerudg.: 2.466 kr/md,4 værelser,Opført 2008,1 toilet,8310,https://www.boligsiden.dk/addresses/11f17ae3-c31f-0668-e044-0003ba298018,,,,
"Humlehøjvej 8,6400",3.945.000 kr.,Humlehøj-Skolen,109 m,6.7,3.8,Villa,Energimærke A2020,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 103 dage,187 m²,Grund: 1019 m²,Ejerudg.: 2.048 kr/md,6 værelser,Opført 1939,3 toiletter,6400,https://www.boligsiden.dk/addresses/0a3f50b7-a96b-32b8-e044-0003ba298018,,,,
"Vestre Teglgade 10C, 3. th.,2450",5.895.000 kr.,Skolen i Sydhavnen,486 m,7.7,3.7,Ejerlejlighed,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 104 dage,108 m²,,Ejerudg.: 3.362 kr/md,4 værelser,Opført 2019,1 toilet,2450,https://www.boligsiden.dk/addresses/a57048fe-42b2-4f95-abc8-4caac61f5d6a,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Viemosevej 69,2610",6.195.000 kr.,Islev Skole,"1,02 km",6.9,3.6,Villa,Energimærke C,Høj,"25,7%","30,8‰.","Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",Til salg i alt: 104 dage,146 m²,Grund: 837 m²,Ejerudg.: 4.761 kr/md,4 værelser,Opført 1962,2 toiletter,2610,https://www.boligsiden.dk/addresses/0a3f50a6-c29a-32b8-e044-0003ba298018,,,,
"Bjergbakken 9,4160",1.995.000 kr.,"Holmegaardskolen, afd. Fensmark","5,58 km",6.8,3.6,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 104 dage,193 m²,Grund: 1686 m²,Ejerudg.: 2.279 kr/md,5 værelser,Opført 1975,2 toiletter,4160,https://www.boligsiden.dk/addresses/0a3f50b1-6dae-32b8-e044-0003ba298018,,,,
"Nykøbingvej 65,4850",995.000 kr.,Stubbekøbing Skole,694 m,6.4,3.6,Villa,Energimærke D,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 136 dage,129 m²,Grund: 1076 m²,Ejerudg.: 1.225 kr/md,4 værelser,Opført 1955,1 toilet,4850,https://www.boligsiden.dk/addresses/0a3f50b1-6598-32b8-e044-0003ba298018,,,,
"Vestergade 11, 1. th.,4180",1.395.000 kr.,Sorø Borgerskole,346 m,7.1,3.7,Ejerlejlighed,Energimærke D,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 103 dage,79 m²,,Ejerudg.: 2.827 kr/md,2 værelser,Opført 1969,1 toilet,4180,https://www.boligsiden.dk/addresses/0a3f50ae-f04f-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Allestedgårdsvej 66,5672",1.495.000 kr.,Brobyskolerne,"4,97 km",6.9,3.6,Villa,Energimærke E,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 104 dage,191 m²,Grund: 16281 m²,Ejerudg.: 2.200 kr/md,6 værelser,Opført 1900,1 toilet,5672,https://www.boligsiden.dk/addresses/0a3f50b2-6858-32b8-e044-0003ba298018,,,,
"Mosevej 20,5492",1.995.000 kr.,Vissenbjerg Skole,"2,28 km",6.9,3.7,Landejendom,Energimærke D,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 103 dage,165 m²,Grund: 65647 m²,Ejerudg.: 1.660 kr/md,4 værelser,Opført 1964,2 toiletter,5492,https://www.boligsiden.dk/addresses/0a3f50b6-04af-32b8-e044-0003ba298018,,,,
"Nørremarksvej 6,4560",2.995.000 kr.,Vig Skole,"1,61 km",6.3,3.5,Villa,Energimærke C,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 103 dage,194 m²,Grund: 5455 m²,Ejerudg.: 3.341 kr/md,6 værelser,Opført 1907,2 toiletter,4560,https://www.boligsiden.dk/addresses/0a3f50af-4093-32b8-e044-0003ba298018,,,,
"Frejasvej 40,9700",1.495.000 kr.,Skoledistrikt Vest,408 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 103 dage,176 m²,Grund: 936 m²,Ejerudg.: 1.626 kr/md,5 værelser,Opført 1969,1 toilet,9700,https://www.boligsiden.dk/addresses/0a3f50c6-e553-32b8-e044-0003ba298018,,,,
"Drosselvej 18,4773",945.000 kr.,Kulsbjerg Skole,479 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke G,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 103 dage,82 m²,Grund: 701 m²,Ejerudg.: 1.314 kr/md,3 værelser,Opført 1966,1 toilet,4773,https://www.boligsiden.dk/addresses/0a3f50af-b566-32b8-e044-0003ba298018,,,,
"Sønderbyen 30,6753",1.475.000 kr.,Agerbæk Skole,"1,14 km",6.5,3.6,Landejendom,Energimærke F,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 103 dage,207 m²,Grund: 20000 m²,Ejerudg.: 2.591 kr/md,7 værelser,Opført 1927,2 toiletter,6753,https://www.boligsiden.dk/addresses/0a3f50b9-a1e1-32b8-e044-0003ba298018,,,,
"Bystævnevej 11,5610",1.599.000 kr.,Peter Willemoesskolen,"2,23 km",6.6,3.6,Villa,Energimærke C,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 103 dage,224 m²,Grund: 1414 m²,Ejerudg.: 1.889 kr/md,5 værelser,Opført 1870,1 toilet,5610,https://www.boligsiden.dk/addresses/0a3f50b2-42ea-32b8-e044-0003ba298018,,,,
"Bybækvej 13C,7120",4.395.000 kr.,Kirkebakkeskolen,"1,21 km",7.6,3.8,Ejerlejlighed,Energimærke A2015,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 103 dage,146 m²,,Ejerudg.: 4.122 kr/md,3 værelser,Opført 2023,1 toilet,7120,https://www.boligsiden.dk/addresses/322415fc-54c5-4321-8584-5d19a50c9942,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Lobeliavej 17,2300",10.695.000 kr.,Højdevangens Skole,386 m,7.3,3.7,Villa,Energimærke B,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 301 dage,186 m²,Grund: 680 m²,Ejerudg.: 7.874 kr/md,6 værelser,Opført 2007,2 toiletter,2300,https://www.boligsiden.dk/addresses/0a3f509f-74d3-32b8-e044-0003ba298018,,,,
"Plovgårdsvej 19,5250",1.799.000 kr.,Skt Klemensskolen,"1,64 km",7.4,3.7,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 104 dage,142 m²,Grund: 676 m²,Ejerudg.: 1.929 kr/md,4 værelser,Opført 1962,2 toiletter,5250,https://www.boligsiden.dk/addresses/0a3f50b4-8319-32b8-e044-0003ba298018,,,,
"Solvangsalle 39,8700",2.795.000 kr.,Langmarkskolen,310 m,6.9,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 103 dage,151 m²,Grund: 643 m²,Ejerudg.: 3.279 kr/md,4 værelser,Opført 1972,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-8ab4-32b8-e044-0003ba298018,,,,
"Triangelvej 7B,4200",3.265.000 kr.,Marievangsskolen,"1,63 km",6.8,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 103 dage,157 m²,Grund: 1212 m²,Ejerudg.: 2.813 kr/md,5 værelser,Opført 1998,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-cabe-32b8-e044-0003ba298018,,,,
"Kanalvej 46,8500",1.095.000 kr.,Søren Kanne-Skolen,"5,32 km",6.5,3.6,Villa,Energimærke C,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 103 dage,178 m²,Grund: 3786 m²,Ejerudg.: 1.898 kr/md,5 værelser,Opført 1870,2 toiletter,8500,https://www.boligsiden.dk/addresses/0a3f50bf-d272-32b8-e044-0003ba298018,,,,
"Skyttevej 7,9900",1.750.000 kr.,Frydenstrand - Abildvej skoleafdeling,610 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 103 dage,136 m²,Grund: 946 m²,Ejerudg.: 1.833 kr/md,4 værelser,Opført 1980,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-8945-32b8-e044-0003ba298018,,,,
"Jordbærmarken 21,7400",2.495.000 kr.,Lundgårdskolen,934 m,7.5,3.8,Rækkehus,Energimærke B,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 103 dage,140 m²,Grund: 250 m²,Ejerudg.: 1.885 kr/md,4 værelser,Opført 2011,2 toiletter,7400,https://www.boligsiden.dk/addresses/0121ec0f-2f57-4f1a-bad8-12aeef37d49e,,,,
"Hovvejen 40,4760",1.995.000 kr.,"Gåsetårnskolen, Kastrup afdeling","2,64 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke C,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 308 dage,234 m²,Grund: 1842 m²,Ejerudg.: 1.829 kr/md,8 værelser,Opført 1926,1 toilet,4760,https://www.boligsiden.dk/addresses/0a3f50b1-b30e-32b8-e044-0003ba298018,,,,
"Frederiksgade 12, 1. th.,8000",2.749.000 kr.,Samsøgades Skole,733 m,6.9,3.6,Ejerlejlighed,Energimærke E,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 103 dage,58 m²,,Ejerudg.: 2.193 kr/md,2 værelser,Opført 1820,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c2-dead-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Rughøjvej 34,5250",2.145.000 kr.,Rasmus Rask-Skolen,541 m,7.4,3.7,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 103 dage,136 m²,Grund: 867 m²,Ejerudg.: 2.063 kr/md,5 værelser,Opført 1969,1 toilet,5250,https://www.boligsiden.dk/addresses/0a3f50b4-9563-32b8-e044-0003ba298018,,,,
"Bybækvej 13E,7120",3.695.000 kr.,Kirkebakkeskolen,"1,22 km",7.6,3.8,Ejerlejlighed,Energimærke A2015,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 103 dage,115 m²,,Ejerudg.: 3.235 kr/md,3 værelser,Opført 2023,1 toilet,7120,https://www.boligsiden.dk/addresses/bddc3872-c740-448c-98cd-ad4bc5e5e1a3,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Oddesundvej 338,7760",425.000 kr.,Hurup Skole,"7,42 km",7,3.7,Villa/Fritidsbolig,Energimærke E,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 103 dage,76 m²,Grund: 471 m²,Ejerudg.: 801 kr/md,4 værelser,Opført 1946,1 toilet,7760,https://www.boligsiden.dk/addresses/0a3f50c5-f437-32b8-e044-0003ba298018,,,,
"Rønnebærvej 38,5792",2.295.000 kr.,Broskolen,896 m,7.3,3.8,Villa,Energimærke C,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 276 dage,113 m²,Grund: 975 m²,Ejerudg.: 2.084 kr/md,4 værelser,Opført 2004,2 toiletter,5792,https://www.boligsiden.dk/addresses/0a3f50b6-2dd4-32b8-e044-0003ba298018,,,,
"Vestervangen 89,5690",2.195.000 kr.,Tommerup Skole,483 m,7.1,3.8,Villa,Energimærke C,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 454 dage,173 m²,Grund: 917 m²,Ejerudg.: 1.782 kr/md,5 værelser,Opført 1986,2 toiletter,5690,https://www.boligsiden.dk/addresses/0a3f50b5-e842-32b8-e044-0003ba298018,,,,
"Langerødvej 3,3480",4.300.000 kr.,Endrupskolen,"2,11 km",8.4,3.8,Villa,Energimærke C,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 380 dage,122 m²,Grund: 537 m²,Ejerudg.: 3.763 kr/md,4 værelser,Opført 1775,2 toiletter,3480,https://www.boligsiden.dk/addresses/0a3f50a8-36e0-32b8-e044-0003ba298018,,,,
"Bakkevej 25,6560",1.095.000 kr.,Ungeuniverset-Vojens,"8,03 km",6.3,3.6,Villa,Energimærke E,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 104 dage,130 m²,Grund: 735 m²,Ejerudg.: 1.244 kr/md,5 værelser,Opført 1969,1 toilet,6560,https://www.boligsiden.dk/addresses/0a3f50b8-0707-32b8-e044-0003ba298018,,,,
"Hornfisken 7,9480",1.545.000 kr.,Løkken undervisningssted,"1,26 km",Ikke oplyst,Ikke oplyst,Rækkehus/Fritidsbolig,Energimærke B,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 306 dage,107 m²,Grund: - m²,Ejerudg.: 3.350 kr/md,5 værelser,Opført 2009,2 toiletter,9480,https://www.boligsiden.dk/addresses/374230b7-2032-51c5-e044-0003ba298018,,,,
"Lærkebakken 7,4400",1.875.000 kr.,Nyrupskolen,344 m,7.2,3.7,Villa,Energimærke C,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 104 dage,99 m²,Grund: 880 m²,Ejerudg.: 1.562 kr/md,4 værelser,Opført 1962,1 toilet,4400,https://www.boligsiden.dk/addresses/0a3f50ad-b4cd-32b8-e044-0003ba298018,,,,
"Skovby Tværvej 32,4840",1.700.000 kr.,Nr Alslev Skole,"4,9 km",6.2,3.7,Villa/Fritidsbolig,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 104 dage,211 m²,Grund: 2295 m²,Ejerudg.: 1.371 kr/md,7 værelser,Opført 1983,2 toiletter,4840,https://www.boligsiden.dk/addresses/0a3f50b0-e3c0-32b8-e044-0003ba298018,,,,
"Klitvej 4,9480",2.495.000 kr.,Løkken undervisningssted,281 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 105 dage,164 m²,Grund: 760 m²,Ejerudg.: 2.386 kr/md,6 værelser,Opført 1951,2 toiletter,9480,https://www.boligsiden.dk/addresses/0a3f50c8-a10e-32b8-e044-0003ba298018,,,,
"Svanemøllevej 36,2100",25.000.000 kr.,Kildevældsskolen,675 m,6.5,3.7,Villa,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 104 dage,191 m²,Grund: 1049 m²,Ejerudg.: 10.037 kr/md,7 værelser,Opført 1935,2 toiletter,2100,https://www.boligsiden.dk/addresses/0a3f50a0-fd86-32b8-e044-0003ba298018,,,,
