,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Frederiksberg Alle 41, 2. 208.,1820",3.795.000 kr.,Ny Hollænderskolen,320 m,8,3.8,Ejerlejlighed,Energimærke A2015,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 105 dage,53 m²,,Ejerudg.: 2.204 kr/md,2 værelser,Opført 2020,1 toilet,1820,https://www.boligsiden.dk/addresses/1f9025f4-1457-4555-8871-54548ac39761,Elevator: Ja,Altan: Nej,Terrasse: Nej,
"Antilopevej 33,4623",2.530.000 kr.,Ejby Skole,"1,48 km",7.2,3.8,Villa,Energimærke D,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 105 dage,118 m²,Grund: 963 m²,Ejerudg.: 2.354 kr/md,5 værelser,Opført 1977,2 toiletter,4623,https://www.boligsiden.dk/addresses/0a3f50ac-34e8-32b8-e044-0003ba298018,,,,
"Brandholtvej 15,4262",395.000 kr.,"Vesterlandsskolen, afd. Grønbro",432 m,Ikke oplyst,Ikke oplyst,Villa,fejl,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 105 dage,146 m²,Grund: 2690 m²,Ejerudg.: 1.835 kr/md,3 værelser,Opført 1877,1 toilet,4262,https://www.boligsiden.dk/addresses/0a3f50ac-d915-32b8-e044-0003ba298018,,,,
"Mosevej 15,4160",1.795.000 kr.,"Holmegaardskolen, afd. Fensmark","4,04 km",6.8,3.6,Villa,Energimærke B,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 105 dage,240 m²,Grund: 720 m²,Ejerudg.: 2.183 kr/md,7 værelser,Opført 1978,2 toiletter,4160,https://www.boligsiden.dk/addresses/0a3f50b1-7275-32b8-e044-0003ba298018,,,,
"Ndr Tværgade 3,3790",895.000 kr.,Svartingedal Skole,274 m,6,3.7,Rækkehus,Energimærke C,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 105 dage,96 m²,Grund: 126 m²,Ejerudg.: 1.215 kr/md,4 værelser,Opført 1850,1 toilet,3790,https://www.boligsiden.dk/addresses/0a3f50b2-09ee-32b8-e044-0003ba298018,,,,
"Buskelundskoven 99,8600",4.850.000 kr.,Buskelundskolen,908 m,7.9,3.8,Villa,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 105 dage,184 m²,Grund: 933 m²,Ejerudg.: 3.427 kr/md,5 værelser,Opført 2018,2 toiletter,8600,https://www.boligsiden.dk/addresses/4cef78b4-9f7b-4dab-aba2-a26993d57508,,,,
"Sandnæsvej 24,7100",2.195.000 kr.,Vinding Skole,"1,7 km",7.5,3.9,Villa,Energimærke B,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 105 dage,156 m²,Grund: 700 m²,Ejerudg.: 3.009 kr/md,4 værelser,Opført 1987,1 toilet,7100,https://www.boligsiden.dk/addresses/0a3f50bc-ee44-32b8-e044-0003ba298018,,,,
"Niels Juels Gade 3,6700",3.795.000 kr.,Danmarksgades Skole,835 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 803 dage,195 m²,Grund: 404 m²,Ejerudg.: 3.251 kr/md,4 værelser,Opført 1897,2 toiletter,6700,https://www.boligsiden.dk/addresses/0a3f50b9-17a5-32b8-e044-0003ba298018,,,,
"Lufthavnsvej 2,8410",998.000 kr.,Rønde Skole,"7,78 km",7.1,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 105 dage,156 m²,Grund: 536 m²,Ejerudg.: 1.525 kr/md,6 værelser,Opført 1899,2 toiletter,8410,https://www.boligsiden.dk/addresses/0a3f50c1-9b48-32b8-e044-0003ba298018,,,,
"Nørrevoldgade 76, st. tv.,5800",1.395.000 kr.,Birkhovedskolen,285 m,6.9,3.7,Ejerlejlighed,Energimærke C,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 105 dage,90 m²,,Ejerudg.: 2.855 kr/md,3 værelser,Opført 1929,1 toilet,5800,https://www.boligsiden.dk/addresses/0a3f50b3-63c2-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Slagstrupvej 4,4200",845.000 kr.,Nymarkskolen,"2,12 km",6.6,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 105 dage,118 m²,Grund: 742 m²,Ejerudg.: 1.540 kr/md,3 værelser,Opført 1870,1 toilet,4200,https://www.boligsiden.dk/addresses/0a3f50ae-bb99-32b8-e044-0003ba298018,,,,
"Kongefolden 16, 4. th.,8660",2.698.000 kr.,Morten Børup Skolen,"1,33 km",7.4,3.7,Ejerlejlighed,Energimærke A2015,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 105 dage,79 m²,,Ejerudg.: 3.150 kr/md,3 værelser,Opført 2018,1 toilet,8660,https://www.boligsiden.dk/addresses/053c56c6-0cbe-40bb-bb3b-da9e66c33f9c,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Holkebjergvej 3,5250",2.495.000 kr.,Sanderumskolen,"1,17 km",7.7,3.8,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 139 dage,127 m²,Grund: 813 m²,Ejerudg.: 2.238 kr/md,6 værelser,Opført 1967,1 toilet,5250,https://www.boligsiden.dk/addresses/0a3f50b4-078a-32b8-e044-0003ba298018,,,,
"Lindevej 9,6950",2.498.000 kr.,"Ringkøbing Skole, afd.  Alkjær",657 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 105 dage,194 m²,Grund: 998 m²,Ejerudg.: 2.624 kr/md,8 værelser,Opført 1970,2 toiletter,6950,https://www.boligsiden.dk/addresses/0a3f50be-9ef7-32b8-e044-0003ba298018,,,,
"Mølmarksvej 15,5700",1.595.000 kr.,Ørkildskolen,"1,04 km",6.6,3.8,Villa,Energimærke F,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 519 dage,108 m²,Grund: 547 m²,Ejerudg.: 1.667 kr/md,4 værelser,Opført 1902,2 toiletter,5700,https://www.boligsiden.dk/addresses/0a3f50b5-8f4a-32b8-e044-0003ba298018,,,,
"Tretommervej 10B,8240",9.995.000 kr.,Risskov Skole,694 m,8.4,3.8,Villa,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 274 dage,188 m²,Grund: 700 m²,Ejerudg.: 5.826 kr/md,5 værelser,Opført 2022,2 toiletter,8240,https://www.boligsiden.dk/addresses/37ca6e4b-66da-42fc-a666-c0527982892a,,,,
"Grønbjergvej 16,2760",3.795.000 kr.,Måløvhøj Skole – Måløv,523 m,7.7,3.7,Villa,Energimærke E,Mellem,"25,5%","28,89‰.","Der er 49.274 indbyggere i Ballerup Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,89‰.",Til salg i alt: 105 dage,109 m²,Grund: 627 m²,Ejerudg.: 4.219 kr/md,5 værelser,Opført 1958,1 toilet,2760,https://www.boligsiden.dk/addresses/0a3f50a3-37e0-32b8-e044-0003ba298018,,,,
"Kong Christians Alle 24,9900",495.000 kr.,Nordstjerneskolen,640 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 105 dage,69 m²,Grund: 592 m²,Ejerudg.: 1.243 kr/md,3 værelser,Opført 1953,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-6e7c-32b8-e044-0003ba298018,,,,
"Gantrupvej 13,8752",1.495.000 kr.,Østbirk Skole,"4,38 km",7.2,3.7,Villa,Energimærke D,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 105 dage,181 m²,Grund: 3965 m²,Ejerudg.: 2.811 kr/md,6 værelser,Opført 1976,2 toiletter,8752,https://www.boligsiden.dk/addresses/0a3f50ba-ea15-32b8-e044-0003ba298018,,,,
"Spangsbjerggade 3, 1. th.,6700",1.548.000 kr.,Danmarksgades Skole,567 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 105 dage,73 m²,,Ejerudg.: 1.984 kr/md,3 værelser,Opført 1898,1 toilet,6700,https://www.boligsiden.dk/addresses/0a3f50b9-3bb0-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Læskovvej 150,4632",2.545.000 kr.,Skovboskolen,507 m,7.1,3.7,Villa,Energimærke C,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 105 dage,100 m²,Grund: 936 m²,Ejerudg.: 2.243 kr/md,4 værelser,Opført 1971,1 toilet,4632,https://www.boligsiden.dk/addresses/0a3f50ac-430c-32b8-e044-0003ba298018,,,,
"Nørregade 8,6740",2.498.000 kr.,Bakkevejens Skole,375 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 105 dage,158 m²,Grund: 375 m²,Ejerudg.: 2.746 kr/md,3 værelser,Opført 1900,-,6740,https://www.boligsiden.dk/addresses/0a3f50b8-a9c3-32b8-e044-0003ba298018,,,,
"Rosenhøj 16,2990",2.895.000 kr.,Nivå Skole,972 m,7.4,3.8,Rækkehus,Energimærke B,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 105 dage,105 m²,Grund: 115 m²,Ejerudg.: 2.934 kr/md,4 værelser,Opført 1988,2 toiletter,2990,https://www.boligsiden.dk/addresses/0a3f50aa-677c-32b8-e044-0003ba298018,,,,
"Hovedgaden 11,4621",4.495.000 kr.,Gadstrup Skole,799 m,7.2,3.7,Villa,Energimærke C,Meget høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 105 dage,161 m²,Grund: 1182 m²,Ejerudg.: 3.790 kr/md,5 værelser,Opført 1922,2 toiletter,4621,https://www.boligsiden.dk/addresses/0a3f50ab-b692-32b8-e044-0003ba298018,,,,
"Lersey Alle 11,5871",1.995.000 kr.,4kløverskolen,"7,2 km",6.7,3.7,Villa/Fritidsbolig,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 105 dage,160 m²,Grund: 1800 m²,Ejerudg.: 1.641 kr/md,5 værelser,Opført 1971,1 toilet,5871,https://www.boligsiden.dk/addresses/0a3f50b6-1ad8-32b8-e044-0003ba298018,,,,
"Mørdrupvej 83,3060",4.995.000 kr.,Espergærde Skole,249 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 105 dage,134 m²,Grund: 965 m²,Ejerudg.: 4.547 kr/md,6 værelser,Opført 1956,2 toiletter,3060,https://www.boligsiden.dk/addresses/0a3f50a9-62a8-32b8-e044-0003ba298018,,,,
"Frejasvej 2,7500",1.125.000 kr.,Sønderlandsskolen,"1,15 km",6.8,3.7,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 777 dage,76 m²,Grund: 782 m²,Ejerudg.: 1.761 kr/md,4 værelser,Opført 1955,2 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50bd-fadf-32b8-e044-0003ba298018,,,,
"Kohavevej 42,8721",3.295.000 kr.,Stouby Skole,"4,43 km",6.7,3.8,Villa/Fritidsbolig,Energimærke C,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 105 dage,253 m²,Grund: 2287 m²,Ejerudg.: 2.497 kr/md,7 værelser,Opført 1963,2 toiletter,8721,https://www.boligsiden.dk/addresses/0a3f50bb-1dc5-32b8-e044-0003ba298018,,,,
"Sirius Alle 16,3500",5.145.000 kr.,Egeskolen,"1,84 km",6.3,3.7,Rækkehus,Energimærke A2020,Mellem,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 279 dage,136 m²,Grund: 150 m²,Ejerudg.: 4.379 kr/md,5 værelser,Opført 2021,2 toiletter,3500,https://www.boligsiden.dk/addresses/94bc065c-f7fa-46e8-b4a1-99ad12d17176,,,,
"Skovkrogen 17,7100",3.295.000 kr.,Mølholm Skole,765 m,7.5,3.9,Villa,Energimærke E,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 362 dage,151 m²,Grund: 860 m²,Ejerudg.: 3.042 kr/md,4 værelser,Opført 1961,2 toiletter,7100,https://www.boligsiden.dk/addresses/0a3f50bc-b201-32b8-e044-0003ba298018,,,,
"Morsbølvej 84,7200",7.495.000 kr.,Grindsted Vestre Skole,"2,1 km",6.8,3.7,Landejendom,Energimærke A2010,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 105 dage,438 m²,Grund: 25828 m²,Ejerudg.: 3.968 kr/md,13 værelser,Opført 2007,2 toiletter,7200,https://www.boligsiden.dk/addresses/0a3f50b9-8bf4-32b8-e044-0003ba298018,,,,
"Skolevej 32,5600",1.395.000 kr.,Øhavsskolen,"3,48 km",6.6,3.7,Villa,Energimærke C,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 425 dage,193 m²,Grund: 940 m²,Ejerudg.: 1.269 kr/md,6 værelser,Opført 1979,2 toiletter,5600,https://www.boligsiden.dk/addresses/0a3f50b2-b5dd-32b8-e044-0003ba298018,,,,
"Ringridervej 74A,6400",1.995.000 kr.,Ungecentret - 10. klasse,301 m,6.9,3.9,Rækkehus,Energimærke D,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 299 dage,126 m²,Grund: 536 m²,Ejerudg.: 1.807 kr/md,7 værelser,Opført 1952,2 toiletter,6400,https://www.boligsiden.dk/addresses/0a3f50b7-c3ed-32b8-e044-0003ba298018,,,,
"Hovedgaden 32,6621",1.245.000 kr.,Østerbyskolen,"6,27 km",6.7,3.8,Villa,Energimærke E,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 105 dage,242 m²,Grund: 1173 m²,Ejerudg.: 2.020 kr/md,8 værelser,Opført 1914,2 toiletter,6621,https://www.boligsiden.dk/addresses/0a3f50ba-11b6-32b8-e044-0003ba298018,,,,
"Søndergade 28,8620",975.000 kr.,"Trekløverskolen, Silkeborg",207 m,6.8,3.7,Villa,Energimærke E,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 105 dage,130 m²,Grund: 321 m²,Ejerudg.: 1.263 kr/md,5 værelser,Opført 1910,2 toiletter,8620,https://www.boligsiden.dk/addresses/0a3f50c5-3149-32b8-e044-0003ba298018,,,,
"Vibyvej 66,8230",4.298.000 kr.,Åby Skole,790 m,7,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 105 dage,70 m²,Grund: 603 m²,Ejerudg.: 3.104 kr/md,3 værelser,Opført 1946,1 toilet,8230,https://www.boligsiden.dk/addresses/0a3f50c4-afeb-32b8-e044-0003ba298018,,,,
"Aabenraavej 29F,6100",2.645.000 kr.,Erlev Skole,529 m,6.5,3.8,Rækkehus,Energimærke C,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 105 dage,121 m²,Grund: 356 m²,Ejerudg.: 1.707 kr/md,4 værelser,Opført 2024,2 toiletter,6100,https://www.boligsiden.dk/addresses/1011a2dc-b7fa-4488-82a7-b319b8ab0cfe,,,,
"Spurvehøjen 4,6731",1.998.000 kr.,Tjæreborg Skole,894 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 105 dage,140 m²,Grund: 1304 m²,Ejerudg.: 1.850 kr/md,5 værelser,Opført 1967,2 toiletter,6731,https://www.boligsiden.dk/addresses/0a3f50b9-3e54-32b8-e044-0003ba298018,,,,
"Lyshøjgårdsvej 97, 4. 1.,2500",3.848.000 kr.,Vigerslev Allés Skole,132 m,6.8,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 105 dage,74 m²,,Ejerudg.: 4.313 kr/md,3 værelser,Opført 1959,1 toilet,2500,https://www.boligsiden.dk/addresses/0a3f509f-8a8e-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Gammel Kaløvej 5,8530",3.498.000 kr.,Hårup Skole,"1,42 km",7.2,3.7,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 105 dage,299 m²,Grund: 1351 m²,Ejerudg.: 2.197 kr/md,12 værelser,Opført 1927,2 toiletter,8530,https://www.boligsiden.dk/addresses/3cb0a0c6-3b20-0e4a-e044-0003ba298018,,,,
"Låsbygade 71A, st.,6000",2.475.000 kr.,Aalykkeskolen,187 m,7.2,3.8,Ejerlejlighed,Energimærke D,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 265 dage,148 m²,,Ejerudg.: 3.432 kr/md,5 værelser,Opført 1875,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-2075-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Bogårdsvej 117B,3050",8.995.000 kr.,Langebjergskolen,647 m,8.1,3.8,Rækkehus/Villa,Energimærke C,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 105 dage,231 m²,Grund: 929 m²,Ejerudg.: 5.918 kr/md,5 værelser,Opført 1827,3 toiletter,3050,https://www.boligsiden.dk/addresses/0a3f50a8-26c4-32b8-e044-0003ba298018,,,,
"Æbeløgade 39,5400",2.595.000 kr.,Bogense Skole,326 m,6.5,3.7,Villa,Energimærke D,Mellem,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 105 dage,128 m²,Grund: 693 m²,Ejerudg.: 2.232 kr/md,4 værelser,Opført 1935,1 toilet,5400,https://www.boligsiden.dk/addresses/0a3f50b2-676b-32b8-e044-0003ba298018,,,,
"Kastanievej 26,4990",795.000 kr.,Sakskøbing Skole,381 m,6.5,3.7,Villa,Energimærke D,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 105 dage,150 m²,Grund: 992 m²,Ejerudg.: 1.345 kr/md,5 værelser,Opført 1920,1 toilet,4990,https://www.boligsiden.dk/addresses/0a3f50b1-3b65-32b8-e044-0003ba298018,,,,
"Skansebakken 17,8400",4.500.000 kr.,Ebeltoft Skole,384 m,7.3,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 105 dage,221 m²,Grund: 1410 m²,Ejerudg.: 2.634 kr/md,8 værelser,Opført 1972,2 toiletter,8400,https://www.boligsiden.dk/addresses/0a3f50bf-8cdc-32b8-e044-0003ba298018,,,,
"Strandvejen 159,3700",5.778.000 kr.,Søndermarksskolen,"1,19 km",6.8,3.5,Villa/Fritidsbolig,Energimærke C,Høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 105 dage,213 m²,Grund: 6741 m²,Ejerudg.: 7.714 kr/md,16 værelser,Opført 1875,1 toilet,3700,https://www.boligsiden.dk/addresses/0a3f50b2-2c07-32b8-e044-0003ba298018,,,,
"Skovbakken 26,9530",1.995.000 kr.,Bavnebakkeskolen,783 m,7.5,3.8,Villa,Energimærke E,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 375 dage,138 m²,Grund: 819 m²,Ejerudg.: 1.928 kr/md,5 værelser,Opført 1975,2 toiletter,9530,https://www.boligsiden.dk/addresses/0a3f50c9-6c28-32b8-e044-0003ba298018,,,,
"Strandvejen 606,2930",16.500.000 kr.,Trongårdsskolen,"3,99 km",8,3.8,Villa,Energimærke D,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 105 dage,197 m²,Grund: 436 m²,Ejerudg.: 7.039 kr/md,8 værelser,Opført 1909,2 toiletter,2930,https://www.boligsiden.dk/addresses/0a3f50a6-780c-32b8-e044-0003ba298018,,,,
"Lyngbygade 95,8600",9.995.000 kr.,Vestre Skole,358 m,7.5,3.7,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 105 dage,155 m²,Grund: 1190 m²,Ejerudg.: 3.690 kr/md,3 værelser,Opført 1930,3 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c1-eef0-32b8-e044-0003ba298018,,,,
"Gunderupvej 101,9640",775.000 kr.,Farsø Skole,"7,98 km",6.9,3.7,Villa,Energimærke D,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 473 dage,214 m²,Grund: 2925 m²,Ejerudg.: 1.475 kr/md,7 værelser,Opført 1927,2 toiletter,9640,https://www.boligsiden.dk/addresses/0a3f50c7-2617-32b8-e044-0003ba298018,,,,
"Vejlevej 112,7140",5.000.000 kr.,Stouby Skole,280 m,6.7,3.8,Landejendom,Energimærke E,Mellem,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 105 dage,221 m²,Grund: 162832 m²,Ejerudg.: 330 kr/md,7 værelser,Opført 1870,1 toilet,7140,https://www.boligsiden.dk/addresses/0a3f50bb-d5c4-32b8-e044-0003ba298018,,,,
"Ryttervej 18,6070",8.995.000 kr.,Christiansfeld Skole,"1,09 km",6.6,3.8,Villa,Energimærke A2015,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 272 dage,245 m²,Grund: 13708 m²,Ejerudg.: 4.340 kr/md,6 værelser,Opført 2022,2 toiletter,6070,https://www.boligsiden.dk/addresses/0a3f50b6-8083-32b8-e044-0003ba298018,,,,
"Birkevej 4,9900",595.000 kr.,Gærum skoleafdeling,159 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 105 dage,152 m²,Grund: 804 m²,Ejerudg.: 1.079 kr/md,5 værelser,Opført 1963,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-4f7c-32b8-e044-0003ba298018,,,,
"Højris Alle 25,7430",3.295.000 kr.,Ikast Østre Skole,759 m,6.7,3.8,Villa,Energimærke A2010,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 105 dage,194 m²,Grund: 925 m²,Ejerudg.: 1.817 kr/md,5 værelser,Opført 1975,2 toiletter,7430,https://www.boligsiden.dk/addresses/0a3f50be-46dc-32b8-e044-0003ba298018,,,,
