,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Elgårdsmindelunden 125,8362",4.649.000 kr.,Højboskolen,732 m,7.3,3.7,Villa,Energimærke C,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 253 dage,176 m²,Grund: 842 m²,Ejerudg.: 2.424 kr/md,5 værelser,Opført 2006,2 toiletter,8362,https://www.boligsiden.dk/addresses/0a3f50c0-2d05-32b8-e044-0003ba298018,,,,
"Øster Bordingstræde 7,8600",2.995.000 kr.,Buskelundskolen,"1,82 km",7.9,3.8,Villa,Energimærke B,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 91 dage,247 m²,Grund: 922 m²,Ejerudg.: 2.367 kr/md,7 værelser,Opført 1967,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c2-1ace-32b8-e044-0003ba298018,,,,
"Søstien 4,3700",12.000.000 kr.,Åvangsskolen,899 m,6.4,3.6,Villa,Energimærke A2020,Høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 91 dage,204 m²,Grund: 1405 m²,Ejerudg.: 5.623 kr/md,4 værelser,Opført 2018,3 toiletter,3700,https://www.boligsiden.dk/addresses/0a3f50b2-30bb-32b8-e044-0003ba298018,,,,
"Askevej 18,3630",1.895.000 kr.,Jægerspris Skole,934 m,6.8,3.6,Villa,Energimærke E,Mellem,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 91 dage,125 m²,Grund: 830 m²,Ejerudg.: 2.852 kr/md,4 værelser,Opført 1964,2 toiletter,3630,https://www.boligsiden.dk/addresses/0a3f50aa-2ed3-32b8-e044-0003ba298018,,,,
"Hvidkjærsvej 7,7000",2.150.000 kr.,"Erritsø Fællesskole, Krogagervej",124 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 91 dage,136 m²,Grund: 800 m²,Ejerudg.: 2.000 kr/md,5 værelser,Opført 1968,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-a30c-32b8-e044-0003ba298018,,,,
"På Højen 21,4534",1.595.000 kr.,Hørve Skole,762 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 91 dage,172 m²,Grund: 874 m²,Ejerudg.: 1.460 kr/md,6 værelser,Opført 1974,2 toiletter,4534,https://www.boligsiden.dk/addresses/0a3f50ac-c798-32b8-e044-0003ba298018,,,,
"Guldager Byvej 70,6710",1.745.000 kr.,Sønderrisskolen,"1,83 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 91 dage,151 m²,Grund: 588 m²,Ejerudg.: 1.712 kr/md,6 værelser,Opført 1986,2 toiletter,6710,https://www.boligsiden.dk/addresses/0a3f50b8-ecc5-32b8-e044-0003ba298018,,,,
"Strandjægervej 6,2791",7.950.000 kr.,Dragør Skole,425 m,8.1,3.8,Villa,Energimærke C,Mellem,"24,8%","24,47‰.","Der er 14.640 indbyggere i Dragør Kommune. Kommuneskatten er på 24,8% og grundskyldspromillen på 24,47‰.",Til salg i alt: 91 dage,96 m²,Grund: 780 m²,Ejerudg.: 6.226 kr/md,3 værelser,Opført 1954,2 toiletter,2791,https://www.boligsiden.dk/addresses/0a3f50a3-93bf-32b8-e044-0003ba298018,,,,
"Oldhøjen 2,4300",5.695.000 kr.,Bjergmarkskolen,"1,4 km",6.8,3.7,Villa,Energimærke A2015,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 91 dage,170 m²,Grund: 1025 m²,Ejerudg.: 3.441 kr/md,5 værelser,Opført 2019,2 toiletter,4300,https://www.boligsiden.dk/addresses/46231efa-d398-486e-b61b-551f5417910b,,,,
"Engparken 2,6580",1.995.000 kr.,Vamdrup Skole,"1,86 km",6.9,3.7,Villa,Energimærke D,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 91 dage,179 m²,Grund: 1038 m²,Ejerudg.: 2.042 kr/md,5 værelser,Opført 1971,2 toiletter,6580,https://www.boligsiden.dk/addresses/0a3f50bc-8ca3-32b8-e044-0003ba298018,,,,
"Over Bakken 9,7950",2.795.000 kr.,Midtmors Skole,"6,15 km",6.3,3.7,Villa,Energimærke B,Mellem,"25,8%","24,68‰.","Der er 20.068 indbyggere i Morsø Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 24,68‰.",Til salg i alt: 91 dage,148 m²,Grund: 1456 m²,Ejerudg.: 1.113 kr/md,3 værelser,Opført 2009,2 toiletter,7950,https://www.boligsiden.dk/addresses/64ad9bbf-cb4f-4a36-e044-0003ba298018,,,,
"Peder Jessens Toft 14,6720",3.098.000 kr.,Fanø Skole,"1,01 km",7.5,3.7,Villa,Energimærke A2015,Meget lav,"25,66%",34‰.,"Der er 3.427 indbyggere i Fanø Kommune. Kommuneskatten er på 25,66% og grundskyldspromillen på 34‰.",Til salg i alt: 91 dage,149 m²,Grund: 954 m²,Ejerudg.: 1.779 kr/md,5 værelser,Opført 2020,2 toiletter,6720,https://www.boligsiden.dk/addresses/1f99100a-a37c-4f37-9de9-36515395094a,,,,
"Kildedalen 10,8870",3.195.000 kr.,Langå Skole,638 m,6.8,3.6,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 500 dage,178 m²,Grund: 853 m²,Ejerudg.: 1.702 kr/md,5 værelser,Opført 1971,2 toiletter,8870,https://www.boligsiden.dk/addresses/0a3f50c0-3f3c-32b8-e044-0003ba298018,,,,
"Hømvej 9C,4100",2.995.000 kr.,Campusskolen,"2,23 km",6.9,3.6,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 91 dage,175 m²,Grund: 860 m²,Ejerudg.: 2.497 kr/md,6 værelser,Opført 1971,2 toiletter,4100,https://www.boligsiden.dk/addresses/0a3f50ae-389a-32b8-e044-0003ba298018,,,,
"Platanvej 26,5230",10.795.000 kr.,Hunderupskolen,777 m,8,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 91 dage,203 m²,Grund: 1111 m²,Ejerudg.: 5.283 kr/md,6 værelser,Opført 1910,3 toiletter,5230,https://www.boligsiden.dk/addresses/0a3f50b4-82ed-32b8-e044-0003ba298018,,,,
"Slotsherrensvej 7, 3. th.,2720",2.995.000 kr.,Katrinedals Skole,601 m,7.8,3.7,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 292 dage,72 m²,,Ejerudg.: 5.105 kr/md,3 værelser,Opført 1932,1 toilet,2720,https://www.boligsiden.dk/addresses/0a3f50a0-b44a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Prins Valdemars Vej 15,2820",11.495.000 kr.,Tjørnegårdsskolen,587 m,8.1,3.8,Villa,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 91 dage,174 m²,Grund: 949 m²,Ejerudg.: 7.985 kr/md,4 værelser,Opført 1954,2 toiletter,2820,https://www.boligsiden.dk/addresses/0a3f50a3-f657-32b8-e044-0003ba298018,,,,
"Vesterågade 43,5672",1.325.000 kr.,Brobyskolerne,"3,01 km",6.9,3.6,Villa,Energimærke C,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 91 dage,127 m²,Grund: 747 m²,Ejerudg.: 1.250 kr/md,4 værelser,Opført 1950,2 toiletter,5672,https://www.boligsiden.dk/addresses/0a3f50b2-7250-32b8-e044-0003ba298018,,,,
"Langgade 76,7500",875.000 kr.,Skave Skole og Børnehus,"4,08 km",7.1,3.7,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 91 dage,207 m²,Grund: 1329 m²,Ejerudg.: 1.483 kr/md,4 værelser,Opført 1952,3 toiletter,7500,https://www.boligsiden.dk/addresses/0a3f50be-0c11-32b8-e044-0003ba298018,,,,
"Kirkevænget 196,8310",3.345.000 kr.,Tranbjergskolen,851 m,6.9,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 91 dage,123 m²,Grund: 825 m²,Ejerudg.: 2.720 kr/md,4 værelser,Opført 1967,1 toilet,8310,https://www.boligsiden.dk/addresses/0a3f50c3-664e-32b8-e044-0003ba298018,,,,
"Munkemøllevej 6,6300",7.950.000 kr.,Gråsten Skole,"6,27 km",7.2,3.7,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 91 dage,297 m²,Grund: 1951 m²,Ejerudg.: 2.637 kr/md,8 værelser,Opført 1800,2 toiletter,6300,https://www.boligsiden.dk/addresses/0a3f50b6-9c4c-32b8-e044-0003ba298018,,,,
"Frihedsvej 9A,6700",3.195.000 kr.,Boldesager Skole,268 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 729 dage,182 m²,Grund: 209 m²,Ejerudg.: 1.892 kr/md,5 værelser,Opført 1910,2 toiletter,6700,https://www.boligsiden.dk/addresses/0a3f50b9-1c84-32b8-e044-0003ba298018,,,,
"Sorøvej 44,4230",1.245.000 kr.,Dalmose skole,"8,27 km",5.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 91 dage,85 m²,Grund: 985 m²,Ejerudg.: 1.479 kr/md,3 værelser,Opført 1959,1 toilet,4230,https://www.boligsiden.dk/addresses/0a3f50ae-740a-32b8-e044-0003ba298018,,,,
"Ingrids Allé 26,5250",3.795.000 kr.,Tingløkkeskolen,488 m,7.7,3.9,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 91 dage,120 m²,Grund: 633 m²,Ejerudg.: 2.767 kr/md,5 værelser,Opført 1954,2 toiletter,5250,https://www.boligsiden.dk/addresses/0a3f50b4-1810-32b8-e044-0003ba298018,,,,
"Spartavej 5,9270",3.185.000 kr.,Klarup Skole,229 m,7.3,3.8,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 91 dage,201 m²,Grund: 713 m²,Ejerudg.: 2.637 kr/md,6 værelser,Opført 1966,3 toiletter,9270,https://www.boligsiden.dk/addresses/0a3f50ca-bca5-32b8-e044-0003ba298018,,,,
"Engvangen 24,8520",3.598.000 kr.,Lystrup Skole,"1,16 km",7.8,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 91 dage,122 m²,Grund: 794 m²,Ejerudg.: 2.979 kr/md,4 værelser,Opført 1978,1 toilet,8520,https://www.boligsiden.dk/addresses/0a3f50c2-ccb9-32b8-e044-0003ba298018,,,,
"Åkandevej 7,3300",2.095.000 kr.,Frederiksværk Skole,829 m,6.4,3.7,Villa,Energimærke D,Lav,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 259 dage,124 m²,Grund: 911 m²,Ejerudg.: 2.410 kr/md,5 værelser,Opført 1954,1 toilet,3300,https://www.boligsiden.dk/addresses/0a3f50a8-a857-32b8-e044-0003ba298018,,,,
"Søvej 3,6740",1.998.000 kr.,Bakkevejens Skole,237 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 91 dage,113 m²,Grund: 517 m²,Ejerudg.: 1.499 kr/md,3 værelser,Opført 1913,3 toiletter,6740,https://www.boligsiden.dk/addresses/0a3f50b8-b23a-32b8-e044-0003ba298018,,,,
"Langesvej 28, 1.,3400",3.875.000 kr.,Frederiksborg Byskole,442 m,7.9,3.7,Ejerlejlighed,Energimærke E,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 91 dage,113 m²,,Ejerudg.: 4.600 kr/md,4 værelser,Opført 1935,1 toilet,3400,https://www.boligsiden.dk/addresses/476182a0-625f-4bbc-88a7-74c676322aee,Elevator: Nej,Altan: Ja,Terrasse: Ja,
"Haderslevvej 116,6760",2.298.000 kr.,Ansgarskolen,"3,8 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke F,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 352 dage,166 m²,Grund: 133012 m²,Ejerudg.: 1.992 kr/md,3 værelser,Opført 1677,1 toilet,6760,https://www.boligsiden.dk/addresses/0a3f50b9-c186-32b8-e044-0003ba298018,,,,
"Altavej 25,4500",1.100.000 kr.,Højby Skole,"5,34 km",6.5,3.6,Villa,Energimærke F,Lav,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 136 dage,81 m²,Grund: 905 m²,Ejerudg.: 1.462 kr/md,4 værelser,Opført 1966,1 toilet,4500,https://www.boligsiden.dk/addresses/0a3f50ad-fa79-32b8-e044-0003ba298018,,,,
"Kongevejen 5A,4200",2.195.000 kr.,Antvorskov Skole,856 m,7,3.7,Villa,Energimærke E,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 91 dage,180 m²,Grund: 1220 m²,Ejerudg.: 2.855 kr/md,6 værelser,Opført 1934,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-8f0c-32b8-e044-0003ba298018,,,,
"Bredekærs Vænge 8,2635",4.195.000 kr.,Gildbroskolen,487 m,5.7,3.7,Villa,Energimærke D,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 91 dage,169 m²,Grund: 979 m²,Ejerudg.: 3.319 kr/md,5 værelser,Opført 1972,3 toiletter,2635,https://www.boligsiden.dk/addresses/0a3f50a7-0647-32b8-e044-0003ba298018,,,,
"Skærbækvej 18,8600",7.000.000 kr.,Dybkærskolen,"3,08 km",7.4,3.8,Villa,Energimærke A2010,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 91 dage,220 m²,Grund: 1588 m²,Ejerudg.: 4.228 kr/md,6 værelser,Opført 1981,2 toiletter,8600,https://www.boligsiden.dk/addresses/0a3f50c2-073d-32b8-e044-0003ba298018,,,,
"Strandvej 11,5700",5.395.000 kr.,Ørkildskolen,"1,6 km",6.6,3.8,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 228 dage,156 m²,Grund: 290 m²,Ejerudg.: 2.692 kr/md,4 værelser,Opført 1900,3 toiletter,5700,https://www.boligsiden.dk/addresses/0a3f50b5-a490-32b8-e044-0003ba298018,,,,
"Himlingøje Bygade 15,4652",3.695.000 kr.,Hotherskolen,"3,33 km",6.5,3.6,Villa,Energimærke A2010,Meget høj,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 91 dage,185 m²,Grund: 3154 m²,Ejerudg.: 2.506 kr/md,5 værelser,Opført 2006,2 toiletter,4652,https://www.boligsiden.dk/addresses/0a3f50ac-785a-32b8-e044-0003ba298018,,,,
"Stendyssen 134,9230",2.195.000 kr.,Svenstrup Skole,950 m,7.6,3.7,Rækkehus,Energimærke A2010,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 91 dage,109 m²,Grund: 244 m²,Ejerudg.: 1.544 kr/md,4 værelser,Opført 1981,2 toiletter,9230,https://www.boligsiden.dk/addresses/0a3f50ca-c327-32b8-e044-0003ba298018,,,,
"Markildevej 8,3200",13.000.000 kr.,Nordstjerneskolen,"3,4 km",6.8,3.6,Landejendom,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 91 dage,350 m²,Grund: 219388 m²,Ejerudg.: 3.577 kr/md,8 værelser,Opført 1904,2 toiletter,3200,https://www.boligsiden.dk/addresses/0a3f50a9-03c3-32b8-e044-0003ba298018,,,,
"Vestre Paradisvej 46,2840",7.495.000 kr.,Skovlyskolen,614 m,8.5,3.8,Villa,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 91 dage,135 m²,Grund: 900 m²,Ejerudg.: 7.814 kr/md,5 værelser,Opført 1967,2 toiletter,2840,https://www.boligsiden.dk/addresses/0a3f50a7-00d8-32b8-e044-0003ba298018,,,,
"Morbærhegnet 64,2670",2.195.000 kr.,Mosedeskolen,848 m,7.4,3.7,Ejerlejlighed,Energimærke A2010,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 91 dage,69 m²,,Ejerudg.: 3.218 kr/md,3 værelser,Opført 1988,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50ab-0fc8-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Grønnegården 407,2670",3.145.000 kr.,Arenaskolen,847 m,6,3.6,Rækkehus,Energimærke B,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 91 dage,96 m²,Grund: 225 m²,Ejerudg.: 3.079 kr/md,4 værelser,Opført 1986,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50aa-f871-32b8-e044-0003ba298018,,,,
"Ingeniørvænget 59,3520",5.500.000 kr.,Solvangskolen,"1,56 km",7.9,3.8,Villa,Energimærke E,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 91 dage,145 m²,Grund: 976 m²,Ejerudg.: 3.793 kr/md,5 værelser,Opført 1957,1 toilet,3520,https://www.boligsiden.dk/addresses/0a3f50a8-1208-32b8-e044-0003ba298018,,,,
"Lærkevej 32,7361",965.000 kr.,Ejstrupholm Skole,313 m,6.9,3.6,Villa,Energimærke D,Mellem,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 475 dage,108 m²,Grund: 893 m²,Ejerudg.: 1.234 kr/md,4 værelser,Opført 1967,1 toilet,7361,https://www.boligsiden.dk/addresses/0a3f50bc-6e72-32b8-e044-0003ba298018,,,,
"Søndre Badevej 4A, 1. tv.,4600",3.295.000 kr.,Søndre Skole,"1,14 km",7.4,3.7,Ejerlejlighed,Energimærke A2010,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 91 dage,81 m²,,Ejerudg.: 3.458 kr/md,3 værelser,Opført 2017,1 toilet,4600,https://www.boligsiden.dk/addresses/d7abab28-1d84-4acd-87bc-59434f180ede,Elevator: Ja,Altan: Ja,Terrasse: Nej,
