,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Nederbyvej 14,7080",2.495.000 kr.,Englystskolen,"2,29 km",7.5,3.8,Villa,Energimærke B,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 266 dage,185 m²,Grund: 6091 m²,Ejerudg.: 3.013 kr/md,7 værelser,Opført 1885,2 toiletter,7080,https://www.boligsiden.dk/addresses/0a3f50ba-5cd8-32b8-e044-0003ba298018,,,,
"Teglgårdsvej 385, st. th.,3050",1.595.000 kr.,Humlebæk Skole,552 m,7.8,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 92 dage,69 m²,,Ejerudg.: 3.971 kr/md,2 værelser,Opført 1964,1 toilet,3050,https://www.boligsiden.dk/addresses/0a3f50a8-4210-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Ja,
"Dyssevej 1,9541",1.595.000 kr.,Suldrup Skole,589 m,6.7,3.7,Villa,Energimærke C,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 92 dage,154 m²,Grund: 840 m²,Ejerudg.: 1.620 kr/md,6 værelser,Opført 1963,2 toiletter,9541,https://www.boligsiden.dk/addresses/0a3f50c9-5d46-32b8-e044-0003ba298018,,,,
"Vester Søgade 22, st. tv.,1601",2.595.000 kr.,Gasværksvejens Skole,795 m,8.2,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 92 dage,40 m²,,Ejerudg.: 1.910 kr/md,1 værelser,Opført 1974,1 toilet,1601,https://www.boligsiden.dk/addresses/0a3f50a1-9d54-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Mygdalvej 15,9850",295.000 kr.,Horne undervisningssted,"2,16 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke F,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 92 dage,84 m²,Grund: 520 m²,Ejerudg.: 797 kr/md,4 værelser,Opført 1925,1 toilet,9850,https://www.boligsiden.dk/addresses/0a3f50c7-f116-32b8-e044-0003ba298018,,,,
"Søtorvet 16, 4. 1.,8600",3.695.000 kr.,Langsøskolen,725 m,7.1,3.7,Ejerlejlighed,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 92 dage,111 m²,,Ejerudg.: 3.472 kr/md,3 værelser,Opført 2023,1 toilet,8600,https://www.boligsiden.dk/addresses/6ab1629a-7e02-47c5-9d05-c98e9e3cbcdc,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Reventlowsvej 56, 4. tv.,5000",1.600.000 kr.,Munkebjergskolen,780 m,7.4,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 92 dage,76 m²,,Ejerudg.: 2.706 kr/md,3 værelser,Opført 1935,1 toilet,5000,https://www.boligsiden.dk/addresses/0a3f50b4-8c83-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Vestre Alle 31,7430",1.675.000 kr.,Ikast Nordre Skole,623 m,6.7,3.7,Villa,Energimærke E,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 375 dage,182 m²,Grund: 911 m²,Ejerudg.: 1.872 kr/md,4 værelser,Opført 1972,2 toiletter,7430,https://www.boligsiden.dk/addresses/0a3f50be-616b-32b8-e044-0003ba298018,,,,
"Poppelvej 2,6973",1.195.000 kr.,Sørvad-Ørnhøj Skole,"8,73 km",7,3.8,Villa,Energimærke C,Lav,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 92 dage,238 m²,Grund: 886 m²,Ejerudg.: 1.318 kr/md,6 værelser,Opført 1976,2 toiletter,6973,https://www.boligsiden.dk/addresses/0a3f50bf-1148-32b8-e044-0003ba298018,,,,
"Mirabellevej 15,6000",2.795.000 kr.,Bramdrup Skole,"1,27 km",6.7,3.8,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 424 dage,154 m²,Grund: 931 m²,Ejerudg.: 2.752 kr/md,5 værelser,Opført 2000,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-2325-32b8-e044-0003ba298018,,,,
"Sct Olaigade 15,4400",2.995.000 kr.,Skolen på Herredsåsen,"1,05 km",6.8,3.6,Villa,Energimærke D,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 92 dage,253 m²,Grund: 335 m²,Ejerudg.: 2.656 kr/md,5 værelser,Opført 1895,2 toiletter,4400,https://www.boligsiden.dk/addresses/53fd56c2-3f93-4536-8a80-6c57b9078930,,,,
"Høje Støvring 16,9530",3.895.000 kr.,Karensmindeskolen,989 m,8,3.8,Villa,Energimærke A2015,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 92 dage,154 m²,Grund: 1265 m²,Ejerudg.: 2.517 kr/md,5 værelser,Opført 2017,2 toiletter,9530,https://www.boligsiden.dk/addresses/785c0b60-976d-447f-8ea1-cbf3774ee583,,,,
"Rådhusvej 2,4300",6.690.000 kr.,"Nordvestsjællands Erhvervs- og Gymnasieuddannelser, 10. klasse, Holbæk",516 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Ukendt,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 92 dage,295 m²,Grund: 1320 m²,Ejerudg.: 11.299 kr/md,8 værelser,Opført 1905,-,4300,https://www.boligsiden.dk/addresses/8287e111-dc48-4577-983d-8da930e7befe,,,,
"Egehegnet 67,2850",2.995.000 kr.,Ravnholm Skole,694 m,8.2,3.8,Rækkehus,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 92 dage,95 m²,Grund: 107 m²,Ejerudg.: 4.412 kr/md,4 værelser,Opført 1985,1 toilet,2850,https://www.boligsiden.dk/addresses/0a3f50a6-cbc9-32b8-e044-0003ba298018,,,,
"Dyndetvej 9,4140",7.895.000 kr.,Borup Skole,"2,49 km",7.2,3.7,Villa/Landejendom,Energimærke B,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 92 dage,270 m²,Grund: 55233 m²,Ejerudg.: 4.107 kr/md,6 værelser,Opført 1912,1 toilet,4140,https://www.boligsiden.dk/addresses/0a3f50ac-3812-32b8-e044-0003ba298018,,,,
"Brislingvej 32,3450",4.925.000 kr.,Ravnsholtskolen,517 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 92 dage,154 m²,Grund: 734 m²,Ejerudg.: 4.503 kr/md,5 værelser,Opført 1973,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-b5c7-32b8-e044-0003ba298018,,,,
"Markgade 30,6270",698.000 kr.,Tønder Distriktsskole,423 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 92 dage,111 m²,Grund: 313 m²,Ejerudg.: 1.457 kr/md,3 værelser,Opført 1919,1 toilet,6270,https://www.boligsiden.dk/addresses/0a3f50b7-f5b3-32b8-e044-0003ba298018,,,,
"Jægertoften 1,6780",1.795.000 kr.,Skærbæk Distriktsskole,477 m,6,3.6,Villa/Fritidsbolig,Energimærke C,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 343 dage,136 m²,Grund: 872 m²,Ejerudg.: 1.561 kr/md,7 værelser,Opført 2006,1 toilet,6780,https://www.boligsiden.dk/addresses/0a3f50b7-6ba3-32b8-e044-0003ba298018,,,,
"Korsvejen 1,5943",1.695.000 kr.,"Ørstedskolen, afdeling Strynø",901 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke F,Høj,"26,3%","24,57‰.","Der er 12.316 indbyggere i Langeland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,57‰.",Til salg i alt: 92 dage,144 m²,Grund: 8771 m²,Ejerudg.: 3.238 kr/md,6 værelser,Opført 1900,1 toilet,5943,https://www.boligsiden.dk/addresses/0a3f50b5-444f-32b8-e044-0003ba298018,,,,
"Nr Alslev Langgade 51,4840",725.000 kr.,Nr Alslev Skole,264 m,6.2,3.7,Villa/Fritidsbolig,Energimærke E,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 92 dage,126 m²,Grund: 687 m²,Ejerudg.: 1.332 kr/md,6 værelser,Opført 1925,1 toilet,4840,https://www.boligsiden.dk/addresses/0a3f50b0-dfa4-32b8-e044-0003ba298018,,,,
"Vrålyngen 10,3540",6.995.000 kr.,Lynge Skole,"1,41 km",7.7,3.8,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 92 dage,218 m²,Grund: 5528 m²,Ejerudg.: 6.153 kr/md,4 værelser,Opført 1910,3 toiletter,3540,https://www.boligsiden.dk/addresses/0a3f50a7-d889-32b8-e044-0003ba298018,,,,
"Grunderupvej 33,4683",1.195.000 kr.,"Ny-Øst, Møllevangsskolen","1,74 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 92 dage,96 m²,Grund: 1034 m²,Ejerudg.: 1.609 kr/md,2 værelser,Opført 1902,1 toilet,4683,https://www.boligsiden.dk/addresses/0a3f50b1-2b5c-32b8-e044-0003ba298018,,,,
"Ahornvej 1,8870",1.195.000 kr.,Ulstrup Skole,"8,38 km",6.8,3.7,Villa,Energimærke C,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 92 dage,134 m²,Grund: 470 m²,Ejerudg.: 1.159 kr/md,5 værelser,Opført 1924,2 toiletter,8870,https://www.boligsiden.dk/addresses/0a3f50c0-3922-32b8-e044-0003ba298018,,,,
"Damgårdsvej 48,2990",6.500.000 kr.,Nivå Skole,379 m,7.4,3.8,Villa,Energimærke C,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 92 dage,217 m²,Grund: 992 m²,Ejerudg.: 4.509 kr/md,7 værelser,Opført 1987,2 toiletter,2990,https://www.boligsiden.dk/addresses/0a3f50aa-52ad-32b8-e044-0003ba298018,,,,
"Karensvej 29,7700",235.000 kr.,"Hannæs-Østerild Skole, Østerild afdeling","2,12 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 92 dage,115 m²,Grund: 786 m²,Ejerudg.: 884 kr/md,3 værelser,Opført 1934,1 toilet,7700,https://www.boligsiden.dk/addresses/0a3f50c6-1679-32b8-e044-0003ba298018,,,,
"Kløvertoften 12,6430",1.099.000 kr.,Nørreskov-Skolen,"3,98 km",6.3,3.7,Villa,Energimærke D,Meget høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 92 dage,164 m²,Grund: 780 m²,Ejerudg.: 1.218 kr/md,5 værelser,Opført 1970,2 toiletter,6430,https://www.boligsiden.dk/addresses/0a3f50b7-1509-32b8-e044-0003ba298018,,,,
"Præstøvej 25,4771",1.295.000 kr.,Møn skole,"7,84 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 92 dage,139 m²,Grund: 790 m²,Ejerudg.: 1.541 kr/md,3 værelser,Opført 1935,2 toiletter,4771,https://www.boligsiden.dk/addresses/0a3f50af-bb72-32b8-e044-0003ba298018,,,,
"Magnoliavej 25,9000",3.295.000 kr.,Gl Hasseris Skole,638 m,7.9,3.8,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 92 dage,122 m²,Grund: 864 m²,Ejerudg.: 4.370 kr/md,5 værelser,Opført 1959,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50ca-6180-32b8-e044-0003ba298018,,,,
"Bjelkes Allé 39, 2.,2200",5.695.000 kr.,Nørrebro Park Skole,388 m,6.7,3.8,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 92 dage,72 m²,,Ejerudg.: 6.086 kr/md,3 værelser,Opført 1884,1 toilet,2200,https://www.boligsiden.dk/addresses/752f126c-b751-41db-b277-c53ee7b23cfa,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Roagervej 406,6760",1.395.000 kr.,Vadehavsskolen,"8,31 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 92 dage,204 m²,Grund: 1914 m²,Ejerudg.: 1.100 kr/md,6 værelser,Opført 1944,1 toilet,6760,https://www.boligsiden.dk/addresses/0a3f50b9-cf69-32b8-e044-0003ba298018,,,,
"Østergade 55,7620",395.000 kr.,Lemtorpskolen,674 m,7.5,3.9,Villa,Energimærke C,Mellem,"25,46%",28‰.,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",Til salg i alt: 92 dage,100 m²,Grund: 118 m²,Ejerudg.: 1.177 kr/md,3 værelser,Opført 1910,1 toilet,7620,https://www.boligsiden.dk/addresses/0a3f50be-8baf-32b8-e044-0003ba298018,,,,
"Vestergade 19, 1. tv.,9400",1.995.000 kr.,Skansevejens Skole,188 m,7,3.8,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 92 dage,109 m²,,Ejerudg.: 2.097 kr/md,4 værelser,Opført 1890,1 toilet,9400,https://www.boligsiden.dk/addresses/0a3f50ca-f92d-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Søbredden 13,3450",4.995.000 kr.,Ravnsholtskolen,750 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 92 dage,167 m²,Grund: 814 m²,Ejerudg.: 5.227 kr/md,5 værelser,Opført 1972,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-d26e-32b8-e044-0003ba298018,,,,
"Torupdal 10,8305",775.000 kr.,Samsø Skole,"1,43 km",6.7,3.6,Villa/Fritidsbolig,Energimærke G,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 206 dage,178 m²,Grund: 1054 m²,Ejerudg.: 1.663 kr/md,4 værelser,Opført 1903,2 toiletter,8305,https://www.boligsiden.dk/addresses/0a3f50c1-b05f-32b8-e044-0003ba298018,,,,
"Nykøbingvej 25,4440",995.000 kr.,Kildebjergskolen,"2,93 km",6.7,3.7,Landejendom,Energimærke E,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 92 dage,155 m²,Grund: 41521 m²,Ejerudg.: 1.993 kr/md,5 værelser,Opført 1900,1 toilet,4440,https://www.boligsiden.dk/addresses/0a3f50af-1088-32b8-e044-0003ba298018,,,,
"Thomasmindeparken 55,9440",3.595.000 kr.,Aabybro Skole,"1,31 km",7.4,3.8,Villa,Energimærke B,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 92 dage,190 m²,Grund: 1087 m²,Ejerudg.: 2.250 kr/md,5 værelser,Opført 2006,2 toiletter,9440,https://www.boligsiden.dk/addresses/0f0b1f3f-18d6-73d9-e044-0003ba298018,,,,
"Gl. Dronninggårds Alle 14A,2840",21.995.000 kr.,Holte Skole,284 m,8.6,3.8,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 173 dage,283 m²,Grund: 3269 m²,Ejerudg.: 21.501 kr/md,7 værelser,Opført 1932,2 toiletter,2840,https://www.boligsiden.dk/addresses/0a3f50a6-d1cf-32b8-e044-0003ba298018,,,,
"Blåklokkevej 2,9800",2.495.000 kr.,Hjørring Nordvestskole,421 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 92 dage,153 m²,Grund: 944 m²,Ejerudg.: 1.770 kr/md,5 værelser,Opført 1971,2 toiletter,9800,https://www.boligsiden.dk/addresses/0a3f50c8-0708-32b8-e044-0003ba298018,,,,
"Karensvej 18,7700",235.000 kr.,"Hannæs-Østerild Skole, Østerild afdeling","2,08 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 92 dage,115 m²,Grund: 800 m²,Ejerudg.: 1.104 kr/md,3 værelser,Opført 1941,2 toiletter,7700,https://www.boligsiden.dk/addresses/0a3f50c6-1676-32b8-e044-0003ba298018,,,,
"Solbakken 8,4200",2.495.000 kr.,Marievangsskolen,505 m,6.8,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 92 dage,226 m²,Grund: 921 m²,Ejerudg.: 3.120 kr/md,7 værelser,Opført 1977,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-c062-32b8-e044-0003ba298018,,,,
"Stenhavevej 16,2970",4.995.000 kr.,Usserød Skole,438 m,7.8,3.8,Villa,Energimærke D,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 92 dage,156 m²,Grund: 865 m²,Ejerudg.: 5.545 kr/md,5 værelser,Opført 1877,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-257d-32b8-e044-0003ba298018,,,,
"Korsholm 39,9370",4.195.000 kr.,Hals Skole,981 m,6.4,3.7,Villa,Energimærke D,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 92 dage,298 m²,Grund: 1644 m²,Ejerudg.: 3.517 kr/md,8 værelser,Opført 1986,2 toiletter,9370,https://www.boligsiden.dk/addresses/0a3f50c7-c7e8-32b8-e044-0003ba298018,,,,
"Hyldebærgrenen 39,5500",1.995.000 kr.,Hyllehøjskolen,597 m,7,3.7,Rækkehus,Energimærke B,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 92 dage,98 m²,Grund: 229 m²,Ejerudg.: 1.527 kr/md,4 værelser,Opført 2007,1 toilet,5500,https://www.boligsiden.dk/addresses/1f7a7527-9495-403c-e044-0003ba298018,,,,
"Nørholmsvej 231,9000",6.495.000 kr.,Frejlev Skole,"3,15 km",7.5,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 92 dage,260 m²,Grund: 3683 m²,Ejerudg.: 3.654 kr/md,7 værelser,Opført 2009,3 toiletter,9000,https://www.boligsiden.dk/addresses/434d4d3b-1c60-0401-e044-0003ba298018,,,,
"Rorupvej 20,4320",6.495.000 kr.,Osted Skole,"2,4 km",7.1,3.6,Landejendom,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 92 dage,256 m²,Grund: 63317 m²,Ejerudg.: 1.931 kr/md,11 værelser,Opført 1700,2 toiletter,4320,https://www.boligsiden.dk/addresses/0a3f50ab-adb5-32b8-e044-0003ba298018,,,,
"Vester Vænge Alle 2B,9000",4.498.000 kr.,Gl Hasseris Skole,755 m,7.9,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 319 dage,163 m²,Grund: 721 m²,Ejerudg.: 3.959 kr/md,5 værelser,Opført 1912,2 toiletter,9000,https://www.boligsiden.dk/addresses/0a3f50ca-fb40-32b8-e044-0003ba298018,,,,
"Dronningedammen 2, st. th.,2970",4.295.000 kr.,Hørsholm Skole,415 m,8.4,3.8,Ejerlejlighed,Energimærke B,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 216 dage,111 m²,,Ejerudg.: 5.620 kr/md,3 værelser,Opført 2005,1 toilet,2970,https://www.boligsiden.dk/addresses/0a3f50aa-07b5-32b8-e044-0003ba298018,Elevator: Ja,Altan: Nej,Terrasse: Ja,
"Skærødvej 42,3200",4.495.000 kr.,Bjørnehøjskolen,"1,43 km",7.6,3.8,Villa,Energimærke D,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 92 dage,253 m²,Grund: 2241 m²,Ejerudg.: 4.614 kr/md,6 værelser,Opført 1860,2 toiletter,3200,https://www.boligsiden.dk/addresses/0a3f50a9-0ffb-32b8-e044-0003ba298018,,,,
"Holmehuse 11,4000",4.250.000 kr.,Trællerupskolen,760 m,7.5,3.6,Villa,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 92 dage,163 m²,Grund: 972 m²,Ejerudg.: 4.642 kr/md,9 værelser,Opført 1972,3 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ab-a71b-32b8-e044-0003ba298018,,,,
"Søtorvet 16, 3. 1.,8600",3.595.000 kr.,Langsøskolen,725 m,7.1,3.7,Ejerlejlighed,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 92 dage,111 m²,,Ejerudg.: 3.406 kr/md,3 værelser,Opført 2023,1 toilet,8600,https://www.boligsiden.dk/addresses/35638b93-e428-4494-8a4d-ad1e9f31b014,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Bygade 34,7173",595.000 kr.,Øster Nykirke Skole,255 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke F,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 92 dage,90 m²,Grund: 661 m²,Ejerudg.: 1.085 kr/md,5 værelser,Opført 1907,1 toilet,7173,https://www.boligsiden.dk/addresses/0a3f50ba-fb18-32b8-e044-0003ba298018,,,,
"Marianelundsvej 6,3460",6.500.000 kr.,Rude Skov Skole,860 m,8.3,3.7,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 92 dage,116 m²,Grund: 1584 m²,Ejerudg.: 6.741 kr/md,3 værelser,Opført 1949,1 toilet,3460,https://www.boligsiden.dk/addresses/0a3f50a7-f35b-32b8-e044-0003ba298018,,,,
"Nørreskov Bakke 5,8600",3.765.000 kr.,Dybkærskolen,"1,15 km",7.4,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 92 dage,130 m²,Grund: 1025 m²,Ejerudg.: 3.016 kr/md,6 værelser,Opført 1952,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50c1-f7a1-32b8-e044-0003ba298018,,,,
