,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Dalbo 15,7200",2.095.000 kr.,Lynghedeskolen,"1,86 km",7,3.7,Villa,Energimærke C,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 19 dage,172 m²,Grund: 1034 m²,Ejerudg.: 1.379 kr/md,5 værelser,Opført 1977,2 toiletter,7200,https://www.boligsiden.dk/addresses/0a3f50b9-7f6f-32b8-e044-0003ba298018,,,,
"Skaarupvej 53,9610",198.000 kr.,Sortebakkeskolen,"9,08 km",6.9,3.7,Villa,Energimærke F,Mellem,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 19 dage,112 m²,Grund: 1186 m²,Ejerudg.: 1.047 kr/md,3 værelser,Opført 1877,1 toilet,9610,https://www.boligsiden.dk/addresses/0a3f50c8-c92d-32b8-e044-0003ba298018,,,,
"Rørmoseparken 44,3450",5.695.000 kr.,Engholmskolen,698 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 19 dage,154 m²,Grund: 752 m²,Ejerudg.: 4.660 kr/md,6 værelser,Opført 1983,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-ce1d-32b8-e044-0003ba298018,,,,
"Birkevej 31,8700",1.195.000 kr.,Dagnæsskolen,664 m,7,3.8,Villa,Energimærke F,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 19 dage,103 m²,Grund: 844 m²,Ejerudg.: 1.658 kr/md,3 værelser,Opført 1952,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-38e9-32b8-e044-0003ba298018,,,,
"Sdr Boulevard 5A, st. 1.,7800",2.995.000 kr.,Aakjærskolen,571 m,7.1,3.7,Ejerlejlighed,fejl,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 19 dage,121 m²,,Ejerudg.: 2.007 kr/md,3 værelser,Opført 2025,-,7800,https://www.boligsiden.dk/addresses/6e4304b8-a854-477f-9fee-3fa156867b63,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Blæsbjerggyden 2,5792",3.195.000 kr.,Broskolen,"1,72 km",7.3,3.8,Villa,Energimærke B,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 19 dage,181 m²,Grund: 1023 m²,Ejerudg.: 1.749 kr/md,6 værelser,Opført 1947,2 toiletter,5792,https://www.boligsiden.dk/addresses/0a3f50b6-2319-32b8-e044-0003ba298018,,,,
"Allegade 12A, 2.,3000",2.600.000 kr.,Skolen i Bymidten,189 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke E,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 19 dage,78 m²,,Ejerudg.: 3.444 kr/md,2 værelser,Opført 1750,1 toilet,3000,https://www.boligsiden.dk/addresses/0a3f50a9-1dad-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Vibevej 2,8700",4.295.000 kr.,Dagnæsskolen,827 m,7,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 19 dage,184 m²,Grund: 1003 m²,Ejerudg.: 2.554 kr/md,5 værelser,Opført 1931,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-a18c-32b8-e044-0003ba298018,,,,
"Helenelyst 85,8220",5.248.000 kr.,Engdalskolen,"1,17 km",7.5,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 19 dage,168 m²,Grund: 725 m²,Ejerudg.: 3.476 kr/md,5 værelser,Opført 2006,2 toiletter,8220,https://www.boligsiden.dk/addresses/0a3f50c3-18f5-32b8-e044-0003ba298018,,,,
"Fjordparken 5,6440",1.345.000 kr.,Augustenborg Skole,291 m,6.6,3.6,Rækkehus,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 19 dage,99 m²,Grund: 203 m²,Ejerudg.: 1.374 kr/md,3 værelser,Opført 1981,1 toilet,6440,https://www.boligsiden.dk/addresses/0a3f50b6-3e8e-32b8-e044-0003ba298018,,,,
"Uglebjergvej 14,5560",1.435.000 kr.,Aarupskolen,375 m,7.1,3.7,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 19 dage,144 m²,Grund: 948 m²,Ejerudg.: 1.518 kr/md,5 værelser,Opført 1971,2 toiletter,5560,https://www.boligsiden.dk/addresses/0a3f50b6-3b27-32b8-e044-0003ba298018,,,,
"Grædstrupvej 36,8740",1.450.000 kr.,"Brædstrup Skole, folkeskoleafdeling","2,08 km",6.6,3.7,Villa,Energimærke C,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 19 dage,308 m²,Grund: 857 m²,Ejerudg.: 2.070 kr/md,10 værelser,Opført 1946,2 toiletter,8740,https://www.boligsiden.dk/addresses/0a3f50ba-4060-32b8-e044-0003ba298018,,,,
"Lindskovvej 32,9000",3.995.000 kr.,Gl Hasseris Skole,950 m,7.9,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 19 dage,159 m²,Grund: 814 m²,Ejerudg.: 4.354 kr/md,5 værelser,Opført 1925,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50ca-56e9-32b8-e044-0003ba298018,,,,
"Ved Rævebakken 44,2670",3.695.000 kr.,Hedelyskolen,237 m,6.8,3.8,Rækkehus,Energimærke B,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 19 dage,136 m²,Grund: 218 m²,Ejerudg.: 3.549 kr/md,5 værelser,Opført 1973,2 toiletter,2670,https://www.boligsiden.dk/addresses/0a3f50ab-2a6d-32b8-e044-0003ba298018,,,,
"Vongevej 54,7300",525.000 kr.,Kollerup Skole,"3,71 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke G,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 19 dage,220 m²,Grund: 2182 m²,Ejerudg.: 1.769 kr/md,3 værelser,Opført 1925,2 toiletter,7300,https://www.boligsiden.dk/addresses/0a3f50bb-b208-32b8-e044-0003ba298018,,,,
"Snerlevej 68,6880",1.195.000 kr.,Tarm Skole,465 m,6.6,3.7,Villa,Energimærke C,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 78 dage,184 m²,Grund: 744 m²,Ejerudg.: 1.492 kr/md,5 værelser,Opført 1968,2 toiletter,6880,https://www.boligsiden.dk/addresses/0a3f50bd-35df-32b8-e044-0003ba298018,,,,
"Krokusvej 20,9310",2.395.000 kr.,Vester Hassing Skole,830 m,7.3,3.7,Villa,Energimærke C,Meget lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 84 dage,135 m²,Grund: 758 m²,Ejerudg.: 1.525 kr/md,4 værelser,Opført 2001,1 toilet,9310,https://www.boligsiden.dk/addresses/0a3f50c7-c84a-32b8-e044-0003ba298018,,,,
"Kastanie Allé 26B, st. th.,2720",3.185.000 kr.,Damhusengens Skole,638 m,7.5,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 19 dage,70 m²,,Ejerudg.: 5.201 kr/md,3 værelser,Opført 1938,1 toilet,2720,https://www.boligsiden.dk/addresses/0a3f509f-1b67-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Skyttevangen 8,3450",4.350.000 kr.,Engholmskolen,720 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2010,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 19 dage,146 m²,Grund: 125 m²,Ejerudg.: 4.445 kr/md,4 værelser,Opført 1988,2 toiletter,3450,https://www.boligsiden.dk/addresses/0a3f50a7-d04e-32b8-e044-0003ba298018,,,,
"Eremitageparken 373, 2. a.,2800",2.995.000 kr.,Lundtofte Skole,849 m,7.8,3.8,Ejerlejlighed,Energimærke C,Lav,"24,38%","21,49‰.","Der er 57.826 indbyggere i Lyngby-Taarbæk Kommune. Kommuneskatten er på 24,38% og grundskyldspromillen på 21,49‰.",Til salg i alt: 349 dage,84 m²,,Ejerudg.: 5.328 kr/md,3 værelser,Opført 1972,1 toilet,2800,https://www.boligsiden.dk/addresses/0a3f50a6-26f7-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Bredekildevej 73,4400",1.395.000 kr.,Skolen på Herredsåsen,500 m,6.8,3.6,Villa,Energimærke E,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 19 dage,176 m²,Grund: 791 m²,Ejerudg.: 1.874 kr/md,8 værelser,Opført 1961,3 toiletter,4400,https://www.boligsiden.dk/addresses/0a3f50ad-9de9-32b8-e044-0003ba298018,,,,
"Ramsager 24,3230",3.195.000 kr.,Gribskolen  Græsted,603 m,6.5,3.6,Villa,Energimærke A2015,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 19 dage,187 m²,Grund: 751 m²,Ejerudg.: 3.230 kr/md,6 værelser,Opført 1973,2 toiletter,3230,https://www.boligsiden.dk/addresses/0a3f50a8-d219-32b8-e044-0003ba298018,,,,
"Skovskellet 9,9310",2.395.000 kr.,Vodskov Skole,"3,55 km",6.9,3.7,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 19 dage,138 m²,Grund: 1083 m²,Ejerudg.: 1.717 kr/md,5 værelser,Opført 1973,2 toiletter,9310,https://www.boligsiden.dk/addresses/0a3f50ca-b3ca-32b8-e044-0003ba298018,,,,
"Blæsborg 27,6440",1.695.000 kr.,Augustenborg Skole,"1,24 km",6.6,3.6,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 19 dage,130 m²,Grund: 1086 m²,Ejerudg.: 1.521 kr/md,4 værelser,Opført 1976,2 toiletter,6440,https://www.boligsiden.dk/addresses/0a3f50b6-3d7d-32b8-e044-0003ba298018,,,,
"Møgelbjergvej 72,9310",3.895.000 kr.,Vodskov Skole,522 m,6.9,3.7,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 171 dage,185 m²,Grund: 885 m²,Ejerudg.: 2.419 kr/md,5 værelser,Opført 1970,2 toiletter,9310,https://www.boligsiden.dk/addresses/0a3f50ca-6a1e-32b8-e044-0003ba298018,,,,
"Gml Oustrupvej 19,8544",4.095.000 kr.,Ådalens Skole,"4,41 km",6.9,3.7,Landejendom,Energimærke D,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 19 dage,260 m²,Grund: 58009 m²,Ejerudg.: 1.870 kr/md,6 værelser,Opført 1860,2 toiletter,8544,https://www.boligsiden.dk/addresses/0a3f50c1-5eea-32b8-e044-0003ba298018,,,,
"Skovbakken 68,3520",10.950.000 kr.,Stavnsholtskolen,702 m,7,3.7,Villa,Energimærke B,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 19 dage,191 m²,Grund: 1212 m²,Ejerudg.: 6.578 kr/md,4 værelser,Opført 2011,2 toiletter,3520,https://www.boligsiden.dk/addresses/0a3f50a8-2061-32b8-e044-0003ba298018,,,,
"Tordenskjoldsgade 23B, st.,8200",3.495.000 kr.,Skovvangskolen,678 m,7,3.7,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 19 dage,106 m²,,Ejerudg.: 3.861 kr/md,2 værelser,Opført 1930,1 toilet,8200,https://www.boligsiden.dk/addresses/0a3f50c4-7ef6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Hyldemarken 23,8700",2.095.000 kr.,Østerhåbskolen,"3,9 km",7.2,3.7,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 19 dage,137 m²,Grund: 745 m²,Ejerudg.: 1.916 kr/md,5 værelser,Opført 1973,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-6149-32b8-e044-0003ba298018,,,,
"Åvej 9C,4440",1.095.000 kr.,Kildebjergskolen,"1,2 km",6.7,3.7,Rækkehus,Energimærke C,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 19 dage,56 m²,Grund: 316 m²,Ejerudg.: 2.977 kr/md,2 værelser,Opført 1973,1 toilet,4440,https://www.boligsiden.dk/addresses/0a3f50af-17ef-32b8-e044-0003ba298018,,,,
"Voldmestergade 27,2100",16.000.000 kr.,Øster Farimagsgades Skole,135 m,8,3.8,Rækkehus,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 19 dage,130 m²,Grund: 72 m²,Ejerudg.: 8.615 kr/md,6 værelser,Opført 1876,2 toiletter,2100,https://www.boligsiden.dk/addresses/0a3f50a1-c3b0-32b8-e044-0003ba298018,,,,
"Frisegade 57, 3. tv.,4800",795.000 kr.,Sophieskolen,"1,26 km",6.4,3.7,Ejerlejlighed,Energimærke C,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 19 dage,58 m²,,Ejerudg.: 1.930 kr/md,3 værelser,Opført 1937,1 toilet,4800,https://www.boligsiden.dk/addresses/0a3f50b0-2914-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Stubben 6,9260",3.695.000 kr.,"Gistrup Skole, afdeling Hadsundvej",864 m,7.7,3.8,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 19 dage,199 m²,Grund: 1129 m²,Ejerudg.: 3.145 kr/md,7 værelser,Opført 1976,2 toiletter,9260,https://www.boligsiden.dk/addresses/0a3f50ca-cb3c-32b8-e044-0003ba298018,,,,
"Christiansgade 25, kl.,8000",3.995.000 kr.,Samsøgades Skole,799 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 189 dage,132 m²,,Ejerudg.: 3.244 kr/md,4 værelser,Opført 1899,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c2-a7e6-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Hvedevænget 88, 2. th.,4700",1.150.000 kr.,"Ellebækskolen, afd. Kalbyris",930 m,6.5,3.7,Ejerlejlighed,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 19 dage,75 m²,,Ejerudg.: 1.962 kr/md,3 værelser,Opført 1966,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-8951-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Tornums Alle 25,6760",3.995.000 kr.,Ansgarskolen,"1,02 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 205 dage,211 m²,Grund: 1384 m²,Ejerudg.: 2.551 kr/md,6 værelser,Opført 2000,2 toiletter,6760,https://www.boligsiden.dk/addresses/0a3f50b9-d931-32b8-e044-0003ba298018,,,,
"Rønnebakken 4,3540",3.995.000 kr.,Lynge Skole,"1,01 km",7.7,3.8,Villa,Energimærke D,Høj,"25,3%","23,8‰.","Der er 25.867 indbyggere i Allerød Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 23,8‰.",Til salg i alt: 19 dage,134 m²,Grund: 700 m²,Ejerudg.: 4.013 kr/md,4 værelser,Opført 1966,2 toiletter,3540,https://www.boligsiden.dk/addresses/0a3f50a7-cdf3-32b8-e044-0003ba298018,,,,
"Frederiksberggade 36,8700",1.795.000 kr.,Horsens Byskole,394 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke E,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 19 dage,243 m²,Grund: 319 m²,Ejerudg.: 2.140 kr/md,8 værelser,Opført 1891,3 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-510c-32b8-e044-0003ba298018,,,,
"Vænget 4,4490",1.895.000 kr.,Hvidebækskolen,404 m,5.8,3.5,Villa,Energimærke C,Meget høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 19 dage,144 m²,Grund: 1262 m²,Ejerudg.: 1.899 kr/md,5 værelser,Opført 1972,2 toiletter,4490,https://www.boligsiden.dk/addresses/0a3f50ad-7f4f-32b8-e044-0003ba298018,,,,
"Birkealle 3,4760",1.795.000 kr.,Gåsetårnskolen,751 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 19 dage,124 m²,Grund: 779 m²,Ejerudg.: 1.921 kr/md,4 værelser,Opført 1954,1 toilet,4760,https://www.boligsiden.dk/addresses/0a3f50b1-a6a5-32b8-e044-0003ba298018,,,,
"Storegade 75,6430",1.499.000 kr.,Nordals skolen,501 m,5.9,3.7,Villa,Energimærke C,Meget høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 452 dage,210 m²,Grund: 2342 m²,Ejerudg.: 1.802 kr/md,8 værelser,Opført 1932,2 toiletter,6430,https://www.boligsiden.dk/addresses/0a3f50b7-2301-32b8-e044-0003ba298018,,,,
"Skanderborgvej 1,7600",795.000 kr.,Humlum Landsbyordning,790 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 19 dage,162 m²,Grund: 2548 m²,Ejerudg.: 1.642 kr/md,4 værelser,Opført 1969,-,7600,https://www.boligsiden.dk/addresses/9cb58cab-dd8b-47f1-975e-5ad904fddc60,,,,
"Krudthusvej 5,8800",6.795.000 kr.,Nordre Skole,933 m,7.4,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 482 dage,132 m²,Grund: 555 m²,Ejerudg.: 4.574 kr/md,4 værelser,Opført 1934,2 toiletter,8800,https://www.boligsiden.dk/addresses/0a3f50c6-79ca-32b8-e044-0003ba298018,,,,
