,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Hasselvej 19,4684",2.295.000 kr.,"Holmegaardskolen, afd. Fensmark",1.000 m,6.8,3.6,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 98 dage,181 m²,Grund: 1014 m²,Ejerudg.: 2.298 kr/md,6 værelser,Opført 1968,2 toiletter,4684,https://www.boligsiden.dk/addresses/0a3f50af-a268-32b8-e044-0003ba298018,,,,
"Jernvænget 31,4300",3.199.000 kr.,"Nordvestsjællands Erhvervs- og Gymnasieuddannelser, 10. klasse, Holbæk",504 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke A2015,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 98 dage,112 m²,Grund: 109 m²,Ejerudg.: 3.060 kr/md,4 værelser,Opført 2022,2 toiletter,4300,https://www.boligsiden.dk/addresses/6209cef4-d333-4693-a69c-1d0dd4f27aed,,,,
"Morumvej 50,9600",565.000 kr.,Farsø Skole,"5,44 km",6.9,3.7,Villa,Energimærke C,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 287 dage,127 m²,Grund: 670 m²,Ejerudg.: 639 kr/md,5 værelser,Opført 1930,1 toilet,9600,https://www.boligsiden.dk/addresses/0a3f50cb-2247-32b8-e044-0003ba298018,,,,
"Mysundevej 19,7500",1.495.000 kr.,Rolf Krake Skolen,932 m,7.4,3.8,Villa,Energimærke D,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 97 dage,92 m²,Grund: 594 m²,Ejerudg.: 1.565 kr/md,5 værelser,Opført 1947,1 toilet,7500,https://www.boligsiden.dk/addresses/0a3f50be-145e-32b8-e044-0003ba298018,,,,
"Akacieparken 11B, 1. 55.,2680",3.495.000 kr.,Uglegårdsskolen,697 m,7.8,3.8,Ejerlejlighed,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 98 dage,115 m²,,Ejerudg.: 4.505 kr/md,3 værelser,Opført 1975,1 toilet,2680,https://www.boligsiden.dk/addresses/0a3f50ac-4e4c-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Strandby Kirkevej 171,6705",2.495.000 kr.,Boldesager Skole,577 m,Ikke oplyst,Ikke oplyst,Villalejlighed,Energimærke F,Ukendt,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 98 dage,243 m²,Grund: 767 m²,Ejerudg.: 1.977 kr/md,3 værelser,Opført 1959,-,6705,https://www.boligsiden.dk/addresses/54160f9e-06ba-4547-8b79-f415bf483899,,,,
"Flegmade 4D, st. tv.,7100",3.195.000 kr.,"Vejle Midtbyskole, afdeling Damhaven",707 m,6,3.6,Ejerlejlighed,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 97 dage,109 m²,,Ejerudg.: 3.183 kr/md,4 værelser,Opført 2006,1 toilet,7100,https://www.boligsiden.dk/addresses/30699060-18bb-6521-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Strøbjergvej 7,3600",8.500.000 kr.,Kornmarkskolen,"3,36 km",7.1,3.7,Landejendom,Energimærke D,Høj,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 98 dage,270 m²,Grund: 99118 m²,Ejerudg.: 3.315 kr/md,7 værelser,Opført 1880,1 toilet,3600,https://www.boligsiden.dk/addresses/0a3f50aa-86a3-32b8-e044-0003ba298018,,,,
"Pilevej 25,5200",1.595.000 kr.,Ubberud Skole,"1,33 km",6.9,3.6,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 98 dage,182 m²,Grund: 740 m²,Ejerudg.: 1.940 kr/md,4 værelser,Opført 1971,1 toilet,5200,https://www.boligsiden.dk/addresses/0a3f50b4-8196-32b8-e044-0003ba298018,,,,
"Overgade 27,8400",1.995.000 kr.,Ebeltoft Skole,424 m,7.3,3.7,Rækkehus,Energimærke D,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 497 dage,135 m²,Grund: 165 m²,Ejerudg.: 2.136 kr/md,5 værelser,Opført 1850,2 toiletter,8400,https://www.boligsiden.dk/addresses/0a3f50bf-87df-32b8-e044-0003ba298018,,,,
"Roskildevænget 24, 2. tv.,4000",2.195.000 kr.,Østervangsskolen,306 m,7.4,3.7,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 98 dage,71 m²,,Ejerudg.: 4.240 kr/md,3 værelser,Opført 1962,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ac-132c-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Fasanvej 32, 1. th.,8800",825.000 kr.,Vestre Skole,842 m,7,3.8,Ejerlejlighed,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 98 dage,93 m²,,Ejerudg.: 2.471 kr/md,4 værelser,Opført 1971,1 toilet,8800,https://www.boligsiden.dk/addresses/0a3f50c6-5cf3-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Strandskolevej 162,2660",2.695.000 kr.,Brøndby Strand Skole - Dyringparken,"1,87 km",5.9,3.7,Rækkehus,Energimærke E,Høj,"24,3%","20,5‰.","Der er 35.651 indbyggere i Brøndby Kommune. Kommuneskatten er på 24,3% og grundskyldspromillen på 20,5‰.",Til salg i alt: 98 dage,96 m²,Grund: 387 m²,Ejerudg.: 2.454 kr/md,4 værelser,Opført 1960,1 toilet,2660,https://www.boligsiden.dk/addresses/0a3f50a3-73e4-32b8-e044-0003ba298018,,,,
"Bakkevej 2,4621",3.495.000 kr.,Gadstrup Skole,954 m,7.2,3.7,Villa,Energimærke C,Meget høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 98 dage,150 m²,Grund: 1142 m²,Ejerudg.: 3.122 kr/md,5 værelser,Opført 1912,2 toiletter,4621,https://www.boligsiden.dk/addresses/0a3f50ab-b16d-32b8-e044-0003ba298018,,,,
"Hermanshøj 15,8800",1.995.000 kr.,Vestervang Skole,586 m,6.9,3.7,Villa,Energimærke D,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 98 dage,119 m²,Grund: 788 m²,Ejerudg.: 2.422 kr/md,4 værelser,Opført 1961,2 toiletter,8800,https://www.boligsiden.dk/addresses/0a3f50c6-6c2a-32b8-e044-0003ba298018,,,,
"Sandnæsvej 28,7100",2.995.000 kr.,Vinding Skole,"1,75 km",7.5,3.9,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 98 dage,191 m²,Grund: 809 m²,Ejerudg.: 3.279 kr/md,4 værelser,Opført 1986,2 toiletter,7100,https://www.boligsiden.dk/addresses/0a3f50bc-ee48-32b8-e044-0003ba298018,,,,
"Bærhaven 20,7000",3.262.000 kr.,Fjordbakkeskolen,520 m,7.3,3.7,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 98 dage,292 m²,Grund: 2461 m²,Ejerudg.: 2.732 kr/md,9 værelser,Opført 1974,3 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-8912-32b8-e044-0003ba298018,,,,
"Skodsborg Strandvej 155B, 1. th.,2942",2.495.000 kr.,Ravnholm Skole,"2,65 km",8.2,3.8,Ejerlejlighed,Energimærke D,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 824 dage,60 m²,,Ejerudg.: 5.156 kr/md,2 værelser,Opført 1935,1 toilet,2942,https://www.boligsiden.dk/addresses/0a3f50a6-ef38-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Rugskellet 27,9640",798.000 kr.,Farsø Skole,458 m,6.9,3.7,Villa,Energimærke D,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 97 dage,112 m²,Grund: 700 m²,Ejerudg.: 1.026 kr/md,4 værelser,Opført 1965,1 toilet,9640,https://www.boligsiden.dk/addresses/0a3f50c7-2ee3-32b8-e044-0003ba298018,,,,
"Trekronervej 20,7500",1.375.000 kr.,Sønderlandsskolen,308 m,6.8,3.7,Rækkehus,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 97 dage,73 m²,Grund: 390 m²,Ejerudg.: 1.525 kr/md,3 værelser,Opført 1958,1 toilet,7500,https://www.boligsiden.dk/addresses/0a3f50be-304e-32b8-e044-0003ba298018,,,,
"Skovbovej 6,9560",895.000 kr.,Hadsund Skole,"5,32 km",7,3.8,Villa/Fritidsbolig,Energimærke D,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 485 dage,178 m²,Grund: 3012 m²,Ejerudg.: 1.373 kr/md,3 værelser,Opført 1830,1 toilet,9560,https://www.boligsiden.dk/addresses/0a3f50c7-af6f-32b8-e044-0003ba298018,,,,
"Enøvænget 23,6000",1.995.000 kr.,Lyshøjskolen,976 m,8.1,3.9,Ejerlejlighed,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 97 dage,150 m²,,Ejerudg.: 2.286 kr/md,4 værelser,Opført 2007,1 toilet,6000,https://www.boligsiden.dk/addresses/2374c2e5-99b6-3ff2-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Krogparken 8,2605",5.695.000 kr.,Brøndbyvester Skole - Tornehøj,345 m,6.7,3.7,Villa,Energimærke C,Høj,"24,3%","20,5‰.","Der er 35.651 indbyggere i Brøndby Kommune. Kommuneskatten er på 24,3% og grundskyldspromillen på 20,5‰.",Til salg i alt: 98 dage,173 m²,Grund: 826 m²,Ejerudg.: 4.305 kr/md,5 værelser,Opført 1962,3 toiletter,2605,https://www.boligsiden.dk/addresses/0a3f50a3-6641-32b8-e044-0003ba298018,,,,
"Slettebjergvej 2, 1. tv.,2750",1.895.000 kr.,Hedegårdsskolen,"1,34 km",6.9,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,5%","28,89‰.","Der er 49.274 indbyggere i Ballerup Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,89‰.",Til salg i alt: 98 dage,57 m²,,Ejerudg.: 3.579 kr/md,2 værelser,Opført 1939,1 toilet,2750,https://www.boligsiden.dk/addresses/0a3f50a3-16f4-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Kragenæsvej 15,2730",5.795.000 kr.,Lindehøjskolen,358 m,7.3,3.6,Villa,Energimærke D,Mellem,"23,7%","24,3‰.","Der er 28.867 indbyggere i Herlev Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 24,3‰.",Til salg i alt: 98 dage,132 m²,Grund: 754 m²,Ejerudg.: 3.995 kr/md,5 værelser,Opført 1966,2 toiletter,2730,https://www.boligsiden.dk/addresses/0a3f50a4-f053-32b8-e044-0003ba298018,,,,
"Violvej 35,4700",1.675.000 kr.,"Ellebækskolen, afd. Kalbyris","1,11 km",6.5,3.7,Villa,Energimærke D,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 97 dage,127 m²,Grund: 907 m²,Ejerudg.: 1.826 kr/md,4 værelser,Opført 1961,1 toilet,4700,https://www.boligsiden.dk/addresses/0a3f50b0-d258-32b8-e044-0003ba298018,,,,
"Julius Posselts Vej 3A, 21.,9400",19.995.000 kr.,Gl Lindholm Skole,643 m,6.9,3.7,Ejerlejlighed,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 239 dage,236 m²,,Ejerudg.: 7.767 kr/md,5 værelser,Opført 2020,3 toiletter,9400,https://www.boligsiden.dk/addresses/29e4a987-392a-4ae6-92c4-580f2f4d5d64,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Jyllandsvej 2,5500",1.145.000 kr.,"Østre skole, Middelfart",585 m,7.2,3.8,Villa,Energimærke C,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 98 dage,110 m²,Grund: 308 m²,Ejerudg.: 1.563 kr/md,3 værelser,Opført 1910,1 toilet,5500,https://www.boligsiden.dk/addresses/0a3f50b3-25c5-32b8-e044-0003ba298018,,,,
"Hjortholmvej 10,9541",1.895.000 kr.,Suldrup Skole,"1,05 km",6.7,3.7,Landejendom,Energimærke D,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 655 dage,132 m²,Grund: 31783 m²,Ejerudg.: 2.135 kr/md,5 værelser,Opført 1961,1 toilet,9541,https://www.boligsiden.dk/addresses/0a3f50c9-635d-32b8-e044-0003ba298018,,,,
"Ørningevej 2,4140",4.998.000 kr.,Borup Skole,986 m,7.2,3.7,Villa,Energimærke B,Meget høj,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 98 dage,171 m²,Grund: 1225 m²,Ejerudg.: 1.998 kr/md,5 værelser,Opført 1928,1 toilet,4140,https://www.boligsiden.dk/addresses/0a3f50ac-4d6b-32b8-e044-0003ba298018,,,,
"Højbjergvej 6,7183",2.450.000 kr.,Firehøjeskolen,"3,35 km",7.4,3.8,Villa,Energimærke C,Mellem,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 98 dage,198 m²,Grund: 3352 m²,Ejerudg.: 1.663 kr/md,7 værelser,Opført 1980,2 toiletter,7183,https://www.boligsiden.dk/addresses/0a3f50ba-7004-32b8-e044-0003ba298018,,,,
"Møllevej 14,4070",2.195.000 kr.,Kirke Hyllinge Skole,403 m,6.9,3.6,Villa,Energimærke D,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 98 dage,132 m²,Grund: 840 m²,Ejerudg.: 2.450 kr/md,4 værelser,Opført 1967,2 toiletter,4070,https://www.boligsiden.dk/addresses/0a3f50aa-d50c-32b8-e044-0003ba298018,,,,
