,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Skrænten 8,8464",5.998.000 kr.,Gyvelhøjskolen,788 m,7.2,3.7,Villa,Energimærke C,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 81 dage,277 m²,Grund: 1010 m²,Ejerudg.: 3.431 kr/md,8 værelser,Opført 1986,3 toiletter,8464,https://www.boligsiden.dk/addresses/0a3f50bf-aaae-32b8-e044-0003ba298018,,,,
"Norgesgade 51,7430",2.195.000 kr.,Ikast Østre Skole,599 m,6.7,3.8,Villa,Energimærke D,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 81 dage,153 m²,Grund: 889 m²,Ejerudg.: 1.907 kr/md,5 værelser,Opført 1967,2 toiletter,7430,https://www.boligsiden.dk/addresses/0a3f50be-513b-32b8-e044-0003ba298018,,,,
"Bøjdenvej 24,5800",1.675.000 kr.,Danehofskolen,"1,61 km",6.8,3.7,Villa,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 81 dage,134 m²,Grund: 955 m²,Ejerudg.: 1.900 kr/md,4 værelser,Opført 1930,2 toiletter,5800,https://www.boligsiden.dk/addresses/0a3f50b3-4ebe-32b8-e044-0003ba298018,,,,
"Munkerodgyden 11,5200",3.495.000 kr.,Paarup Skole,"1,26 km",7.4,3.7,Villa,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 703 dage,274 m²,Grund: 2694 m²,Ejerudg.: 3.199 kr/md,6 værelser,Opført 1962,2 toiletter,5200,https://www.boligsiden.dk/addresses/0a3f50b4-5e73-32b8-e044-0003ba298018,,,,
"Bredstrup Bygade 8,7000",1.995.000 kr.,"Ullerup Bæk Skolen, Skolesvinget",731 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 81 dage,189 m²,Grund: 895 m²,Ejerudg.: 1.971 kr/md,6 værelser,Opført 1972,2 toiletter,7000,https://www.boligsiden.dk/addresses/0a3f50ba-881b-32b8-e044-0003ba298018,,,,
"Blomsterparken 3C,6710",2.173.000 kr.,Fourfeldtskolen,538 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 324 dage,131 m²,Grund: 300 m²,Ejerudg.: 1.953 kr/md,4 værelser,Opført 1983,2 toiletter,6710,https://www.boligsiden.dk/addresses/0a3f50b8-c779-32b8-e044-0003ba298018,,,,
"H C Andersens Gade 11,8700",2.295.000 kr.,Langmarkskolen,530 m,6.9,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 326 dage,97 m²,Grund: 478 m²,Ejerudg.: 2.648 kr/md,4 værelser,Opført 1948,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-5a7a-32b8-e044-0003ba298018,,,,
"Ganløsevej 26,3520",4.125.000 kr.,Solvangskolen,721 m,7.9,3.8,Rækkehus,Energimærke C,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 520 dage,137 m²,Grund: 545 m²,Ejerudg.: 3.974 kr/md,5 værelser,Opført 1959,1 toilet,3520,https://www.boligsiden.dk/addresses/0a3f50a8-0d9d-32b8-e044-0003ba298018,,,,
"Hørsholmvej 13,3050",11.700.000 kr.,Langebjergskolen,749 m,8.1,3.8,Landejendom,Energimærke A2015,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 263 dage,306 m²,Grund: 19962 m²,Ejerudg.: 8.457 kr/md,7 værelser,Opført 2014,3 toiletter,3050,https://www.boligsiden.dk/addresses/0a3f50a8-2fbc-32b8-e044-0003ba298018,,,,
"Markdalen 1,8722",995.000 kr.,Skolen i Midten,"4,47 km",6.6,3.6,Villa,Energimærke G,Meget høj,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 81 dage,113 m²,Grund: 12172 m²,Ejerudg.: 1.785 kr/md,5 værelser,Opført 1880,1 toilet,8722,https://www.boligsiden.dk/addresses/0a3f50bb-2018-32b8-e044-0003ba298018,,,,
"Ådalsvej 43,9210",2.895.000 kr.,Gug Skole,718 m,7.6,3.8,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 81 dage,146 m²,Grund: 807 m²,Ejerudg.: 2.046 kr/md,4 værelser,Opført 1959,1 toilet,9210,https://www.boligsiden.dk/addresses/0a3f50cb-106d-32b8-e044-0003ba298018,,,,
"Truelstrupvejen 7,4130",3.975.000 kr.,"Viby Skole, afdeling Ørstedvej","1,96 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke F,Meget høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 81 dage,152 m²,Grund: 114536 m²,Ejerudg.: 2.652 kr/md,6 værelser,Opført 1840,2 toiletter,4130,https://www.boligsiden.dk/addresses/0a3f50ab-bded-32b8-e044-0003ba298018,,,,
"Ny Blåkilde 4D,9500",3.875.000 kr.,Hobro Søndre Skole og MF10,753 m,7,3.7,Rækkehus,fejl,Ukendt,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,119 m²,Grund: 100 m²,Ejerudg.: 3.283 kr/md,4 værelser,Opført 2024,-,9500,https://www.boligsiden.dk/addresses/31428970-0df1-4597-9f6b-5547ad12024b,,,,
"Morbærvej 10,4000",5.995.000 kr.,Sct. Jørgens Skole,535 m,7.3,3.7,Villa,Energimærke D,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 81 dage,220 m²,Grund: 735 m²,Ejerudg.: 4.852 kr/md,9 værelser,Opført 1964,3 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ac-04d4-32b8-e044-0003ba298018,,,,
"Skanderborgvej 35,8680",3.850.000 kr.,Mølleskolen,45 m,7.9,3.9,Villa,Energimærke D,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 81 dage,149 m²,Grund: 1050 m²,Ejerudg.: 2.918 kr/md,6 værelser,Opført 1908,2 toiletter,8680,https://www.boligsiden.dk/addresses/0a3f50c1-8e7d-32b8-e044-0003ba298018,,,,
"Mindegade 42,8700",1.895.000 kr.,Dagnæsskolen,"1,27 km",7,3.8,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 81 dage,104 m²,Grund: 912 m²,Ejerudg.: 1.719 kr/md,4 værelser,Opført 1960,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-744e-32b8-e044-0003ba298018,,,,
"Tulstrup Have 36,3400",4.595.000 kr.,Sophienborgskolen,"2,08 km",8.6,3.8,Villa,Energimærke D,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 81 dage,198 m²,Grund: 833 m²,Ejerudg.: 3.690 kr/md,6 værelser,Opført 1971,3 toiletter,3400,https://www.boligsiden.dk/addresses/0a3f50a9-de22-32b8-e044-0003ba298018,,,,
"Sydmarken 17,4050",5.700.000 kr.,Fjordlandsskolen,"5,08 km",6.4,3.6,Villa,Energimærke B,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 81 dage,308 m²,Grund: 1250 m²,Ejerudg.: 3.495 kr/md,7 værelser,Opført 1970,4 toiletter,4050,https://www.boligsiden.dk/addresses/0a3f50aa-7b1f-32b8-e044-0003ba298018,,,,
"Gaunøvej 19,2665",4.695.000 kr.,Egholmskolen,962 m,7.2,3.7,Villa,Energimærke D,Mellem,"25,6%","24,38‰.","Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",Til salg i alt: 638 dage,172 m²,Grund: 985 m²,Ejerudg.: 4.511 kr/md,7 værelser,Opført 1970,1 toilet,2665,https://www.boligsiden.dk/addresses/0a3f50a7-8193-32b8-e044-0003ba298018,,,,
"Pilesvinget 75,2700",10.500.000 kr.,Brønshøj Skole,678 m,7.1,3.7,Villa,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,105 m²,Grund: 815 m²,Ejerudg.: 4.451 kr/md,3 værelser,Opført 1939,3 toiletter,2700,https://www.boligsiden.dk/addresses/0a3f50a0-2467-32b8-e044-0003ba298018,,,,
"Kystvej 51,9280",475.000 kr.,Mou Skole,"2,97 km",6.5,3.7,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 81 dage,104 m²,Grund: 803 m²,Ejerudg.: 1.110 kr/md,4 værelser,Opført 1927,1 toilet,9280,https://www.boligsiden.dk/addresses/0a3f50c9-061f-32b8-e044-0003ba298018,,,,
"Nørregade 55, 2. tv.,8000",6.248.000 kr.,Samsøgades Skole,441 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 260 dage,141 m²,,Ejerudg.: 4.684 kr/md,4 værelser,Opført 1913,1 toilet,8000,https://www.boligsiden.dk/addresses/0a3f50c3-ca86-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Gurrevej 129B,3000",6.195.000 kr.,Helsingør Skole,705 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 81 dage,200 m²,Grund: 637 m²,Ejerudg.: 5.267 kr/md,5 værelser,Opført 1850,2 toiletter,3000,https://www.boligsiden.dk/addresses/0a3f50a9-3b34-32b8-e044-0003ba298018,,,,
"Gyldenrisvej 7,9800",2.495.000 kr.,Hjørring Nordvestskole,"1,03 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,190 m²,Grund: 1395 m²,Ejerudg.: 2.085 kr/md,6 værelser,Opført 1976,2 toiletter,9800,https://www.boligsiden.dk/addresses/0a3f50c8-1752-32b8-e044-0003ba298018,,,,
"Granvej 5,6990",550.000 kr.,Ulfborg Skole,"8,87 km",6.5,3.7,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 81 dage,146 m²,Grund: 1005 m²,Ejerudg.: 1.272 kr/md,5 værelser,Opført 1973,2 toiletter,6990,https://www.boligsiden.dk/addresses/0a3f50bf-1d77-32b8-e044-0003ba298018,,,,
"Engvænget 5,6650",1.095.000 kr.,"Brørupskolen, afdeling Skolegade","3,84 km",6.4,3.6,Villa,Energimærke C,Lav,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 81 dage,159 m²,Grund: 801 m²,Ejerudg.: 1.230 kr/md,4 værelser,Opført 1965,1 toilet,6650,https://www.boligsiden.dk/addresses/0a3f50b8-b749-32b8-e044-0003ba298018,,,,
"Linus Paulings Vej 1,2450",8.000.000 kr.,Skolen i Sydhavnen,373 m,7.7,3.7,Villa/Husbåd,Energimærke E,Ukendt,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,140 m²,Grund: 1 m²,Ejerudg.: 8.955 kr/md,5 værelser,Opført 2016,2 toiletter,2450,https://www.boligsiden.dk/addresses/2788e062-eeb3-4a8b-b071-58e07066b343,,,,
"Kronhjorten 148,9530",2.995.000 kr.,Bavnebakkeskolen,902 m,7.5,3.8,Rækkehus,Energimærke A2015,Lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 86 dage,120 m²,Grund: 336 m²,Ejerudg.: 2.061 kr/md,4 værelser,Opført 2020,2 toiletter,9530,https://www.boligsiden.dk/addresses/aa803409-654d-45ba-8419-01f64dab9db5,,,,
"Nellikebakken 8,8930",3.995.000 kr.,Rismølleskolen,"2,38 km",6.7,3.6,Villa,Energimærke A2015,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 81 dage,187 m²,Grund: 931 m²,Ejerudg.: 2.576 kr/md,5 værelser,Opført 2022,2 toiletter,8930,https://www.boligsiden.dk/addresses/de0d6362-a1db-4164-8b26-46c8a74d335a,,,,
"Trehøje 14,8970",1.495.000 kr.,Grønhøjskolen,"3,52 km",6.2,3.6,Villa,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 81 dage,262 m²,Grund: 4403 m²,Ejerudg.: 1.556 kr/md,7 værelser,Opført 1880,1 toilet,8970,https://www.boligsiden.dk/addresses/0a3f50c0-740d-32b8-e044-0003ba298018,,,,
"Silkeborgvej 163,8700",2.998.000 kr.,Lundskolen,330 m,7,3.7,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 81 dage,194 m²,Grund: 1154 m²,Ejerudg.: 2.267 kr/md,6 værelser,Opført 1974,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-8449-32b8-e044-0003ba298018,,,,
"Askevej 17,9480",1.645.000 kr.,Løkken undervisningssted,345 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,202 m²,Grund: 837 m²,Ejerudg.: 1.788 kr/md,7 værelser,Opført 1979,2 toiletter,9480,https://www.boligsiden.dk/addresses/0a3f50c8-988a-32b8-e044-0003ba298018,,,,
"Østermarksvej 1,7130",995.000 kr.,Raarup Skole,"1,93 km",6,3.8,Landejendom,Energimærke F,Mellem,"25,52%",18‰.,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",Til salg i alt: 81 dage,278 m²,Grund: 21088 m²,Ejerudg.: 2.354 kr/md,8 værelser,Opført 1880,2 toiletter,7130,https://www.boligsiden.dk/addresses/0a3f50bb-d771-32b8-e044-0003ba298018,,,,
"Knud Den Stores Vej 36, 3. 218.,4000",2.650.000 kr.,Klostermarksskolen,191 m,8.1,3.8,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 81 dage,98 m²,,Ejerudg.: 6.287 kr/md,3 værelser,Opført 1971,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-f3ba-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Jernbane Alle 2A,3050",9.975.000 kr.,Humlebæk Skole,418 m,7.8,3.8,Villa,Energimærke A2020,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 81 dage,222 m²,Grund: 667 m²,Ejerudg.: 6.269 kr/md,6 værelser,Opført 2023,3 toiletter,3050,https://www.boligsiden.dk/addresses/e4efe32d-8407-426d-bede-bd66275d6ed4,,,,
"Borgervænget 24,8600",2.195.000 kr.,Sølystskolen,"1,16 km",7.1,3.8,Villa,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 351 dage,110 m²,Grund: 574 m²,Ejerudg.: 2.514 kr/md,4 værelser,Opført 1968,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50c1-bba7-32b8-e044-0003ba298018,,,,
"Langelinie 26B, 1.,7100",1.295.000 kr.,"Vejle Midtbyskole, afdeling Strandgade",89 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 277 dage,67 m²,,Ejerudg.: 2.387 kr/md,2 værelser,Opført 1908,1 toilet,7100,https://www.boligsiden.dk/addresses/0a3f50bc-d01c-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Østre Pennehavevej 5, 1.,2960",8.595.000 kr.,Rungsted Skole,542 m,8.5,3.8,Villalejlighed,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 81 dage,114 m²,Grund: 1172 m²,Ejerudg.: 4.587 kr/md,3 værelser,Opført 1900,1 toilet,2960,https://www.boligsiden.dk/addresses/0a3f50aa-2a72-32b8-e044-0003ba298018,,,,
"Phistersvej 24, 3. tv.,2900",7.495.000 kr.,Maglegårdsskolen,182 m,8.1,3.9,Ejerlejlighed,Energimærke E,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 81 dage,109 m²,,Ejerudg.: 6.212 kr/md,4 værelser,Opført 1927,1 toilet,2900,https://www.boligsiden.dk/addresses/0a3f50a3-f47e-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Aastrupvej 14,4850",549.000 kr.,Stubbekøbing Skole,"2,7 km",6.4,3.6,Villa/Fritidsbolig,Energimærke F,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 81 dage,130 m²,Grund: 780 m²,Ejerudg.: 1.075 kr/md,5 værelser,Opført 1901,1 toilet,4850,https://www.boligsiden.dk/addresses/0a3f50b1-6c68-32b8-e044-0003ba298018,,,,
"Nørremarken 23,5881",895.000 kr.,Skårup Skole,246 m,7,3.7,Villa,Energimærke E,Ukendt,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 81 dage,140 m²,Grund: 943 m²,Ejerudg.: 2.979 kr/md,4 værelser,Opført 1877,-,5881,https://www.boligsiden.dk/addresses/70b04e5a-603b-43d8-ba61-89e1fbeb008a,,,,
"Stentofterne 144,7600",1.195.000 kr.,Parkskolen,921 m,7.7,3.7,Villa,Energimærke D,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 440 dage,135 m²,Grund: 966 m²,Ejerudg.: 1.408 kr/md,5 værelser,Opført 1979,1 toilet,7600,https://www.boligsiden.dk/addresses/0a3f50be-e72f-32b8-e044-0003ba298018,,,,
"Nordøstpassagen 28, 1. 2.,8700",3.850.000 kr.,Langmarkskolen,"1,5 km",6.9,3.8,Ejerlejlighed,Energimærke A2015,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 81 dage,125 m²,,Ejerudg.: 3.973 kr/md,3 værelser,Opført 2020,2 toiletter,8700,https://www.boligsiden.dk/addresses/b48e242d-ce39-4e77-8236-38281aa05540,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Parkovsvej 6,2820",29.800.000 kr.,Tjørnegårdsskolen,"1,03 km",8.1,3.8,Villa,Energimærke B,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 269 dage,468 m²,Grund: 1791 m²,Ejerudg.: 25.841 kr/md,9 værelser,Opført 1935,5 toiletter,2820,https://www.boligsiden.dk/addresses/0a3f50a3-f3b0-32b8-e044-0003ba298018,,,,
"Fuglebakken 162,5210",1.495.000 kr.,Paarup Skole,"1,19 km",7.4,3.7,Rækkehus,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 81 dage,80 m²,Grund: 776 m²,Ejerudg.: 1.867 kr/md,3 værelser,Opført 1967,1 toilet,5210,https://www.boligsiden.dk/addresses/0a3f50b3-e067-32b8-e044-0003ba298018,,,,
"Sdr Landevej 27,3730",2.495.000 kr.,Paradisbakkeskolen,"1,49 km",7,3.7,Villa,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 81 dage,137 m²,Grund: 527 m²,Ejerudg.: 2.285 kr/md,4 værelser,Opført 1927,2 toiletter,3730,https://www.boligsiden.dk/addresses/0a3f50b2-1bd4-32b8-e044-0003ba298018,,,,
"PH Park 58, st. 1.,2970",5.595.000 kr.,Usserød Skole,273 m,7.8,3.8,Ejerlejlighed,Energimærke A2020,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 82 dage,105 m²,,Ejerudg.: 5.573 kr/md,3 værelser,Opført 2024,-,2970,https://www.boligsiden.dk/addresses/fd77b4ff-d485-4e8c-9334-5456da9a47fd,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Agnethevej 13,9900",545.000 kr.,Nordstjerneskolen,867 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 81 dage,99 m²,Grund: 620 m²,Ejerudg.: 1.088 kr/md,4 værelser,Opført 1944,1 toilet,9900,https://www.boligsiden.dk/addresses/0a3f50c7-4be8-32b8-e044-0003ba298018,,,,
"Soløjedalen 17,8930",2.995.000 kr.,Rismølleskolen,"2,17 km",6.7,3.6,Villa,Energimærke A2015,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 81 dage,150 m²,Grund: 807 m²,Ejerudg.: 2.540 kr/md,5 værelser,Opført 2019,2 toiletter,8930,https://www.boligsiden.dk/addresses/79d51d40-391d-4d6f-9f1f-e41ecff4c06d,,,,
"Terndrup Skovbrynet 4,9575",1.095.000 kr.,KILDEN- Børne- og Ungeunivers,"3,6 km",6.5,3.7,Villa,Energimærke D,Meget lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 81 dage,164 m²,Grund: 978 m²,Ejerudg.: 1.229 kr/md,5 værelser,Opført 1964,1 toilet,9575,https://www.boligsiden.dk/addresses/0a3f50c9-5513-32b8-e044-0003ba298018,,,,
"Ellekærparken 23,8543",3.075.000 kr.,Hornslet Skole,518 m,7.4,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 305 dage,180 m²,Grund: 1028 m²,Ejerudg.: 3.176 kr/md,6 værelser,Opført 1974,2 toiletter,8543,https://www.boligsiden.dk/addresses/0a3f50c1-5d61-32b8-e044-0003ba298018,,,,
"Favrgaardsvej 182B,8300",2.998.000 kr.,"Vestskolen, afd. Skovbakken","3,64 km",7.2,3.7,Villa,Energimærke D,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 81 dage,169 m²,Grund: 19306 m²,Ejerudg.: 2.557 kr/md,5 værelser,Opført 1990,3 toiletter,8300,https://www.boligsiden.dk/addresses/0a3f50c0-9ae2-32b8-e044-0003ba298018,,,,
"Svalevej 9,8700",2.195.000 kr.,Horsens Byskole,"1,66 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 81 dage,127 m²,Grund: 600 m²,Ejerudg.: 1.781 kr/md,4 værelser,Opført 1953,2 toiletter,8700,https://www.boligsiden.dk/addresses/0a3f50bb-927c-32b8-e044-0003ba298018,,,,
"Sødingevej 45,5750",2.795.000 kr.,Nordagerskolen,"3,4 km",6.9,3.7,Landejendom,Energimærke E,Meget høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 318 dage,164 m²,Grund: 39963 m²,Ejerudg.: 1.973 kr/md,6 værelser,Opført 1900,1 toilet,5750,https://www.boligsiden.dk/addresses/0a3f50b5-3a39-32b8-e044-0003ba298018,,,,
