,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Hørupvej 12,9632",1.850.000 kr.,Møldrup Skole,"2,36 km",6.4,3.6,Landejendom,Energimærke F,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 78 dage,198 m²,Grund: 27859 m²,Ejerudg.: 2.000 kr/md,5 værelser,Opført 1924,1 toilet,9632,https://www.boligsiden.dk/addresses/0a3f50c5-6dd6-32b8-e044-0003ba298018,,,,
"Præstegårdsvej 64,8382",3.095.000 kr.,Præstemarkskolen,797 m,7.6,3.8,Rækkehus,Energimærke A2015,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 78 dage,116 m²,Grund: 171 m²,Ejerudg.: 2.709 kr/md,4 værelser,Opført 2021,2 toiletter,8382,https://www.boligsiden.dk/addresses/832845f8-8440-43be-823f-fc97627ffd50,,,,
"Græse Strandvej 23,3600",11.800.000 kr.,"Trekløverskolen, afd. Græse Bakkeby","1,48 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Høj,"25,8%","32,5‰.","Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",Til salg i alt: 78 dage,276 m²,Grund: 11963 m²,Ejerudg.: 6.515 kr/md,7 værelser,Opført 1938,3 toiletter,3600,https://www.boligsiden.dk/addresses/0a3f50a8-54e4-32b8-e044-0003ba298018,,,,
"Rugvej 23A,2765",3.850.000 kr.,Balsmoseskolen,652 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 78 dage,109 m²,Grund: 775 m²,Ejerudg.: 3.660 kr/md,3 værelser,Opført 1968,1 toilet,2765,https://www.boligsiden.dk/addresses/0a3f50a6-067e-32b8-e044-0003ba298018,,,,
"Dammenvej 20,9800",395.000 kr.,Bagterp undervisningssted,"2,4 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke F,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 79 dage,73 m²,Grund: 788 m²,Ejerudg.: 1.150 kr/md,2 værelser,Opført 1946,2 toiletter,9800,https://www.boligsiden.dk/addresses/0a3f50c8-0c79-32b8-e044-0003ba298018,,,,
"Gl Ryvej 12,8362",3.995.000 kr.,Højboskolen,"2,52 km",7.3,3.7,Villa,Energimærke E,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 476 dage,163 m²,Grund: 1984 m²,Ejerudg.: 2.599 kr/md,5 værelser,Opført 1969,2 toiletter,8362,https://www.boligsiden.dk/addresses/0a3f50c0-2df4-32b8-e044-0003ba298018,,,,
"Mellemvang 17,4990",895.000 kr.,Sakskøbing Skole,"1,32 km",6.5,3.7,Villa,Energimærke D,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 78 dage,108 m²,Grund: 617 m²,Ejerudg.: 1.369 kr/md,4 værelser,Opført 1946,1 toilet,4990,https://www.boligsiden.dk/addresses/0a3f50b1-3def-32b8-e044-0003ba298018,,,,
"Fasanengen 3,4000",6.145.000 kr.,Lindebjergskolen,"1,65 km",7.8,3.7,Villa,Energimærke A2015,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 267 dage,191 m²,Grund: 701 m²,Ejerudg.: 3.846 kr/md,6 værelser,Opført 2022,2 toiletter,4000,https://www.boligsiden.dk/addresses/8884e979-ef18-4343-a858-ecc6da43b72e,,,,
"Teglbrændertoften 8,3500",9.975.000 kr.,Hareskov Skole,"1,04 km",8.4,3.9,Villa,Energimærke B,Mellem,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 78 dage,227 m²,Grund: 907 m²,Ejerudg.: 7.623 kr/md,9 værelser,Opført 1962,3 toiletter,3500,https://www.boligsiden.dk/addresses/0a3f50a7-b18f-32b8-e044-0003ba298018,,,,
"Østerbyvej 28,6731",3.698.000 kr.,Tjæreborg Skole,799 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 78 dage,209 m²,Grund: 4645 m²,Ejerudg.: 3.526 kr/md,5 værelser,Opført 1752,2 toiletter,6731,https://www.boligsiden.dk/addresses/0a3f50b9-610b-32b8-e044-0003ba298018,,,,
"Egelykkeparken 5, 1. tv.,2670",2.395.000 kr.,Arenaskolen,528 m,6,3.6,Ejerlejlighed,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 78 dage,81 m²,,Ejerudg.: 3.472 kr/md,3 værelser,Opført 2000,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50aa-ea9b-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Østermarksvej 25,8983",995.000 kr.,Grønhøjskolen,"3,29 km",6.2,3.6,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 471 dage,134 m²,Grund: 1692 m²,Ejerudg.: 1.118 kr/md,4 værelser,Opført 1890,1 toilet,8983,https://www.boligsiden.dk/addresses/0a3f50c0-76be-32b8-e044-0003ba298018,,,,
"Smedegade 6,8305",925.000 kr.,Samsø Skole,840 m,6.7,3.6,Villa/Fritidsbolig,Energimærke G,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 78 dage,86 m²,Grund: 684 m²,Ejerudg.: 1.104 kr/md,4 værelser,Opført 1911,1 toilet,8305,https://www.boligsiden.dk/addresses/0a3f50c1-ad86-32b8-e044-0003ba298018,,,,
"Fundersvej 6L, 3. mf.,7100",3.950.000 kr.,Søndermarksskolen,585 m,6.9,3.8,Ejerlejlighed,Energimærke A2015,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 78 dage,122 m²,,Ejerudg.: 3.766 kr/md,4 værelser,Opført 2020,1 toilet,7100,https://www.boligsiden.dk/addresses/ad373208-16c0-431f-9129-c853575236e9,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Mølbyvej 5,6760",495.000 kr.,Vittenbergskolen,"11,72 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 79 dage,112 m²,Grund: 7772 m²,Ejerudg.: 1.453 kr/md,4 værelser,Opført 1974,1 toilet,6760,https://www.boligsiden.dk/addresses/0a3f50b9-cb69-32b8-e044-0003ba298018,,,,
"Lersøparken 3, 1. tv.,4220",698.000 kr.,Broskolen,407 m,6.1,3.7,Ejerlejlighed,Energimærke B,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 78 dage,75 m²,,Ejerudg.: 2.410 kr/md,2 værelser,Opført 1979,1 toilet,4220,https://www.boligsiden.dk/addresses/0a3f50ad-dee5-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Søndre Badevej 6E, 3. 9.,4600",3.445.000 kr.,Sct. Nicolai Skole,"1,15 km",7.5,3.9,Ejerlejlighed,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 78 dage,77 m²,,Ejerudg.: 3.130 kr/md,2 værelser,Opført 2018,1 toilet,4600,https://www.boligsiden.dk/addresses/8fb46c55-e008-460d-8f34-858f07b8bdb5,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Skolegade 48B,4653",1.650.000 kr.,"Ny-Øst, Karise Skole",220 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 78 dage,134 m²,Grund: 958 m²,Ejerudg.: 1.956 kr/md,5 værelser,Opført 1967,2 toiletter,4653,https://www.boligsiden.dk/addresses/0a3f50af-8028-32b8-e044-0003ba298018,,,,
"Brøndager 22,8751",2.598.000 kr.,Gedved Skole,714 m,7.1,3.8,Villa,Energimærke B,Mellem,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 78 dage,189 m²,Grund: 840 m²,Ejerudg.: 2.140 kr/md,6 værelser,Opført 1985,2 toiletter,8751,https://www.boligsiden.dk/addresses/0a3f50ba-e73f-32b8-e044-0003ba298018,,,,
"Vesterbro 70,4500",1.395.000 kr.,Højby Skole,4 km,6.5,3.6,Villa,Energimærke D,Lav,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 78 dage,162 m²,Grund: 1465 m²,Ejerudg.: 2.216 kr/md,6 værelser,Opført 1963,2 toiletter,4500,https://www.boligsiden.dk/addresses/0a3f50ae-1e61-32b8-e044-0003ba298018,,,,
"Alrøvej 37,8300",1.898.000 kr.,Gylling Skole,"3,07 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 359 dage,147 m²,Grund: 1653 m²,Ejerudg.: 2.225 kr/md,5 værelser,Opført 1960,2 toiletter,8300,https://www.boligsiden.dk/addresses/0a3f50c0-920b-32b8-e044-0003ba298018,,,,
"Guldborgvej 268,4862",1.695.000 kr.,Eskilstrup Børne- og Skolefællesskab,"8,61 km",6.5,3.6,Villa/Fritidsbolig,Energimærke G,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 78 dage,115 m²,Grund: 3228 m²,Ejerudg.: 2.279 kr/md,4 værelser,Opført 1950,2 toiletter,4862,https://www.boligsiden.dk/addresses/0a3f50b1-3961-32b8-e044-0003ba298018,,,,
"Gyldenløvesgade 21, 1. tv.,1600",3.295.000 kr.,Blågård Skole,"1,06 km",5.6,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 78 dage,63 m²,,Ejerudg.: 3.181 kr/md,2 værelser,Opført 1938,1 toilet,1600,https://www.boligsiden.dk/addresses/0a3f509e-7833-32b8-e044-0003ba298018,Elevator: Ja,Altan: Nej,Terrasse: Nej,
"Tulipanhaven 40,2765",4.900.000 kr.,Ung Egedal - Hovedadresse,483 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,"25,7%","23,98‰.","Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",Til salg i alt: 78 dage,135 m²,Grund: 842 m²,Ejerudg.: 4.172 kr/md,5 værelser,Opført 1970,2 toiletter,2765,https://www.boligsiden.dk/addresses/0a3f50a6-09c5-32b8-e044-0003ba298018,,,,
"Egevej 4A,3480",18.000.000 kr.,Endrupskolen,"2,18 km",8.4,3.8,Villa,Energimærke D,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 78 dage,208 m²,Grund: 1315 m²,Ejerudg.: 7.659 kr/md,2 værelser,Opført 1912,2 toiletter,3480,https://www.boligsiden.dk/addresses/0a3f50a8-2b57-32b8-e044-0003ba298018,,,,
"Elmevang 3,4000",3.495.000 kr.,Trællerupskolen,"1,72 km",7.5,3.6,Villa,Energimærke A2010,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 258 dage,148 m²,Grund: 1104 m²,Ejerudg.: 3.382 kr/md,3 værelser,Opført 1967,2 toiletter,4000,https://www.boligsiden.dk/addresses/0a3f50ab-a48d-32b8-e044-0003ba298018,,,,
"Hesselvang 17,2900",14.995.000 kr.,Gentofte Skole,386 m,8.4,3.8,Villa,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 78 dage,203 m²,Grund: 248 m²,Ejerudg.: 9.672 kr/md,7 værelser,Opført 1931,3 toiletter,2900,https://www.boligsiden.dk/addresses/0a3f50a3-c9c1-32b8-e044-0003ba298018,,,,
"Degnestien 2,6760",2.298.000 kr.,Vittenbergskolen,"1,49 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 79 dage,201 m²,Grund: 1345 m²,Ejerudg.: 1.717 kr/md,6 værelser,Opført 1960,2 toiletter,6760,https://www.boligsiden.dk/addresses/0a3f50b9-bbfb-32b8-e044-0003ba298018,,,,
"Nordre Torstedvej 26,8700",995.000 kr.,Østerhåbskolen,481 m,7.2,3.7,Rækkehus,Energimærke E,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 78 dage,131 m²,Grund: 748 m²,Ejerudg.: 1.626 kr/md,5 værelser,Opført 1900,1 toilet,8700,https://www.boligsiden.dk/addresses/0a3f50bb-7762-32b8-e044-0003ba298018,,,,
"Lyneborggade 8, st. tv.,2300",4.195.000 kr.,Skolen på Amagerbro,224 m,6,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 78 dage,72 m²,,Ejerudg.: 4.000 kr/md,3 værelser,Opført 1912,1 toilet,2300,https://www.boligsiden.dk/addresses/0a3f509f-8197-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Frederiksberggade 14,8883",975.000 kr.,Fårvang Skole,"4,93 km",6.9,3.6,Villa,Energimærke D,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 311 dage,110 m²,Grund: 402 m²,Ejerudg.: 1.350 kr/md,6 værelser,Opført 1920,2 toiletter,8883,https://www.boligsiden.dk/addresses/0a3f50bf-b2d5-32b8-e044-0003ba298018,,,,
"Helga Pedersens Gade 79, 11. 1.,8000",5.998.000 kr.,Skovvangskolen,"1,82 km",7,3.7,Ejerlejlighed,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 78 dage,112 m²,,Ejerudg.: 4.600 kr/md,3 værelser,Opført 2022,1 toilet,8000,https://www.boligsiden.dk/addresses/88c39d0c-4666-4bf9-ae77-18cd98120033,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Hedeskovvej 26,8520",3.995.000 kr.,Lystrup Skole,52 m,7.8,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 78 dage,152 m²,Grund: 800 m²,Ejerudg.: 3.389 kr/md,6 værelser,Opført 1965,2 toiletter,8520,https://www.boligsiden.dk/addresses/0a3f50c3-169c-32b8-e044-0003ba298018,,,,
"Ejboparken 1, 2. tv.,4000",1.650.000 kr.,Tjørnegårdskolen,635 m,6.7,3.8,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 238 dage,78 m²,,Ejerudg.: 4.987 kr/md,3 værelser,Opført 1967,1 toilet,4000,https://www.boligsiden.dk/addresses/0a3f50ab-d176-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"H C Andersens Vej 6,2690",7.895.000 kr.,Strandskolen,919 m,7.4,3.8,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 348 dage,146 m²,Grund: 933 m²,Ejerudg.: 4.282 kr/md,5 værelser,Opført 1962,2 toiletter,2690,https://www.boligsiden.dk/addresses/0a3f50aa-fa7c-32b8-e044-0003ba298018,,,,
"Bogøvænget 27,8381",4.798.000 kr.,Skjoldhøjskolen,"1,06 km",6.5,3.6,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 79 dage,183 m²,Grund: 780 m²,Ejerudg.: 2.471 kr/md,7 værelser,Opført 1972,1 toilet,8381,https://www.boligsiden.dk/addresses/0a3f50c2-86c3-32b8-e044-0003ba298018,,,,
"Sophie Brahes Gade 3A, 1. tv.,3000",8.950.000 kr.,Skolen i Bymidten,614 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 78 dage,197 m²,,Ejerudg.: 7.294 kr/md,5 værelser,Opført 1827,2 toiletter,3000,https://www.boligsiden.dk/addresses/0a3f50a9-8319-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Fredensgade 22, 3. th.,8600",2.395.000 kr.,Langsøskolen,1.000 m,7.1,3.7,Ejerlejlighed,Energimærke C,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 78 dage,106 m²,,Ejerudg.: 3.410 kr/md,4 værelser,Opført 1964,1 toilet,8600,https://www.boligsiden.dk/addresses/0a3f50c1-ca15-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Nej,
"Avntoftvej 64,6200",2.545.000 kr.,Felsted Centralskole,"5,4 km",6.5,3.6,Landejendom/Landejendom,Energimærke C,Mellem,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 426 dage,476 m²,Grund: 30273 m²,Ejerudg.: 2.719 kr/md,6 værelser,Opført 1935,1 toilet,6200,https://www.boligsiden.dk/addresses/0a3f50b6-f42c-32b8-e044-0003ba298018,,,,
"Gørlev Mose 15,4281",750.000 kr.,Gørlev Skole,573 m,5.6,3.5,Villa,Energimærke C,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 80 dage,82 m²,Grund: 1442 m²,Ejerudg.: 1.301 kr/md,3 værelser,Opført 1887,1 toilet,4281,https://www.boligsiden.dk/addresses/0a3f50ac-eb6d-32b8-e044-0003ba298018,,,,
"Broparken 17,2680",3.575.000 kr.,Uglegårdsskolen,740 m,7.8,3.8,Rækkehus/Villa,Energimærke D,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 223 dage,109 m²,Grund: 377 m²,Ejerudg.: 3.228 kr/md,4 værelser,Opført 1972,2 toiletter,2680,https://www.boligsiden.dk/addresses/0a3f50ac-50f1-32b8-e044-0003ba298018,,,,
"Mølkærvej 5,8450",1.795.000 kr.,Fårvang Skole,"4,55 km",6.9,3.6,Villa/Landejendom,Energimærke F,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 80 dage,112 m²,Grund: 10244 m²,Ejerudg.: 2.273 kr/md,4 værelser,Opført 1860,1 toilet,8450,https://www.boligsiden.dk/addresses/0a3f50bf-b946-32b8-e044-0003ba298018,,,,
