,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Toilet
"Kingosvej 36,9900",1.145.000 kr.,Strandby Skole,"1,63 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Mellem,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 32 dage,153 m²,Grund: 1106 m²,Ejerudg.: 1.623 kr/md,4 værelser,Opført 1968,2 toiletter,9900,https://www.boligsiden.dk/addresses/0a3f50c7-69ff-32b8-e044-0003ba298018,,,,
"Bakkegården 3,6300",1.295.000 kr.,Gråsten Skole,"3,67 km",7.2,3.7,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 32 dage,178 m²,Grund: 972 m²,Ejerudg.: 1.369 kr/md,5 værelser,Opført 1965,2 toiletter,6300,https://www.boligsiden.dk/addresses/6887bcc5-9889-31da-e044-00144f3ead67,,,,
"Gyldenløvesgade 21, 3. th.,1600",5.995.000 kr.,Blågård Skole,"1,06 km",5.6,3.6,Ejerlejlighed,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 386 dage,123 m²,,Ejerudg.: 5.463 kr/md,4 værelser,Opført 1938,2 toiletter,1600,https://www.boligsiden.dk/addresses/0a3f509e-7838-32b8-e044-0003ba298018,Elevator: Ja,Altan: Ja,Terrasse: Ja,
"Corasvej 46,9990",2.995.000 kr.,Skagen Skole,550 m,Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 133 dage,291 m²,Grund: 1662 m²,Ejerudg.: 2.747 kr/md,6 værelser,Opført 1968,2 toiletter,9990,https://www.boligsiden.dk/addresses/467c3189-6c4d-492b-8a8f-0cabd2c2cf3c,,,,
"Kielshøj 11,3520",4.695.000 kr.,Stavnsholtskolen,560 m,7,3.7,Rækkehus,Energimærke D,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 32 dage,136 m²,Grund: 367 m²,Ejerudg.: 4.188 kr/md,4 værelser,Opført 1971,2 toiletter,3520,https://www.boligsiden.dk/addresses/0a3f50a8-126c-32b8-e044-0003ba298018,,,,
"Mathildevej 2B, st.,2000",4.995.000 kr.,Lindevangskolen,844 m,7.4,3.7,Ejerlejlighed,Energimærke C,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 32 dage,68 m²,,Ejerudg.: 4.178 kr/md,3 værelser,Opført 1883,1 toilet,2000,https://www.boligsiden.dk/addresses/3ab03abc-31f3-43f5-915e-b903fcd3df9f,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Rødbyvej 11,4895",845.000 kr.,Rødby Skole,"7,74 km",6,3.7,Villa/Fritidsbolig,Energimærke F,Høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 379 dage,193 m²,Grund: 1088 m²,Ejerudg.: 1.287 kr/md,10 værelser,Opført 1904,2 toiletter,4895,https://www.boligsiden.dk/addresses/0a3f50af-9b3d-32b8-e044-0003ba298018,,,,
"Vestre Alle 18,7800",2.295.000 kr.,Aakjærskolen,685 m,7.1,3.7,Villa,Energimærke B,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 32 dage,170 m²,Grund: 701 m²,Ejerudg.: 1.679 kr/md,8 værelser,Opført 1936,3 toiletter,7800,https://www.boligsiden.dk/addresses/0a3f50c5-bb97-32b8-e044-0003ba298018,,,,
"Assensvej 521,5642",6.495.000 kr.,Brahesminde Skole,"5,41 km",6.5,3.8,Landejendom,Energimærke D,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 32 dage,186 m²,Grund: 27425 m²,Ejerudg.: 5.210 kr/md,6 værelser,Opført 1676,3 toiletter,5642,https://www.boligsiden.dk/addresses/0a3f50b2-99db-32b8-e044-0003ba298018,,,,
"Fortunavej 2,9500",1.395.000 kr.,Hobro Søndre Skole og MF10,739 m,7,3.7,Villa,Energimærke C,Mellem,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 719 dage,153 m²,Grund: 1233 m²,Ejerudg.: 1.731 kr/md,4 værelser,Opført 1980,1 toilet,9500,https://www.boligsiden.dk/addresses/0a3f50c8-5c30-32b8-e044-0003ba298018,,,,
"Faldskærmsvej 29,3500",3.999.000 kr.,Egeskolen,"2,04 km",6.3,3.7,Rækkehus,Energimærke A2020,Mellem,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 32 dage,130 m²,Grund: 119 m²,Ejerudg.: 4.141 kr/md,5 værelser,Opført 2024,-,3500,https://www.boligsiden.dk/addresses/76181eac-5b42-4719-81b4-09a053b82988,,,,
"Voergårdsvej 13,9330",2.098.000 kr.,Flauenskjold Skole,"2,56 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 1047 dage,145 m²,Grund: 15000 m²,Ejerudg.: 1.726 kr/md,4 værelser,Opført 1934,2 toiletter,9330,https://www.boligsiden.dk/addresses/0a3f50c7-1dc7-32b8-e044-0003ba298018,,,,
"Bredager 15,2670",4.495.000 kr.,Krogårdskolen,372 m,7.1,3.7,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 32 dage,147 m²,Grund: 754 m²,Ejerudg.: 3.611 kr/md,4 værelser,Opført 1966,1 toilet,2670,https://www.boligsiden.dk/addresses/0a3f50aa-e304-32b8-e044-0003ba298018,,,,
"Fredskovhellet 2H, 2. 60.,3400",1.495.000 kr.,"Grønnevang Skole, afdeling Østervang",423 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 32 dage,71 m²,,Ejerudg.: 3.095 kr/md,2 værelser,Opført 1972,1 toilet,3400,https://www.boligsiden.dk/addresses/0a3f50a9-ab7a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Åvænget 32,7323",695.000 kr.,"Firkløverskolen, Elkjær","1,65 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke G,Lav,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 32 dage,71 m²,Grund: 1000 m²,Ejerudg.: 1.317 kr/md,2 værelser,Opført 1951,2 toiletter,7323,https://www.boligsiden.dk/addresses/0a3f50bb-11ed-32b8-e044-0003ba298018,,,,
"Poul Anker Bechs Vej 28,9200",2.995.000 kr.,Gl Hasseris Skole,"1,4 km",7.9,3.8,Rækkehus,Energimærke A2010,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 32 dage,112 m²,Grund: 125 m²,Ejerudg.: 2.236 kr/md,5 værelser,Opført 2018,2 toiletter,9200,https://www.boligsiden.dk/addresses/4a3ee756-b9ee-4dd7-84bf-837573b09b68,,,,
"Dalsgårdsvej 37,4250",1.945.000 kr.,Vesterlandsskolen,372 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 32 dage,144 m²,Grund: 1069 m²,Ejerudg.: 1.707 kr/md,5 værelser,Opført 1999,2 toiletter,4250,https://www.boligsiden.dk/addresses/0a3f50ac-d98b-32b8-e044-0003ba298018,,,,
"Pilemøllevej 18A,2635",4.595.000 kr.,Ishøj Skole,689 m,7.2,3.7,Rækkehus,Energimærke A2015,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 32 dage,131 m²,Grund: 131 m²,Ejerudg.: 3.075 kr/md,5 værelser,Opført 2024,-,2635,https://www.boligsiden.dk/addresses/d31aa4cd-b08f-4edd-8814-1e4e258f67f8,,,,
"Ingvorstrupvej 1,8500",345.000 kr.,Søren Kanne-Skolen,"5,79 km",6.5,3.6,Villa,Energimærke F,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 32 dage,122 m²,Grund: 685 m²,Ejerudg.: 1.329 kr/md,5 værelser,Opført 1877,1 toilet,8500,https://www.boligsiden.dk/addresses/0a3f50bf-d193-32b8-e044-0003ba298018,,,,
"Hyacintvej 10,3060",7.495.000 kr.,Espergærde Skole,609 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"25,52%","28,5‰.","Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",Til salg i alt: 32 dage,161 m²,Grund: 829 m²,Ejerudg.: 5.816 kr/md,6 værelser,Opført 1969,2 toiletter,3060,https://www.boligsiden.dk/addresses/0a3f50a9-4950-32b8-e044-0003ba298018,,,,
"Jægerbakken 2,3600",3.245.000 kr.,Kornmarkskolen,"3,56 km",7.1,3.7,Villa,Energimærke A2010,Høj,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 32 dage,130 m²,Grund: 742 m²,Ejerudg.: 2.554 kr/md,6 værelser,Opført 2000,2 toiletter,3600,https://www.boligsiden.dk/addresses/0a3f50aa-82c1-32b8-e044-0003ba298018,,,,
"Fiskerbanke 7,9990",1.695.000 kr.,Skagen Skole,"1,9 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 205 dage,117 m²,Grund: 700 m²,Ejerudg.: 1.601 kr/md,5 værelser,Opført 1978,1 toilet,9990,https://www.boligsiden.dk/addresses/0a3f50c9-2a1e-32b8-e044-0003ba298018,,,,
"Vindeby Tværvej 2,5700",3.250.000 kr.,Tåsingeskolen,794 m,7.2,3.7,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 32 dage,122 m²,Grund: 282 m²,Ejerudg.: 2.058 kr/md,3 værelser,Opført 1931,2 toiletter,5700,https://www.boligsiden.dk/addresses/0a3f50b5-b1f1-32b8-e044-0003ba298018,,,,
"Skagelfaldsvejen 1,3720",1.098.000 kr.,Hans Rømer Skolen,591 m,6.6,3.6,Villa,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 32 dage,180 m²,Grund: 2879 m²,Ejerudg.: 1.817 kr/md,5 værelser,Opført 1900,2 toiletter,3720,https://www.boligsiden.dk/addresses/0a3f50b2-1ddd-32b8-e044-0003ba298018,,,,
"Amerika Plads 3E, 4. tv.,2100",7.695.000 kr.,Langelinieskolen,491 m,7.5,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 151 dage,124 m²,,Ejerudg.: 6.414 kr/md,4 værelser,Opført 2005,1 toilet,2100,https://www.boligsiden.dk/addresses/11f17ae3-b71a-0668-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Stejlehøjen 52,4700",3.565.000 kr.,Fladsåskolen,"1,34 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Høj,25%,25‰.,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 32 dage,186 m²,Grund: 971 m²,Ejerudg.: 2.996 kr/md,5 værelser,Opført 2007,2 toiletter,4700,https://www.boligsiden.dk/addresses/22729a66-a162-44d0-e044-0003ba298018,,,,
"Slagelsevej 57,4180",2.750.000 kr.,Sorø Borgerskole,874 m,7.1,3.7,Villa,Energimærke C,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 32 dage,120 m²,Grund: 783 m²,Ejerudg.: 2.815 kr/md,5 værelser,Opført 1935,3 toiletter,4180,https://www.boligsiden.dk/addresses/2914bb73-cfa8-4913-bcd3-48fddfa89746,,,,
"Åfløjen 20, 2. tv.,2700",2.395.000 kr.,Korsager Skole,854 m,6.4,3.7,Ejerlejlighed,Energimærke E,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 32 dage,76 m²,,Ejerudg.: 4.303 kr/md,3 værelser,Opført 1958,1 toilet,2700,https://www.boligsiden.dk/addresses/0a3f50a1-f01a-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Dådyrvej 8,2860",6.495.000 kr.,Gladsaxe Skole,368 m,7.2,3.7,Villa,Energimærke B,Lav,"23,6%",23‰.,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",Til salg i alt: 32 dage,140 m²,Grund: 1182 m²,Ejerudg.: 4.233 kr/md,5 værelser,Opført 1959,2 toiletter,2860,https://www.boligsiden.dk/addresses/0a3f50a4-3c78-32b8-e044-0003ba298018,,,,
"Rævebjerg 14,6000",3.495.000 kr.,Munkevængets Skole,"2,28 km",6.5,3.9,Villa,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 32 dage,166 m²,Grund: 5400 m²,Ejerudg.: 2.948 kr/md,5 værelser,Opført 1878,2 toiletter,6000,https://www.boligsiden.dk/addresses/0a3f50bc-32fc-32b8-e044-0003ba298018,,,,
"Gårdhøjsvej 2,4200",2.995.000 kr.,Kirke Helsinge Skole,"4,49 km",6.1,3.5,Villa,Energimærke A2020,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 32 dage,208 m²,Grund: 3480 m²,Ejerudg.: 8.009 kr/md,4 værelser,Opført 1918,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ac-eb77-32b8-e044-0003ba298018,,,,
"Faldskærmsvej 28,3500",3.999.000 kr.,Egeskolen,"2,02 km",6.3,3.7,Rækkehus,Energimærke A2020,Mellem,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 32 dage,138 m²,Grund: 121 m²,Ejerudg.: 4.141 kr/md,5 værelser,Opført 2024,-,3500,https://www.boligsiden.dk/addresses/5a6776da-8786-40a1-8e6f-37930f928c3c,,,,
"Stillingevej 61,4200",4.995.000 kr.,Stillinge Skole,"1,76 km",6.9,3.7,Landejendom,Energimærke E,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 32 dage,180 m²,Grund: 63722 m²,Ejerudg.: 2.459 kr/md,6 værelser,Opført 1916,2 toiletter,4200,https://www.boligsiden.dk/addresses/0a3f50ae-c333-32b8-e044-0003ba298018,,,,
"Amtsvejen 21,4450",425.000 kr.,Jyderup Skole,"2,82 km",6.6,3.6,Villa,Energimærke G,Meget høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 32 dage,119 m²,Grund: 3835 m²,Ejerudg.: 1.057 kr/md,5 værelser,Opført 1900,1 toilet,4450,https://www.boligsiden.dk/addresses/0a3f50ae-fc3f-32b8-e044-0003ba298018,,,,
"Vestre Alle 3, 1. th.,9000",1.995.000 kr.,Stolpedalsskolen,884 m,8.3,3.9,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 32 dage,100 m²,,Ejerudg.: 2.484 kr/md,3 værelser,Opført 1952,1 toilet,9000,https://www.boligsiden.dk/addresses/0a3f50ca-fc29-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Nørrevej 28,4960",539.000 kr.,Rødby Skole,"6,11 km",6,3.7,Villa,Energimærke D,Høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 32 dage,67 m²,Grund: 717 m²,Ejerudg.: 785 kr/md,2 værelser,Opført 1955,1 toilet,4960,https://www.boligsiden.dk/addresses/0a3f50af-9adb-32b8-e044-0003ba298018,,,,
"Gl Roustvej 67,6800",1.598.000 kr.,Lykkesgårdskolen,601 m,7.1,3.8,Villa,Energimærke C,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 301 dage,115 m²,Grund: 1345 m²,Ejerudg.: 1.514 kr/md,4 værelser,Opført 1960,1 toilet,6800,https://www.boligsiden.dk/addresses/0a3f50b9-e5f6-32b8-e044-0003ba298018,,,,
"Vejlebrovej 92, 2. tv.,2635",2.095.000 kr.,Vejlebroskolen,547 m,6.1,3.6,Ejerlejlighed,Energimærke C,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 32 dage,77 m²,,Ejerudg.: 3.184 kr/md,2 værelser,Opført 1970,1 toilet,2635,https://www.boligsiden.dk/addresses/0a3f50a7-1cfe-32b8-e044-0003ba298018,Elevator: Nej,Altan: Nej,Terrasse: Nej,
"Bjerrebyvej 98,5700",4.990.000 kr.,Tåsingeskolen,"7,85 km",7.2,3.7,Villa,Energimærke B,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 32 dage,277 m²,Grund: 2238 m²,Ejerudg.: 2.486 kr/md,5 værelser,Opført 1965,3 toiletter,5700,https://www.boligsiden.dk/addresses/0a3f50b5-622e-32b8-e044-0003ba298018,,,,
"Teglgårdsvej 437, 2. th.,3050",1.595.000 kr.,Humlebæk Skole,569 m,7.8,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 183 dage,72 m²,,Ejerudg.: 3.934 kr/md,3 værelser,Opført 1968,1 toilet,3050,https://www.boligsiden.dk/addresses/0a3f50a8-42c8-32b8-e044-0003ba298018,Elevator: Nej,Altan: Ja,Terrasse: Nej,
"Rostrupvej 36,9500",1.495.000 kr.,Rosendalskolen,"5,38 km",7.4,3.7,Villa,Energimærke D,Lav,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 32 dage,197 m²,Grund: 6236 m²,Ejerudg.: 3.153 kr/md,6 værelser,Opført 1910,2 toiletter,9500,https://www.boligsiden.dk/addresses/0a3f50c6-c42b-32b8-e044-0003ba298018,,,,
"Hjermind Byvej 23,8850",1.895.000 kr.,Bjerringbro Skole,"3,2 km",7,3.5,Villa,Energimærke D,Mellem,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 32 dage,236 m²,Grund: 2334 m²,Ejerudg.: 2.208 kr/md,6 værelser,Opført 1900,3 toiletter,8850,https://www.boligsiden.dk/addresses/0a3f50c4-d237-32b8-e044-0003ba298018,,,,
"Lemmervej 4,8544",1.399.000 kr.,Ådalens Skole,"1,75 km",6.9,3.7,Villa,Energimærke E,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 32 dage,137 m²,Grund: 816 m²,Ejerudg.: 1.477 kr/md,4 værelser,Opført 1900,1 toilet,8544,https://www.boligsiden.dk/addresses/0a3f50c1-61e9-32b8-e044-0003ba298018,,,,
