,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Rooms_imputed,Trivsel_imputed,Grades_imputed,Toilets_imputed
"Svanemøllevej 16,2100",52000000.0,Kildevældsskolen,0.54,6.5,3.7,Villa, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",264.0,437.0,1565.0,27.811,-,1917,1.6983257706149273,2100,https://www.boligsiden.dk/addresses/3b005d72-c706-4ca7-b271-954dac7c63e3,0,0,0,0,0,0,1
"Mölndalsparken 35,2620",2095000.0,Herstedlund Skole,0.303,5.9,3.7,Ejerlejlighed, B,Høj,25.6,33.94,"Der er 27.599 indbyggere i Albertslund Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 33,94‰.",3.0,67.0,67.0,3.149,1 toilet,1986,1.0,2620,https://www.boligsiden.dk/addresses/0a3f50a5-2bb5-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Hejrebanken 46,4681",1995000.0,Holmebækskolen,0.256,6.8,3.7,Rækkehus, C,Mellem,25.26,21.04,"Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",236.0,88.0,185.0,1.792,1 toilet,1989,1.0,4681,https://www.boligsiden.dk/addresses/0a3f50ab-6d3e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Richard Mortensens Vej 63, 5. p5.,2300",4495000.0,Fælledby Skole,0.223,7.18298800436205,3.7237731733914936,Ejerlejlighed, B,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",1.0,106.0,106.0,4.377,1 toilet,2010,1.0,2300,https://www.boligsiden.dk/addresses/f633e380-efd7-4550-a752-bc79c7f4bc1b,0,0,0,0,1,1,0
"Birkedommervej 21, 4. tv.,2400",2395000.0,Tagensbo Skole,0.305,5.8,3.7,Ejerlejlighed, E,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",2.0,51.0,51.0,3.102,1 toilet,1933,1.0,2400,https://www.boligsiden.dk/addresses/0a3f509d-519a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hallerupvej 5,4800",1750000.0,Østerbroskolen,2.35,6.5,3.7,Villa, B,Høj,25.8,32.34,"Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",1.0,136.0,859.0,1.327,2 toiletter,1900,2.0,4800,https://www.boligsiden.dk/addresses/0a3f50b0-3076-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Dagmarsvej 8,4173",2795000.0,Sorø Borgerskole,7.22,7.1,3.7,Villa, C,Høj,26.3,25.74,"Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",2.0,143.0,867.0,1.729,2 toiletter,2007,2.0,4173,https://www.boligsiden.dk/addresses/11f17ae3-bc27-0668-e044-0003ba298018,0,0,0,0,0,0,0
"Gramsvej 5,3200",1850000.0,Nordstjerneskolen,0.519,6.8,3.6,Villa, E,Lav,25.4,29.34,"Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",482.0,95.0,308.0,2.154,1 toilet,1890,1.0,3200,https://www.boligsiden.dk/addresses/0a3f50a8-f502-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Jennysvej 8,9000",6299000.0,Vesterkærets Skole,0.977,7.0,3.7,Villa, D,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",2.0,149.0,788.0,4.421,2 toiletter,1952,2.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-2f6b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Valhøjs Alle 100C, 2. tv.,2610",2495000.0,Valhøj Skole,0.349,7.0,3.7,Ejerlejlighed, D,Høj,25.7,30.8,"Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",3.0,80.0,80.0,5.306,1 toilet,1965,1.0,2610,https://www.boligsiden.dk/addresses/0a3f50a6-bde2-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Skovhaven 15,7080",3495000.0,Englystskolen,0.775,7.5,3.8,Villa, A2015,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",2.0,151.0,831.0,2.508,2 toiletter,2019,2.0,7080,https://www.boligsiden.dk/addresses/1249a87d-e4b4-43cf-ad6f-ce74b71581e8,0,0,0,0,0,0,0
"Råstruphave 1,5854",3150000.0,Tre Ege Skolen,6.28,5.8,3.6,Villa, D,Meget høj,26.1,22.85,"Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",3.0,330.0,3993.0,2.682,4 toiletter,1928,4.0,5854,https://www.boligsiden.dk/addresses/0a3f50b5-58c1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Udsigten 23,6640",2245000.0,Kongsbjergskolen,0.175,7.2,3.8,Villa, B,Mellem,25.5,25.0,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",2.0,154.0,1232.0,1.981,2 toiletter,1998,2.0,6640,https://www.boligsiden.dk/addresses/0a3f50bc-665f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Reinettevej 1,8270",5198000.0,Rundhøjskolen,0.18,7.7,3.7,Villa, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",2.0,105.0,825.0,3.989,2 toiletter,1962,2.0,8270,https://www.boligsiden.dk/addresses/0a3f50c3-ea30-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Mejsevej 6,4370",2495000.0,St. Merløse og Ugerløse Skole,0.218,7.013960916948516,3.7173431040962046,Villa, E,Høj,25.3,25.09,"Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",2.0,212.0,1056.0,925.0,2 toiletter,1971,2.0,4370,https://www.boligsiden.dk/addresses/0a3f50af-63db-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Forstalle 78,6200",1295000.0,Kongehøjskolen,1.19,6.9,3.6,Villa, C,Høj,25.6,18.9,"Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",3.0,100.0,892.0,1.195,1 toilet,1964,1.0,6200,https://www.boligsiden.dk/addresses/0a3f50b8-2e38-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Limfjordsvej 7,7680",1195000.0,"Tangen Skole og Børnecenter, Afd. Thyborøn",0.923,6.6,3.8,Villa, C,Meget lav,25.46,28.0,"Der er 19.398 indbyggere i Lemvig Kommune. Kommuneskatten er på 25,46% og grundskyldspromillen på 28‰.",212.0,140.0,603.0,1.212,2 toiletter,1985,2.0,7680,https://www.boligsiden.dk/addresses/0a3f50be-f609-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skjoldagervej 82, 1. tv.,2820",2950000.0,Tjørnegårdsskolen,0.65,8.1,3.8,Ejerlejlighed, C,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",2.0,84.0,84.0,4.406,1 toilet,1953,1.0,2820,https://www.boligsiden.dk/addresses/0a3f50a3-fd22-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Lundsfrydvej 9A, 2. tv.,2500",1998000.0,Hanssted Skole,0.792,7.3,3.8,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",1.0,54.0,54.0,3.795,1 toilet,1936,1.0,2500,https://www.boligsiden.dk/addresses/0a3f509f-78b6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Korsørgade 2, 4. 1.,2100",4295000.0,Randersgades Skole,0.156,7.4,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",1.0,63.0,63.0,4.137,1 toilet,1963,1.0,2100,https://www.boligsiden.dk/addresses/0a3f509f-468f-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Hårup Bygade 17A,8600",1695000.0,Sejs Skole,2.49,8.1,3.9,Villa, D,Lav,25.5,28.26,"Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",447.0,267.0,1549.0,2.567,2 toiletter,1850,2.0,8600,https://www.boligsiden.dk/addresses/0a3f50c1-de0f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Judithsvej 5, 2. 4.,2900",3195000.0,Kildevældsskolen,1.46,6.5,3.7,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",1.0,54.0,54.0,3.16,1 toilet,1932,1.0,2900,https://www.boligsiden.dk/addresses/0a3f509f-0c36-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Møllebakken 9,5260",2195000.0,Skt Klemensskolen,0.642,7.4,3.7,Villa, E,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",3.0,112.0,742.0,1.769,1 toilet,1950,1.0,5260,https://www.boligsiden.dk/addresses/0a3f50b4-5fda-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Egernbo 39,2665",3150000.0,Egholmskolen,0.494,7.2,3.7,Rækkehus, A2010,Mellem,25.6,24.38,"Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",1.0,102.0,167.0,3.322,2 toiletter,1977,2.0,2665,https://www.boligsiden.dk/addresses/0a3f50a7-7efd-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Asser Jensens Vej 12,7000",3595000.0,Ullerup Bæk Skolen,1.65,7.013960916948516,3.7173431040962046,Villa, B,Høj,25.5,26.0,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",3.0,167.0,882.0,1.094,2 toiletter,2012,2.0,7000,https://www.boligsiden.dk/addresses/156ec210-4ec5-4ccd-a059-07b990c978dc,0,0,0,0,1,1,0
"Bardenflethsgade 1, 2. th.,2300",5495000.0,Amager Fælled Skole,0.472,6.6,3.8,Ejerlejlighed, A2020,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",1.0,96.0,96.0,4.714,1 toilet,2018,1.0,2300,https://www.boligsiden.dk/addresses/e3fb40b7-f27b-406c-b864-68dc8a78cf7d,1,0,0,0,0,0,0
"Ewalds Alle 108,6700",1798000.0,Rørkjær Skole,0.737,7.013960916948516,3.7173431040962046,Villa, B,Meget lav,25.8,25.29,"Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",2.0,85.0,654.0,1.507,2 toiletter,1960,2.0,6700,https://www.boligsiden.dk/addresses/0a3f50b8-d6f9-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Tyge Brahes Vej 36A,9000",1898000.0,Stolpedalsskolen,1.01,8.3,3.9,Ejerlejlighed, F,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",2.0,58.0,58.0,2.741,1 toilet,1919,1.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-e54a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Thunøgade 50, st.,8000",2998000.0,Samsøgades Skole,0.188,6.9,3.6,Ejerlejlighed, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",165.0,50.0,50.0,2.701,1 toilet,1895,1.0,8000,https://www.boligsiden.dk/addresses/0a3f50c4-776c-32b8-e044-0003ba298018,0,0,1,0,0,0,0
"Bavnevænget 10,8660",2395000.0,Morten Børup Skolen,7.7,7.4,3.7,Villa, B,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",680.0,152.0,800.0,2.188,2 toiletter,2005,2.0,8660,https://www.boligsiden.dk/addresses/0a3f50c2-2203-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bremensgade 23, 2. tv.,2300",2850000.0,Lergravsparkens Skole,0.305,6.9,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",154.0,55.0,55.0,2.983,1 toilet,1939,1.0,2300,https://www.boligsiden.dk/addresses/0a3f509d-84fe-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vegas Alle 14,2770",4395000.0,Løjtegårdsskolen,0.354,7.3,3.7,Villa, B,Mellem,23.1,24.0,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",3.0,74.0,702.0,4.342,1 toilet,1934,1.0,2770,https://www.boligsiden.dk/addresses/0a3f50a7-74a3-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Fasanstien 12,4400",2595000.0,Rørby Skole,0.485,7.013960916948516,3.7173431040962046,Villa, B,Meget høj,24.2,34.0,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",3.0,156.0,1147.0,1.821,2 toiletter,2008,2.0,4400,https://www.boligsiden.dk/addresses/0ab7a635-3853-0435-e044-0003ba298018,0,0,0,0,1,1,0
"Møllevej 10,3740",2195000.0,Paradisbakkeskolen,4.5,7.0,3.7,Villa, E,Meget høj,26.2,34.0,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",3.0,112.0,843.0,2.928,1 toilet,1862,1.0,3740,https://www.boligsiden.dk/addresses/0a3f50b2-0973-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Stationsvej 10, 1. th.,4050",995000.0,Fjordlandsskolen,0.778,6.4,3.6,Ejerlejlighed, C,Høj,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",3.0,54.0,54.0,2.124,1 toilet,1936,1.0,4050,https://www.boligsiden.dk/addresses/0a3f50aa-7a05-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Slugten 10,9380",2145000.0,Vestbjerg Skole,0.926,8.1,3.8,Villa, D,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",105.0,150.0,973.0,1.958,2 toiletter,1963,2.0,9380,https://www.boligsiden.dk/addresses/0a3f50ca-b5ed-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Louisenvænget 15,5700",1995000.0,Vestre Skole,1.48,5.9,3.7,Villa, B,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",3.0,113.0,243.0,1.99,2 toiletter,1979,2.0,5700,https://www.boligsiden.dk/addresses/0a3f50b5-8842-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Esther Aggebos Gade 10, 4. 2.,8000",3198000.0,Skovvangskolen,1.48,7.0,3.7,Ejerlejlighed, A2010,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",3.0,67.0,67.0,2.602,1 toilet,2017,1.0,8000,https://www.boligsiden.dk/addresses/ba81326b-6cdd-4b1b-899d-3495d8c8c7b0,1,1,0,0,0,0,0
"Ålsrodevej 72,8500",845000.0,Søren Kanne-Skolen,6.96,6.5,3.6,Villa, E,Mellem,26.0,34.0,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,3.0,164.0,1600.0,1.719,2 toiletter,1900,2.0,8500,https://www.boligsiden.dk/addresses/0a3f50bf-e8dc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nissumgårdsvej 3,8660",9950000.0,Virring Skole,4.18,7.1,3.7,Landejendom, B,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",270.0,270.0,105012.0,2.17,2 toiletter,1900,2.0,8660,https://www.boligsiden.dk/addresses/0a3f50c2-37cb-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hundstrupvej 8,5771",1295000.0,Issø-skolen,0.378,6.8,3.7,Villa, D,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",3.0,98.0,505.0,1.208,1 toilet,1927,1.0,5771,https://www.boligsiden.dk/addresses/0a3f50b2-795a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ørnevej 28,7430",1695000.0,Hyldgårdsskolen,1.18,7.3,3.9,Villa, C,Lav,25.1,20.35,"Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",3.0,175.0,772.0,1.652,1 toilet,1987,1.0,7430,https://www.boligsiden.dk/addresses/0a3f50be-6297-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Prinsensgade 6B,7000",1100000.0,"Kirstinebjergskolen, Høgevej",0.673,7.18298800436205,3.7237731733914936,Ejerlejlighed, B,Høj,25.5,26.0,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",3.0,59.0,59.0,1.809,1 toilet,1870,1.0,7000,https://www.boligsiden.dk/addresses/0a3f50ba-c5f0-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Halkærvej 82,9240",595000.0,Nibe Skole,8.75,7.5,3.8,Villa, G,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",3.0,92.0,1169.0,1.439,1 toilet,1877,1.0,9240,https://www.boligsiden.dk/addresses/0a3f50c8-b56e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Wessels Have 7B,4300",7250000.0,Bjergmarkskolen,1.0,6.8,3.7,Villa, C,Høj,25.3,25.09,"Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",3.0,244.0,1024.0,4.232,3 toiletter,1984,3.0,4300,https://www.boligsiden.dk/addresses/0a3f50ad-73cc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Tranevænget 12, 2.,2900",4995000.0,Maglegårdsskolen,0.555,8.1,3.9,Ejerlejlighed, D,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",3.0,80.0,80.0,5.249,1 toilet,1930,1.0,2900,https://www.boligsiden.dk/addresses/0a3f50a4-1bc0-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Lærkevej 24,6400",2095000.0,Nydamskolen,3.64,7.2,3.8,Villa, C,Meget høj,25.7,27.1,"Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",3.0,162.0,792.0,1.494,2 toiletter,1965,2.0,6400,https://www.boligsiden.dk/addresses/0a3f50b7-8292-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Toldbodgade 2,4000",6850000.0,Absalons Skole,0.655,7.9,3.7,Villa, B,Høj,25.2,25.69,"Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",195.0,163.0,236.0,3.797,2 toiletter,1890,2.0,4000,https://www.boligsiden.dk/addresses/0a3f50ac-298d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Flensborg Landevej 8,6400",295000.0,Dybbøl-Skolen,3.33,7.7,3.9,Villa, E,Høj,25.7,27.1,"Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",3.0,120.0,1056.0,1.68,1 toilet,1870,1.0,6400,https://www.boligsiden.dk/addresses/0a3f50b7-a290-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hjortholms Allé 2, 3. th.,2400",2795000.0,Utterslev Skole,0.187,7.3,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",3.0,57.0,57.0,2.914,1 toilet,1936,1.0,2400,https://www.boligsiden.dk/addresses/0a3f509e-af6e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Prisholmvej 20, st. th.,2500",2850000.0,Hanssted Skole,0.727,7.3,3.8,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",3.0,63.0,63.0,4.772,1 toilet,1950,1.0,2500,https://www.boligsiden.dk/addresses/0a3f50a0-2ec6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hindbærvej 9,8800",2595000.0,Søndre Skole,0.306,7.2,3.8,Villa, C,Høj,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",3.0,185.0,737.0,2.131,2 toiletter,1966,2.0,8800,https://www.boligsiden.dk/addresses/0a3f50c6-6c87-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ny Havnegade 35,8700",3395000.0,Langmarkskolen,1.2,6.9,3.8,Villa, B,Høj,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",3.0,74.0,177.0,1.794,2 toiletter,1900,2.0,8700,https://www.boligsiden.dk/addresses/0a3f50bb-78e1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Tjørnedevej 5,4340",3750000.0,Tølløse Skole,3.0,6.8,3.6,Villa, C,Høj,25.3,25.09,"Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",3.0,201.0,1280.0,1.881,1 toilet,1976,1.0,4340,https://www.boligsiden.dk/addresses/0a3f50af-6915-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bontvedvej 42,5700",2495000.0,Vestre Skole,0.564,5.9,3.7,Villa, C,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",3.0,189.0,792.0,2.022,2 toiletter,1961,2.0,5700,https://www.boligsiden.dk/addresses/0a3f50b5-6354-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Påskeliljevej 8,8920",3195000.0,Bjerregrav Skole,0.275,6.3,3.7,Villa, B,Høj,25.8,27.93,"Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",3.0,201.0,700.0,2.103,2 toiletter,1997,2.0,8920,https://www.boligsiden.dk/addresses/0a3f50c0-c883-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Holsteinsgade 66, 3. 12.,2100",2995000.0,Langelinieskolen,0.27,7.5,3.8,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",3.0,57.0,57.0,3.805,1 toilet,1978,1.0,2100,https://www.boligsiden.dk/addresses/0a3f509e-bdcf-32b8-e044-0003ba298018,1,1,0,0,0,0,0
"Skolegade 86,8300",3695000.0,Hou Skole,0.618,7.013960916948516,3.7173431040962046,Villa, B,Mellem,25.1,30.32,"Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",3.0,217.0,918.0,2.88,2 toiletter,2001,2.0,8300,https://www.boligsiden.dk/addresses/0a3f50c0-b1ef-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Stærkærvej 16,8850",845000.0,Bjerringbro Skole,1.68,7.0,3.5,Villa, D,Mellem,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",3.0,111.0,734.0,1.597,1 toilet,1920,1.0,8850,https://www.boligsiden.dk/addresses/0a3f50c4-dfec-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Mosestedet 63,3500",6500000.0,Lille Værløse Skole,0.75,7.6,3.8,Villa, C,Mellem,24.88,21.5,"Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",3.0,172.0,530.0,4.444,2 toiletter,1968,2.0,3500,https://www.boligsiden.dk/addresses/0a3f50a7-a398-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hjørnagervej 2C,2650",3595000.0,Risbjergskolen,0.618,7.3,3.7,Rækkehus, B,Høj,25.4,29.7,"Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",3.0,96.0,944.0,2.806,1 toilet,1936,1.0,2650,https://www.boligsiden.dk/addresses/0a3f50a5-6234-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Lyngerupvej 74,3630",2995000.0,Jægerspris Skole,4.76,6.8,3.6,Villa, A2015,Mellem,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",3.0,159.0,1800.0,2.844,2 toiletter,1924,2.0,3630,https://www.boligsiden.dk/addresses/0a3f50aa-3f32-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ugerløsevej 5,4400",1495000.0,Hvidebækskolen,4.87,5.8,3.5,Villa, G,Meget høj,24.2,34.0,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",3.0,130.0,1380.0,1.899,2 toiletter,1959,2.0,4400,https://www.boligsiden.dk/addresses/0a3f50ad-7efe-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Østergade 12,4863",245000.0,Eskilstrup Børne- og Skolefællesskab,1.06,6.5,3.6,Rækkehus, G,Høj,25.8,32.34,"Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",3.0,76.0,186.0,934.0,2 toiletter,1918,2.0,4863,https://www.boligsiden.dk/addresses/0a3f50b0-e8e8-32b8-e044-0003ba298018,0,0,0,0,0,0,0
