"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Region Hovedstaden";40.0
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"København";16.0
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Frederiksberg";9.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Dragør";69.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Tårnby";29.0
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Albertslund";44.4
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Ballerup";77.6
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Brøndby";67.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Gentofte";23.0
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Gladsaxe";28.0
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Glostrup";47.4
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Herlev";47.4
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Hvidovre";32.3
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Høje-Taastrup";57.2
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Ishøj";88.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Lyngby-Taarbæk";39.9
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Rødovre";30.6
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Vallensbæk";66.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Allerød";85.9
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Egedal";76.2
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Fredensborg";102.1
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Frederikssund";51.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Furesø";50.3
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Gribskov";83.3
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Halsnæs";58.2
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Helsingør";58.8
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Hillerød";52.1
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Hørsholm";110.1
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Rudersdal";55.3
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Bornholm";102.6
"Kvadratmeter (m2) pr. indbygger";"Parker, sportsanlæg og andre rekreative områder";"Christiansø";0.0
