"I alt";"Beskæftigede i alt";"Lemvig";24.7
"I alt";"Beskæftigede i alt";"Ringkøbing-Skjern";21.8
"I alt";"Beskæftigede i alt";"Skive";23.0
"I alt";"Beskæftigede i alt";"Struer";24.6
"I alt";"Beskæftigede i alt";"Viborg";24.9
"I alt";"Beskæftigede i alt";"Region Nordjylland";26.2
"I alt";"Beskæftigede i alt";"Landsdel Nordjylland";26.2
"I alt";"Beskæftigede i alt";"Brønderslev";29.4
"I alt";"Beskæftigede i alt";"Frederikshavn";27.6
"I alt";"Beskæftigede i alt";"Hjørring";26.1
"I alt";"Beskæftigede i alt";"Jammerbugt";29.5
"I alt";"Beskæftigede i alt";"Læsø";25.3
"I alt";"Beskæftigede i alt";"Mariagerfjord";27.4
"I alt";"Beskæftigede i alt";"Morsø";19.6
"I alt";"Beskæftigede i alt";"Rebild";30.2
"I alt";"Beskæftigede i alt";"Thisted";22.5
"I alt";"Beskæftigede i alt";"Vesthimmerlands";25.7
"I alt";"Beskæftigede i alt";"Aalborg";25.5
